key,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25
12,"云海妖花粉","巨虫肝","",0,"打倒云上陷阱草 获取云海妖花粉",6710333,3,0,0,"打倒洪水巨虫 获取巨虫肝",6710286,3,0,0,"将收集品交给恩惠号的艾因哈特家的飞行员",6710324,1,0,0,6710323,"ui/icon/111000/111101.tex","探索任务：收集诱引香的素材","我们艾因哈特家在探索过程中发现了一种奇特的生物现象。在云冠群岛区域，有一部分生物可以通过散发香味来吸引其他种类的生物。
为了提高狩猎的效率，我们准备利用这些生物来制作诱引香陷阱。希望冒险者能够前往指定的两处地点讨伐特定的生物，以收集我们所需要的素材。

另外，在执行任务的过程中，也希望你们能够在目标地区附近进行探索，以提高“活动评价”。

※参加危命任务等可提升活动评价。","这里是艾因哈特管制台……
经确认，所有探索任务均已完成。","感谢各位冒险者的大力协助。
我们已经准备了相应的报酬。","今后你们可以随时利用以太洞前往另一侧进行自由探索。
祝你们探索顺利！"
13,,,"",0,"打倒剑齿虎",6710303,3,0,0,"打倒窃蛋鼠",6710337,3,0,0,"将古生物的蛋搬运至回收地点",6710337,2,6798627,5,6798626,"ui/icon/111000/111101.tex","探索任务：采集古生物的蛋","为了进行博物学研究，希望冒险者能帮我们采集古生物的蛋。但那些蛋被藏得很严密，不容易找到。因此，我们决定利用一种喜欢吃蛋的老鼠魔物。
你们可以先在周围狩猎以及探索，等想要偷蛋的老鼠出现后就立即赶往那里打倒它们，把蛋抢过来并运到回收地点。

另外，在执行任务的过程中，也希望你们能够在目标地区附近进行探索，以提高“活动评价”。

※参加危命任务等可提升活动评价。","已确认目标到达回收地点……
只要运到那里就好，接下来我们会进行回收的。","感谢各位冒险者的大力协助。
我们已经准备了相应的报酬。","今后你们可以随时利用以太洞前往另一侧进行自由探索。
祝你们探索顺利！"
14,,,"",0,"打倒蚁鹰蜂",6710325,3,0,0,"打倒窃蛋鼠",6710311,3,0,0,"将古生物的蛋搬运至回收地点",6710311,2,6798619,5,6798618,"ui/icon/111000/111101.tex","探索任务：采集古生物的蛋","为了进行博物学研究，希望冒险者能帮我们采集古生物的蛋。但那些蛋被藏得很严密，不容易找到。因此，我们决定利用一种喜欢吃蛋的老鼠魔物。
你们可以先在周围狩猎以及探索，等想要偷蛋的老鼠出现后就立即赶往那里打倒它们，把蛋抢过来并运到回收地点。

另外，在执行任务的过程中，也希望你们能够在目标地区附近进行探索，以提高“活动评价”。

※参加危命任务等可提升活动评价。","已确认目标到达回收地点……
只要运到那里就好，接下来我们会进行回收的。","感谢各位冒险者的大力协助。
我们已经准备了相应的报酬。","今后你们可以随时利用以太洞前往另一侧进行自由探索。
祝你们探索顺利！"
15,"弱化试剂",,"飞空战舰坠落点",0,"从恩惠号的艾因哈特家的飞行员那里获取试剂",6710324,1,0,0,"使用弱化试剂打倒不老山克芹尼",6710289,3,0,0,"使用弱化试剂打倒斑点哈库拉克",6710306,3,0,0,6887967,"ui/icon/111000/111101.tex","探索任务：试剂实验","我们艾因哈特家为了更好地进行云冠群岛探索，也在开发新型技术。其中一项成果就是这种试剂。
理论上来说……这种弱化试剂能够降低特定生物的战斗力。所以希望各位冒险者能帮助我们实践证明一下它的效果。

另外，在执行任务的过程中，也希望你们能够在目标地区附近进行探索，以提高“活动评价”。

※参加危命任务等可提升活动评价。","这里是艾因哈特管制台……
我们已经确认实验完成。","感谢各位冒险者的大力协助。
我们已经准备了相应的报酬。","今后你们可以随时利用以太洞前往另一侧进行自由探索。
祝你们探索顺利！"
16,,,"",0,"",0,0,0,0,"",0,0,0,0,"",0,0,0,0,0,,"","","","",""
17,"过属性土之水晶","过属性风之水晶","",0,"收集过属性土之水晶",6798648,4,0,0,"收集过属性风之水晶",6798628,4,0,0,"将收集品交给恩惠号的艾因哈特家的飞行员",6710324,1,0,0,6710323,"ui/icon/111000/111101.tex","探索任务：收集过属性水晶","属性之力发生剧烈变化的云冠群岛很容易促使以太结晶。带有强大属性之力的水晶极有可能成为重要资源。
所以我们希望冒险者能帮助我们收集过属性水晶，请将收集到的物资交给恩惠号附近的艾因哈特家的飞行员。

另外，在执行任务的过程中，也希望你们能够在目标地区附近进行探索，以提高“活动评价”。

※参加危命任务等可提升活动评价。","这里是艾因哈特管制台……
经确认，所有探索任务均已完成。","感谢各位冒险者的大力协助。
我们已经准备了相应的报酬。","今后你们可以随时利用以太洞前往另一侧进行自由探索。
祝你们探索顺利！"
18,,,"",0,"使用诱引香陷阱引来太阳索德斯龙并将其打倒",6710295,3,0,0,"使用诱引香陷阱引来云冠独角兽并将其打倒",6788805,3,0,0,"打倒不老枯树精",6788805,2,0,0,6887984,"ui/icon/111000/111101.tex","探索任务：打倒危险魔兽","云冠群岛高密度的以太吸引了很多危险的生物，这些生物正是我们探索的最大障碍。
我们希望身手高强的冒险者能帮助我们排除危险魔兽，请使用能吸引特定生物的诱引香陷阱，引来目标并将其打倒。

另外，在执行任务的过程中，也希望你们能够在目标地区附近进行探索，以提高“活动评价”。

※参加危命任务等可提升活动评价。","这里是艾因哈特管制台……
虽然出现了预想不到的强敌，但已被确认排除。","感谢各位冒险者的大力协助。
我们已经准备了相应的报酬。","今后你们可以随时利用以太洞前往另一侧进行自由探索。
祝你们探索顺利！"
19,,,"",0,"使用诱引香陷阱引来云冠巨嘴鸟并将其打倒",6710340,3,0,0,"使用诱引香陷阱引来杀人蚁并将其打倒",6710314,3,0,0,"打倒东方腾云蛇",6710314,2,0,0,6887969,"ui/icon/111000/111101.tex","探索任务：打倒危险魔兽","云冠群岛高密度的以太吸引了很多危险的生物，这些生物正是我们探索的最大障碍。
我们希望身手高强的冒险者能帮助我们排除危险魔兽，请使用能吸引特定生物的诱引香陷阱，引来目标并将其打倒。

另外，在执行任务的过程中，也希望你们能够在目标地区附近进行探索，以提高“活动评价”。

※参加危命任务等可提升活动评价。","这里是艾因哈特管制台……
虽然出现了预想不到的强敌，但已被确认排除。","感谢各位冒险者的大力协助。
我们已经准备了相应的报酬。","今后你们可以随时利用以太洞前往另一侧进行自由探索。
祝你们探索顺利！"
20,,,"",0,"使用诱引香陷阱引来珠宝飞蚤并将其打倒",6710307,3,0,0,"使用诱引香陷阱引来天蟾蜍并将其打倒",6710345,3,0,0,"使用诱引香陷阱引来原角鼻龙并将其打倒",6710286,3,0,0,6887958,"ui/icon/111000/111101.tex","探索任务：打倒危险魔兽","云冠群岛高密度的以太吸引了很多危险的生物，这些生物正是我们探索的最大障碍。
我们希望身手高强的冒险者能帮助我们排除危险魔兽，请使用能吸引特定生物的诱引香陷阱，引来目标并将其打倒。

另外，在执行任务的过程中，也希望你们能够在目标地区附近进行探索，以提高“活动评价”。

※参加危命任务等可提升活动评价。","这里是艾因哈特管制台……
经确认，所有探索任务均已完成。","感谢各位冒险者的大力协助。
我们已经准备了相应的报酬。","今后你们可以随时利用以太洞前往另一侧进行自由探索。
祝你们探索顺利！"
21,"云海物种的器官标本","云海物种的骨骼标本","",0,"使用诱引香陷阱引来彩虹冠恐鸟并打倒
获取云海物种的器官标本",6710306,3,0,0,"使用诱引香陷阱引来笠头螈并将其打倒
获取云海物种的骨骼标本",6710321,3,0,0,"将收集品交给恩惠号的艾因哈特家的飞行员",6710324,1,0,0,6710323,"ui/icon/111000/111101.tex","探索任务：采集云海生物标本","云冠群岛是一座长期与外界隔离的浮岛，不仅有珍稀的古代生物在此栖息，还有受到属性之力影响的变异个体。
我们希望冒险者帮忙采集这些珍稀生物的标本用作博物学研究。请使用能吸引特定生物的诱引香陷阱，引来目标并将其打倒，然后采集标本。

另外，在执行任务的过程中，也希望你们能够在目标地区附近进行探索，以提高“活动评价”。

※参加危命任务等可提升活动评价。","这里是艾因哈特管制台……
经确认，所有探索任务均已完成。","感谢各位冒险者的大力协助。
我们已经准备了相应的报酬。","今后你们可以随时利用以太洞前往另一侧进行自由探索。
祝你们探索顺利！"
22,"云海妖花粉","巨虫肝","",0,"打倒云上陷阱草 获取云海妖花粉",6710336,3,0,0,"打倒洪水巨虫 获取巨虫肝",6710298,3,0,0,"将收集品交给恩惠号的艾因哈特家的飞行员",6710324,1,0,0,6710323,"ui/icon/111000/111101.tex","探索任务：收集诱引香的素材","我们艾因哈特家在探索过程中发现了一种奇特的生物现象。在云冠群岛区域，有一部分生物可以通过散发香味来吸引其他种类的生物。
为了提高狩猎的效率，我们准备利用这些生物来制作诱引香陷阱。希望冒险者能够前往指定的两处地点讨伐特定的生物，以收集我们所需要的素材。

另外，在执行任务的过程中，也希望你们能够在目标地区附近进行探索，以提高“活动评价”。

※参加危命任务等可提升活动评价。","这里是艾因哈特管制台……
经确认，所有探索任务均已完成。","感谢各位冒险者的大力协助。
我们已经准备了相应的报酬。","今后你们可以随时利用以太洞前往另一侧进行自由探索。
祝你们探索顺利！"
23,,,"",0,"打倒斑点哈库拉克",6710317,3,0,0,"打倒窃蛋鼠",6710329,3,0,0,"将古生物的蛋搬运至回收地点",6710329,2,6798623,5,6798622,"ui/icon/111000/111101.tex","探索任务：采集古生物的蛋","为了进行博物学研究，希望冒险者能帮我们采集古生物的蛋。但那些蛋被藏得很严密，不容易找到。因此，我们决定利用一种喜欢吃蛋的老鼠魔物。
你们可以先在周围狩猎以及探索，等想要偷蛋的老鼠出现后就立即赶往那里打倒它们，把蛋抢过来并运到回收地点。

另外，在执行任务的过程中，也希望你们能够在目标地区附近进行探索，以提高“活动评价”。

※参加危命任务等可提升活动评价。","已确认目标到达回收地点……
只要运到那里就好，接下来我们会进行回收的。","感谢各位冒险者的大力协助。
我们已经准备了相应的报酬。","今后你们可以随时利用以太洞前往另一侧进行自由探索。
祝你们探索顺利！"
24,,,"",0,"打倒剑齿虎",6710289,3,0,0,"打倒窃蛋鼠",6710320,3,0,0,"将古生物的蛋搬运至回收地点",6710320,2,6798621,5,6798620,"ui/icon/111000/111101.tex","探索任务：采集古生物的蛋","为了进行博物学研究，希望冒险者能帮我们采集古生物的蛋。但那些蛋被藏得很严密，不容易找到。因此，我们决定利用一种喜欢吃蛋的老鼠魔物。
你们可以先在周围狩猎以及探索，等想要偷蛋的老鼠出现后就立即赶往那里打倒它们，把蛋抢过来并运到回收地点。

另外，在执行任务的过程中，也希望你们能够在目标地区附近进行探索，以提高“活动评价”。

※参加危命任务等可提升活动评价。","已确认目标到达回收地点……
只要运到那里就好，接下来我们会进行回收的。","感谢各位冒险者的大力协助。
我们已经准备了相应的报酬。","今后你们可以随时利用以太洞前往另一侧进行自由探索。
祝你们探索顺利！"
25,"弱化试剂",,"飞空战舰坠落点",0,"从恩惠号的艾因哈特家的飞行员那里获取试剂",6710324,1,0,0,"使用弱化试剂打倒云上毛爬虫",6710299,3,0,0,"使用弱化试剂打倒云冠恩底弥翁",6710285,3,0,0,6887957,"ui/icon/111000/111101.tex","探索任务：试剂实验","我们艾因哈特家为了更好地进行云冠群岛探索，也在开发新型技术。其中一项成果就是这种试剂。
理论上来说……这种弱化试剂能够降低特定生物的战斗力。所以希望各位冒险者能帮助我们实践证明一下它的效果。

另外，在执行任务的过程中，也希望你们能够在目标地区附近进行探索，以提高“活动评价”。

※参加危命任务等可提升活动评价。","这里是艾因哈特管制台……
经确认，所有探索任务均已完成。","感谢各位冒险者的大力协助。
我们已经准备了相应的报酬。","今后你们可以随时利用以太洞前往另一侧进行自由探索。
祝你们探索顺利！"
26,,,"",0,"",0,0,0,0,"",0,0,0,0,"",0,0,0,0,0,,"","","","",""
27,"过属性冰之水晶","过属性雷之水晶","",0,"收集过属性冰之水晶",6798651,4,0,0,"收集过属性雷之水晶",6798659,4,0,0,"将收集品交给恩惠号的艾因哈特家的飞行员",6710324,1,0,0,6710323,"ui/icon/111000/111101.tex","探索任务：收集过属性水晶","属性之力发生剧烈变化的云冠群岛很容易促使以太结晶。带有强大属性之力的水晶极有可能成为重要资源。
所以我们希望冒险者能帮助我们收集过属性水晶，请将收集到的物资交给恩惠号附近的艾因哈特家的飞行员。

另外，在执行任务的过程中，也希望你们能够在目标地区附近进行探索，以提高“活动评价”。

※参加危命任务等可提升活动评价。","这里是艾因哈特管制台……
经确认，所有探索任务均已完成。","感谢各位冒险者的大力协助。
我们已经准备了相应的报酬。","今后你们可以随时利用以太洞前往另一侧进行自由探索。
祝你们探索顺利！"
28,,,"",0,"使用诱引香陷阱引来剑齿虎并将其打倒",6710316,3,0,0,"使用诱引香陷阱引来云冠魔象并将其打倒",6710341,3,0,0,"使用诱引香陷阱引来云冠鹈鹕并将其打倒",6788805,3,0,0,6887984,"ui/icon/111000/111101.tex","探索任务：打倒危险魔兽","云冠群岛高密度的以太吸引了很多危险的生物，这些生物正是我们探索的最大障碍。
我们希望身手高强的冒险者能帮助我们排除危险魔兽，请使用能吸引特定生物的诱引香陷阱，引来目标并将其打倒。

另外，在执行任务的过程中，也希望你们能够在目标地区附近进行探索，以提高“活动评价”。

※参加危命任务等可提升活动评价。","这里是艾因哈特管制台……
经确认，所有探索任务均已完成。","感谢各位冒险者的大力协助。
我们已经准备了相应的报酬。","今后你们可以随时利用以太洞前往另一侧进行自由探索。
祝你们探索顺利！"
29,,,"",0,"使用诱引香陷阱引来新种大口花并将其打倒",6710285,3,0,0,"使用诱引香陷阱引来鲁南缇希并将其打倒",6710328,3,0,0,"打倒不老枯树精",6710328,3,0,0,6887975,"ui/icon/111000/111101.tex","探索任务：打倒危险魔兽","云冠群岛高密度的以太吸引了很多危险的生物，这些生物正是我们探索的最大障碍。
我们希望身手高强的冒险者能帮助我们排除危险魔兽，请使用能吸引特定生物的诱引香陷阱，引来目标并将其打倒。

另外，在执行任务的过程中，也希望你们能够在目标地区附近进行探索，以提高“活动评价”。

※参加危命任务等可提升活动评价。","这里是艾因哈特管制台……
虽然出现了预想不到的强敌，但已被确认排除。","感谢各位冒险者的大力协助。
我们已经准备了相应的报酬。","今后你们可以随时利用以太洞前往另一侧进行自由探索。
祝你们探索顺利！"
30,,,"",0,"使用诱引香陷阱引来群落猴面雀并将其打倒",6710320,3,0,0,"使用诱引香陷阱引来斑点哈库拉克并将其打倒",6710306,3,0,0,"使用诱引香陷阱引来云冠恩底弥翁并将其打倒",6710291,3,0,0,6887960,"ui/icon/111000/111101.tex","探索任务：打倒危险魔兽","云冠群岛高密度的以太吸引了很多危险的生物，这些生物正是我们探索的最大障碍。
我们希望身手高强的冒险者能帮助我们排除危险魔兽，请使用能吸引特定生物的诱引香陷阱，引来目标并将其打倒。

另外，在执行任务的过程中，也希望你们能够在目标地区附近进行探索，以提高“活动评价”。

※参加危命任务等可提升活动评价。","这里是艾因哈特管制台……
经确认，所有探索任务均已完成。","感谢各位冒险者的大力协助。
我们已经准备了相应的报酬。","今后你们可以随时利用以太洞前往另一侧进行自由探索。
祝你们探索顺利！"
31,"云海物种的器官标本","云海物种的骨骼标本","",0,"使用诱引香陷阱引来珠蜂水母并将其打倒
获取云海物种的器官标本",6710303,3,0,0,"使用诱引香陷阱引来原角鼻龙并打倒
获取云海物种的骨骼标本",6710333,3,0,0,"将收集品交给恩惠号的艾因哈特家的飞行员",6710324,1,0,0,6710323,"ui/icon/111000/111101.tex","探索任务：采集云海生物标本","云冠群岛是一座长期与外界隔离的浮岛，不仅有珍稀的古代生物在此栖息，还有受到属性之力影响的变异个体。
我们希望冒险者帮忙采集这些珍稀生物的标本用作博物学研究。请使用能吸引特定生物的诱引香陷阱，引来目标并将其打倒，然后采集标本。

另外，在执行任务的过程中，也希望你们能够在目标地区附近进行探索，以提高“活动评价”。

※参加危命任务等可提升活动评价。","这里是艾因哈特管制台……
经确认，所有探索任务均已完成。","感谢各位冒险者的大力协助。
我们已经准备了相应的报酬。","今后你们可以随时利用以太洞前往另一侧进行自由探索。
祝你们探索顺利！"
32,"云海妖花粉","巨虫肝","",0,"打倒云上陷阱草 获取云海妖花粉",6710337,3,0,0,"打倒洪水巨虫 获取巨虫肝",6782944,3,0,0,"将收集品交给恩惠号的艾因哈特家的飞行员",6710324,1,0,0,6710323,"ui/icon/111000/111101.tex","探索任务：收集诱引香的素材","我们艾因哈特家在探索过程中发现了一种奇特的生物现象。在云冠群岛区域，有一部分生物可以通过散发香味来吸引其他种类的生物。
为了提高狩猎的效率，我们准备利用这些生物来制作诱引香陷阱。希望冒险者能够前往指定的两处地点讨伐特定的生物，以收集我们所需要的素材。

另外，在执行任务的过程中，也希望你们能够在目标地区附近进行探索，以提高“活动评价”。

※参加危命任务等可提升活动评价。","这里是艾因哈特管制台……
经确认，所有探索任务均已完成。","感谢各位冒险者的大力协助。
我们已经准备了相应的报酬。","今后你们可以随时利用以太洞前往另一侧进行自由探索。
祝你们探索顺利！"
33,,,"",0,"打倒蚁鹰蜂",6710294,3,0,0,"打倒窃蛋鼠",6710329,3,0,0,"将古生物的蛋搬运至回收地点",6710329,2,6798623,5,6798622,"ui/icon/111000/111101.tex","探索任务：采集古生物的蛋","为了进行博物学研究，希望冒险者能帮我们采集古生物的蛋。但那些蛋被藏得很严密，不容易找到。因此，我们决定利用一种喜欢吃蛋的老鼠魔物。
你们可以先在周围狩猎以及探索，等想要偷蛋的老鼠出现后就立即赶往那里打倒它们，把蛋抢过来并运到回收地点。

另外，在执行任务的过程中，也希望你们能够在目标地区附近进行探索，以提高“活动评价”。

※参加危命任务等可提升活动评价。","已确认目标到达回收地点……
只要运到那里就好，接下来我们会进行回收的。","感谢各位冒险者的大力协助。
我们已经准备了相应的报酬。","今后你们可以随时利用以太洞前往另一侧进行自由探索。
祝你们探索顺利！"
34,,,"",0,"打倒云上毛爬虫",6710332,3,0,0,"打倒窃蛋鼠",6710311,3,0,0,"将古生物的蛋搬运至回收地点",6710311,2,6798619,5,6798618,"ui/icon/111000/111101.tex","探索任务：采集古生物的蛋","为了进行博物学研究，希望冒险者能帮我们采集古生物的蛋。但那些蛋被藏得很严密，不容易找到。因此，我们决定利用一种喜欢吃蛋的老鼠魔物。
你们可以先在周围狩猎以及探索，等想要偷蛋的老鼠出现后就立即赶往那里打倒它们，把蛋抢过来并运到回收地点。

另外，在执行任务的过程中，也希望你们能够在目标地区附近进行探索，以提高“活动评价”。

※参加危命任务等可提升活动评价。","已确认目标到达回收地点……
只要运到那里就好，接下来我们会进行回收的。","感谢各位冒险者的大力协助。
我们已经准备了相应的报酬。","今后你们可以随时利用以太洞前往另一侧进行自由探索。
祝你们探索顺利！"
35,"弱化试剂",,"飞空战舰坠落点",0,"从恩惠号的艾因哈特家的飞行员那里获取试剂",6710324,1,0,0,"使用弱化试剂打倒不老山克芹尼",6710302,3,0,0,"使用弱化试剂打倒笠头螈",6710289,3,0,0,6887959,"ui/icon/111000/111101.tex","探索任务：试剂实验","我们艾因哈特家为了更好地进行云冠群岛探索，也在开发新型技术。其中一项成果就是这种试剂。
理论上来说……这种弱化试剂能够降低特定生物的战斗力。所以希望各位冒险者能帮助我们实践证明一下它的效果。

另外，在执行任务的过程中，也希望你们能够在目标地区附近进行探索，以提高“活动评价”。

※参加危命任务等可提升活动评价。","这里是艾因哈特管制台……
我们已经确认实验完成。","感谢各位冒险者的大力协助。
我们已经准备了相应的报酬。","今后你们可以随时利用以太洞前往另一侧进行自由探索。
祝你们探索顺利！"
36,,,"",0,"",0,0,0,0,"",0,0,0,0,"",0,0,0,0,0,,"","","","",""
37,"过属性冰之水晶","过属性雷之水晶","",0,"收集过属性冰之水晶",6798630,4,0,0,"收集过属性雷之水晶",6798638,4,0,0,"将收集品交给恩惠号的艾因哈特家的飞行员",6710324,1,0,0,6710323,"ui/icon/111000/111101.tex","探索任务：收集过属性水晶","属性之力发生剧烈变化的云冠群岛很容易促使以太结晶。带有强大属性之力的水晶极有可能成为重要资源。
所以我们希望冒险者能帮助我们收集过属性水晶，请将收集到的物资交给恩惠号附近的艾因哈特家的飞行员。

另外，在执行任务的过程中，也希望你们能够在目标地区附近进行探索，以提高“活动评价”。

※参加危命任务等可提升活动评价。","这里是艾因哈特管制台……
经确认，所有探索任务均已完成。","感谢各位冒险者的大力协助。
我们已经准备了相应的报酬。","今后你们可以随时利用以太洞前往另一侧进行自由探索。
祝你们探索顺利！"
38,,,"",0,"使用诱引香陷阱引来云冠雄狮并将其打倒",6710310,3,0,0,"使用诱引香陷阱引来腔骨龙并将其打倒",6710299,3,0,0,"打倒东方腾云蛇",6710289,3,0,0,6887959,"ui/icon/111000/111101.tex","探索任务：打倒危险魔兽","云冠群岛高密度的以太吸引了很多危险的生物，这些生物正是我们探索的最大障碍。
我们希望身手高强的冒险者能帮助我们排除危险魔兽，请使用能吸引特定生物的诱引香陷阱，引来目标并将其打倒。

另外，在执行任务的过程中，也希望你们能够在目标地区附近进行探索，以提高“活动评价”。

※参加危命任务等可提升活动评价。","这里是艾因哈特管制台……
经确认，所有探索任务均已完成。","感谢各位冒险者的大力协助。
我们已经准备了相应的报酬。","今后你们可以随时利用以太洞前往另一侧进行自由探索。
祝你们探索顺利！"
39,,,"",0,"使用诱引香陷阱引来巨猿并将其打倒",6710286,3,0,0,"使用诱引香陷阱引来械齿鲸并将其打倒",6710325,3,0,0,"打倒赛勒菲",6710325,3,0,0,6887974,"ui/icon/111000/111101.tex","探索任务：打倒危险魔兽","云冠群岛高密度的以太吸引了很多危险的生物，这些生物正是我们探索的最大障碍。
我们希望身手高强的冒险者能帮助我们排除危险魔兽，请使用能吸引特定生物的诱引香陷阱，引来目标并将其打倒。

另外，在执行任务的过程中，也希望你们能够在目标地区附近进行探索，以提高“活动评价”。

※参加危命任务等可提升活动评价。","这里是艾因哈特管制台……
虽然出现了预想不到的强敌，但已被确认排除。","感谢各位冒险者的大力协助。
我们已经准备了相应的报酬。","今后你们可以随时利用以太洞前往另一侧进行自由探索。
祝你们探索顺利！"
