Index,0:？
44,多玛方城战由4位玩家进行。首先为4位玩家每人分配13张手牌，然后游戏开始。<br>游戏开始后，作为庄家的玩家（自动抽选）将会新抓1张牌，然后从13+1张手牌中打出1张不需要的牌，以保持自己的手牌还是13张。接下来，轮到庄家右手边的玩家抓1张牌并打出不需要的1张牌，游戏将以这样的顺序重复进行下去。
45,当任意玩家“和牌”或是“流局（牌堆中所有牌都已抓完却仍没有人能和牌）”时，一局宣告结束。
46,下一局开始时，庄家的权利将转移到前庄家右手边的玩家身上。<br>这样随着游戏的进行，4位玩家轮流坐庄，当所有玩家坐完2次庄后游戏结束。此时拥有点数最多的玩家即为游戏的胜者。<br><br>
47,6. 和牌与点数
48,在游戏开始时每个玩家各持有25000点数。<br>玩家和牌后，会根据和牌的牌型从其他玩家手中获取点数。<br>不过，“用自己抓的牌和牌”和“用别人打出的牌和牌”时，获取点数的方式会略有不同。
49,■用自己抓的牌和牌<br>当玩家用自己抓的牌和牌时，赢得的点数会由另外3位玩家分摊支付。如果能在自己坐庄时和牌，赢得的点数将是1.5倍。不过自己坐庄时如果别人和了牌，那么支付给其他玩家的点数将变为2倍。
50,■用别人的舍牌和牌<br>舍牌为其他玩家打出的不需要的牌，如果你可以别人的舍牌组成和牌牌型，你可以宣告和牌。这种情况下点炮的玩家（打出的牌令别人和牌的玩家）将独立支付点数给和牌玩家。该情况下，和牌玩家坐庄时可获得1.5倍点数，点炮玩家坐庄时则不需要支付2倍点数，支付与非坐庄玩家相同的1倍点数即可。
51,由此可以看出，在多玛方城战中“庄家”非常重要，在和牌时获得1.5倍点数是一个巨大的优势。此外庄家和牌后可以连庄（维持着庄家的位置再打一局），是获得点数的绝佳机会。<br><br>
52,7. 和牌必须有役
53,多玛方城战是玩家互相争夺点数的游戏。有些牌型和牌时可以得到很多点数，有些牌型和牌时能得到的点数却很少。本条目主要来解说一下如何才能获得高点数。
54,就像德州扑克中有“顺子”“同花”“满堂红”这些牌型，通过组出这些牌型可以使手牌变得更大，多玛方城战也有着类似的概念。<br>在多玛方城战中，可获得分数的牌型被称为“役”，役的大小则使用单位“番”来表示。从很难组成的6番役到可以简单组成的1番役，有着多种多样的役可供玩家选择。
55,在和牌时，役的番数决定能够获得的分数。<br>基本上1番为1000点，番数累计后点数的增加状况如下。
56,　1番　1000点<br>　2番　2000点<br>　3番　3900点<br><br>　4番　8000点<br>　5番　8000点<br><br>　6番　12000点<br>　7番　12000点<br><br>　8番　16000点<br>　9番　16000点<br>　10番　16000点<br><br>　11番　24000点<br>　12番　24000点<br><br>　13番及以上　32000点
57,庄家和牌时获得的点数为1.5倍。除了“番”数之外还有“符”数等其他因素也会对点数造成影响，感兴趣的玩家可以另行了解。
58,如上所述，由于点数由役的番数决定，<br>所以多玛方城战中{{color|id=506|必须有1番以上的役才能和牌。}}<br>单纯组出4组顺子或刻子加1组雀头，但不符合任何役的话是无法和牌的。<br><br>
59,8. 役的组法1——基础牌型
60,多玛方城战中役的种类繁多，下面列出其中最基础的几种。
61,■断幺九<br>仅用数牌中2到8之间的牌组成的牌型。<br>其中不得含有字牌和数牌1、9。
62,■对对和<br>由雀头加四组刻子或杠子（四张相同的牌）组成的牌型。
63,■一气通贯<br>含有花色相同的“123、456、789”三个顺子。
64,■三色同顺<br>含有数字相同的三种花色的顺子。
65,■混一色<br>字牌与单一花色的数牌组成的牌型。
66,■清一色<br>单一花色的数牌组成的牌型。
67,除上述以外还有很多不同的役，详情请参见官方网站。<br><br>
68,9. 役的组法2——立直
69,有一种非常方便的役名叫立直，请铭记在心。
70,本图的13张手牌中，还差3筒或者是6筒就能和牌。<br>在这种即将和牌的状态下，玩家可以选择宣告立直。
71,满足条件后，在准备打出不需要的牌时会出现立直的选择项，请选择立直后再打牌吧。之后当场上任意一名玩家打出3筒或者6筒时即可和牌，当然自己抓到了3筒或6筒时也可和牌。<br>在立直状态下玩家无法用抓到的牌替换现有的手牌，直到和牌为止都会自动打出抓到的新牌。作为回报在和牌时将必定计算立直的番数，即使不知道其他的役该怎么组也能够宣告和牌。
72,■立直的特点<br>　1.　宣告立直后役自动成立。<br>　2.　宣告立直会导致其他玩家知晓你仅差1张牌即可和牌。<br>　3.　宣告立直后无法用新抓到的牌替换现有手牌。<br>　4.　宣告立直需要消耗1000点数。<br>　　　（此局和牌的玩家领取该1000点数）<br><br>
73,10. 役的组法3——役牌
74,另一种轻松组成役的方法，便是利用特定字牌的刻子或杠子（役牌）来组成役。
75,如图所示，上面这3种字牌又称三元牌，只要凑出其中任意1种的刻子或杠子，即可被视为役。
76,上图中的4种牌又称风牌，分别表示东南西北4个方位。这些牌组成的刻子或杠子也可以被视为役，但需要满足几项条件。
77,■与局相关的条件（场风牌）<br>一次多玛方城战由8局构成，<br>每个玩家轮坐第1次庄的这前4局被称为“东场”，此时风牌“东”被视为场风牌，东组成的刻子或杠子被视为役。每个玩家轮坐第2次庄的这后4局被称为“南场”，此时风牌“南”被视为场风牌，南组成的刻子或杠子被视为役。
78,■与座位相关的条件（自风牌）<br>多玛方城战中会根据庄家的所在位置决定其他玩家所代表的方位。<br><br>　庄家=东<br>　庄家的右手边=南<br>　庄家的对面=西<br>　庄家的左手边=北<br><br>像这样以庄家为起点按逆时针方向将“东南西北”四个方位分配给玩家。此时代表自己方位的牌被称为自风牌，凑齐自风牌组成的刻子或杠子，即可被视为役。<br>自风最大的特点就是每次庄家换人时各个玩家所代表的方位都会跟着改变。通过游戏画面可以确认现在自己代表的方位，请有效运用。
79,11. 碰与吃
80,多玛方城战的流程是手牌13张，抓1张牌，弃1张不要的牌，然后不断重复。只不过有时光靠这样很难凑齐自己想要的牌，因此如果其他玩家打出的牌中有自己想要的牌时，可以通过“碰”或“吃”将那张牌据为己有。
81,■碰<br>自己的手牌中有2张同样的牌，当任意玩家打出这张牌时，画面上会出现“碰”的选择项。选择碰之后即可获得别人打出的那张牌，将手上的对子变成刻子，然后打出1张不要的牌。
82,■吃<br>这种方法只能用于自己左手边玩家刚打出的牌，当该玩家打出的牌能够与自己的手牌凑成1组顺子时，在画面中会表示出“吃”的选择项。选择吃之后可以将那张牌据为己有，将手上的牌变为顺子，然后弃1张不要的牌。
83,虽然“碰”与“吃”都能积极有效地凑齐自己想要的牌并快速地组成和牌的牌型，但却有以下的缺点。
84,■“碰”与“吃”的缺点1<br>通过“碰”与“吃”组成的刻子、顺子与手牌不同，会被放到一边处于可被其他玩家看到的状态。这种状态的牌将无法作为手牌使用，当抓到更好的牌时也无法与其进行替换。
85,■“碰”与“吃”的缺点2<br>一旦进行过“碰”或是“吃”后将无法进行立直。<br>也就是说进行过“碰”或是“吃”后必须组出立直以外的役才能和牌。另外，还有一些会因为“碰”“吃”而无法成立或番数减少的役存在。
86,12. 名为宝牌的奖励要素
87,多玛方城战中有一种牌被称为宝牌，能够在和牌时追加番数。不过宝牌只能用来追加奖励的番数，并不能单独构成役，所以还是需要让自己的手牌有役才行。
88,■宝牌<br>在多玛方城战的游戏中，每局都会随机设定一种牌作为宝牌。<br>可以在游戏中随时确认此局的宝牌。
89,■赤宝牌<br>在每种花色的4张“数牌5”中都有1张是红色的。这张牌被称为赤宝牌，与宝牌的效果相同。因为数牌的花色分为万子、筒子、索子3种，所以赤宝牌合计共有3张。
90,■里宝牌<br>在立直的状态下和牌时会出现被称为里宝牌的追加奖励。不过因为只能在和牌后才可以确认里宝牌具体是哪一张，所以最多也只是一种完全靠运气的追加要素，不过这也是立直带来的好处之一。<br><br>
91,13. 关于杠
92,每种牌都有4张图案相同的牌，当凑齐4张相同图案的牌时，可以通过一个名为“杠”的动作将这4张牌组成1组杠子。每次开杠后，杠牌者抓一张岭上牌，然后弃一张自己不要的牌。
93,杠虽然不是役，但在和牌时会在点数的基本计算上增加奖励。而且在开杠后会新追加一张宝牌作为奖励，这也是开杠的魅力所在。<br>另外，开杠后的牌与碰和吃相同，无法跟手牌进行替换。
94,14. 实际体验一下吧
95,多玛方城战的基本游戏规则到此讲解结束。虽然还有一些规则没有细说，不过那些部分会由系统来自动处理，所以请先用附近的初级多玛方城桌跟非玩家角色进行对战体验一下吧。<br>等熟悉多玛方城战之后，还可以利用任务搜索器与其他玩家进行对战！
96,多玛方城战该怎么玩
97,与非玩家角色对战
98,玩家可以利用设置在金碟游乐场的多玛方城桌，与3位非玩家角色一起打多玛方城战。<br>非玩家角色分为“初级多玛方城桌”“中级多玛方城桌”“上级多玛方程桌”3种难度，请玩家选择适合自己的难度进行挑战。
99,在利用任务搜索器进行任务参加申请期间也可以与非玩家角色进行对战。只不过一旦匹配完成进入任务后，将自动退出当前多玛方城战的对战，请多加注意。
100,玩家之间的对战
101,可以从任务搜索器的“金碟游乐场”中参加玩家之间的多玛方城战对战。<br><br>■一般桌（段位战）<br>最初就可以选择的玩家对战。<br>只能个人进行申请。段位与积分会根据战绩发生变动。<br>　（第1名：+30　第2名：+15　第3名：无变动<br>　　第4名：段位2级后会-10　段位越高减的越多）<br><br>■有段桌（段位战）<br>玩家段位达到初段后才能申请有段桌的对战。<br>只能个人进行申请。段位与积分会根据战绩发生变动。<br>　（第1名：+60　第2名：+15　第3名：无变动<br>　　第4名：-30　段位越高减的越多）<br><br>■4人亲友桌（带食断）<br>玩家组好4人小队申请参加的对战模式。<br>段位与积分不会发生变化。<br>※适用规则{{color|id=506|吃碰后可以用断幺九牌型和牌}}。<br><br>■4人亲友桌（不带食断）<br>玩家组好4人小队申请参加的对战模式。<br>段位与积分不会发生变化。<br>※适用规则{{color|id=506|吃碰后不可以用断幺九牌型和牌}}。<br><br>
102,■游戏的时间限制<br>·轮到自己的回合时会有时间限制。超过时间限制后会自动进行舍牌。4人亲友桌没有回合的时间限制。<br>·每次对战中都设有整体的时间限制。当对战时间超过80分钟后，则当前局的下一局作为最终局。在最终局结束之后本次对战宣告结束，此时的名次将记录为最终战绩。<br>·每次对战的最大限制时间为120分钟，当对战超过限制时间时，则本次对战宣告中途结束。此时战绩不进行记录。<br>
103,■对战中的聊天<br>·玩家在对战时可以通过小队频道进行聊天。<br>·如果不想参加聊天，可以通过画面右下角的开关拒绝收发小队频道的一切消息。（通过标识可以确认其他玩家是否选择了参加聊天）<br>
104,■战绩<br>·在“一般桌（段位战）”与“有段桌（段位战）”模式中，玩家的积分与段位会根据对战结束时的名次而发生变动。<br>·积分的起点为1500点，会根据每次对战取得的名次增加或减少。<br>·段位在初期是不会下降的，但是在上位的段位战中取得较差的名次时可能会降段。<br>·积分与段位只会根据对战者的积分以及最终名次进行计算。<br>（得胜时获得的点数多寡对于段位和积分没有影响）<br>·多玛方城战的战绩可以从快捷指令里“金碟游乐场”中的“方城战”项中进行确认。<br>
105,■关于从对战中途退出<br>·当玩家在对战中掉线时，该玩家会在自己的回合自动打出新抓到的牌，不过当该玩家登入游戏重新回归时，则可以从下一次出牌开始继续进行对战。<br>·当玩家在对战中退出时，系统会替代该玩家打出每次抓到的牌，以保证对战继续进行。中途退出的玩家将进入中途放弃任务的惩罚时间。<br>·一定时间内没有任何操作的玩家将被自动踢出对战。<br><br>
106,多玛方城战画面的说明
107,画面的说明
108,①玩家操作的手牌配置在这里。<br>　轮到玩家的回合时会获得第14张牌，<br>　此时需决定舍弃不需要的牌。
109,②在宣告立直或是在自摸、和牌时，<br>　又或者是在可以碰、吃、杠时，将在此处显示选项。<br><br>　碰、吃、杠并不是必须要选。<br>　如果玩家认为不需要此功能的话，可以将状态栏的鸣牌设定关闭，<br>　这样一来就不会出现选项了。<br>　这个设定在每局开始时都会自动被设定为开启。<br>
110,③这个标识表示哪位玩家正在坐庄。<br>　多玛方城战的盘面中央也有类似的标识，此标识指向的玩家为庄家。<br><br>　此外画面上还显示着代表玩家方位的“东”“南”“西”“北”。<br>　代表自己方位的自风牌刻子或杠子可以被视为役。<br><br>
111,④一场对战分为8局，可以在此处确认当前是第几局。<br>　在前半场的东场，场风牌“东”组成的刻子或杠子可以被视为役。<br>　在后半场的南场，场风牌“南”组成的刻子或杠子可以被视为役。
112,⑤如果前一局没有玩家和牌，立直时支付的1000点数将暂存在这里，<br>　赢得当前局的玩家将获得其中的所有点数。<br><br>　另外，此处还显示当前局已经连庄进行了多少次。<br>　在这一局和牌的玩家将会获得连庄数乘以300点的额外奖励。
113,⑥这里用来表示宝牌。<br>　和牌时若持有与这里相同的牌，<br>　则会获得追加的番数，获得的点数会因此增加。<br><br>
114,⑦此处可以开启关闭提示功能、危险牌标记、牌名显示等。<br>　详细内容可以参考“多玛方城战该怎么玩”中的“关于辅助功能”项。<br><br>
115,关于辅助功能
116,■危险牌标记<br>　在局的尾声或有其他玩家立直时，<br>　系统会为玩家标记出打出手牌中的哪张牌有可能点炮。<br>　不过没有标记的牌也不一定就是安全牌。<br>　请玩家仅用于参考。
117,特别危险的牌会如此标记。
118,需要注意的牌会如此标记。<br><br>
119,■显示提示<br>　在抓完牌或经过碰与吃之类的动作后，<br>　此处会提示接下来怎么做会比较好。<br>　不过此处的提示不一定就是正确安全的，<br>　请玩家仅用于参考。
120,
121,烈羽争锋
122,概要
123,烈羽争锋是由最多48名参加者<br>分成“猎隼”与“渡鸦”两个阵营<br>互相对抗的大规模对战任务。<br>玩家驾驶着“机动兵器”，<br>在保护我方小型自动兵器“自走人偶”的同时，<br>以破坏敌方阵营的“核心”为目标进行战斗。
124,■基本情报<br>烈羽争锋的两个阵营<br>各由6个轻锐小队组成的24人团队构成。<br>每场战斗的限制时间为20分钟。<br><br>■再次出击<br>在战斗中被打倒陷入无法战斗状态时，<br>经过一段时间后可以从起始地点再次出击，没有次数限制。<br>另外，在起始地点时还会被赋予“无敌”状态。<br><br>■坐骑<br>烈羽争锋与一般的野外区域相同，<br>可以骑乘自身所持有的坐骑，在战斗中也可以骑乘。<br>但如果在骑乘坐骑的状态下受到攻击，就会陷入“移动速度降低”状态，<br>因此在骑乘坐骑时要十分注意警戒四周。<br><br>■返回<br>使用返回能够回到起始地点。<br>烈羽争锋中的返回，即便是在战斗中也可以使用，<br>且没有复唱时间。<br>但在咏唱返回时若受到攻击，咏唱就会被打断。<br><br>■奖励<br>作为参加奖励可以获得经验值、对战经验值、<br>狼印战绩与亚拉戈神典石。<br>另外，在烈羽争锋中获得一定次数的胜利后，<br>作为成就报酬还可以获得称号与坐骑。
125,核心与防御塔
126,在烈羽争锋中，通过破坏掉设置在敌方据点中的“核心”，<br>就可以获得最终胜利。<br>若在限制时间能双方的核心都没有被破坏，<br>则是对敌方核心造成的伤害更多的一方胜利。<br>若对核心造成的伤害也相同，<br>则是保护核心的被称为“防御塔”的设施残存的数量更多的一方胜利。<br>若残存防御塔的数量也相同，<br>则是对敌方防御塔造成的伤害更多的一方胜利。
127,■核心<br>设置在各阵营据点中的破坏目标。<br>在比赛的开始阶段，核心被保护在由防御塔生成的“魔导结界”中，<br>无法对其造成伤害。<br>因此比赛开始以后，先以破坏掉敌方防御塔为目标吧。
128,■防御塔<br>核心的防御设施，每个阵营各配置有两座防御塔。<br>防御塔还设置着能够使附近的我方队员持续恢复体力，<br>并减少所受伤害的“塔结界”，<br>可以在这里躲避敌人的进攻。<br>另外，成功破坏掉敌方的防御塔，<br>可以提高我方阵营所有小队的“气势”。
129,■魔导结界<br>魔导结界是由防御塔生成的保护核心的防御机构。<br>根据剩余防御塔的数量，魔导结界的效果也会发生变化。<br>当剩余两座防御塔时，针对核心的攻击完全无效，<br>且会生成防御敌方入侵的伤害区域。<br>伤害区域不会对我方造成伤害，<br>却会对进入的敌方造成强力的持续伤害。<br>当剩余一座防御塔时，魔导结界的效果会减弱，<br>此时对核心的攻击有效，伤害区域也会解除。<br>当两座防御塔全都被破坏时，魔导解界会被完全解除，<br>此时可以对核心造成更多的伤害。
130,机动兵器
131,由玩家所搭乘着参加战斗的，拥有强大力量的兵器。<br>机动兵器共有3种性能各异的机体。
132,■巡航驱逐者<br>技能对敌方玩家与机动兵器较为有效的机体。<br>机动力高，耐久力则较低。
133,■压迫者<br>擅长破坏“防御塔”与“核心”等设施的机体。<br>动作迟缓，因此在对玩家与对机动兵器的战斗中较为不利。
134,■残暴正义号<br>无论对玩家、对机动兵器还是对设施<br>都十分优秀的最终兵器。<br>拥有能够力挽狂澜的强大战力，但在搭乘条件上却有着限制。
135,【机动兵器的搭乘条件】<br>机动兵器不论机体的种类，每个小队在同一时间内只能搭乘1台。<br>“压迫者”每个阵营只能同时搭乘两台。<br>而定位为最终兵器的“残暴正义号”的搭乘权<br>只会在己方防御塔被破坏的时候产生。<br>因此，残暴正义号在自阵营内的可同时搭乘数量即为损失的防御塔数量。<br><br>【机动兵器的特殊性能】<br>搭乘机动兵器时，玩家的体力值将会被替换为各机体设定好的体力值。<br>搭乘中无法享受到我方队员施加的恢复效果，<br>且在非战斗状态下体力也不会自动恢复，即相当于减少的体力无法恢复。<br>另外，机动兵器可通过消耗专用的资源“能量”来发动技能。<br>能量与体力相同，也不会自动恢复，<br>但却可以通过使用“装填青磷水”这一所有机体都可以使用的技能来主动进行恢复。<br>使用“装填青磷水”需消耗自小队积累的青磷水。<br><br>■青磷水<br>启动机动兵器需要一定数量的“青磷水”。<br>各小队最大可以积累100青磷水。<br>可以通过捡起配置在战场上各处的“青磷水罐”，<br>或破坏敌方的“自走人偶”来获得青磷水。<br>青磷水以小队为单位在队内共享，<br>因此在搭乘机动兵器前，请先积极和小队成员进行协商吧。
136,■机库终端<br>青磷水达到启动机体所需量之后，<br>可以到我方阵营据点附近的“机库终端”处进行搭乘。<br>另外，也可以在此处查看各机体的情报。
137,自走人偶
138,为了破坏敌方的“核心”与“防御塔”而自主行动的小型兵器。<br>自走人偶会每隔一段时间自动从核心中出现，并沿着既定的路线移动。<br>移动过程中感知到敌方的自走人偶时，将会自动展开攻击直到将对方消灭。<br>当自走人偶抵达敌方防御塔或核心后，<br>将会以自身毁灭为代价对该防御塔或核心造成大伤害。<br>另外，自走人偶不会攻击玩家。
139,■自走维京人偶<br>会进行近战攻击的战士型自走人偶。
140,■自走法师人偶<br>会进行魔法攻击的法师型自走人偶。
141,【自走人偶的特殊性能】<br>自走人偶被赋予了一种名为“机械机关”的特殊状态，<br>当此状态倒计时为0时即会自动毁灭。<br>另外，自走人偶虽然可以享受到我方施加的恢复效果，<br>但效果会有所减弱。<br><br>【从自走人偶身上取得的青磷水】<br>破坏自走人偶能够得到“青磷水”，<br>但获得的量是根据各小队对其造成的伤害进行比例分配的，<br>另外还需要排除自走人偶之间互相造成的伤害。
142,蒸汽加农炮
143,设置在各阵营“核心”附近的乘入型固定炮台。<br>玩家可以乘入其中，进行强力的炮击。<br>乘入蒸汽加农炮时虽然无法进行移动，<br>但它在击退敌方进攻方面却可以起到很大作用。
144,气势
145,气势是打倒敌方玩家后赋予自身所属小队的状态效果。<br>气势最大可以积累到20档。<br>根据档数的不同，会给予不同程度的伤害量、治疗量提高效果。<br>另外，当档数达到20时，<br>状态效果“气势”会变为“气势高昂”，变得更加强力。
146,【气势的增加量】<br>气势的增加量会随着打倒的对手的气势档数发生变化。<br>打倒0～9档气势的对手可以增加1档气势，<br>打倒10～19档气势的对手可以增加2档气势，<br>而打倒“气势高昂”的对手则可以增加3档气势。
147,
148,
149,
150,
151,
152,隐塞
153,地图说明
154,在萨纳兰的边缘有着一座被称作隐塞的溪谷。<br>艾玛吉娜矿山公司曾投入大笔资金开发此地，不料蕴藏的矿脉却不出几年就见了底。<br>现在这一被遗弃之地被改造成了演习场。<br>曾在往昔用于搬运矿石的矿山铁轨，<br>现在跑在上面的则是装满“支援物资”的哥布林族开发的“青磷引擎车”。<br>若能够占领其停靠的载货车站，就能在对战中得到很大优势。
155,青磷引擎车
156,青磷引擎车是行驶在横贯战场的铁轨上的列车。<br>它会以高速行驶的状态出现，<br>并停靠在战场中央区域的“载货车站”。<br>玩家可以通过占领载货车站，<br>获得青磷引擎车上装载的“支援物资”。<br><br>【行驶中的青磷引擎车】<br>若不慎被行驶中的青磷引擎车撞到，<br>将会受到足已陷入无法战斗状态的巨大伤害。<br>轨道旁设置的“报警器”发出的声响，<br>代表着青磷引擎车即将通过。
157,■载货车站<br>用于停靠青磷引擎车的建筑物。<br>只有玩家能够侵入载货车站，<br>机动兵器无法参与到这里的战斗中来。<br>载货车站有“占领”和“控制”两种状态。<br><br>【占领】<br>当青磷引擎车停靠在载货车站时，<br>车站中的“占领区域”将会启动。<br>玩家可以通过停留在“占领区域”来增加己方阵营的“占领值”，<br>占领值达到最大时，就会进入到己方阵营的“占领状态”。<br>“占领值”的增加量会根据“占领区域”内两阵营的人数差进行变动。<br>占领的有效人数最多为4人，<br>超过的人数将不会被计算在内，对“占领值”的增加量也没有影响。<br>另外，“占领区域”内的玩家会被赋予“坚定不移”状态，<br>造成的伤害大幅上升。<br>灵活运用这一状态来击倒对手，减少“占领区域内”敌方阵营的有效人数，<br>可以更有效率地进行占领。<br><br>【控制】<br>载货车站被占领之后，占领方可以增加对车站的“控制值”。<br>“控制值”只会在占领方的有效人数大于或等于敌方阵营的有效人数时增加，<br>小于敌方有效人数时则不会增加。<br>“控制值”达到最大时将会完全控制载货车站，<br>能够获得青磷引擎车上装载的“支援物资”。<br>对载货车站的控制结束后，青磷引擎车将会驶离战场，<br>并在一段时间之后再度出现。<br>再度出现时“占领状态”与“控制值”的累积量都会被初期化。
158,■支援物资<br>支援物资共有4种，<br>根据比赛经过的时间，青磷引擎车上装载的支援物资会产生变化。<br>比赛的前期到中期，支援物资会从“大容量青磷水罐”、“哥布式兴奋剂”<br>以及“哥布林坦克认证钥匙”3种中随机出现一种，<br>而到了比赛后期将会只出现“哥布式豪华套组”这一种。<br>支援物资根据种类不同产生的效果也不同，<br>但不论哪种支援物资都能令得到的阵营“气势”提升。<br><br>【大容量青磷水罐】<br>获得该物资的阵营所有小队各增加50“青磷水”。<br><br>【哥布式兴奋剂】<br>获得该物资的阵营所有玩家“奋战槽”提高到最大。<br><br>【哥布林坦克认证钥匙】<br>获得该物资的阵营会从“核心”向南北两条线路各出击一台<br>比一般的自走人偶要强大许多的“哥布林坦克”。<br>“哥布林坦克”可以对破坏核心与防御塔能起到很大作用。<br><br>【哥布式豪华套组】<br>获得该物资的阵营能够得到“大容量青磷水罐”、“哥布式兴奋剂”<br>以及“哥布林坦克认证钥匙”的所有效果。
159,佣兵
160,“哥布林佣兵”会在比赛开始一定时间后，<br>随机出现在南北方向的“南佣兵基地”或“北佣兵基地”其中一处，<br>作为不属于两方阵营的中立角色，对靠近的玩家展开各种攻击。<br>但如果能顺利与其结下“佣兵契约”，其将会成为我方阵营的得力助手。
161,【佣兵契约】<br>结下佣兵契约的条件是，对哥布林佣兵造成的伤害<br>超过对方阵营对其造成的伤害一定量。<br>若在达成条件之前哥布林佣兵的体力值减为0，<br>那么此时则会直接与对其造成的伤害更高的一方阵营结下契约。<br><br>【佣兵出击】<br>结下佣兵契约后，哥布林佣兵会从成功结下契约阵营的“核心”出击，<br>与自走人偶相同，向对方的“防御塔”与“核心”展开进军。<br>在“北佣兵基地”结下契约的哥布林佣兵会沿着北侧路线进军，<br>而在“南佣兵基地”结下契约的哥布林佣兵则会沿着南侧路线进军。<br>另外，结下契约的哥布林佣兵会被赋予“契约中”状态，<br>当此状态倒计时为0时契约将会结束，此时佣兵会离开战场。<br>离开战场的哥布林佣兵在经过一段时间后会再次作为中立角色重新出现。
162,关于房屋
163,1. 什么是冒险者住宅区？
164,冒险者住宅区是冒险者的活动据点，<br>冒险者可以在这里购买土地，建造房屋，或购买公寓房间。<br>可购入的土地和公寓房间不受大国防联军所属国的限制。<br><br>■冒险者住宅区<br>　・利姆萨·罗敏萨的冒险者住宅区：海雾村<br>　・格里达尼亚的冒险者住宅区：薰衣草苗圃<br>　・乌尔达哈的冒险者住宅区：高脚孤丘<br>　・黄金港的冒险者住宅区：白银乡<br><br>
165,2. 关于土地
166,要建造房屋需要先在冒险者住宅区内购买土地，<br>要建造的房屋必须要和土地的面积大小相吻合，<br>比如在小面积的土地上要建造小型住宅。<br><br>■房屋面积与对应可布置的家具及庭具数量<br>　・小面积土地为家具200个、庭具20个。<br>　・中面积土地为家具300个、庭具30个。<br>　・大面积土地为家具400个、庭具40个。<br><br>
167,3. 购买或撤除土地
