3.4,2,
3.5,5,"<UIForeground>F201FA</UIForeground><UIGlow>F201FB</UIGlow>职业量谱的说明可以随时在技能菜单中进行查看。<UIGlow>01</UIGlow><UIForeground>01</UIForeground>"
4.1,1,"兽魂量谱"
4.2,3,
4.3,5,"学会<UIForeground>F201F4</UIForeground><UIGlow>F201F5</UIGlow>兽魂<UIGlow>01</UIGlow><UIForeground>01</UIForeground>特性后，画面上会出现专用的<UIForeground>F201F4</UIForeground><UIGlow>F201F5</UIGlow>兽魂量谱<UIGlow>01</UIGlow><UIForeground>01</UIForeground>。
该量谱不仅会显示守护的状态，还会显示代表战士心中野性的<UIForeground>F201F4</UIForeground><UIGlow>F201F5</UIGlow>兽魂<UIGlow>01</UIGlow><UIForeground>01</UIForeground>的具体量值。
<UIForeground>F201F4</UIForeground><UIGlow>F201F5</UIGlow>原初之魂<UIGlow>01</UIGlow><UIForeground>01</UIForeground>和45级学会的<UIForeground>F201F4</UIForeground><UIGlow>F201F5</UIGlow>钢铁旋风<UIGlow>01</UIGlow><UIForeground>01</UIForeground>等技能都需要通过消耗积累的兽魂量值才能发动。
兽魂量值可以通过发动特定的技能进行积累。"
4.4,2,
4.5,3,
4.6,5,"开启<UIForeground>F201F4</UIForeground><UIGlow>F201F5</UIGlow>守护<UIGlow>01</UIGlow><UIForeground>01</UIForeground>技能后，画面上会出现显示该技能使用状态的量谱。
想要集中仇恨时，建议使用守护。"
4.7,2,
4.8,5,"<UIForeground>F201FA</UIForeground><UIGlow>F201FB</UIGlow>职业量谱的说明可以随时在技能菜单中进行查看。<UIGlow>01</UIGlow><UIForeground>01</UIForeground>"
5.1,1,"暗血量谱"
5.2,3,
5.3,5,"开启<UIForeground>F201F4</UIForeground><UIGlow>F201F5</UIGlow>深恶痛绝<UIGlow>01</UIGlow><UIForeground>01</UIForeground>技能后，画面上会出现显示该技能使用状态的量谱。
想要集中仇恨时，建议使用深恶痛绝。"
5.4,2,
5.5,5,"<UIForeground>F201FA</UIForeground><UIGlow>F201FB</UIGlow>职业量谱的说明可以随时在技能菜单中进行查看。<UIGlow>01</UIGlow><UIForeground>01</UIForeground>"
6.1,1,"暗血量谱"
6.2,3,
6.3,5,"开启<UIForeground>F201F4</UIForeground><UIGlow>F201F5</UIGlow>深恶痛绝<UIGlow>01</UIGlow><UIForeground>01</UIForeground>技能后，画面上会出现显示该技能使用状态的量谱。
想要集中仇恨时，建议使用深恶痛绝。"
6.4,1,"暗黑量谱"
6.5,3,
6.6,6,"学会<UIForeground>F201F4</UIForeground><UIGlow>F201F5</UIGlow>暗黑波动<UIGlow>01</UIGlow><UIForeground>01</UIForeground>技能后，画面上会出现专用的<UIForeground>F201F4</UIForeground><UIGlow>F201F5</UIGlow>暗黑量谱<UIGlow>01</UIGlow><UIForeground>01</UIForeground>。
暗黑量谱会显示<UIForeground>F201F4</UIForeground><UIGlow>F201F5</UIGlow>暗黑<UIGlow>01</UIGlow><UIForeground>01</UIForeground>的持续时间。使用<UIForeground>F201F4</UIForeground><UIGlow>F201F5</UIGlow>暗黑波动<UIGlow>01</UIGlow><UIForeground>01</UIForeground>和40级学会的<UIForeground>F201F4</UIForeground><UIGlow>F201F5</UIGlow>暗黑锋<UIGlow>01</UIGlow><UIForeground>01</UIForeground>可以附加暗黑状态。
暗黑状态中自身攻击所造成的伤害提高。"
6.7,2,
6.8,5,"<UIForeground>F201FA</UIForeground><UIGlow>F201FB</UIGlow>职业量谱的说明可以随时在技能菜单中进行查看。<UIGlow>01</UIGlow><UIForeground>01</UIForeground>"
7.1,1,"暗血量谱"
7.2,3,
7.3,5,"学会<UIForeground>F201F4</UIForeground><UIGlow>F201F5</UIGlow>暗血<UIGlow>01</UIGlow><UIForeground>01</UIForeground>特性后，画面上会出现专用的<UIForeground>F201F4</UIForeground><UIGlow>F201F5</UIGlow>暗血量谱<UIGlow>01</UIGlow><UIForeground>01</UIForeground>。
该量谱会显示暗血的具体量值。<UIForeground>F201F4</UIForeground><UIGlow>F201F5</UIGlow>血溅<UIGlow>01</UIGlow><UIForeground>01</UIForeground>和64级学会的<UIForeground>F201F4</UIForeground><UIGlow>F201F5</UIGlow>寂灭<UIGlow>01</UIGlow><UIForeground>01</UIForeground>等技能都需要通过消耗积累的暗血量值才能发动。
暗血量值可以通过发动特定的技能进行积累。"
7.4,2,
7.5,3,
7.6,5,"开启<UIForeground>F201F4</UIForeground><UIGlow>F201F5</UIGlow>深恶痛绝<UIGlow>01</UIGlow><UIForeground>01</UIForeground>技能后，画面上会出现显示该技能使用状态的量谱。
想要集中仇恨时，建议使用深恶痛绝。"
7.7,1,"暗黑量谱"
7.8,3,
7.9,6,"学会<UIForeground>F201F4</UIForeground><UIGlow>F201F5</UIGlow>暗黑波动<UIGlow>01</UIGlow><UIForeground>01</UIForeground>技能后，画面上会出现专用的<UIForeground>F201F4</UIForeground><UIGlow>F201F5</UIGlow>暗黑量谱<UIGlow>01</UIGlow><UIForeground>01</UIForeground>。
暗黑量谱会显示<UIForeground>F201F4</UIForeground><UIGlow>F201F5</UIGlow>暗黑<UIGlow>01</UIGlow><UIForeground>01</UIForeground>的持续时间。使用<UIForeground>F201F4</UIForeground><UIGlow>F201F5</UIGlow>暗黑波动<UIGlow>01</UIGlow><UIForeground>01</UIForeground>和40级学会的<UIForeground>F201F4</UIForeground><UIGlow>F201F5</UIGlow>暗黑锋<UIGlow>01</UIGlow><UIForeground>01</UIForeground>可以附加暗黑状态。
暗黑状态中自身攻击所造成的伤害提高。"
7.10,2,
7.11,5,"<UIForeground>F201FA</UIForeground><UIGlow>F201FB</UIGlow>职业量谱的说明可以随时在技能菜单中进行查看。<UIGlow>01</UIGlow><UIForeground>01</UIForeground>"
8.1,1,"暗黑量谱"
8.2,3,
8.3,6,"学会<UIForeground>F201F4</UIForeground><UIGlow>F201F5</UIGlow>至黑之夜<UIGlow>01</UIGlow><UIForeground>01</UIForeground>技能后，暗黑量谱会显示<UIForeground>F201F4</UIForeground><UIGlow>F201F5</UIGlow>暗技<UIGlow>01</UIGlow><UIForeground>01</UIForeground>状态。
消耗<UIForeground>F201F4</UIForeground><UIGlow>F201F5</UIGlow>至黑之夜<UIGlow>01</UIGlow><UIForeground>01</UIForeground>的防护罩效果可以附加暗技状态。
附加暗技状态后，可以通过只消耗暗技不消耗魔力的方式来发动<UIForeground>F201F4</UIForeground><UIGlow>F201F5</UIGlow>暗黑波动<UIGlow>01</UIGlow><UIForeground>01</UIForeground>和<UIForeground>F201F4</UIForeground><UIGlow>F201F5</UIGlow>暗黑锋<UIGlow>01</UIGlow><UIForeground>01</UIForeground>技能。"
8.4,0,
8.5,2,
8.6,3,
8.7,6,"学会<UIForeground>F201F4</UIForeground><UIGlow>F201F5</UIGlow>暗黑波动<UIGlow>01</UIGlow><UIForeground>01</UIForeground>技能后，画面上会出现专用的<UIForeground>F201F4</UIForeground><UIGlow>F201F5</UIGlow>暗黑量谱<UIGlow>01</UIGlow><UIForeground>01</UIForeground>。
暗黑量谱会显示<UIForeground>F201F4</UIForeground><UIGlow>F201F5</UIGlow>暗黑<UIGlow>01</UIGlow><UIForeground>01</UIForeground>的持续时间。使用<UIForeground>F201F4</UIForeground><UIGlow>F201F5</UIGlow>暗黑波动<UIGlow>01</UIGlow><UIForeground>01</UIForeground>和40级学会的<UIForeground>F201F4</UIForeground><UIGlow>F201F5</UIGlow>暗黑锋<UIGlow>01</UIGlow><UIForeground>01</UIForeground>可以附加暗黑状态。
暗黑状态中自身攻击所造成的伤害提高。"
8.8,1,"暗血量谱"
8.9,3,
8.10,5,"开启<UIForeground>F201F4</UIForeground><UIGlow>F201F5</UIGlow>深恶痛绝<UIGlow>01</UIGlow><UIForeground>01</UIForeground>技能后，画面上会出现显示该技能使用状态的量谱。
想要集中仇恨时，建议使用深恶痛绝。"
8.11,2,
8.12,3,
8.13,5,"学会<UIForeground>F201F4</UIForeground><UIGlow>F201F5</UIGlow>暗血<UIGlow>01</UIGlow><UIForeground>01</UIForeground>特性后，画面上会出现专用的<UIForeground>F201F4</UIForeground><UIGlow>F201F5</UIGlow>暗血量谱<UIGlow>01</UIGlow><UIForeground>01</UIForeground>。
该量谱会显示暗血的具体量值。<UIForeground>F201F4</UIForeground><UIGlow>F201F5</UIGlow>血溅<UIGlow>01</UIGlow><UIForeground>01</UIForeground>和64级学会的<UIForeground>F201F4</UIForeground><UIGlow>F201F5</UIGlow>寂灭<UIGlow>01</UIGlow><UIForeground>01</UIForeground>等技能都需要通过消耗积累的暗血量值才能发动。
暗血量值可以通过发动特定的技能进行积累。"
8.14,2,
8.15,5,"<UIForeground>F201FA</UIForeground><UIGlow>F201FB</UIGlow>职业量谱的说明可以随时在技能菜单中进行查看。<UIGlow>01</UIGlow><UIForeground>01</UIForeground>"
9.1,1,"暗黑量谱"
9.2,3,
9.3,5,"学会<UIForeground>F201F4</UIForeground><UIGlow>F201F5</UIGlow>掠影示现<UIGlow>01</UIGlow><UIForeground>01</UIForeground>技能后，一同战斗的<UIForeground>F201F4</UIForeground><UIGlow>F201F5</UIGlow>英雄的掠影<UIGlow>01</UIGlow><UIForeground>01</UIForeground>会变成实体。暗黑量谱可以显示英雄的掠影实体存在的剩余时间。"
9.4,2,
9.5,3,
9.6,6,"学会<UIForeground>F201F4</UIForeground><UIGlow>F201F5</UIGlow>暗黑波动<UIGlow>01</UIGlow><UIForeground>01</UIForeground>技能后，画面上会出现专用的<UIForeground>F201F4</UIForeground><UIGlow>F201F5</UIGlow>暗黑量谱<UIGlow>01</UIGlow><UIForeground>01</UIForeground>。
暗黑量谱会显示<UIForeground>F201F4</UIForeground><UIGlow>F201F5</UIGlow>暗黑<UIGlow>01</UIGlow><UIForeground>01</UIForeground>的持续时间。使用<UIForeground>F201F4</UIForeground><UIGlow>F201F5</UIGlow>暗黑波动<UIGlow>01</UIGlow><UIForeground>01</UIForeground>和40级学会的<UIForeground>F201F4</UIForeground><UIGlow>F201F5</UIGlow>暗黑锋<UIGlow>01</UIGlow><UIForeground>01</UIForeground>可以附加暗黑状态。
暗黑状态中自身攻击所造成的伤害提高。"
9.7,2,
9.8,3,
9.9,6,"学会<UIForeground>F201F4</UIForeground><UIGlow>F201F5</UIGlow>至黑之夜<UIGlow>01</UIGlow><UIForeground>01</UIForeground>技能后，暗黑量谱会显示<UIForeground>F201F4</UIForeground><UIGlow>F201F5</UIGlow>暗技<UIGlow>01</UIGlow><UIForeground>01</UIForeground>状态。
消耗<UIForeground>F201F4</UIForeground><UIGlow>F201F5</UIGlow>至黑之夜<UIGlow>01</UIGlow><UIForeground>01</UIForeground>的防护罩效果可以附加暗技状态。
附加暗技状态后，可以通过只消耗暗技不消耗魔力的方式来发动<UIForeground>F201F4</UIForeground><UIGlow>F201F5</UIGlow>暗黑波动<UIGlow>01</UIGlow><UIForeground>01</UIForeground>和<UIForeground>F201F4</UIForeground><UIGlow>F201F5</UIGlow>暗黑锋<UIGlow>01</UIGlow><UIForeground>01</UIForeground>技能。"
9.10,1,"暗血量谱"
9.11,3,
9.12,5,"开启<UIForeground>F201F4</UIForeground><UIGlow>F201F5</UIGlow>深恶痛绝<UIGlow>01</UIGlow><UIForeground>01</UIForeground>技能后，画面上会出现显示该技能使用状态的量谱。
想要集中仇恨时，建议使用深恶痛绝。"
9.13,2,
9.14,3,
9.15,5,"学会<UIForeground>F201F4</UIForeground><UIGlow>F201F5</UIGlow>暗血<UIGlow>01</UIGlow><UIForeground>01</UIForeground>特性后，画面上会出现专用的<UIForeground>F201F4</UIForeground><UIGlow>F201F5</UIGlow>暗血量谱<UIGlow>01</UIGlow><UIForeground>01</UIForeground>。
该量谱会显示暗血的具体量值。<UIForeground>F201F4</UIForeground><UIGlow>F201F5</UIGlow>血溅<UIGlow>01</UIGlow><UIForeground>01</UIForeground>和64级学会的<UIForeground>F201F4</UIForeground><UIGlow>F201F5</UIGlow>寂灭<UIGlow>01</UIGlow><UIForeground>01</UIForeground>等技能都需要通过消耗积累的暗血量值才能发动。
暗血量值可以通过发动特定的技能进行积累。"
9.16,2,
9.17,5,"<UIForeground>F201FA</UIForeground><UIGlow>F201FB</UIGlow>职业量谱的说明可以随时在技能菜单中进行查看。<UIGlow>01</UIGlow><UIForeground>01</UIForeground>"
10.1,1,"百合花茎量谱"
10.2,3,
10.3,6,"学会<UIForeground>F201F4</UIForeground><UIGlow>F201F5</UIGlow>神秘百合<UIGlow>01</UIGlow><UIForeground>01</UIForeground>特性后，画面上会出现专用的<UIForeground>F201F4</UIForeground><UIGlow>F201F5</UIGlow>百合花茎量谱<UIGlow>01</UIGlow><UIForeground>01</UIForeground>，
以显示当前<UIForeground>F201F4</UIForeground><UIGlow>F201F5</UIGlow>治疗百合<UIGlow>01</UIGlow><UIForeground>01</UIForeground>开花的数量。
当自身处于战斗状态时，每过一定时间就会开放一朵治疗百合，
消耗百合可以发动<UIForeground>F201F4</UIForeground><UIGlow>F201F5</UIGlow>安慰之心<UIGlow>01</UIGlow><UIForeground>01</UIForeground>和76级学会的<UIForeground>F201F4</UIForeground><UIGlow>F201F5</UIGlow>狂喜之心<UIGlow>01</UIGlow><UIForeground>01</UIForeground>技能。"
10.4,2,
10.5,5,"<UIForeground>F201FA</UIForeground><UIGlow>F201FB</UIGlow>职业量谱的说明可以随时在技能菜单中进行查看。<UIGlow>01</UIGlow><UIForeground>01</UIForeground>"
11.1,1,"百合花茎量谱"
11.2,3,
11.3,6,"学会<UIForeground>F201F4</UIForeground><UIGlow>F201F5</UIGlow>安慰之心效果提高<UIGlow>01</UIGlow><UIForeground>01</UIForeground>特性后，百合花茎量谱会显示<UIForeground>F201F4</UIForeground><UIGlow>F201F5</UIGlow>血百合<UIGlow>01</UIGlow><UIForeground>01</UIForeground>的状态。使用需要消耗治疗百合的技能，可以使血百合逐渐开放。
当血百合完全开放时，即可发动<UIForeground>F201F4</UIForeground><UIGlow>F201F5</UIGlow>苦难之心<UIGlow>01</UIGlow><UIForeground>01</UIForeground>技能。"
11.4,2,
11.5,5,"学会<UIForeground>F201F4</UIForeground><UIGlow>F201F5</UIGlow>神秘百合<UIGlow>01</UIGlow><UIForeground>01</UIForeground>特性后，画面上会出现专用的<UIForeground>F201F4</UIForeground><UIGlow>F201F5</UIGlow>百合花茎量谱<UIGlow>01</UIGlow><UIForeground>01</UIForeground>，
以显示当前<UIForeground>F201F4</UIForeground><UIGlow>F201F5</UIGlow>治疗百合<UIGlow>01</UIGlow><UIForeground>01</UIForeground>开花的数量。
当自身处于战斗状态时，每过一定时间就会开放一朵治疗百合，
消耗百合可以发动<UIForeground>F201F4</UIForeground><UIGlow>F201F5</UIGlow>安慰之心<UIGlow>01</UIGlow><UIForeground>01</UIForeground>和76级学会的<UIForeground>F201F4</UIForeground><UIGlow>F201F5</UIGlow>狂喜之心<UIGlow>01</UIGlow><UIForeground>01</UIForeground>技能。"
11.6,2,
11.7,5,"<UIForeground>F201FA</UIForeground><UIGlow>F201FB</UIGlow>职业量谱的说明可以随时在技能菜单中进行查看。<UIGlow>01</UIGlow><UIForeground>01</UIForeground>"
12.1,1,"以太超流量谱"
12.2,3,
12.3,6,"使用<UIForeground>F201F4</UIForeground><UIGlow>F201F5</UIGlow>以太超流<UIGlow>01</UIGlow><UIForeground>01</UIForeground>技能后，画面上会出现专用的<UIForeground>F201F4</UIForeground><UIGlow>F201F5</UIGlow>以太超流量谱<UIGlow>01</UIGlow><UIForeground>01</UIForeground>，以显示当前附加的以太超流量值。"
12.4,2,
12.5,5,"<UIForeground>F201FA</UIForeground><UIGlow>F201FB</UIGlow>职业量谱的说明可以随时在技能菜单中进行查看。<UIGlow>01</UIGlow><UIForeground>01</UIForeground>"
13.1,1,"异想量谱"
13.2,3,
13.3,6,"学会<UIForeground>F201F4</UIForeground><UIGlow>F201F5</UIGlow>以太契约<UIGlow>01</UIGlow><UIForeground>01</UIForeground>技能后，画面上会出现专用的<UIForeground>F201F4</UIForeground><UIGlow>F201F5</UIGlow>异想量谱<UIGlow>01</UIGlow><UIForeground>01</UIForeground>，以显示当前小仙女的<UIForeground>F201F4</UIForeground><UIGlow>F201F5</UIGlow>异想以太<UIGlow>01</UIGlow><UIForeground>01</UIForeground>量值。在自身处于战斗状态且小仙女处于同行状态时，使用消耗以太超流的<UIForeground>F201F4</UIForeground><UIGlow>F201F5</UIGlow>生命活性法<UIGlow>01</UIGlow><UIForeground>01</UIForeground>和<UIForeground>F201F4</UIForeground><UIGlow>F201F5</UIGlow>深谋远虑之策<UIGlow>01</UIGlow><UIForeground>01</UIForeground>等技能可以增加异想以太量值，积累的异想以太量值可以用来发动<UIForeground>F201F4</UIForeground><UIGlow>F201F5</UIGlow>以太契约<UIGlow>01</UIGlow><UIForeground>01</UIForeground>技能。"
13.4,1,"以太超流量谱"
13.5,3,
13.6,6,"使用<UIForeground>F201F4</UIForeground><UIGlow>F201F5</UIGlow>以太超流<UIGlow>01</UIGlow><UIForeground>01</UIForeground>技能后，画面上会出现专用的<UIForeground>F201F4</UIForeground><UIGlow>F201F5</UIGlow>以太超流量谱<UIGlow>01</UIGlow><UIForeground>01</UIForeground>，以显示当前附加的以太超流量值。"
13.7,2,
13.8,5,"<UIForeground>F201FA</UIForeground><UIGlow>F201FB</UIGlow>职业量谱的说明可以随时在技能菜单中进行查看。<UIGlow>01</UIGlow><UIForeground>01</UIForeground>"
14.1,1,"异想量谱"
14.2,3,
14.3,5,"学会并使用<UIForeground>F201F4</UIForeground><UIGlow>F201F5</UIGlow>炽天召唤<UIGlow>01</UIGlow><UIForeground>01</UIForeground>技能后，可以暂时召唤出<UIForeground>F201F4</UIForeground><UIGlow>F201F5</UIGlow>炽天使<UIGlow>01</UIGlow><UIForeground>01</UIForeground>替代朝日小仙女和夕月小仙女。
异想量谱会显示炽天使的剩余存在时间。"
14.4,2,
14.5,3,
14.6,6,"学会<UIForeground>F201F4</UIForeground><UIGlow>F201F5</UIGlow>以太契约<UIGlow>01</UIGlow><UIForeground>01</UIForeground>技能后，画面上会出现专用的<UIForeground>F201F4</UIForeground><UIGlow>F201F5</UIGlow>异想量谱<UIGlow>01</UIGlow><UIForeground>01</UIForeground>，以显示当前小仙女的<UIForeground>F201F4</UIForeground><UIGlow>F201F5</UIGlow>异想以太<UIGlow>01</UIGlow><UIForeground>01</UIForeground>量值。在自身处于战斗状态且小仙女处于同行状态时，使用消耗以太超流的<UIForeground>F201F4</UIForeground><UIGlow>F201F5</UIGlow>生命活性法<UIGlow>01</UIGlow><UIForeground>01</UIForeground>和<UIForeground>F201F4</UIForeground><UIGlow>F201F5</UIGlow>深谋远虑之策<UIGlow>01</UIGlow><UIForeground>01</UIForeground>等技能可以增加异想以太量值，积累的异想以太量值可以用来发动<UIForeground>F201F4</UIForeground><UIGlow>F201F5</UIGlow>以太契约<UIGlow>01</UIGlow><UIForeground>01</UIForeground>技能。"
14.7,1,"以太超流量谱"
14.8,3,
14.9,6,"使用<UIForeground>F201F4</UIForeground><UIGlow>F201F5</UIGlow>以太超流<UIGlow>01</UIGlow><UIForeground>01</UIForeground>技能后，画面上会出现专用的<UIForeground>F201F4</UIForeground><UIGlow>F201F5</UIGlow>以太超流量谱<UIGlow>01</UIGlow><UIForeground>01</UIForeground>，以显示当前附加的以太超流量值。"
14.10,2,
14.11,5,"<UIForeground>F201FA</UIForeground><UIGlow>F201FB</UIGlow>职业量谱的说明可以随时在技能菜单中进行查看。<UIGlow>01</UIGlow><UIForeground>01</UIForeground>"
15.1,1,"奥秘量谱"
15.2,3,
15.3,6,"发动<UIForeground>F201F4</UIForeground><UIGlow>F201F5</UIGlow>抽卡<UIGlow>01</UIGlow><UIForeground>01</UIForeground>技能后，画面上会出现专用的<UIForeground>F201F4</UIForeground><UIGlow>F201F5</UIGlow>奥秘量谱<UIGlow>01</UIGlow><UIForeground>01</UIForeground>，以显示当前抽出的卡片。使用抽出的卡片可以获得各种各样的效果，同时卡片效果会临时取代<UIForeground>F201F4</UIForeground><UIGlow>F201F5</UIGlow>出卡<UIGlow>01</UIGlow><UIForeground>01</UIForeground>技能。"
15.4,2,
15.5,5,"<UIForeground>F201FA</UIForeground><UIGlow>F201FB</UIGlow>职业量谱的说明可以随时在技能菜单中进行查看。<UIGlow>01</UIGlow><UIForeground>01</UIForeground>"
16.1,1,"奥秘量谱"
16.2,3,
16.3,6,"学会<UIForeground>F201F4</UIForeground><UIGlow>F201F5</UIGlow>抽卡效果提高II<UIGlow>01</UIGlow><UIForeground>01</UIForeground>特性后，画面上会出现专用的<UIForeground>F201F4</UIForeground><UIGlow>F201F5</UIGlow>星标<UIGlow>01</UIGlow><UIForeground>01</UIForeground>。
在战斗状态下使用卡片技能，可以附加<UIForeground>F201F4</UIForeground><UIGlow>F201F5</UIGlow>日<UIGlow>01</UIGlow><UIForeground>01</UIForeground>、<UIForeground>F201F4</UIForeground><UIGlow>F201F5</UIGlow>月<UIGlow>01</UIGlow><UIForeground>01</UIForeground>、<UIForeground>F201F4</UIForeground><UIGlow>F201F5</UIGlow>星<UIGlow>01</UIGlow><UIForeground>01</UIForeground>三种标识中的一种。当标识附加到三个时，即可消耗标识发动<UIForeground>F201F4</UIForeground><UIGlow>F201F5</UIGlow>星力<UIGlow>01</UIGlow><UIForeground>01</UIForeground>技能。"
16.4,2,
16.5,6,"发动<UIForeground>F201F4</UIForeground><UIGlow>F201F5</UIGlow>抽卡<UIGlow>01</UIGlow><UIForeground>01</UIForeground>技能后，画面上会出现专用的<UIForeground>F201F4</UIForeground><UIGlow>F201F5</UIGlow>奥秘量谱<UIGlow>01</UIGlow><UIForeground>01</UIForeground>，以显示当前抽出的卡片。使用抽出的卡片可以获得各种各样的效果，同时卡片效果会临时取代<UIForeground>F201F4</UIForeground><UIGlow>F201F5</UIGlow>出卡<UIGlow>01</UIGlow><UIForeground>01</UIForeground>技能。"
16.6,2,
16.7,5,"<UIForeground>F201FA</UIForeground><UIGlow>F201FB</UIGlow>职业量谱的说明可以随时在技能菜单中进行查看。<UIGlow>01</UIGlow><UIForeground>01</UIForeground>"
17.1,0,
17.2,0,
17.3,0,
17.4,0,
17.5,0,
18.1,1,"斗气量谱"
18.2,3,
18.3,6,"学会<UIForeground>F201F4</UIForeground><UIGlow>F201F5</UIGlow>斗气<UIGlow>01</UIGlow><UIForeground>01</UIForeground>技能后，画面上会出现专用的<UIForeground>F201F4</UIForeground><UIGlow>F201F5</UIGlow>斗气量谱<UIGlow>01</UIGlow><UIForeground>01</UIForeground>，以显示当前的<UIForeground>F201F4</UIForeground><UIGlow>F201F5</UIGlow>斗气<UIGlow>01</UIGlow><UIForeground>01</UIForeground>量值。
斗气量值累计到最大后，可以发动<UIForeground>F201F4</UIForeground><UIGlow>F201F5</UIGlow>铁山靠<UIGlow>01</UIGlow><UIForeground>01</UIForeground>和40级学会的<UIForeground>F201F4</UIForeground><UIGlow>F201F5</UIGlow>空鸣拳<UIGlow>01</UIGlow><UIForeground>01</UIForeground>技能。"
18.4,0,
18.5,0,
18.6,0,
18.7,2,
18.8,5,"<UIForeground>F201FA</UIForeground><UIGlow>F201FB</UIGlow>职业量谱的说明可以随时在技能菜单中进行查看。<UIGlow>01</UIGlow><UIForeground>01</UIForeground>"
19.1,0,
19.2,0,
19.3,0,
19.4,0,
19.5,0,
19.6,0,
19.7,0,
19.8,0,
19.9,0,
19.10,0,
19.11,0,
20.1,1,"龙血量谱"
20.2,3,
20.3,5,"学会<UIForeground>F201F4</UIForeground><UIGlow>F201F5</UIGlow>红莲龙血<UIGlow>01</UIGlow><UIForeground>01</UIForeground>特性后，画面上会出现用于表示<UIForeground>F201F4</UIForeground><UIGlow>F201F5</UIGlow>巨龙怒目<UIGlow>01</UIGlow><UIForeground>01</UIForeground>赋予状态的<UIForeground>F201F4</UIForeground><UIGlow>F201F5</UIGlow>龙血量谱<UIGlow>01</UIGlow><UIForeground>01</UIForeground>。
每次使用<UIForeground>F201F4</UIForeground><UIGlow>F201F5</UIGlow>幻象冲<UIGlow>01</UIGlow><UIForeground>01</UIForeground>都可以赋予一档<UIForeground>F201F4</UIForeground><UIGlow>F201F5</UIGlow>巨龙怒目<UIGlow>01</UIGlow><UIForeground>01</UIForeground>。
当巨龙怒目积攒到最大的二档时使用<UIForeground>F201F4</UIForeground><UIGlow>F201F5</UIGlow>武神枪<UIGlow>01</UIGlow><UIForeground>01</UIForeground>会自动发动<UIForeground>F201F4</UIForeground><UIGlow>F201F5</UIGlow>红莲龙血<UIGlow>01</UIGlow><UIForeground>01</UIForeground>。
红莲龙血状态下可以使用强力的<UIForeground>F201F4</UIForeground><UIGlow>F201F5</UIGlow>死者之岸<UIGlow>01</UIGlow><UIForeground>01</UIForeground>和80级学会的<UIForeground>F201F4</UIForeground><UIGlow>F201F5</UIGlow>坠星冲<UIGlow>01</UIGlow><UIForeground>01</UIForeground>技能。"
20.4,2,
20.5,5,"<UIForeground>F201FA</UIForeground><UIGlow>F201FB</UIGlow>职业量谱的说明可以随时在技能菜单中进行查看。<UIGlow>01</UIGlow><UIForeground>01</UIForeground>"
21.1,1,"龙血量谱"
21.2,3,
