key,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40
147,"w1f5","ffxiv/wil_w1/fld/w1f5/level/w1f5",1,"萨纳兰","萨纳兰","北萨纳兰","w1f5/00","LoadingImage#4",0,1,"",False,13,False,0,True,True,True,False,"BGMSituation#1036",,,"ArrayEventHandler#852014","QuestBattle#0","蓝雾营地",-1,0,16,False,"重生之境",0,0,19,"超越幻想，究极神兵",False,False,0,False,False,False,False
148,"f1f1","ffxiv/fst_f1/fld/f1f1/level/f1f1",1,"黑衣森林","黑衣森林","黑衣森林中央林区","f1f1/00","LoadingImage#3",0,1,"",False,3,False,0,True,True,True,False,"BGMSituation#1004",,,"ArrayEventHandler#852246","QuestBattle#0","弯枝牧场",-1,0,17,False,"重生之境",0,0,19,"克拉克希奥的决心",False,False,0,False,False,False,False
149,"z1z3","ffxiv/sea_s1/pvp/s1p5/level/s1p5",4,"拉诺西亚","拉诺西亚","狼狱演习场","s1p5/00","LoadingImage#2",2,28,"",False,65,False,0,True,False,False,False,"BGMSituation#1001",,,,"QuestBattle#0","",-1,138,-1,True,"重生之境",0,0,0,"",False,False,0,False,False,False,False
150,"l1d1","ffxiv/lak_l1/dun/l1d1/level/l1d1",1,"摩杜纳","摩杜纳","密约之塔","l1d1/01","LoadingImage#6",2,3,"幻龙残骸密约之塔",False,74,False,0,True,False,False,False,"BGMSituation#1001",,,,"QuestBattle#0","",-1,87,-1,False,"重生之境",0,0,0,"",False,False,0,False,False,False,False
151,"l1r3","ffxiv/lak_l1/rad/l1r3/level/l1r3",1,"摩杜纳","摩杜纳","暗之世界","l1r3/00","LoadingImage#6",2,8,"水晶塔 暗之世界",False,0,False,0,True,False,False,False,"BGMSituation#1001",,,,"QuestBattle#0","",-1,0,-1,False,"重生之境",0,0,0,"",False,False,0,False,False,False,False
152,"f1f2","ffxiv/fst_f1/fld/f1f2/level/f1f2",1,"黑衣森林","黑衣森林","黑衣森林东部林区","f1f2/00","LoadingImage#3",0,1,"",False,4,False,0,True,True,True,False,"BGMSituation#1004",,,"ArrayEventHandler#852446","QuestBattle#0","霍桑山寨",-1,0,18,False,"重生之境",0,11,19,"克拉克希奥的决心",False,False,0,False,False,False,False
153,"f1f3","ffxiv/fst_f1/fld/f1f3/level/f1f3",1,"黑衣森林","黑衣森林","黑衣森林南部林区","f1f3/00","LoadingImage#3",0,1,"",False,5,False,0,True,True,True,False,"BGMSituation#1004",,,"ArrayEventHandler#852244","QuestBattle#0","石场水车",-1,0,19,False,"重生之境",0,39,19,"再次光临小阿拉米格",False,False,0,False,False,False,False
154,"f1f4","ffxiv/fst_f1/fld/f1f4/level/f1f4",1,"黑衣森林","黑衣森林","黑衣森林北部林区","f1f4/00","LoadingImage#3",0,1,"",False,6,False,0,True,True,True,False,"BGMSituation#1004",,,"ArrayEventHandler#853469","QuestBattle#0","秋瓜浮村",-1,0,20,False,"重生之境",0,0,19,"推理的热情",False,False,0,False,False,False,False
155,"r1f1","ffxiv/roc_r1/fld/r1f1/level/r1f1",1,"库尔札斯","库尔札斯","库尔札斯中央高地","r1f1/00","LoadingImage#5",0,1,"",False,21,False,1,True,True,True,False,"BGMSituation#1072",,,"ArrayEventHandler#852247","QuestBattle#0","巨龙首营地",-1,0,21,False,"重生之境",0,10,19,"石卫塔霸主",False,False,0,False,False,False,False
156,"l1f1","ffxiv/lak_l1/fld/l1f1/level/l1f1",1,"摩杜纳","摩杜纳","摩杜纳","l1f1/01","LoadingImage#6",0,1,"",False,22,False,0,True,True,True,False,"BGMSituation#1073",,,"ArrayEventHandler#852412","QuestBattle#0","丧灵钟",-1,0,22,False,"重生之境",0,0,19,"魔导兵器所见之梦",False,False,0,False,False,False,False
157,"s1d1","ffxiv/sea_s1/dun/s1d1/level/s1d1",1,"拉诺西亚","拉诺西亚","沙斯塔夏溶洞","s1d1/00","LoadingImage#2",2,3,"天然要害沙斯塔夏溶洞",False,0,False,0,True,False,False,False,"BGMSituation#1032",,,,"QuestBattle#0","",-1,24,-1,False,"重生之境",0,0,0,"",False,False,0,False,False,False,False
158,"s1d2","ffxiv/sea_s1/dun/s1d2/level/s1d2",1,"拉诺西亚","拉诺西亚","布雷福洛克斯野营地","s1d2/00","LoadingImage#2",2,3,"休养胜地布雷福洛克斯野营地",False,0,False,0,True,False,False,False,"BGMSituation#1033",,,,"QuestBattle#0","",-1,25,-1,False,"重生之境",0,0,0,"",False,False,0,False,False,False,False
159,"s1d3","ffxiv/sea_s1/dun/s1d3/level/s1d3",1,"拉诺西亚","拉诺西亚","放浪神古神殿","s1d3/00","LoadingImage#2",2,3,"神灵圣域放浪神古神殿",False,0,False,0,True,False,False,False,"BGMSituation#1034",,,,"QuestBattle#0","",-1,26,-1,False,"重生之境",0,0,0,"",False,False,0,False,False,False,False
160,"s1d4","ffxiv/sea_s1/dun/s1d4/level/s1d4",1,"拉诺西亚","拉诺西亚","天狼星灯塔","s1d4/01","LoadingImage#2",2,3,"领航明灯天狼星灯塔",False,28,False,0,True,False,False,False,"BGMSituation#1001",,,,"QuestBattle#0","",-1,19,-1,False,"重生之境",0,0,0,"",False,False,0,False,False,False,False
161,"w1d1","ffxiv/wil_w1/dun/w1d1/level/w1d1",1,"萨纳兰","萨纳兰","铜铃铜山","w1d1/01","LoadingImage#4",2,3,"封锁坑道铜铃铜山",False,0,False,0,True,False,False,False,"BGMSituation#1047",,,,"QuestBattle#0","",-1,29,-1,False,"重生之境",0,0,0,"",False,False,0,False,False,False,False
162,"w1d2","ffxiv/wil_w1/dun/w1d2/level/w1d2",1,"萨纳兰","萨纳兰","日影地修炼所","w1d2/00","LoadingImage#4",2,3,"魔兽领域日影地修炼所",False,0,False,0,True,False,False,False,"BGMSituation#1048",,,,"QuestBattle#0","",-1,30,-1,False,"重生之境",0,0,0,"",False,False,0,False,False,False,False
163,"w1d3","ffxiv/wil_w1/dun/w1d3/level/w1d3",1,"萨纳兰","萨纳兰","喀恩埋没圣堂","w1d3/01","LoadingImage#4",2,3,"古代遗迹喀恩埋没圣堂",False,0,False,0,True,False,False,False,"BGMSituation#1049",,,,"QuestBattle#0","",-1,13,-1,False,"重生之境",0,0,0,"",False,False,0,False,False,False,False
164,"f1d1","ffxiv/fst_f1/dun/f1d1/level/f1d1",1,"黑衣森林","黑衣森林","塔姆·塔拉墓园","f1d1/00","LoadingImage#3",2,3,"地下灵殿塔姆·塔拉墓园",False,0,False,0,True,False,False,False,"BGMSituation#1015",,,,"QuestBattle#0","",-1,28,-1,False,"重生之境",0,0,0,"",False,False,0,False,False,False,False
166,"f1d2","ffxiv/fst_f1/dun/f1d2/level/f1d2",1,"黑衣森林","黑衣森林","静语庄园","f1d2/01","LoadingImage#3",2,3,"名门府邸静语庄园",False,0,False,0,True,False,False,False,"BGMSituation#1017",,,,"QuestBattle#0","",-1,32,-1,False,"重生之境",0,0,0,"",False,False,0,False,False,False,False
167,"f1d3","ffxiv/fst_f1/dun/f1d3/level/f1d3",1,"黑衣森林","黑衣森林","无限城古堡","f1d3/01","LoadingImage#3",2,3,"邪教驻地无限城古堡",False,28,False,0,True,False,False,False,"BGMSituation#1018",,,,"QuestBattle#0","",-1,7,-1,False,"重生之境",0,0,0,"",False,False,0,False,False,False,False
168,"r1d1","ffxiv/roc_r1/dun/r1d1/level/r1d1",1,"库尔札斯","库尔札斯","石卫塔","r1d1/00","LoadingImage#5",2,3,"对龙城塞石卫塔",False,27,False,2,True,False,False,False,"BGMSituation#1069",,,,"QuestBattle#0","",-1,12,-1,False,"重生之境",0,0,0,"",False,False,0,False,False,False,False
169,"f1r1","ffxiv/fst_f1/rad/f1r1/level/f1r1",1,"黑衣森林","黑衣森林","托托·拉克千狱","f1r1/00","LoadingImage#3",2,3,"监狱废墟托托·拉克千狱",False,0,False,0,True,False,False,False,"BGMSituation#1016",,,,"QuestBattle#0","",-1,31,-1,False,"重生之境",0,0,0,"",False,False,0,False,False,False,False
170,"w1r1","ffxiv/wil_w1/rad/w1r1/level/w1r1",1,"萨纳兰","萨纳兰","樵鸣洞","w1r1/01","LoadingImage#4",2,3,"流沙迷宫樵鸣洞",False,0,False,0,True,False,False,False,"BGMSituation#1050",,,,"QuestBattle#0","",-1,8,-1,False,"重生之境",0,0,0,"",False,False,0,False,False,False,False
171,"r1r1","ffxiv/roc_r1/rad/r1r1/level/r1r1",1,"库尔札斯","库尔札斯","泽梅尔要塞","r1r1/01","LoadingImage#5",2,3,"山中战线泽梅尔要塞",False,0,False,0,True,False,False,False,"BGMSituation#1070",,,,"QuestBattle#0","",-1,9,-1,False,"重生之境",0,0,0,"",False,False,0,False,False,False,False
172,"r1r2","ffxiv/roc_r1/rad/r1r2/level/r1r2",1,"库尔札斯","库尔札斯","黄金谷","r1r2/00","LoadingImage#5",2,3,"毒雾洞窟黄金谷",False,0,False,0,True,False,False,False,"BGMSituation#1071",,,,"QuestBattle#0","",-1,33,-1,False,"重生之境",0,0,0,"",False,False,0,False,False,False,False
174,"l1r1","ffxiv/lak_l1/rad/l1r1/level/l1r1",1,"摩杜纳","摩杜纳","古代人迷宫","l1r1/01","LoadingImage#6",2,8,"水晶塔 古代人迷宫",False,0,False,0,True,False,False,False,"BGMSituation#1001",,,,"QuestBattle#0","",-1,21,-1,False,"重生之境",0,0,0,"",False,False,0,False,False,False,False
175,"","",0,"","","","","LoadingImage#0",0,0,"",False,0,False,0,False,False,False,False,"",,,,"QuestBattle#0","",0,0,0,False,"重生之境",0,0,0,"",False,False,0,False,False,False,False
176,"z1j1","ffxiv/zon_z1/jai/z1j1/level/z1j1",1,"","","陌迪翁牢狱","default/00","LoadingImage#1",0,5,"",False,0,False,0,False,False,False,False,"BGMSituation#1001",,,,"QuestBattle#0","狼狱停船场",-1,0,-1,False,"重生之境",0,0,0,"",False,False,0,False,False,False,False
177,"s1ti","ffxiv/sea_s1/twn/s1ti/level/s1ti",1,"拉诺西亚","利姆萨·罗敏萨城区","后桅旅店","s1ti/00","LoadingImage#2",0,2,"",False,0,False,0,True,False,False,False,"music/ffxiv/BGM_Town_Rest_01.scd",,,"ArrayEventHandler#852012","QuestBattle#0","利姆萨·罗敏萨下层甲板",-1,0,23,False,"重生之境",0,0,0,"",False,False,0,False,False,False,False
178,"w1ti","ffxiv/wil_w1/twn/w1ti/level/w1ti",1,"萨纳兰","乌尔达哈城区","沙钟旅亭","w1ti/00","LoadingImage#4",0,2,"",False,0,False,0,True,False,False,False,"music/ffxiv/BGM_Town_Rest_01.scd",,,"ArrayEventHandler#852013","QuestBattle#0","乌尔达哈现世回廊",-1,0,24,False,"重生之境",0,0,0,"",False,False,0,False,False,False,False
179,"f1ti","ffxiv/fst_f1/twn/f1ti/level/f1ti",1,"黑衣森林","格里达尼亚城区","栖木旅馆","f1ti/00","LoadingImage#3",0,2,"",False,0,False,0,True,False,False,False,"music/ffxiv/BGM_Town_Rest_01.scd",,,"ArrayEventHandler#852098","QuestBattle#0","格里达尼亚新街",-1,0,25,False,"重生之境",0,0,0,"",False,False,0,False,False,False,False
180,"s1f6","ffxiv/sea_s1/fld/s1f6/level/s1f6",1,"拉诺西亚","拉诺西亚","拉诺西亚外地","s1f6/00","LoadingImage#2",0,1,"",False,24,False,0,True,True,True,False,"BGMSituation#1021",,,"ArrayEventHandler#852387","QuestBattle#0","瞭望阵营地",-1,0,26,False,"重生之境",0,37,19,"愤怒土神泰坦",False,False,0,False,False,False,False
181,"s1t1_opening","ffxiv/sea_s1/twn/s1t1/level/s1t1",1,"拉诺西亚","利姆萨·罗敏萨城区","利姆萨·罗敏萨","s1t1/01","LoadingImage#2",0,6,"",False,0,False,0,True,False,False,False,"BGMSituation#1020",,,"ArrayEventHandler#852076","QuestBattle#0","利姆萨·罗敏萨下层甲板",1300,0,-1,False,"重生之境",0,0,0,"",False,False,0,False,False,False,False
182,"w1t1_opening","ffxiv/wil_w1/twn/w1t1/level/w1t1",1,"萨纳兰","乌尔达哈城区","乌尔达哈现世回廊","w1t1/01","LoadingImage#4",0,6,"",False,0,False,0,True,False,False,False,"BGMSituation#1035",,,"ArrayEventHandler#852077","QuestBattle#0","乌尔达哈现世回廊",1300,0,-1,False,"重生之境",0,0,0,"",False,False,0,False,False,False,False
183,"f1t1_opening","ffxiv/fst_f1/twn/f1t1/level/f1t1",1,"黑衣森林","格里达尼亚城区","格里达尼亚新街","f1t1/00","LoadingImage#3",0,6,"",False,0,False,0,True,False,False,False,"BGMSituation#1003",,,"ArrayEventHandler#852073","QuestBattle#0","格里达尼亚新街",1300,0,-1,False,"重生之境",0,0,0,"",False,False,0,False,False,False,False
184,"","",0,"","","","","LoadingImage#0",0,0,"",False,0,False,0,False,False,False,False,"",,,,"QuestBattle#0","",0,0,0,False,"重生之境",0,0,0,"",False,False,0,False,False,False,False
185,"","",0,"","","","","LoadingImage#0",0,0,"",False,0,False,0,False,False,False,False,"",,,,"QuestBattle#0","",0,0,0,False,"重生之境",0,0,0,"",False,False,0,False,False,False,False
186,"","",0,"","","","","LoadingImage#0",0,0,"",False,0,False,0,False,False,False,False,"",,,,"QuestBattle#0","",0,0,0,False,"重生之境",0,0,0,"",False,False,0,False,False,False,False
187,"","",0,"","","","","LoadingImage#0",0,0,"",False,0,False,0,False,False,False,False,"",,,,"QuestBattle#0","",0,0,0,False,"重生之境",0,0,0,"",False,False,0,False,False,False,False
188,"s1d8","ffxiv/sea_s1/dun/s1d8/level/s1d8",1,"拉诺西亚","拉诺西亚","放浪神古神殿","s1d8/00","LoadingImage#2",2,3,"武装圣域放浪神古神殿",False,40,False,0,True,False,False,False,"BGMSituation#1001",,,,"QuestBattle#0","",-1,81,-1,False,"重生之境",0,0,0,"",False,False,0,False,False,False,False
189,"f1d7","ffxiv/fst_f1/dun/f1d7/level/f1d7",1,"黑衣森林","黑衣森林","无限城古堡","f1d7/01","LoadingImage#3",2,3,"邪念妖地无限城古堡",False,40,False,0,True,False,False,False,"BGMSituation#1001",,,,"QuestBattle#0","",-1,79,-1,False,"重生之境",0,0,0,"",False,False,0,False,False,False,False
190,"go002","ffxiv/fst_f1/fld/f1f1/level/f1f1",1,"黑衣森林","黑衣森林","黑衣森林中央林区","f1f1/00","LoadingImage#3",2,3,"讨伐彷徨死灵！",False,3,False,0,True,False,False,False,"BGMSituation#1001",,,,"QuestBattle#0","",-1,0,-1,False,"重生之境",0,0,0,"",False,False,0,False,False,False,False
