key,0,1,2,3,4,5,6,7,8
16,"lightning sprite","ui/icon/063000/063057.tex","Limsa Lominsa","Lower La Noscea","The Gods' Grip","","","",""
17,"megalocrab","ui/icon/063000/063065.tex","Limsa Lominsa","Middle La Noscea","Three-malm Bend","","","",""
18,"firefly","ui/icon/063000/063011.tex","Gridania","Lower La Noscea","The Gods' Grip","Central Shroud","Bentbranch","",""
19,"sewer mole","ui/icon/063000/063089.tex","Limsa Lominsa","Western La Noscea","Quarterstone","","","",""
20,"mossless goobbue","ui/icon/063000/063062.tex","Limsa Lominsa","Lower La Noscea","Moraby Bay","","","",""
21,"fat dodo","ui/icon/063000/063079.tex","Limsa Lominsa","Western La Noscea","Quarterstone","","","",""
22,"Moraby mole","ui/icon/063000/063089.tex","Limsa Lominsa","Lower La Noscea","The Gods' Grip","","","",""
23,"Qiqirn eggdigger","ui/icon/063000/063060.tex","Limsa Lominsa","Lower La Noscea","The Gods' Grip","","","",""
24,"Rhotano buccaneer","ui/icon/063000/063045.tex","Limsa Lominsa","Western La Noscea","Quarterstone","","","",""
25,"dusk bat","ui/icon/063000/063020.tex","Limsa Lominsa","Western La Noscea","Skull Valley","","","",""
26,"puk hatchling","ui/icon/063000/063081.tex","Limsa Lominsa","Western La Noscea","Skull Valley","","","",""
27,"hedgemole","ui/icon/063000/063082.tex","Limsa Lominsa","Western La Noscea","Skull Valley","","","",""
28,"killer mantis","ui/icon/063000/063033.tex","Limsa Lominsa","Western La Noscea","Skull Valley","","","",""
29,"Rothlyt pelican","ui/icon/063000/063070.tex","Limsa Lominsa","Western La Noscea","Skull Valley","","","",""
30,"wild wolf","ui/icon/063000/063052.tex","Limsa Lominsa","Upper La Noscea","Oakwood","","","",""
31,"bumble beetle","ui/icon/063000/063021.tex","Limsa Lominsa","Upper La Noscea","Oakwood","","","",""
32,"stoneshell","ui/icon/063000/063032.tex","Limsa Lominsa","Upper La Noscea","Oakwood","","","",""
33,"forest yarzon","ui/icon/063000/063026.tex","Limsa Lominsa","Upper La Noscea","Oakwood","","","",""
34,"coeurl pup","ui/icon/063000/063061.tex","Limsa Lominsa","Upper La Noscea","Oakwood","","","",""
35,"kobold footman","ui/icon/063000/063071.tex","Limsa Lominsa","Upper La Noscea","Oakwood","","","",""
36,"kobold pickman","ui/icon/063000/063071.tex","Limsa Lominsa","Upper La Noscea","Oakwood","","","",""
37,"apkallu","ui/icon/063000/063050.tex","Limsa Lominsa","Eastern La Noscea","Bloodshore","","","",""
38,"pteroc","ui/icon/063000/063081.tex","Limsa Lominsa","Outer La Noscea","The Long Climb","","","",""
39,"uragnite","ui/icon/063000/063031.tex","Limsa Lominsa","Upper La Noscea","Bronze Lake","","","",""
40,"large buffalo","ui/icon/063000/063063.tex","Limsa Lominsa","Eastern La Noscea","Bloodshore","","","",""
41,"Mamool Ja breeder","ui/icon/063000/063091.tex","Limsa Lominsa","Upper La Noscea","Bronze Lake","","","",""
42,"Mamool Ja sophist","ui/icon/063000/063091.tex","Limsa Lominsa","Upper La Noscea","Bronze Lake","","","",""
43,"Mamool Ja infiltrator","ui/icon/063000/063091.tex","Limsa Lominsa","Upper La Noscea","Bronze Lake","","","",""
44,"Mamool Ja executioner","ui/icon/063000/063091.tex","Limsa Lominsa","Upper La Noscea","Bronze Lake","","","",""
45,"Qiqirn gullroaster","ui/icon/063000/063060.tex","Limsa Lominsa","Eastern La Noscea","Bloodshore","","","",""
46,"snipper","ui/icon/063000/063065.tex","Limsa Lominsa","Eastern La Noscea","Bloodshore","","","",""
47,"giant pelican","ui/icon/063000/063070.tex","Limsa Lominsa","Eastern La Noscea","Raincatcher Gully","","","",""
48,"grass raptor","ui/icon/063000/063027.tex","Limsa Lominsa","Eastern La Noscea","Raincatcher Gully","","","",""
49,"dung midge swarm","ui/icon/063000/063012.tex","Limsa Lominsa","Eastern La Noscea","Raincatcher Gully","","","",""
50,"gigantoad","ui/icon/063000/063059.tex","Limsa Lominsa","Eastern La Noscea","Raincatcher Gully","","","",""
51,"goobbue","ui/icon/063000/063062.tex","Limsa Lominsa","Eastern La Noscea","Raincatcher Gully","","","",""
52,"Bloodshore bell","ui/icon/063000/063064.tex","Limsa Lominsa","Eastern La Noscea","Bloodshore","","","",""
53,"colibri","ui/icon/063000/063034.tex","Limsa Lominsa","Eastern La Noscea","Bloodshore","","","",""
54,"plasmoid","ui/icon/063000/063011.tex","Limsa Lominsa","Outer La Noscea","Iron Lake","","","",""
55,"coeurl","ui/icon/063000/063061.tex","Limsa Lominsa","Outer La Noscea","The Long Climb","","","",""
56,"jungle coeurl","ui/icon/063000/063061.tex","Limsa Lominsa","Eastern La Noscea","Raincatcher Gully","","","",""
57,"mildewed goobbue","ui/icon/063000/063062.tex","Limsa Lominsa","Eastern La Noscea","Raincatcher Gully","","","",""
58,"basalt golem","ui/icon/063000/063069.tex","Limsa Lominsa","Outer La Noscea","The Long Climb","","","",""
59,"kobold sidesman","ui/icon/063000/063071.tex","Limsa Lominsa","Upper La Noscea","Zelma's Run","","","",""
60,"kobold missionary","ui/icon/063000/063071.tex","Limsa Lominsa","Eastern La Noscea","Bloodshore","","","",""
61,"kobold pitman","ui/icon/063000/063071.tex","Limsa Lominsa","Eastern La Noscea","Bloodshore","","","",""
62,"salamander","ui/icon/063000/063010.tex","Limsa Lominsa","Upper La Noscea","Bronze Lake","","","",""
63,"ringtail","ui/icon/063000/063008.tex","Limsa Lominsa","Outer La Noscea","The Long Climb","","","",""
64,"velociraptor","ui/icon/063000/063027.tex","Limsa Lominsa","Outer La Noscea","The Long Climb","","","",""
65,"highland condor","ui/icon/063000/063005.tex","Limsa Lominsa","Outer La Noscea","The Long Climb","","","",""
66,"grenade","ui/icon/063000/063086.tex","Limsa Lominsa","Outer La Noscea","Iron Lake","","","",""
67,"preying mantis","ui/icon/063000/063114.tex","Limsa Lominsa","Western La Noscea","The Isles of Umbra","","","",""
68,"kobold roundsman","ui/icon/063000/063071.tex","Limsa Lominsa","Outer La Noscea","Iron Lake","","","",""
69,"kobold bedesman","ui/icon/063000/063071.tex","Limsa Lominsa","Outer La Noscea","Iron Lake","","","",""
70,"kobold priest","ui/icon/063000/063071.tex","Limsa Lominsa","Outer La Noscea","Iron Lake","","","",""
71,"kobold quarryman","ui/icon/063000/063071.tex","Limsa Lominsa","Outer La Noscea","Iron Lake","","","",""
72,"lammergeyer","ui/icon/063000/063005.tex","Limsa Lominsa","Western La Noscea","The Isles of Umbra","","","",""
73,"dead man's moan","ui/icon/063000/063029.tex","Limsa Lominsa","Western La Noscea","The Isles of Umbra","","","",""
74,"shelfclaw Sahagin","ui/icon/063000/063095.tex","Limsa Lominsa","Western La Noscea","Halfstone","","","",""
75,"shelfscale Sahagin","ui/icon/063000/063095.tex","Limsa Lominsa","Western La Noscea","Halfstone","","","",""
76,"shelfspine Sahagin","ui/icon/063000/063095.tex","Limsa Lominsa","Western La Noscea","Halfstone","","","",""
77,"sea wasp","ui/icon/063000/063064.tex","Limsa Lominsa","Western La Noscea","Halfstone","","","",""
78,"synthetic doblyn","ui/icon/063000/063092.tex","Limsa Lominsa","Outer La Noscea","U'Ghamaro Mines","","","",""
79,"U'Ghamaro roundsman","ui/icon/063000/063071.tex","Limsa Lominsa","Outer La Noscea","U'Ghamaro Mines","","","",""
80,"U'Ghamaro bedesman","ui/icon/063000/063071.tex","Limsa Lominsa","Outer La Noscea","U'Ghamaro Mines","","","",""
81,"U'Ghamaro priest","ui/icon/063000/063071.tex","Limsa Lominsa","Outer La Noscea","U'Ghamaro Mines","","","",""
82,"U'Ghamaro quarryman","ui/icon/063000/063071.tex","Limsa Lominsa","Outer La Noscea","U'Ghamaro Mines","","","",""
83,"trenchtooth Sahagin","ui/icon/063000/063095.tex","Limsa Lominsa","Western La Noscea","Halfstone","","","",""
84,"axolotl","ui/icon/063000/063010.tex","Limsa Lominsa","Western La Noscea","Sapsa Spawning Grounds","","","",""
85,"Sapsa shelfclaw","ui/icon/063000/063095.tex","Limsa Lominsa","Western La Noscea","Sapsa Spawning Grounds","","","",""
86,"Sapsa shelftooth","ui/icon/063000/063095.tex","Limsa Lominsa","Western La Noscea","Sapsa Spawning Grounds","","","",""
87,"Sapsa shelfspine","ui/icon/063000/063095.tex","Limsa Lominsa","Western La Noscea","Sapsa Spawning Grounds","","","",""
88,"shelfclaw Reaver","ui/icon/063000/063119.tex","Limsa Lominsa","Western La Noscea","Halfstone","","","",""
89,"shelfeye Reaver","ui/icon/063000/063119.tex","Limsa Lominsa","Western La Noscea","Halfstone","","","",""
90,"2nd Cohort hoplomachus","ui/icon/063000/063118.tex","Limsa Lominsa","Eastern La Noscea","Agelyss Wise","","","",""
91,"2nd Cohort signifer","ui/icon/063000/063118.tex","Limsa Lominsa","Eastern La Noscea","Agelyss Wise","","","",""
92,"2nd Cohort eques","ui/icon/063000/063118.tex","Limsa Lominsa","Eastern La Noscea","Agelyss Wise","","","",""
93,"2nd Cohort laquearius","ui/icon/063000/063118.tex","Limsa Lominsa","Eastern La Noscea","Agelyss Wise","","","",""
94,"2nd Cohort vanguard","ui/icon/063000/063100.tex","Limsa Lominsa","Eastern La Noscea","Agelyss Wise","","","",""
95,"ground squirrel","ui/icon/063000/063028.tex","Gridania","","","North Shroud","Treespeak","",""
96,"forest funguar","ui/icon/063000/063022.tex","Gridania","","","Central Shroud","Jadeite Thick","",""
97,"miteling","ui/icon/063000/063015.tex","Gridania","","","North Shroud","Treespeak","",""
98,"water sprite","ui/icon/063000/063006.tex","Gridania","","","Central Shroud","Greentear","",""
99,"chigoe","ui/icon/063000/063016.tex","Gridania","","","Central Shroud","Greentear","",""
100,"opo-opo","ui/icon/063000/063008.tex","Gridania","","","North Shroud","Peacegarden","",""
101,"midge swarm","ui/icon/063000/063012.tex","Gridania","","","North Shroud","Peacegarden","",""
102,"microchu","ui/icon/063000/063007.tex","Gridania","","","North Shroud","Peacegarden","",""
103,"black eft","ui/icon/063000/063010.tex","Gridania","","","Central Shroud","Greentear","",""
104,"bog yarzon","ui/icon/063000/063026.tex","Gridania","","","Central Shroud","Jadeite Thick","",""
105,"hoglet","ui/icon/063000/063024.tex","Gridania","","","Central Shroud","Greentear","",""
106,"syrphid swarm","ui/icon/063000/063012.tex","Gridania","","","Central Shroud","Greentear","",""
107,"trickster imp","ui/icon/063000/063004.tex","Gridania","","","Central Shroud","Greentear","",""
108,"anole","ui/icon/063000/063027.tex","Gridania","","","Central Shroud","Greentear","",""
109,"tree slug","ui/icon/063000/063013.tex","Gridania","","","East Shroud","The Honey Yard","",""
110,"roselet","ui/icon/063000/063023.tex","Gridania","","","Central Shroud","Bentbranch","",""
111,"diremite","ui/icon/063000/063015.tex","Gridania","","","Central Shroud","Bentbranch","",""
112,"hornet swarm","ui/icon/063000/063012.tex","Gridania","","","Central Shroud","Bentbranch","",""
113,"goblin hunter","ui/icon/063000/063009.tex","Gridania","","","East Shroud","The Honey Yard","",""
114,"northern vulture","ui/icon/063000/063005.tex","Gridania","","","East Shroud","The Honey Yard","",""
115,"arbor buzzard","ui/icon/063000/063005.tex","Gridania","Western La Noscea","Quarterstone","Central Shroud","Bentbranch","Western Thanalan","The Footfalls"
116,"treant sapling","ui/icon/063000/063018.tex","Gridania","","","Central Shroud","Jadeite Thick","",""
117,"magicked bones","ui/icon/063000/063029.tex","Gridania","","","Central Shroud","Bentbranch","",""
118,"mandragora","ui/icon/063000/063088.tex","Gridania","","","East Shroud","The Honey Yard","",""
119,"wild hoglet","ui/icon/063000/063024.tex","Gridania","","","East Shroud","The Honey Yard","",""
120,"lemur","ui/icon/063000/063008.tex","Gridania","","","East Shroud","Nine Ivies","",""
121,"boring weevil","ui/icon/063000/063021.tex","Gridania","","","East Shroud","Nine Ivies","",""
122,"faerie funguar","ui/icon/063000/063022.tex","Gridania","","","East Shroud","Nine Ivies","",""
123,"giant gnat","ui/icon/063000/063019.tex","Gridania","","","East Shroud","Nine Ivies","",""
124,"Amalj'aa hunter","ui/icon/063000/063051.tex","Ul'dah","","","","","Eastern Thanalan","Sandgate"
125,"Amalj'aa javelinier","ui/icon/063000/063051.tex","Ul'dah","","","","","Eastern Thanalan","Sandgate"
126,"boar poacher","ui/icon/063000/063030.tex","Gridania","","","East Shroud","Nine Ivies","",""
127,"wolf poacher","ui/icon/063000/063042.tex","Gridania","","","East Shroud","Nine Ivies","",""
128,"raptor poacher","ui/icon/063000/063044.tex","Gridania","","","East Shroud","Nine Ivies","",""
129,"wild boar","ui/icon/063000/063024.tex","Gridania","","","East Shroud","The Bramble Patch","",""
130,"Qiqirn beater","ui/icon/063000/063060.tex","Gridania","","","South Shroud","Upper Paths","",""
131,"black bat","ui/icon/063000/063020.tex","Gridania","","","East Shroud","The Bramble Patch","",""
132,"ziz gorlin","ui/icon/063000/063070.tex","Gridania","","","East Shroud","Nine Ivies","",""
133,"antelope doe","ui/icon/063000/063002.tex","Gridania","","","South Shroud","Upper Paths","",""
134,"overgrown ivy","ui/icon/063000/063007.tex","Gridania","","","East Shroud","Nine Ivies","",""
135,"diseased treant","ui/icon/063000/063018.tex","Gridania","","","East Shroud","The Bramble Patch","",""
136,"smallmouth orobon","ui/icon/063000/063083.tex","Gridania","","","South Shroud","Upper Paths","",""
137,"kedtrap","ui/icon/063000/063023.tex","Gridania","","","South Shroud","Upper Paths","",""
138,"overgrown offering","ui/icon/063000/063007.tex","Gridania","","","South Shroud","Upper Paths","",""
139,"bark eft","ui/icon/063000/063010.tex","Gridania","","","South Shroud","Upper Paths","",""
140,"sylvan scream","ui/icon/063000/063075.tex","Gridania","","","East Shroud","The Bramble Patch","",""
141,"sylvan sough","ui/icon/063000/063075.tex","Gridania","","","East Shroud","The Bramble Patch","",""
142,"sylvan groan","ui/icon/063000/063075.tex","Gridania","","","East Shroud","The Bramble Patch","",""
143,"glowfly","ui/icon/063000/063011.tex","Gridania","","","East Shroud","The Bramble Patch","",""
144,"jumping djigga","ui/icon/063000/063016.tex","Gridania","","","East Shroud","The Bramble Patch","",""
145,"Redbelly larcener","ui/icon/063000/063042.tex","Gridania","","","South Shroud","Upper Paths","",""
146,"Redbelly sharpeye","ui/icon/063000/063030.tex","Gridania","","","South Shroud","Upper Paths","",""
147,"Redbelly lookout","ui/icon/063000/063042.tex","Gridania","","","South Shroud","Upper Paths","",""
148,"river yarzon","ui/icon/063000/063026.tex","Gridania","","","South Shroud","Silent Arbor","",""
149,"Shroud hare","ui/icon/063000/063013.tex","Gridania","","","North Shroud","Alder Springs","",""
150,"balloon","ui/icon/063000/063086.tex","Gridania","","","North Shroud","Alder Springs","",""
151,"antelope stag","ui/icon/063000/063002.tex","Gridania","","","South Shroud","Silent Arbor","",""
152,"banemite","ui/icon/063000/063015.tex","Gridania","","","North Shroud","Alder Springs","",""
153,"Ixali deftalon","ui/icon/063000/063003.tex","Gridania","","","North Shroud","Alder Springs","",""
154,"Ixali straightbeak","ui/icon/063000/063003.tex","Gridania","","","North Shroud","Alder Springs","",""
155,"Ixali lightwing","ui/icon/063000/063003.tex","Gridania","","","North Shroud","Alder Springs","",""
156,"clay golem","ui/icon/063000/063069.tex","Gridania","","","North Shroud","Alder Springs","",""
157,"ziz","ui/icon/063000/063070.tex","Gridania","","","North Shroud","Alder Springs","",""
158,"goblin thug","ui/icon/063000/063009.tex","Gridania","","","South Shroud","Silent Arbor","",""
159,"toadstool","ui/icon/063000/063022.tex","Gridania","","","Central Shroud","Sorrel Haven","",""
160,"Coeurlclaw hunter","ui/icon/063000/063030.tex","Gridania","","","South Shroud","Silent Arbor","",""
161,"Coeurlclaw cutter","ui/icon/063000/063042.tex","Gridania","","","South Shroud","Silent Arbor","",""
162,"Coeurlclaw poacher","ui/icon/063000/063044.tex","Gridania","","","South Shroud","Silent Arbor","",""
163,"brood ziz","ui/icon/063000/063070.tex","Gridania","","","Central Shroud","Sorrel Haven","",""
164,"midland condor","ui/icon/063000/063005.tex","Gridania","","","South Shroud","Lower Paths","",""
165,"floating eye","ui/icon/063000/063049.tex","Gridania","","","Central Shroud","Sorrel Haven","",""
166,"adamantoise","ui/icon/063000/063001.tex","Gridania","","","South Shroud","Lower Paths","",""
167,"bigmouth orobon","ui/icon/063000/063083.tex","Gridania","","","South Shroud","Lower Paths","",""
168,"stroper","ui/icon/063000/063090.tex","Gridania","","","Central Shroud","Sorrel Haven","",""
169,"lindwurm","ui/icon/063000/063027.tex","Gridania","","","Central Shroud","Sorrel Haven","",""
170,"revenant","ui/icon/063000/063084.tex","Gridania","","","Central Shroud","Sorrel Haven","",""
171,"deathgaze","ui/icon/063000/063078.tex","Gridania","","","Central Shroud","Sorrel Haven","",""
172,"spriggan","ui/icon/063000/063087.tex","Gridania","","","Central Shroud","The Standing Corses","",""
173,"lesser kalong","ui/icon/063000/063020.tex","Gridania","","","South Shroud","Snakemolt","",""
174,"deepvoid deathmouse","ui/icon/063000/063028.tex","Gridania","","","South Shroud","Snakemolt","",""
175,"dryad","ui/icon/063000/063018.tex","Gridania","","","North Shroud","Proud Creek","",""
176,"treant","ui/icon/063000/063018.tex","Gridania","","","South Shroud","Snakemolt","",""
177,"ochu","ui/icon/063000/063007.tex","Gridania","","","East Shroud","Larkscall","",""
178,"molted ziz","ui/icon/063000/063070.tex","Gridania","","","East Shroud","Larkscall","",""
179,"old-growth treant","ui/icon/063000/063018.tex","Gridania","","","East Shroud","Larkscall","",""
180,"sylvan screech","ui/icon/063000/063075.tex","Gridania","","","East Shroud","Larkscall","",""
181,"sylvan sigh","ui/icon/063000/063075.tex","Gridania","","","East Shroud","Larkscall","",""
182,"sylvan snarl","ui/icon/063000/063075.tex","Gridania","","","East Shroud","Larkscall","",""
183,"3rd Cohort hoplomachus","ui/icon/063000/063118.tex","Gridania","","","East Shroud","Larkscall","",""
184,"3rd Cohort eques","ui/icon/063000/063118.tex","Gridania","","","East Shroud","Larkscall","",""
185,"3rd Cohort laquearius","ui/icon/063000/063118.tex","Gridania","","","East Shroud","Larkscall","",""
186,"crater golem","ui/icon/063000/063069.tex","Gridania","","","Central Shroud","The Standing Corses","",""
187,"morbol","ui/icon/063000/063090.tex","Gridania","","","East Shroud","Larkscall","",""
188,"3rd Cohort secutor","ui/icon/063000/063118.tex","Gridania","","","East Shroud","Larkscall","",""
189,"3rd Cohort signifer","ui/icon/063000/063118.tex","Gridania","","","East Shroud","Larkscall","",""
190,"wild hog","ui/icon/063000/063024.tex","Gridania","","","South Shroud","Urth's Gift","",""
191,"lesser kalong","ui/icon/063000/063020.tex","Gridania","","","South Shroud","Urth's Gift","",""
192,"watchwolf","ui/icon/063000/063052.tex","Gridania","","","North Shroud","Proud Creek","",""
193,"dreamtoad","ui/icon/063000/063059.tex","Gridania","","","East Shroud","Sylphlands","",""
194,"Sylphlands condor","ui/icon/063000/063005.tex","Gridania","","","East Shroud","Sylphlands","",""
195,"Ixali windtalon","ui/icon/063000/063003.tex","Gridania","","","North Shroud","Proud Creek","",""
196,"Ixali boldwing","ui/icon/063000/063003.tex","Gridania","","","North Shroud","Proud Creek","",""
197,"sylpheed screech","ui/icon/063000/063075.tex","Gridania","","","East Shroud","Sylphlands","",""
198,"sylpheed sigh","ui/icon/063000/063075.tex","Gridania","","","East Shroud","Sylphlands","",""
199,"sylpheed snarl","ui/icon/063000/063075.tex","Gridania","","","East Shroud","Sylphlands","",""
200,"dullahan","ui/icon/063000/063017.tex","Gridania","","","North Shroud","Proud Creek","",""
201,"ked","ui/icon/063000/063019.tex","Gridania","","","South Shroud","Urth's Gift","",""
202,"milkroot cluster","ui/icon/063000/063007.tex","Gridania","","","East Shroud","Sylphlands","",""
203,"sylph bonnet","ui/icon/063000/063022.tex","Gridania","","","East Shroud","Sylphlands","",""
204,"Sylphlands sentinel","ui/icon/063000/063018.tex","Gridania","","","East Shroud","Sylphlands","",""
205,"milkroot sapling","ui/icon/063000/063023.tex","Gridania","","","East Shroud","Sylphlands","",""
206,"star marmot","ui/icon/063000/063028.tex","Ul'dah","","","","","Central Thanalan","Spineless Basin"
207,"huge hornet","ui/icon/063000/063048.tex","Ul'dah","","","","","Central Thanalan","Spineless Basin"
208,"cactuar","ui/icon/063000/063073.tex","Ul'dah","","","","","Western Thanalan","The Eighty Sins of Sasamo"
209,"snapping shrew","ui/icon/063000/063089.tex","Ul'dah","","","","","Central Thanalan","Spineless Basin"
210,"earth sprite","ui/icon/063000/063055.tex","Ul'dah","","","","","Western Thanalan","Hammerlea"
211,"hammer beak","ui/icon/063000/063070.tex","Ul'dah","","","","","Western Thanalan","Hammerlea"
212,"yarzon feeder","ui/icon/063000/063026.tex","Ul'dah","","","","","Western Thanalan","Hammerlea"
213,"antling worker","ui/icon/063000/063076.tex","Ul'dah","","","","","Central Thanalan","Black Brush"
214,"orobon","ui/icon/063000/063083.tex","Ul'dah","","","","","Central Thanalan","Black Brush"
215,"syrphid cloud","ui/icon/063000/063012.tex","Ul'dah","","","","","Central Thanalan","Black Brush"
216,"rusty coblyn","ui/icon/063000/063092.tex","Ul'dah","","","","","Western Thanalan","Hammerlea"
217,"spriggan graverobber","ui/icon/063000/063087.tex","Ul'dah","","","","","Central Thanalan","Black Brush"
218,"goblin mugger","ui/icon/063000/063009.tex","Ul'dah","","","","","Western Thanalan","Hammerlea"
219,"sandtoad","ui/icon/063000/063059.tex","Ul'dah","","","","","Western Thanalan","Hammerlea"
220,"Qiqirn shellsweeper","ui/icon/063000/063060.tex","Ul'dah","","","","","Central Thanalan","Black Brush"
221,"sun bat","ui/icon/063000/063020.tex","Ul'dah","","","","","Central Thanalan","The Clutch"
222,"eft","ui/icon/063000/063010.tex","Ul'dah","","","","","Central Thanalan","The Clutch"
223,"antling soldier","ui/icon/063000/063076.tex","Ul'dah","","","","","Central Thanalan","The Clutch"
224,"dusty mongrel","ui/icon/063000/063052.tex","Ul'dah","","","","","Western Thanalan","Horizon's Edge"
225,"desert peiste","ui/icon/063000/063080.tex","Ul'dah","","","","","Western Thanalan","Horizon's Edge"
226,"sun midge swarm","ui/icon/063000/063012.tex","Ul'dah","","","","","Western Thanalan","Horizon's Edge"
227,"cochineal cactuar","ui/icon/063000/063073.tex","Ul'dah","","","","","Central Thanalan","The Clutch"
228,"bomb","ui/icon/063000/063086.tex","Ul'dah","","","","","Western Thanalan","Horizon's Edge"
229,"copper coblyn","ui/icon/063000/063092.tex","Ul'dah","","","","","Western Thanalan","Horizon's Edge"
230,"Quiveron guard","ui/icon/063000/063043.tex","Ul'dah","","","","","Central Thanalan","The Clutch"
231,"Quiveron attendant","ui/icon/063000/063043.tex","Ul'dah","","","","","Central Thanalan","The Clutch"
232,"giant tortoise","ui/icon/063000/063001.tex","Ul'dah","","","","","Western Thanalan","The Eighty Sins of Sasamo"
233,"antling sentry","ui/icon/063000/063076.tex","Ul'dah","","","","","Central Thanalan","Black Brush"
234,"thickshell","ui/icon/063000/063032.tex","Ul'dah","","","","","Western Thanalan","The Footfalls"
235,"scaphite","ui/icon/063000/063031.tex","Ul'dah","","","","","Western Thanalan","The Footfalls"
236,"toxic toad","ui/icon/063000/063059.tex","Ul'dah","","","","","Central Thanalan","The Clutch"
237,"tuco-tuco","ui/icon/063000/063082.tex","Ul'dah","","","","","Eastern Thanalan","Sandgate"
238,"vandalous imp","ui/icon/063000/063004.tex","Ul'dah","","","","","Eastern Thanalan","Drybone"
239,"blowfly swarm","ui/icon/063000/063012.tex","Ul'dah","","","","","Eastern Thanalan","Drybone"
240,"myotragus billy","ui/icon/063000/063093.tex","Ul'dah","","","","","Eastern Thanalan","Drybone"
241,"myotragus nanny","ui/icon/063000/063093.tex","Ul'dah","","","","","Eastern Thanalan","Drybone"
242,"rotting noble","ui/icon/063000/063014.tex","Ul'dah","","","","","Eastern Thanalan","Drybone"
243,"rotting corpse","ui/icon/063000/063014.tex","Ul'dah","","","","","Eastern Thanalan","Drybone"
244,"bloated bogy","ui/icon/063000/063084.tex","Ul'dah","","","","","Western Thanalan","The Footfalls"
245,"lead coblyn","ui/icon/063000/063092.tex","Ul'dah","","","","","Western Thanalan","The Footfalls"
246,"yarzon scavenger","ui/icon/063000/063026.tex","Ul'dah","","","","","Western Thanalan","The Footfalls"
247,"laughing toad","ui/icon/063000/063059.tex","Ul'dah","","","","","Western Thanalan","The Footfalls"
248,"Moondrip piledriver","ui/icon/063000/063039.tex","Ul'dah","","","","","Western Thanalan","The Footfalls"
249,"Amalj'aa bruiser","ui/icon/063000/063051.tex","Ul'dah","","","","","Southern Thanalan","Broken Water"
250,"Amalj'aa seer","ui/icon/063000/063051.tex","Ul'dah","","","","","Southern Thanalan","Broken Water"
251,"phurble","ui/icon/063000/063068.tex","Ul'dah","","","","","Eastern Thanalan","Wellwick Wood"
252,"sabotender","ui/icon/063000/063073.tex","Ul'dah","","","","","Southern Thanalan","Broken Water"
253,"chasm buzzard","ui/icon/063000/063005.tex","Ul'dah","","","","","Eastern Thanalan","Wellwick Wood"
254,"potter wasp swarm","ui/icon/063000/063012.tex","Ul'dah","","","","","Southern Thanalan","Broken Water"
255,"Qiqirn roerunner","ui/icon/063000/063060.tex","Ul'dah","","","","","Eastern Thanalan","Wellwick Wood"
256,"axe beak","ui/icon/063000/063070.tex","Ul'dah","","","","","Eastern Thanalan","Wellwick Wood"
257,"sandskin peiste","ui/icon/063000/063080.tex","Ul'dah","","","","","Southern Thanalan","Broken Water"
258,"fallen mage","ui/icon/063000/063014.tex","Ul'dah","","","","","Southern Thanalan","Broken Water"
259,"Amalj'aa ranger","ui/icon/063000/063051.tex","Ul'dah","","","","","Eastern Thanalan","Wellwick Wood"
260,"Corpse Brigade knuckledancer","ui/icon/063000/063045.tex","Ul'dah","","","","","Southern Thanalan","Broken Water"
