key,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18
23,3,"Strength",True,20,34,20,34,"Dexterity",True,20,34,20,34,"Intelligence",True,20,34,20,34
24,3,"",False,0,0,0,0,"",False,0,0,0,0,"",False,0,0,0,0
25,3,"Mind",True,16,49,20,61,"",False,0,0,0,0,"",False,0,0,0,0
26,3,"Intelligence",True,16,49,20,61,"",False,0,0,0,0,"",False,0,0,0,0
27,3,"Dexterity",True,16,49,20,61,"",False,0,0,0,0,"",False,0,0,0,0
28,3,"Vitality",True,16,50,20,62,"",False,0,0,0,0,"",False,0,0,0,0
29,3,"Strength",True,16,49,20,61,"",False,0,0,0,0,"",False,0,0,0,0
30,3,"Fire Resistance",True,16,37,20,46,"",False,0,0,0,0,"",False,0,0,0,0
31,3,"Water Resistance",True,16,37,20,46,"",False,0,0,0,0,"",False,0,0,0,0
32,3,"Wind Resistance",True,16,37,20,46,"",False,0,0,0,0,"",False,0,0,0,0
33,3,"Earth Resistance",True,16,37,20,46,"",False,0,0,0,0,"",False,0,0,0,0
34,3,"Lightning Resistance",True,16,37,20,46,"",False,0,0,0,0,"",False,0,0,0,0
35,3,"Ice Resistance",True,16,37,20,46,"",False,0,0,0,0,"",False,0,0,0,0
36,3,"Mind",True,16,67,20,84,"",False,0,0,0,0,"",False,0,0,0,0
37,3,"Intelligence",True,16,67,20,84,"",False,0,0,0,0,"",False,0,0,0,0
38,3,"Dexterity",True,16,67,20,84,"",False,0,0,0,0,"",False,0,0,0,0
39,3,"Vitality",True,16,70,20,87,"",False,0,0,0,0,"",False,0,0,0,0
40,3,"Strength",True,16,67,20,84,"",False,0,0,0,0,"",False,0,0,0,0
41,3,"Fire Resistance",True,16,64,20,80,"",False,0,0,0,0,"",False,0,0,0,0
42,3,"Water Resistance",True,16,64,20,80,"",False,0,0,0,0,"",False,0,0,0,0
43,3,"Wind Resistance",True,16,64,20,80,"",False,0,0,0,0,"",False,0,0,0,0
44,3,"Earth Resistance",True,16,64,20,80,"",False,0,0,0,0,"",False,0,0,0,0
45,3,"Lightning Resistance",True,16,64,20,80,"",False,0,0,0,0,"",False,0,0,0,0
46,3,"Ice Resistance",True,16,64,20,80,"",False,0,0,0,0,"",False,0,0,0,0
47,3,"",False,0,0,0,0,"",False,0,0,0,0,"",False,0,0,0,0
48,3,"Vitality",False,1,0,1,0,"",False,0,0,0,0,"",False,0,0,0,0
49,3,"Vitality",False,1,0,1,0,"",False,0,0,0,0,"",False,0,0,0,0
50,3,"Vitality",True,8,2,10,3,"",False,0,0,0,0,"",False,0,0,0,0
51,3,"Vitality",True,8,2,10,3,"",False,0,0,0,0,"",False,0,0,0,0
52,3,"Vitality",True,6,8,7,10,"",False,0,0,0,0,"",False,0,0,0,0
53,3,"Vitality",True,4,10,5,12,"",False,0,0,0,0,"",False,0,0,0,0
54,3,"Determination",False,1,0,1,0,"Vitality",False,1,0,1,0,"Direct Hit Rate",False,1,0,1,0
55,3,"Determination",True,8,3,10,4,"Vitality",True,4,3,5,4,"Direct Hit Rate",True,2,2,2,3
56,3,"Determination",True,7,6,9,7,"Vitality",True,4,6,5,7,"Direct Hit Rate",True,2,4,2,5
57,3,"Determination",True,6,8,7,10,"Vitality",True,4,9,5,11,"Direct Hit Rate",True,2,6,2,7
58,3,"Determination",True,4,10,5,13,"Vitality",True,3,10,4,13,"Direct Hit Rate",True,2,6,2,8
59,3,"Determination",True,4,13,5,16,"Vitality",True,3,12,4,15,"Critical Hit",True,2,8,2,10
60,3,"Determination",True,4,14,5,17,"Vitality",True,4,15,5,19,"Critical Hit",True,2,9,2,11
61,3,"Piety",False,1,0,1,0,"Vitality",False,1,0,1,0,"Direct Hit Rate",False,1,0,1,0
62,3,"Piety",True,8,3,10,4,"Vitality",True,4,3,5,4,"Spell Speed",True,2,2,2,3
63,3,"Piety",True,7,4,9,5,"Vitality",True,4,4,5,5,"Spell Speed",True,2,3,2,4
64,3,"Piety",True,6,8,7,10,"Vitality",True,4,9,5,11,"Spell Speed",True,2,6,2,7
65,3,"Piety",True,4,11,5,14,"Vitality",True,3,12,4,15,"Spell Speed",True,2,8,2,10
66,3,"Piety",True,4,14,5,17,"Vitality",True,4,15,5,19,"Spell Speed",True,2,9,2,11
67,3,"Piety",True,4,18,5,22,"Vitality",True,5,20,6,25,"Determination",True,2,9,3,11
68,3,"Spell Speed",True,8,2,10,3,"Vitality",False,1,0,1,0,"Direct Hit Rate",False,1,0,1,0
69,3,"Spell Speed",True,8,4,10,5,"Vitality",True,4,2,5,2,"Direct Hit Rate",True,2,2,2,2
70,3,"Spell Speed",True,8,4,10,5,"Vitality",True,4,2,5,3,"Critical Hit",True,2,2,2,2
71,3,"Spell Speed",True,7,6,9,8,"Vitality",True,4,4,5,5,"Direct Hit Rate",True,2,2,2,3
72,3,"Spell Speed",True,7,7,9,9,"Vitality",True,4,5,5,6,"Determination",True,2,2,2,2
73,3,"Spell Speed",True,7,9,9,11,"Vitality",True,4,6,5,7,"Piety",True,2,2,2,2
74,3,"Spell Speed",True,6,14,7,17,"Vitality",True,4,9,5,11,"Piety",True,2,3,2,4
75,3,"Spell Speed",True,4,22,5,27,"Vitality",True,4,15,5,19,"Piety",True,2,6,2,7
76,3,"Spell Speed",True,4,24,5,30,"Vitality",True,4,18,5,23,"Determination",True,2,6,2,8
77,3,"CP",True,10,10,13,12,"",False,0,0,0,0,"",False,0,0,0,0
78,3,"CP",True,10,17,13,21,"",False,0,0,0,0,"",False,0,0,0,0
79,3,"CP",True,10,21,13,26,"",False,0,0,0,0,"",False,0,0,0,0
80,3,"CP",True,10,24,13,30,"",False,0,0,0,0,"",False,0,0,0,0
81,3,"CP",True,10,26,13,33,"",False,0,0,0,0,"",False,0,0,0,0
82,3,"CP",True,10,34,13,43,"",False,0,0,0,0,"",False,0,0,0,0
83,3,"Craftsmanship",True,10,38,12,47,"CP",True,4,14,5,17,"",False,0,0,0,0
84,3,"Craftsmanship",True,10,49,12,61,"CP",True,4,14,5,18,"",False,0,0,0,0
85,3,"Gathering",True,6,6,7,7,"Perception",True,2,2,3,3,"",False,0,0,0,0
86,3,"Gathering",True,6,7,7,9,"GP",True,2,8,3,10,"",False,0,0,0,0
87,3,"Gathering",True,6,8,7,10,"Perception",True,2,3,3,4,"",False,0,0,0,0
88,3,"Gathering",True,6,9,7,11,"Perception",True,2,3,3,4,"",False,0,0,0,0
89,3,"Gathering",True,6,10,7,12,"GP",True,2,9,3,11,"",False,0,0,0,0
90,3,"Gathering",True,6,14,7,17,"GP",True,2,10,3,12,"",False,0,0,0,0
91,3,"Gathering",True,6,14,7,17,"Perception",True,2,6,3,7,"",False,0,0,0,0
92,3,"Gathering",True,6,15,7,19,"Perception",True,2,6,3,8,"",False,0,0,0,0
93,3,"Gathering",True,6,19,7,24,"Perception",True,2,8,3,10,"",False,0,0,0,0
94,3,"Control",True,8,4,10,5,"",False,0,0,0,0,"",False,0,0,0,0
95,3,"Control",True,8,8,10,10,"",False,0,0,0,0,"",False,0,0,0,0
96,3,"Control",True,8,12,10,15,"",False,0,0,0,0,"",False,0,0,0,0
97,3,"Control",True,8,14,10,17,"",False,0,0,0,0,"",False,0,0,0,0
98,3,"Control",True,8,16,10,20,"",False,0,0,0,0,"",False,0,0,0,0
99,3,"Control",True,8,18,10,23,"",False,0,0,0,0,"",False,0,0,0,0
100,3,"Control",True,8,22,10,27,"",False,0,0,0,0,"",False,0,0,0,0
101,3,"Control",True,8,25,10,31,"",False,0,0,0,0,"",False,0,0,0,0
102,3,"Vitality",False,1,0,1,0,"",False,0,0,0,0,"",False,0,0,0,0
103,3,"Vitality",False,1,0,1,0,"",False,0,0,0,0,"",False,0,0,0,0
104,3,"Vitality",True,8,2,10,2,"",False,0,0,0,0,"",False,0,0,0,0
105,3,"Vitality",True,8,2,10,2,"",False,0,0,0,0,"",False,0,0,0,0
106,3,"Vitality",True,8,2,10,3,"",False,0,0,0,0,"",False,0,0,0,0
107,3,"Vitality",True,8,2,10,3,"",False,0,0,0,0,"",False,0,0,0,0
108,3,"Vitality",True,8,2,10,3,"",False,0,0,0,0,"",False,0,0,0,0
109,3,"Vitality",True,8,2,10,3,"",False,0,0,0,0,"",False,0,0,0,0
110,3,"Vitality",True,6,6,7,8,"",False,0,0,0,0,"",False,0,0,0,0
111,3,"Vitality",False,1,0,1,0,"",False,0,0,0,0,"",False,0,0,0,0
112,3,"Vitality",False,1,0,1,0,"",False,0,0,0,0,"",False,0,0,0,0
113,3,"Vitality",False,1,0,1,0,"",False,0,0,0,0,"",False,0,0,0,0
114,3,"Tenacity",True,8,2,10,3,"Vitality",False,1,0,1,0,"Direct Hit Rate",False,1,0,1,0
115,3,"Tenacity",True,8,5,10,6,"Vitality",True,4,3,5,4,"Direct Hit Rate",True,2,2,2,3
116,3,"Tenacity",True,7,6,9,8,"Vitality",True,4,4,5,5,"Direct Hit Rate",True,2,2,2,3
117,3,"Tenacity",True,7,7,9,9,"Vitality",True,4,4,5,5,"Critical Hit",True,2,2,2,3
118,3,"Tenacity",True,7,10,9,12,"Vitality",True,4,6,5,7,"Skill Speed",True,2,4,2,5
119,3,"Tenacity",True,6,10,7,13,"Vitality",True,4,6,5,8,"Direct Hit Rate",True,2,4,2,5
120,3,"Tenacity",True,6,13,7,16,"Vitality",True,4,8,5,10,"Skill Speed",True,2,5,2,6
121,3,"Tenacity",True,4,18,5,23,"Vitality",True,3,11,4,14,"Direct Hit Rate",True,2,7,2,9
122,3,"Tenacity",True,4,22,5,27,"Vitality",True,4,15,5,19,"Direct Hit Rate",True,2,9,2,11
123,3,"Tenacity",True,4,24,5,30,"Vitality",True,4,18,5,23,"Direct Hit Rate",True,2,10,2,12
124,3,"Tenacity",True,4,26,5,33,"Vitality",True,4,22,5,28,"Critical Hit",True,2,13,3,16
125,3,"GP",True,6,19,7,24,"Gathering",True,2,2,3,3,"",False,0,0,0,0
126,3,"GP",True,6,19,7,24,"Perception",False,5,0,6,0,"",False,0,0,0,0
127,3,"GP",True,6,20,7,25,"Perception",True,2,2,3,3,"",False,0,0,0,0
128,3,"GP",True,6,21,7,26,"Gathering",True,2,3,3,4,"",False,0,0,0,0
129,3,"GP",True,6,22,7,27,"Gathering",True,2,3,3,4,"",False,0,0,0,0
130,3,"GP",True,6,23,7,29,"Perception",True,2,5,3,6,"",False,0,0,0,0
131,3,"GP",True,6,24,7,30,"Gathering",True,2,6,3,7,"",False,0,0,0,0
132,3,"GP",True,6,24,7,31,"Perception",True,2,6,3,8,"",False,0,0,0,0
133,3,"Direct Hit Rate",True,8,3,10,4,"Vitality",False,1,0,1,0,"Skill Speed",False,1,0,1,0
134,3,"Direct Hit Rate",True,8,3,10,4,"Vitality",False,1,0,1,0,"Spell Speed",False,1,0,1,0
135,3,"Direct Hit Rate",True,8,3,10,4,"Vitality",True,4,2,5,2,"Spell Speed",False,1,0,1,0
136,3,"Direct Hit Rate",True,8,3,10,4,"Vitality",True,4,2,5,2,"Critical Hit",False,1,0,1,0
137,3,"Direct Hit Rate",True,8,5,10,6,"Vitality",True,4,2,5,3,"Skill Speed",True,2,2,2,2
138,3,"Direct Hit Rate",True,7,6,9,7,"Vitality",True,4,3,5,4,"Skill Speed",True,2,2,2,3
139,3,"Direct Hit Rate",True,7,7,9,9,"Vitality",True,4,4,5,5,"Critical Hit",True,2,2,2,3
140,3,"Direct Hit Rate",True,6,13,7,16,"Vitality",True,4,8,5,10,"Critical Hit",True,2,5,2,6
141,3,"Direct Hit Rate",True,5,14,6,17,"Vitality",True,4,9,5,11,"Skill Speed",True,2,6,2,7
142,3,"Direct Hit Rate",True,4,17,5,21,"Vitality",True,3,10,4,13,"Critical Hit",True,2,7,2,9
143,3,"Direct Hit Rate",True,4,22,5,27,"Vitality",True,4,15,5,19,"Critical Hit",True,2,9,2,11
144,3,"Direct Hit Rate",True,4,24,5,30,"Vitality",True,4,18,5,23,"Critical Hit",True,2,10,2,12
145,3,"Critical Hit",True,4,26,5,33,"Vitality",True,4,22,5,28,"Direct Hit Rate",True,2,13,3,16
146,3,"Skill Speed",True,8,2,10,3,"Vitality",False,1,0,1,0,"Direct Hit Rate",False,1,0,1,0
147,3,"Skill Speed",True,8,4,10,5,"Vitality",True,4,2,5,2,"Direct Hit Rate",True,2,2,2,2
148,3,"Skill Speed",True,8,4,10,5,"Vitality",True,4,2,5,3,"Critical Hit",True,2,2,2,2
149,3,"Skill Speed",True,8,5,10,6,"Vitality",True,4,2,5,3,"Tenacity",True,2,2,2,2
150,3,"Skill Speed",True,8,6,10,7,"Vitality",True,4,3,5,4,"Critical Hit",True,2,2,2,3
151,3,"Skill Speed",True,7,7,9,9,"Vitality",True,4,4,5,5,"",False,0,0,0,0
152,3,"Skill Speed",True,7,8,9,10,"Vitality",True,4,5,5,6,"Determination",True,2,2,2,2
153,3,"Skill Speed",True,6,10,7,12,"Vitality",True,4,6,5,8,"Direct Hit Rate",True,2,4,2,5
154,3,"Skill Speed",True,4,14,5,18,"Vitality",True,3,9,4,11,"Direct Hit Rate",True,2,6,2,7
155,3,"Skill Speed",True,4,21,5,26,"Vitality",True,3,12,4,15,"Direct Hit Rate",True,2,8,2,10
156,3,"Skill Speed",True,4,22,5,27,"Vitality",True,4,15,5,19,"Direct Hit Rate",True,2,9,2,11
157,3,"Skill Speed",True,4,24,5,30,"Vitality",True,4,18,5,23,"Determination",True,2,6,2,8
158,3,"Craftsmanship",True,12,8,15,10,"",False,0,0,0,0,"",False,0,0,0,0
159,3,"Craftsmanship",True,12,12,15,15,"",False,0,0,0,0,"",False,0,0,0,0
160,3,"Craftsmanship",True,12,16,15,20,"",False,0,0,0,0,"",False,0,0,0,0
161,3,"Craftsmanship",True,12,20,15,25,"",False,0,0,0,0,"",False,0,0,0,0
162,3,"Craftsmanship",True,12,24,15,30,"",False,0,0,0,0,"",False,0,0,0,0
163,3,"Craftsmanship",True,12,32,15,40,"",False,0,0,0,0,"",False,0,0,0,0
164,3,"Perception",True,6,6,7,7,"",False,0,0,0,0,"",False,0,0,0,0
165,3,"Perception",True,6,6,7,7,"GP",True,2,8,3,10,"",False,0,0,0,0
166,3,"Perception",True,6,6,7,8,"Gathering",True,2,2,3,3,"",False,0,0,0,0
167,3,"Perception",True,6,8,7,10,"Gathering",True,2,3,3,4,"",False,0,0,0,0
168,3,"Perception",True,6,10,7,12,"GP",True,2,9,3,11,"",False,0,0,0,0
169,3,"Perception",True,6,11,7,14,"GP",True,2,9,3,11,"",False,0,0,0,0
170,3,"Perception",True,6,13,7,16,"Gathering",True,2,5,3,6,"",False,0,0,0,0
171,3,"Perception",True,6,15,7,19,"GP",True,2,10,3,12,"",False,0,0,0,0
172,3,"Perception",True,6,22,7,28,"GP",True,2,10,3,12,"",False,0,0,0,0
173,3,"Critical Hit",True,8,2,10,3,"Vitality",False,1,0,1,0,"Direct Hit Rate",False,1,0,1,0
174,3,"Critical Hit",True,8,5,10,6,"Vitality",True,4,2,5,3,"Determination",False,1,0,1,0
175,3,"Critical Hit",True,7,6,9,8,"Vitality",True,4,4,5,5,"Direct Hit Rate",True,2,2,2,3
176,3,"Critical Hit",True,7,8,9,10,"Vitality",True,4,5,5,6,"Determination",True,2,2,2,2
177,3,"Critical Hit",True,6,10,7,13,"Vitality",True,4,6,5,8,"Direct Hit Rate",True,2,4,2,5
178,3,"Critical Hit",True,4,19,5,24,"Vitality",True,3,11,4,14,"Direct Hit Rate",True,2,8,2,10
179,3,"Critical Hit",True,4,22,5,27,"Vitality",True,4,15,5,19,"Direct Hit Rate",True,2,9,2,11
180,3,"Critical Hit",True,4,14,4,14,"Vitality",True,4,9,4,9,"Reduced Durability Loss",False,2,0,2,0
181,3,"Skill Speed",True,4,22,4,22,"Vitality",True,4,15,4,15,"Reduced Durability Loss",False,3,0,3,0
182,3,"Spell Speed",True,4,22,4,22,"Vitality",True,4,15,4,15,"Reduced Durability Loss",False,3,0,3,0
183,3,"Direct Hit Rate",True,4,20,4,20,"Vitality",True,4,12,4,12,"Reduced Durability Loss",False,2,0,2,0
184,3,"Piety",True,4,5,4,5,"Vitality",True,4,6,4,6,"Reduced Durability Loss",False,2,0,2,0
185,3,"Vitality",True,4,3,4,3,"",False,0,0,0,0,"Reduced Durability Loss",False,1,0,1,0
186,3,"Vitality",True,4,10,4,10,"",False,0,0,0,0,"Reduced Durability Loss",False,1,0,1,0
187,3,"Spell Speed",True,4,12,4,12,"Vitality",True,4,7,4,7,"Reduced Durability Loss",False,2,0,2,0
188,3,"Determination",True,4,4,4,4,"Vitality",True,4,5,4,5,"Reduced Durability Loss",False,2,0,2,0
189,3,"Critical Hit",True,4,21,4,21,"Vitality",True,4,13,4,13,"Reduced Durability Loss",False,3,0,3,0
190,3,"Vitality",True,4,18,4,18,"",False,0,0,0,0,"Reduced Durability Loss",False,2,0,2,0
191,3,"Vitality",True,4,13,4,13,"",False,0,0,0,0,"Reduced Durability Loss",False,2,0,2,0
192,3,"Gathering",True,6,24,7,30,"Control",True,8,38,10,48,"Increased Spiritbond Gain",False,2,0,2,0
193,3,"Piety",True,4,19,5,24,"Vitality",True,4,26,5,33,"Spell Speed",True,2,11,2,14
194,3,"Piety",True,4,21,5,26,"Vitality",True,4,27,5,34,"Determination",True,2,9,2,11
195,3,"Piety",True,4,24,5,30,"Vitality",True,5,30,6,37,"Spell Speed",True,2,13,3,16
196,3,"Spell Speed",True,4,27,5,34,"Vitality",True,4,24,5,30,"Direct Hit Rate",True,2,11,2,14
197,3,"Spell Speed",True,4,29,5,36,"Vitality",True,4,26,5,33,"Critical Hit",True,2,11,2,14
198,3,"Spell Speed",True,4,30,5,37,"Vitality",True,4,28,5,35,"Direct Hit Rate",True,2,12,2,15
199,3,"Spell Speed",True,5,32,6,40,"Vitality",True,5,30,6,37,"Determination",True,2,10,3,13
200,3,"Tenacity",True,4,30,5,37,"Vitality",True,4,27,5,34,"Critical Hit",True,2,13,3,16
201,3,"Tenacity",True,4,28,5,35,"Vitality",True,4,26,5,33,"Direct Hit Rate",True,2,11,2,14
202,3,"Tenacity",True,4,30,5,37,"Vitality",True,4,28,5,35,"Direct Hit Rate",True,2,12,2,15
203,3,"Tenacity",True,5,32,6,40,"Vitality",True,5,30,6,37,"Critical Hit",True,2,14,3,17
204,3,"Determination",True,4,18,5,23,"Vitality",True,4,26,5,32,"Tenacity",True,2,11,2,14
205,3,"Determination",True,4,24,5,30,"Vitality",True,4,28,5,35,"Skill Speed",True,2,12,2,15
206,3,"Direct Hit Rate",True,4,29,5,36,"Vitality",True,4,26,5,33,"Critical Hit",True,2,11,2,14
207,3,"Critical Hit",True,4,30,5,37,"Vitality",True,4,27,5,34,"Direct Hit Rate",True,2,14,3,18
208,3,"Direct Hit Rate",True,5,32,6,40,"Vitality",True,5,30,6,37,"Determination",True,2,10,3,13
209,3,"Skill Speed",True,4,28,5,35,"Vitality",True,4,25,5,31,"Critical Hit",True,2,12,2,15
210,3,"Skill Speed",True,4,26,5,33,"Vitality",True,4,22,5,27,"Determination",True,2,8,2,10
211,3,"Skill Speed",True,4,30,5,38,"Vitality",True,4,28,5,35,"Determination",True,2,10,2,12
212,3,"CP",True,10,38,13,48,"Craftsmanship",True,4,22,5,28,"",False,0,0,0,0
213,3,"Control",True,10,54,12,68,"Craftsmanship",True,4,23,5,29,"",False,0,0,0,0
214,3,"Craftsmanship",True,10,60,12,75,"CP",True,4,15,5,19,"",False,0,0,0,0
215,3,"Control",True,10,58,12,73,"CP",True,4,15,5,19,"",False,0,0,0,0
216,3,"CP",True,12,40,15,50,"Control",True,4,25,5,31,"",False,0,0,0,0
217,3,"Perception",True,6,26,7,32,"GP",True,3,13,4,16,"",False,0,0,0,0
218,3,"Gathering",True,6,26,7,32,"Perception",True,2,10,3,13,"",False,0,0,0,0
219,3,"GP",True,6,30,7,38,"Perception",True,2,11,3,14,"",False,0,0,0,0
220,3,"Perception",True,6,29,7,36,"Gathering",True,2,10,3,13,"",False,0,0,0,0
221,3,"Gathering",True,6,30,7,37,"GP",True,3,15,4,19,"",False,0,0,0,0
222,3,"Piety",True,4,19,4,19,"Vitality",True,4,26,4,26,"Reduced Durability Loss",False,3,0,3,0
223,3,"Skill Speed",True,4,28,4,28,"Vitality",True,4,26,4,26,"Reduced Durability Loss",False,3,0,3,0
224,3,"Spell Speed",True,4,28,4,28,"Vitality",True,4,26,4,26,"Reduced Durability Loss",False,3,0,3,0
225,3,"Direct Hit Rate",True,4,28,4,28,"Vitality",True,4,26,4,26,"Reduced Durability Loss",False,3,0,3,0
226,3,"Determination",True,4,19,4,19,"Vitality",True,4,26,4,26,"Reduced Durability Loss",False,3,0,3,0
227,3,"Tenacity",True,4,28,4,28,"Vitality",True,4,26,4,26,"Reduced Durability Loss",False,3,0,3,0
228,3,"Strength",True,16,84,20,105,"",False,0,0,0,0,"",False,0,0,0,0
229,3,"Dexterity",True,16,84,20,105,"",False,0,0,0,0,"",False,0,0,0,0
230,3,"Vitality",True,16,82,20,103,"",False,0,0,0,0,"",False,0,0,0,0
231,3,"Intelligence",True,16,84,20,105,"",False,0,0,0,0,"",False,0,0,0,0
232,3,"Mind",True,16,84,20,105,"",False,0,0,0,0,"",False,0,0,0,0
233,3,"Direct Hit Rate",False,2,0,3,0,"Vitality",False,1,0,1,0,"Determination",False,1,0,1,0
234,3,"Critical Hit",True,5,32,6,40,"Vitality",True,5,30,6,37,"Skill Speed",True,2,13,3,16
235,3,"Spell Speed",True,4,30,5,37,"Vitality",True,4,27,5,34,"Piety",True,2,8,2,10
236,3,"Vitality",True,4,6,4,6,"",False,0,0,0,0,"Reduced Durability Loss",False,2,0,2,0
237,3,"Piety",True,4,20,4,20,"Vitality",True,4,27,4,27,"Reduced Durability Loss",False,3,0,3,0
238,3,"Strength",True,16,102,20,127,"",False,0,0,0,0,"",False,0,0,0,0
239,3,"Dexterity",True,16,102,20,127,"",False,0,0,0,0,"",False,0,0,0,0
240,3,"Vitality",True,16,102,20,127,"",False,0,0,0,0,"",False,0,0,0,0
241,3,"Intelligence",True,16,102,20,127,"",False,0,0,0,0,"",False,0,0,0,0
242,3,"Mind",True,16,102,20,127,"",False,0,0,0,0,"",False,0,0,0,0
243,3,"Piety",True,4,37,5,46,"Vitality",True,4,36,5,45,"Determination",True,2,14,3,18
244,3,"Spell Speed",True,4,38,5,48,"Vitality",True,4,36,5,45,"Direct Hit Rate",True,2,18,3,22
245,3,"Tenacity",True,4,38,5,48,"Vitality",True,4,36,5,45,"Determination",True,2,14,3,18
246,3,"Determination",True,4,29,5,36,"Vitality",True,4,36,5,45,"Direct Hit Rate",True,2,18,3,22
247,3,"Skill Speed",True,4,37,5,46,"Vitality",True,4,36,5,45,"Critical Hit",True,2,18,3,22
248,3,"Control",True,10,70,12,88,"Craftsmanship",True,4,30,5,37,"",False,0,0,0,0
249,3,"Perception",True,6,34,7,43,"Gathering",True,2,14,3,17,"",False,0,0,0,0
250,3,"Direct Hit Rate",True,4,28,5,35,"Vitality",True,4,21,5,26,"",False,0,0,0,0
251,3,"Skill Speed",True,4,30,4,30,"Vitality",True,4,28,4,28,"Reduced Durability Loss",False,3,0,3,0
252,3,"Determination",True,3,15,3,15,"Vitality",True,4,27,4,27,"Reduced Durability Loss",False,3,0,3,0
253,3,"Control",True,7,62,9,77,"Craftsmanship",True,5,42,6,53,"CP",True,3,8,4,10
254,3,"Gathering",True,5,27,6,34,"Perception",True,5,27,6,34,"GP",True,2,10,2,13
255,3,"Tenacity",True,4,29,4,29,"Vitality",True,4,27,4,27,"Reduced Durability Loss",False,3,0,3,0
256,3,"Vitality",False,1,0,1,0,"",False,0,0,0,0,"",False,0,0,0,0
257,3,"Piety",True,4,39,5,49,"Vitality",True,4,44,5,55,"Spell Speed",True,2,19,3,24
258,3,"Spell Speed",True,4,42,5,53,"Vitality",True,4,44,5,55,"Critical Hit",True,2,19,3,24
259,3,"Tenacity",True,4,42,5,53,"Vitality",True,4,44,5,55,"Direct Hit Rate",True,2,19,3,24
260,3,"Determination",True,4,37,5,46,"Vitality",True,4,44,5,55,"Skill Speed",True,2,19,3,24
261,3,"Direct Hit Rate",True,4,42,5,53,"Vitality",True,4,44,5,55,"Determination",True,2,17,3,21
262,3,"Skill Speed",True,4,42,5,53,"Vitality",True,4,44,5,55,"Determination",True,2,17,3,21
263,3,"Critical Hit",True,4,42,5,53,"Vitality",True,4,44,5,55,"Direct Hit Rate",True,2,19,3,24
264,3,"Strength",True,16,123,20,154,"",False,0,0,0,0,"",False,0,0,0,0
265,3,"Dexterity",True,16,123,20,154,"",False,0,0,0,0,"",False,0,0,0,0
266,3,"Vitality",True,16,126,20,158,"",False,0,0,0,0,"",False,0,0,0,0
267,3,"Intelligence",True,16,123,20,154,"",False,0,0,0,0,"",False,0,0,0,0
268,3,"Mind",True,16,123,20,154,"",False,0,0,0,0,"",False,0,0,0,0
269,3,"CP",True,9,23,9,23,"GP",True,5,22,5,22,"Reduced Durability Loss",False,2,0,2,0
270,3,"Desynthesis Skill Gain",False,10,0,20,0,"Reduced Durability Loss",False,4,0,5,0,"",False,0,0,0,0
271,3,"Desynthesis Skill Gain",False,30,0,40,0,"",False,0,0,0,0,"",False,0,0,0,0
