key,0,1,2,3,4,5,6,7,8,9,10,11
31,1,0,0,0,0,"/officialsite","/site","/officialsite(/site)
公式Webサイトのメニューを開く。","","","pack",0
32,1,0,0,0,0,"//setGearset","","//setGearset
リアルイベント用コマンド。
アーマリーチェスト内のアイテムをもとに、自動的にバトルジョブのギアセットを生成する。","","","pack",0
33,3,2,7,15,0,"/petmirage","","/petmirage(/egimirage) ペットの名前 見た目
次以降に召喚するペットの見た目を変更する。
ただし、PvPコンテンツ内では無効。
>>ペットの名前
カーバンクル
ガルーダ・エギ
タイタン・エギ
イフリート・エギ
>>見た目
カーバンクル
カーバンクル・エメラルド
カーバンクル・トパーズ
カーバンクル・ルビー
イフリート・エギ
タイタン・エギ
ガルーダ・エギ
※設定ペット名省略(clear)
　…ペットの見た目を元に戻す。

実行例
/petmirage ガルーダ・エギ カーバンクル・ルビー
　…ガルーダ・エギの見た目をカーバンクル・ルビーに変更する。","/petmirage","","head",0
34,3,2,7,2,0,"/petsize","","/petsize ペットの名前 サイズ
特定のペットの表示サイズを変更する。
ただし、PvPコンテンツ内では無効。
また、自分のみ対象で他人には反映されない。

>>ペットの名前
デミ・バハムート
デミ・フェニックス
イフリート・ルビー
タイタン・トパーズ
ガルーダ・エメラルド
all

>>サイズ
large
　…表示サイズを『大』に変更する。
medium
　…表示サイズを『中』に変更する。
small
　…表示サイズを『小』に変更する。
※サイズ省略
　…設定を『小・中・大』の順に切り替える。対象がallの場合はエラーを返す。

実行例
/petsize デミ・バハムート medium
　…デミ・バハムートの表示サイズを『中』に変更する。
/petsize all small
　…すべてのペットの表示サイズを『小』に変更する。","","","head",0
35,3,0,0,0,0,"/ridepillion","","/ridepillion 代名詞 座席番号
選択したパーティメンバーのマウントに相乗りする。

>>座席番号(1-7)
指定した番号の座席に相乗りをする。既に埋まっていた場合は空いている座席に座る。省略した場合は座席1への相乗りを試みる。

実行例
/ridepillion <2> 1
　…識別番号2のパーティメンバーが乗るマウントの座席1に座る。","","","head",0
36,1,0,0,0,0,"/patchnote","","/patchnote
公式Webサイト『Lodestone』内のパッチノートのページを開く。
※ブラウザを起動します。","","","pack",1000
37,1,0,0,0,0,"/portrait","","/portrait
ポートレートの編集メニューを開く。","","","pack",0
38,1,0,0,0,0,"/adventurerplate","/myplate","/adventurerplate(/myplate)
自分のアドベンチャラープレートを開く。","","","pack",0
91,1,0,0,0,0,"/pvpteam","/pt","/pvpteam(/pt) 文章
PvPチームに参加中のPCに距離、エリアを問わず文章を送信する。
/pvpteamのみを入力した場合は、デフォルトの会話モードをPvPTeamにする。

実行例
/pvpteam こんにちは。
　…PvPチームに「こんにちは。」という発言をする。
/pvpteam
　…デフォルトの会話モードをPvPTeamに変更する。","","","<reply>",0
92,1,0,0,0,0,"/cwlinkshell","/cwl","/cwlinkshell(/cwl) 文章
アクティブなクロスワールドリンクシェルチャンネルに参加中のPCに距離、エリアを問わず文章を送信する。
/cwlinkshellのみを入力した場合は、デフォルトの会話モードをアクティブなクロスワールドリンクシェルチャンネルに切り替える。

実行例
/cwlinkshell こんにちは。
　…アクティブなクロスワールドリンクシェルチャンネルに「こんにちは。」という発言をする。
/cwlinkshell
　…デフォルトの会話モードをアクティブなCWLSに変更する。","","","<reply>",0
101,1,0,0,0,0,"/beginner","/b","/beginner(/b) 文章
ビギナーチャンネルに参加中のPCに距離、エリアを問わず文章を送信する。
/beginner(/b)のみを入力した場合は、デフォルトの会話モードをBeginnerにする。

実行例
/beginner こんにちは。
　…ビギナーチャンネルに「こんにちは。」という発言をする。
/beginner
　…デフォルトの会話モードをBeginnerに変更する。","","","<reply>",0
102,1,0,0,0,0,"/say","/s","/say(/s) 文章
自分の周囲の狭い範囲にいる人に文章を送信する。 
/say(/s)のみを入力した場合は、デフォルトの会話モードをSayに変更する。","","","<lst>",0
103,1,0,0,0,0,"/shout","/sh","/shout(/sh) 文章
自分が現在いるエリアで、エリアにいるPC全員へ文章を送信。","","","<reply>",0
104,3,0,0,0,0,"/tell","/t","/tell(/t) PC名@ワールド名 文章
同一ワールド内の指定したPCに文章を送信する。
他ワールドのPCにはフレンドかパーティ募集中のリーダーのみ送信が可能。
/tell(/t) 相手のPC名@ワールド名のみを入力した場合は、デフォルトの会話モードを相手PCへのTellに変更する。

実行例
/tell Square Enix@World こんにちは。
　…Worldワールド内のプレイヤーのSquare Enixに「こんにちは。」と送信する。
","","","<reply>",0
105,1,0,0,0,0,"/party","/p","/party(/p) 文章
同じパーティメンバー全員に、距離、エリアを問わず文章を送信する。
/party(/p)のみを入力した場合は、デフォルトの会話モードをPartyに変更する。","","","<reply>",0
106,1,0,0,0,0,"/linkshell","/l","/linkshell(/l) 文章
現在設定中のカレントリンクシェルに属するPC全員に距離、エリアを問わず文章を送信する。
/linkshell(/l)のみを入力した場合は、デフォルトの会話モードをLinkshellに変更する。","","","<reply>",0
107,1,0,0,0,0,"/linkshell1","/l1","/linkshell1(/l1) 文章
1番目に登録されているリンクシェルに属するPCに距離、エリアを問わず文章を送信する。","","","<reply>",0
108,1,0,0,0,0,"/linkshell2","/l2","/linkshell2(/l2) 文章
2番目に登録されているリンクシェルに属するPCに距離、エリアを問わず文章を送信する。","","","<reply>",0
109,1,0,0,0,0,"/linkshell3","/l3","/linkshell3(/l3) 文章
3番目に登録されているリンクシェルに属するPCに距離、エリアを問わず文章を送信する。","","","<reply>",0
110,1,0,0,0,0,"/linkshell4","/l4","/linkshell4(/l4) 文章
4番目に登録されているリンクシェルに属するPCに距離、エリアを問わず文章を送信する。","","","<reply>",0
111,1,0,0,0,0,"/linkshell5","/l5","/linkshell5(/l5) 文章
5番目に登録されているリンクシェルに属するPCに距離、エリアを問わず文章を送信する。","","","<reply>",0
112,1,0,0,0,0,"/linkshell6","/l6","/linkshell6(/l6) 文章
6番目に登録されているリンクシェルに属するPCに距離、エリアを問わず文章を送信する。","","","<reply>",0
113,1,0,0,0,0,"/linkshell7","/l7","/linkshell7(/l7) 文章
7番目に登録されているリンクシェルに属するPCに距離、エリアを問わず文章を送信する。","","","<reply>",0
114,1,0,0,0,0,"/linkshell8","/l8","/linkshell8(/l8) 文章
8番目に登録されているリンクシェルに属するPCに距離、エリアを問わず文章を送信する。","","","<reply>",0
115,1,0,0,0,0,"/freecompany","/fc","/freecompany(/fc) 文章
自分が所属しているフリーカンパニーのメンバーであるPCに距離、エリアを問わず文章を送信する。
/freecompany(/fc)のみを入力した場合は、デフォルトの会話モードをFreeCompanyに変更する。","","","<reply>",0
116,1,0,0,0,0,"/echo","/e","/echo(/e) 文章
自分だけに見える文章を表示する。","","","<reply>",0
117,1,0,0,0,0,"/yell","/y","/yell(/y) 文章
自分の周囲の広い範囲にいる人に文章を送信する。 
/yell(/y)のみを入力した場合は、デフォルトの会話モードをYellに変更する。","","","<reply>",0
118,1,0,0,0,0,"/reply","/r","/reply(/r) 文章
最後に着信したTellの相手PCに文章を送信する。","","","<reply>",0
119,1,0,0,0,0,"/alliance","/a","/alliance(/a) 文章
同じアライアンスメンバー全員に、距離、エリアを問わず文章を送信する。
/alliance(/a)のみを入力した場合は、デフォルトの会話モードをAllianceに変更する。","","","<reply>",0
121,1,0,0,0,0,"/join","","/join
パーティへの招待を承諾する。","","","add",0
122,1,0,0,0,0,"/decline","","/decline
パーティへの招待を辞退する。","","","add",0
123,2,0,0,0,0,"/invite","","/invite 代名詞
指定したPCをパーティに招待する。代名詞を省略した場合、現在ターゲットしているPCを対象とする。","","","add",0
124,2,0,0,0,0,"/kick","","/kick 代名詞
指定したPCをパーティから除外する。代名詞を省略した場合、現在ターゲットしているPCを対象とする。","","","add",0
125,2,0,0,0,0,"/leader","","/leader 代名詞
指定したPCへパーティリーダーを委譲する。代名詞を省略した場合、現在ターゲットしているPCを対象とする。","","","add",0
126,2,0,0,0,0,"/leave","","/leave
パーティから離脱する。","","","add",0
131,2,0,0,0,0,"/check","/c","/check(/c) 代名詞
指定したPCを調べる。代名詞を省略した場合は、現在ターゲット中のPCを調べる。","","","RAU",0
132,2,0,0,0,0,"/trade","","/trade 代名詞
指定したPCにトレードを申し込む。代名詞を省略した場合は、現在ターゲットしているPCにトレードを申し込む。","","","pack",0
133,2,1,2,0,0,"/automove","","/automove サブコマンド
自動移動の設定を行う。
>>サブコマンド
on 
　…自動移動を開始する。
off 
　…自動移動を解除する。
※サブコマンド省略
　…自動移動状態のスイッチ切り替え。","","","head",0
134,2,0,0,0,0,"/follow","","/follow 代名詞
指定したPCを自動追尾する。代名詞を省略した場合は、現在ターゲットしているPCを自動追尾する。 ","","","head",0
136,2,0,0,0,0,"/meldrequest","","/meldrequest 代名詞
指定したPCにマテリア装着依頼をする。代名詞を省略した場合は、現在ターゲットしているPCにマテリア装着依頼をする。","","","pack",0
141,1,0,0,0,0,"/character","/gear","/character(/gear)
キャラクターのメニューを開く。","","","pack",0
142,1,0,0,0,0,"/journal","","/journal
ジャーナルのメニューを開く。","","","pack",0
143,1,0,0,0,0,"/dutyfinder","/dfinder","/contentsfinder(/cfinder,/dutyfinder,/dfinder)
コンテンツファインダーのメニューを開く。","/contentsfinder","/cfinder",,0
144,1,0,0,0,0,"/armourychest","/armoury","/armourychest(/armoury)
アーマリーチェストのメニューを開く。","","","pack",0
145,1,0,0,0,0,"/huntinglog","/hlog","/huntinglog(/hlog)
討伐手帳のメニューを開く。","","","pack",0
146,1,0,0,0,0,"/craftinglog","/clog","/craftinglog(/clog)
製作手帳のメニューを開く。","","","on",0
147,1,0,0,0,0,"/gatheringlog","/glog","/gatheringlog(/glog)
採集手帳のメニューを開く。","","","on",0
148,1,0,0,0,0,"/fishinglog","/flog","/fishinglog(/flog)
釣り手帳のメニューを開く。","","","pack",0
149,1,0,0,0,0,"/achievements","","/achievements
アチーブメントリストのメニューを開く。","","","pack",0
150,3,1,2,0,0,"/partycmd","/pcmd","/partycmd(/pcmd) サブコマンド
パーティに関するコマンドを実行する。
※クロスワールドパーティ中はメニュー表示、add指定のみ可能。
>>サブコマンド
add 代名詞
　…指定したPCをパーティに招待する。
join(accept)
　…パーティへの招待を承諾する。
decline(deny)
　…パーティへの招待を辞退する。
leader 代名詞
　…指定したPCにリーダーを委譲する。
leave
　…現在加入しているパーティから離脱する。
kick 代名詞
　…指定したPCを強制離脱させる。
breakup(disband)
　…パーティを解散する。
※サブコマンド省略
　…ソーシャル（パーティメンバー）を開く。","","","pack",0
151,3,1,2,0,0,"/friendlist","/flist","/friendlist(/flist) サブコマンド
フレンドリストに関するコマンドを実行する。
>>サブコマンド
add 代名詞
　…指定したPCにフレンド申請をする。
accept 代名詞
　…指定したPCからのフレンド申請を承認する。
deny 代名詞
　…指定したPCからのフレンド申請を拒否する。
remove 代名詞
　…指定したPCをフレンドリストから外す。
※サブコマンド省略
　…フレンドリストのメニューを開く。","","","create",0
152,3,1,2,0,0,"/blacklist","/blist","/blacklist(/blist) サブコマンド
ブラックリストに関するコマンドを実行する。
>>サブコマンド
add 代名詞
　…指定したPCをブラックリストに登録する。
remove 代名詞
　…指定したPCをブラックリストから外す。
※サブコマンド省略
　…ブラックリストのメニューを開く。","","","on",0
153,20,0,0,0,0,"/search","/sea","/search(/sea) 条件
指定した条件でPCをサーチして、結果をPCサーチのメニューで表示する。
>>条件（※順不同で複数指定可能。地名などの単語にスペースを含む場合はダブルコーテーションで囲む。）
【PC名指定】
name(名) PC名
　…指定したPCの「名」で検索する。
familyname(姓) PC姓
　…指定したPCの「姓」で検索する。
【オンラインステータスの指定】
　…パーティリーダー(leader)　離席(away)　取り込み中(busy)　コンテンツ中(contents)　イベント中(event)　パーティ希望(lookingforparty)　マテリア装着請負中(lookingformeld)　パーティ募集中(recruitingparty)　ビギナー(beginner)　メンター(mentor)　バトルメンター(pvementor)　製作採集メンター(tradementor)　PvPメンター(pvpmentor)　ロールプレイ中(roleplay)　リターナー(returner)
【クラス・ジョブ指定】
　…ナイト(PLD)　剣術士(GLA)　戦士(WAR)　斧術士(MRD)　暗黒騎士(DRK)　ガンブレイカー(GNB)　白魔道士(WHM)　幻術士(CNJ)　学者(SCH)　占星術師(AST)　賢者(SGE)　モンク(MNK)　格闘士(PGL)　竜騎士(DRG)　槍術士(LNC)　忍者(NIN)　双剣士(ROG)　侍(SAM)　リーパー(RPR)　吟遊詩人(BRD)　弓術士(ARC)　機工士(MCH)　踊り子(DNC)　黒魔道士(BLM)　呪術士(THM)　召喚士(SMN)　巴術士(ACN)　赤魔道士(RDM)　青魔道士(BLU)　木工師(CRP)　鍛冶師(BSM)　甲冑師(ARM)　彫金師(GSM)　革細工師(LTW)　裁縫師(WVR)　錬金術師(ALC)　調理師(CUL)　採掘師(MIN)　園芸師(BTN)　漁師(FSH)
　※省略した場合は全クラス・ジョブを対象。
【レベル指定】
　…数字　指定するとそのレベルを検索する。
　　数字-数字　2つの数値をハイフンで区切って指定すると、その範囲のレベルを検索する。
　※省略した場合、全レベルを対象とする。
【所属グランドカンパニー指定】
　…黒渦団　双蛇党　不滅隊
【場所指定】
　…ワールド全体　リムサ・ロミンサ　グリダニア　ウルダハ　ゴールドソーサー　ウルヴズジェイル　イシュガルド　イディルシャイア　クガネ　ラールガーズリーチ　クリスタリウム　ユールモア　オールドシャーレアン　ラザハン　ラノシア　黒衣森　ザナラーン　クルザス　モードゥナ　アバラシア　ドラヴァニア　ギラバニア　オサード　ノルヴラント　サベネア島　ガレマルド　ラヴィリンソス　その他エリア
　※省略した場合、ワールド全体として検索する。
【言語指定】
　…日本語(JA)　英語(EN)　フランス語(FR)　ドイツ語(DE)
　※省略した場合、現在使用している言語で検索。
※すべての条件省略
　…初期条件でPCサーチのメニューを開いて、結果を表示する。

実行例
/search GLA 20-30 ラノシア
　…現在ラノシアにいる剣術士レベル20～30のPCを検索する。","","","on",0
154,1,0,0,0,0,"/map","","/map
マップのメニューを開く。","","","stop2",0
155,1,0,0,0,0,"/teleport","","/teleport
テレポのメニューを開く。","","","on",0
156,3,1,2,0,0,"/marking","/mk","/marking(/mk) タイプ 代名詞
指定したキャラクターに指定したタイプのマーカーを設定する。代名詞を省略した場合は、現在ターゲット中のキャラクターを指定する。
>>タイプ
攻撃1～5(attack1～5)
　…攻撃1～5を設定。単に“攻撃”は未使用の一番小さい番号で攻撃を設定する。
足止め1～3(bind1～3)
　…足止め1～3を設定。単に“足止め”は未使用の一番小さい番号で足止めを設定する。
禁止1～2(stop1～2)
　…禁止1～2を設定。単に“禁止”は未使用の一番小さい番号で禁止を設定する。
汎用シカク(square)
　…汎用シカクを設定する。
汎用マル(circle)
　…汎用マルを設定する。
汎用プラス(plus)
　…汎用プラスを設定する。
汎用サンカク(triangle)
　…汎用サンカクを設定する。
clear(off) 
　…設定されたマーカーを解除する。
※サブコマンド省略
　…マーカーメニューを開く。

実行例
/marking 攻撃3 <t>
　…選択した対象に「攻撃3」のマーカーを設定する。","","","pack",0
157,1,0,0,0,0,"/actionlist","/alist","/actionlist(/alist)
アクションリストのメニューを開く。","","","pack",0
158,1,0,0,0,0,"/timers","","/timers
コンテンツ情報一覧のメニューを開く。","","","pack",0
159,1,0,0,0,0,"/recommended","","/recommended
おすすめコンテンツのメニューを開く。","","","pack",0
160,2,1,0,0,0,"/inventory","/bag","/inventory(/bag)
所持品のメニューを開く。","","","pack",0
161,3,1,2,0,0,"/freecompanycmd","/fccmd","/freecompanycmd(/fccmd)
フリーカンパニーのメニューを開く。","","","on",0
162,4,2,0,2,0,"/linkshellcmd","/lcmd","/linkshellcmd(/lcmd)
リンクシェルのメニューを開く。","","","create",0
163,1,0,0,0,0,"/return","","/return
デジョンのメニューを開く。","","","pack",0
164,1,0,0,0,0,"/emotelist","/elist","/emotelist(/elist)
エモートリストのメニューを開く。","","","携帯（メイン）",0
165,1,0,0,0,0,"/activehelp","","/howtolist(/activehelp)
HowToリストのメニューを開く。","/howtolist","","pack",0
166,1,0,0,0,0,"/supportdesk","/support","/supportdesk(/support)
サポートデスクのメニューを開く。","","","pack",0
167,1,0,0,0,0,"/characterconfig","/cconfig","/characterconfig(/cconfig)
キャラクターコンフィグのメニューを開く。","","","pack",0
168,1,0,0,0,0,"/systemconfig","/sconfig","/systemconfig(/sconfig)
システムコンフィグのメニューを開く。","","","pack",0
169,1,0,0,0,0,"/keybind","/keyconfig","/keybind(/keyconfig)
キーバインドのメニューを開く。","","","pack",0
170,1,0,0,0,0,"/macros","","/macros
マクロ管理のメニューを開く。","","","pack",0
171,2,0,0,0,0,"/hudlayout","","/hudlayout サブコマンド
HUDレイアウトに関する操作を行う。
>>サブコマンド
“レイアウト番号(1-4)”
　…指定番号のレイアウトに切り替える。
※サブコマンド省略
　…HUDレイアウトのメニューを開く。

実行例
/hudlayout 3
　…レイアウト3に切り替える。","","","pack",0
172,1,0,0,0,0,"/logout","","/logout
ログアウトして、タイトル画面へ戻る。","","","pack",0
