key,0,1,2,3,4,5,6
26,"白钢重骑枪","","","白钢鳞铠","白钢鳞指套","巨蟾蜍革马裤","白钢鳞胫甲"
27,"雄鹿战戈","","","龟甲鳞铠","龟甲鳞指套","盗龙革马裤","龟甲鳞胫甲"
28,"巨胆三尖枪","","","暗耀胸甲","暗耀手铠","暗耀软甲裤","暗耀锁甲靴"
29,"土神长枪","","","雅典娜胸甲","雅典娜臂甲","雅典娜马裤","雅典娜铠靴"
30,"恐狼三尖枪","","","恐狼制敌胸甲","恐狼制敌手铠","恐狼制敌软甲裤","恐狼制敌铠靴"
31,"橡木根杖","","","忠臣外袍","助手臂套","战斗法师裤","战斗法师尖头靴"
32,"铜铃红木牧杖","","","特务厚袍","邪术手箍","法师裤袜","战斗法师尖头靴"
33,"七公六杖","","","暗耀治愈长袍","暗耀治愈手套","暗耀治愈马裤","暗耀治愈长靴"
34,"土神牧杖","","","皇室背心","皇室天光拳套","皇室马裤","皇室皮靴"
35,"恐狼牧杖","","","改良型羊绒治愈长袍","蛟蜥治愈手套","羊绒治愈短裙","蛟蜥治愈长靴"
36,"熏银咒杖","镶银小圆盾","","战斗法师袍","战斗法师手套","战斗法师裤","战斗法师尖头靴"
37,"白牙长杖","","","斗神长袍","斗神臂甲","斗神长裤","斗神铠靴"
38,"星盘杖","","","暗耀咏咒长袍","暗耀咏咒手套","暗耀马裤","暗耀咏咒长靴"
39,"土神咒锤","","","哈德斯长袍","哈德斯半手套","哈德斯灯笼裤","哈德斯法靴"
40,"恐狼长杖","","","改良型羊绒咏咒长袍","蛟蜥咏咒手套","羊绒咏咒马裤","蛟蜥咏咒尖头靴"
41,"白银之书","","","滑稽棉甲","助手臂套","滑稽紧身裤","酷刑官鸭嘴靴"
42,"雕花绿金之书","","","邪术长袍","民兵手箍","邪术紧身裤","民兵鸭嘴靴"
43,"神言集","","","绢布咏咒长袍","绢布手套","绢布马裤","绢布尖头靴"
44,"土神巨钥","","","深红背心","深红天光拳套","深红马裤","深红皮靴"
45,"恐狼咏咒魔导书","","","恐狼咏咒长袍","恐狼咏咒手套","恐狼咏咒马裤","恐狼咏咒尖头靴"
46,"","","黑狮鹫兜帽","黑狮鹫长袍","黑狮鹫手套","黑狮鹫裤袜","黑狮鹫筒靴"
47,"","","白狮鹫兜帽","白狮鹫长袍","白狮鹫手套","白狮鹫裤袜","白狮鹫筒靴"
48,"","","白银眼镜","伴郎礼服","","伴郎礼裤","伴郎礼鞋"
49,"","","驯鹿角","驯鹿装","","",""
50,"","","黄色古典玫瑰头花","春意礼服","盛花腕带","显贵打底裤","春意礼鞋"
51,"","","雪人头","雪人服","雪人手套","",""
52,"","","兔耳朵","兔女郎上衣","兔女郎腕带","兔女郎网袜","兔女郎礼鞋"
53,"","","正教强袭宽边帽","奇美纤维游击罩衣","萨维奈手套","安菲瑟龙革强袭衬裤","安菲瑟龙革游击高筒靴"
54,"","","雅典娜面罩","斗技场肩甲","兽爪指甲","斗技场三角裤","狼眼长靴"
55,"","","","","","夜暮男式夏裤",""
56,"","","祝圣栗木治愈假面","祝圣青麻治愈工作服","巨龙革治愈手套","祝圣青麻治愈束膝裤","巨龙革治愈长靴"
57,"","","白银三角帽","奇蜥外套","白钛御敌手铠","奇美纤维御敌马裤","白钛御敌锁甲靴"
