key,0
14,"　かつて竜騎士団を率いていた「蒼の竜騎士」にして、「屠龍」の異名で呼ばれたイシュガルド系エレゼン族の男性。

　クルザス東部高地で牧羊を営む家庭に生まれるが、12歳の時、故郷ファーンデールが邪竜「ニーズヘッグ」に襲われて壊滅。両親と弟を殺され、天涯孤独の身となる。そんな彼を養ったのが、時の「蒼の竜騎士」アルベリクだった。エスティニアンにとってアルベリクは、故郷を守れなかった男であると同時に、復讐の力となる槍術の師匠であり、第二の父親でもあるという複雑な関係である。

　そんな男の下で黙々と修行を続けた彼は、やがて神殿騎士団へと入隊。そこでもまた竜を狩ることだけに執着し続け、同じ部隊の仲間の名すら覚えない程であったという。だが、同じく隊内で浮いた存在であった若き神殿騎士アイメリクとは、年が近いこともあってか馬があい、竜との死闘を経て親友と呼べる間柄となる。その後、竜狩りの功績が認められて竜騎士団への入団を許された彼は、やがて仇たるニーズヘッグから引き抜かれたとされる秘宝「竜の眼」に認められ、その力を利用して戦う「蒼の竜騎士」の称号を得たのだった。

　莫大な魔力を有する「竜の眼」は強大な力を与えると同時に使い手の精神を蝕む、正に諸刃の剣である。エスティニアンが半ばニーズヘッグに魅入られながらも、どうにか正気を保てた背景に師と友の存在があったことは疑いの余地がない。加えて、皇都に来訪した光の戦士とアルフィノ、そして敵として出会ったイゼルの存在もまた、彼の人生に大きな影響を与えた。
　エスティニアンは彼らとともに、竜の根拠地たるドラヴァニア雲海へと向かったのだ。この旅で彼は聖竜フレースヴェルグから、竜詩戦争の発端となった真実、すなわち古のイシュガルド王トールダンによる詩竜ラタトスク謀殺の事実を知り、また仇として追い続けていたニーズヘッグの討伐を成し遂げる。これが竜詩戦争の終結とイシュガルドの変革に大きく寄与したことは周知のとおりである。

　この後も、エスティニアンは光の戦士たちに同行。蛮神を利用した強制教化による恒久平和の実現を目論むトールダン7世の追撃に協力したが、この戦いの果てに、ふたつのニーズヘッグの眼を手にしたことで肉体を乗っ取られ、「邪竜の影」と化してしまう。かくして祖国の敵となった彼であったが、旅の仲間たちと親友の尽力により、後に救われることとなる。

　その後、彼は祖国の共和制への移行を見届けると、兜を置いて出奔。これ以降は気ままな旅を続け、陰ながら光の戦士たちのアラミゴ攻めを支援するなどした。だが、タタルとクルルからの猛烈な勧誘に屈して帝都ガレマルドの調査に協力した後、正式に「暁の血盟」に加入。終末を巡る旅にも同行した。

　なお、彼は仇敵の血で濡れた竜槍を「魔槍ニーズヘッグ」と名付け、そのまま使い続けている。またサベネア島で出会った星竜ヴリトラとは、奇妙な友人関係を構築するなど、今なお七大天竜との縁が深いようだ。"
15,"グ・ラハ・ティア"
16,"グ・ラハ・ティア"
17,"暁の血盟
オールラウンダー"
18,"　「暁の血盟」に所属するミコッテ族の男性。

　イルサバード大陸南部、コルヴォ地方の出身。その豊かな土地には、第三星暦の時代にアラグ帝国の地方都市が築かれ、被支配層だったミコッテ族が、労働力として送り込まれていた。彼の一族はその頃から当地に暮らし、現代に至るまで、アラグ文明の遺産を保護、研究してきたという。しかし近年、ガレマール帝国の属州となり、アラグの知識を求める名門ダーナス家が接近してきたことで状況が一変。一族はアラグにまつわる数々の知識を、代々受け継いできた「紅血の魔眼」の継承者であるグ・ラハ・ティアごと、シャーレアンの組織「バルデシオン委員会」に譲渡したのだった。
　以降はシャーレアン籍となり、同委員会で研究に没頭。アラグ文明の研究において賢人位を獲得するまでになる。

　そんな彼に、アラグの遺産であるクリスタルタワーの調査依頼が持ちかけられたのは必然だっただろう。そこで、英雄として頭角を現し始めていた光の戦士と出会い、聖コイナク財団のラムブルース、ガーロンド・アイアンワークスのシドらとともに、調査団「ノア」を結成。アラグ帝国崩壊にまつわる闇を暴くとともに、目覚めたクローンのドーガとウネから、自身の継承する魔眼が古くは「皇血の魔眼」と呼ばれアラグ皇族の証だったと聞く。
　それは、最後の皇女サリーナによって未来に託された希望、クリスタルタワーを制御しうる権限だったのだ。ドーガとウネから血を補われたグ・ラハ・ティアはその使命を自覚し、人々がアラグの遺産を正しく活用できるようになる日まで、塔とともに封印という眠りについたのだった。

　果たして、願いは聞き届けられたのだろうか。彼が次に目覚めたのは、約200年後……第八霊災の発生によって、世界はすっかり荒廃していた。塔の封印を解いたビッグスIII世たちの一味は、時間と次元の転移術によって「第八霊災が発生しない歴史」を確立しようと活動していた。光の戦士の英雄譚によって繋がった彼らの手で、グ・ラハ・ティアはクリスタルタワーごと、過去の「第一世界」に跳ぶこととなる。

　第一世界は、光属性の過剰な高まりによる災害「光の氾濫」によって滅びの危機に瀕していた。その属性の偏りがさらに進めば、原初世界で第八霊災が誘発されてしまう。彼は自身を塔の端末とすることで不老の身と魔力を得、塔のもとに避難してきた人々とともに「クリスタリウム」の都市を形成。「光の氾濫」が生んだ異形「罪喰い」との戦いを開始する。
　以降100年近くの時を「水晶公」として戦いに費やした彼は、「大罪喰い」を討伐するにあたって原初世界から「暁の血盟」の面々と光の戦士を召喚。いっときは自身の命と引き換えに世界を救おうとするものの、数奇な運命と仲間たちの尽力から、生きて役目を成し遂げるに至る。

　そんな彼が望んだのは、再びグ・ラハ・ティアとして、光の戦士とともに冒険に出ることだった。呼び寄せた仲間たちを原初世界へ返すという難題を乗り越え、彼自身もまた原初世界へと帰還。晴れて「暁の血盟」の一員となる。以降は持ち前のアラグの知識と、水晶公として培った経験で仲間たちをサポートしつつ、ひとりの只人として日々を謳歌している。

　数々の夢を追って来た彼だが、「暁の血盟」が表向きに解散してからは、古巣のバルデシオン委員会に戻り再建を手伝っている。あわよくば面白い冒険の種を見つけ、光の戦士とともに乗り出すことを、新たな夢として抱きながら。"
19,"クルル"
20,"クルル・バルデシオン"
21,"暁の血盟
魔道士"
22,"　「暁の血盟」に所属するララフェル族の女性。

　幼くして両親と死別し、その後は「バルデシオン委員会」の設立者としても知られる人物、ガラフ・バルデシオンの下で養育されてきた。そうした生い立ちに加え、異能「超える力」の発現にも彼女は苦しめられた。特に他者の意思を感じる能力に優れていたがゆえに、知りたくもないことを知って傷つくことも多く、また周囲の人々から薄気味悪く思われることもあったようだ。だが、養父ガラフはネコのような大きな耳のついたフードを手渡すと、異能は個性であり怖れるものではないと教えたという。この言葉に救われた彼女は、やがて異能を受け入れると同時に、その力を善きことに役立てようと勉学に励むようになったのである。

　魔法の才にも優れていたクルルは、やがてシャーレアン魔法大学に進学。魔法学部に在籍し、治癒と浄化の魔法を修めている。アルフィノ、アリゼーのルヴェユール兄妹と知り合ったのもこの頃で、今も先輩後輩の間柄として親しくしている。卒業後は、義父ガラフの活動を支えるべく「バルデシオン委員会」に所属。協力関係にあった「暁の血盟」がウルダハの政変に巻き込まれた際には、エンシェント・テレポによって行方不明となった賢人の捜索を支援すべく、エオルゼアへと渡っている。
　これに前後してバルデシオン委員会の本部施設があったバル島がアルテマ級の魔法攻撃によって消滅し、事実上、組織が瓦解していたこともあって、エオルゼア渡航後は「暁の血盟」と行動を共にしており、後に正式に加入。魔法的な知識と異能「超える力」を活かして、数々の脅威に立ち向かった。

　なお、アラミゴ解放の戦いに従軍した際には、帝国軍の虜囚となる経験をしている。「超える力」を有する彼女を捕らえ、そのエーテル波形を記録したことで、魔導技師アウルスは疑似的な超える力とも言うべき「超越者」技術を開発しており、フォルドラやゼノスが異能を得る要因となった。その後、光の戦士たちの手で救出された彼女は、休養を経て復帰。賢人たちが第一世界へと強制召喚され、昏睡状態に陥った際には、彼らの肉体を保全するために尽力した。
　また、テロフォロイの出現によって終末の危機が迫ると、エオルゼア諸国からの協力要請を拒むシャーレアンの真意を探るために本国へ帰還。後に「バルデシオン委員会」の代表代行としての立場を利用することで、暁の主要メンバーをオールド・シャーレアンに招く算段を付けるなどした。

　終末の危機が去り、「暁の血盟」が秘密結社としての有りように戻るべく対外的に解散を発表した後には、「バルデシオン委員会」再建に注力。同組織の代表代行として、数少ない生き残りや新たな加入者たちとともに、亡き義父ガラフの遺志を継ごうと努力を続けている。"
23,"ヤ・シュトラ"
24,"ヤ・シュトラ・ルル"
25,"暁の血盟
魔女"
26,"　「暁の血盟」に所属するミコッテ族の女性。

　魔法の才が豊かだった彼女は、7歳の時に賢者と名高いマトーヤに弟子入りする。しかし、師匠にとって彼女は喜ぶべき存在ではなかった。賢人会から課せられた義務で、嫌々受け入れたに過ぎなかったのだ。マトーヤは厄介払いとばかりに、厳しい修行を幼い弟子に強いた。だが、生来の負けず嫌いであるヤ・シュトラは、大人でも音を上げる試練にも歯を食いしばって耐え続けたという。やがて頑固者の少女の中に、自分と似たところを見出したのか、マトーヤは「シュトラ」の存在を認めるようになっていく。10年後、マトーヤの洞窟を後にした彼女が、魔法学の分野での知識と功績から、賢人位を与えられたのも当然であろう。

　かくして独り立ちした彼女は、マトーヤの友人でもあったルイゾワ・ルヴェユール率いる「救世詩盟」に参加。第七霊災の到来が迫る中でエオルゼアに渡り、主にリムサ・ロミンサで活動してきた。その中で同都市の指導者、メルウィブから厚い信頼を得るに至り、形骸化していたエオルゼア都市軍事同盟の再立ち上げなどに貢献。カルテノーの戦いにおいてルイゾワ師が戦死した後には、「十二跡調査会」との合併によって誕生した新組織「暁の血盟」へと参加している。

　その後も暁の賢人たちとともに、蛮神問題や帝国軍第XIV軍団への対応などに奔走。ウルダハの政変に巻き込まれた際には、クリスタルブレイブの兵に囲まれたものの、禁術エンシェント・テレポを使用することでサンクレッド共々、強制転送を敢行して脱出。しばしの間、地脈を彷徨うことになったが、光の戦士や幻術皇カヌ・エ・センナの力によって引き上げられ、九死に一生を得ている。ただし、この経験の副作用として視力を喪失。エーテルによって周辺環境を視ることで、生活に支障がないどころか、戦闘すらこなしてみせているが、これは魔力の消耗が激しい諸刃の剣でもある。

　復帰後は、教皇トールダン7世を追うために魔大陸への遠征に同行。竜詩戦争の終結に貢献した後には、アラミゴ解放の戦いにも参加している。
　また、水晶公による強制召喚に巻き込まれる形で、魂のみの状態で第一世界に渡航。彼の地では、ラケティカ大森林に根を張っていた「夜の民」と協力関係を構築し、真の名を秘す彼らの文化に則って魔女「マトーヤ」を名乗るようになる。それまで治癒術を用いることが多かった彼女が、より適した戦い方として破壊の魔法を多用するようになったのも、この頃から。
第一世界に闇を取り戻した後、原初世界に帰還すると、引き続き「暁の血盟」の主要メンバーとして活躍。テロフォロイによる終末危機に際しても大いに奮戦し、天の果て「ウルティマ・トゥーレ」への旅にも同行した。

　深淵な知識と優れた魔法によって仲間を支えてきた彼女だが、その根底には、常に「世界の真実」を知ろうとする探究心があった。それが師マトーヤから受け継いだものであることは、親しき者であれば、誰もが知るところである。"
27,"ハイデリン"
28,"ハイデリン"
29,"蛮神"
30,"　惑星「アーテリス」の運行を司るもの、すなわち「星の意志」と考えられていた存在。

　いにしえより、「超える力」と呼ばれる異能を持つ者が、彼女の呼び声を聞くという事象が報告されており、中には巨大なクリスタルがある空間に招かれたと語る者もいた。それらの証言によって、いつからか巨大なクリスタルは「マザークリスタル」と呼ばれるようになり、「ハイデリン」の名は星そのものの呼び名としても使われるようになったという。
　彼女に呼ばれた者は、ときに、「光の加護」と呼ばれる力を得た。これはエーテルの変質を防ぐものであり、蛮神の術による精神汚染などを受けなくなることが実証されている。

　ハイデリンの存在は長く人々に語り継がれ、ときにはシャーレアンのように具体的な研究に乗り出す者もいた。しかしその正体が、古代人「ヴェーネス」を核として創られた存在、いわば古き蛮神であるということを知る者は少ない。

　ヴェーネスは、古代世界の最高機関である「十四人委員会」で、「アゼム」の座を務めていた女性である。もともとは世界の成り立ちや法則について追究する学者だったというが、情熱に突き動かされ、世界を肌で感じるために旅を始めた。アゼムとしての任期中はもちろん、座を後任に譲ったあとも、精力的に各地を飛び回っていたようだ。
　やがて彼女は「エルピス」の地で、時代を遡ってきた光の戦士と出会う。そして知った、先行く星々の絶望……アーテリス外の生命は、生きるという行為をすでに見限っていたのだ。それを受け取ってしまったメーティオンが、遥か天から「終末の災厄」を引き起こしていると知ったことで、ヴェーネスの長くつらい戦いがはじまった。

　彼女はハイデリンとなり、ゾディアークにすがって過去への回帰を望む人々を、世界もろとも十四に分断した。分かたれたゾディアークはそれぞれの世界の月に封じられ、人もまた、仮初の全能を失った。絶望なき世界が在りえないのであれば、絶望とともに歩む強さを得なければならない……それこそが、星を愛し、人を愛し、その可能性を信じたヴェーネスの答えだったのだ。

　霊災が起き、世界が統合されるたびに、ゾディアークは力を取り戻していく。どうにか抑え込むものの、ハイデリンの力は摩耗していく一方……。
　しかし、人はついに、自らの足で彼女のもとに辿りつく。その強さと未来を見定める、最後の試練として立ちはだかった彼女は、魂までも振り絞って光の戦士たちと死闘を繰り広げたのだった。

　勝利した光の戦士たちに、天の果てへと至る道を示して消滅したハイデリン。しかし彼女の想いは今も、命満つる全ての子らを、死に裁かれし全ての子らを、見守っていることだろう。"
31,"鏡像世界"
32,"鏡像世界"
33,"　我々が暮らす「原初世界」と異なる次元に並立する十三の世界のこと。

　ゾディアークを封じるにあたって、力に劣るハイデリンは渾身の力を以て、世界ごと対象を分断するという離れ業を演じてみせた。これにより、世界は十四に引き裂かれ、そこに棲まうすべての生物もまた十四分の一に「薄く」なったという。

　このとき分かたれた十三の世界は、一般に「第一世界～第十三世界」と呼ばれるのだが、地形その他は鏡に映したかのように似通っていたようだ。「鏡像世界」と名付けられたのは、それゆえである。
　ただし、分割後の一万二千年の間、異なる歴史を歩んだため、各世界には異なる文明が花開いており、環境にも差が生じているという。またアシエンが原初世界への統合を進めたことで、既に計7つの鏡像世界が消え去っている。

　なお、すべての世界がズレた次元の上に存在しているのだが、「次元の狭間」を挟んだ世界の「繋がりやすさ」には差があるとも言われている。原初世界を起点に、時計盤の上に並ぶ数字のように世界が並んでいる姿を想像してほしい。原初世界に隣接する第一世界と第十三世界は、世界を隔てる壁が薄く、第七世界や第八世界は厚い壁に挟まれているのだ。"
34,"クリスタルタワー"
35,"クリスタルタワー"
36,"　約六千年の昔、まだ第三霊災の余韻が残るエオルゼアに、魔道士の軍勢を率いて覇を唱えた男がいた。男の名は「ザンデ」、そして彼が樹立した国家こそ、歴史に名高い「アラグ帝国」である。アラグ帝国は魔法と科学を融合させた「魔科学」を確立し、大いに発展。エオルゼアのみならず、現在の北州イルサバード大陸や、東州オサード小大陸にまで版図を広げた。
　しかし、長く続いた平和と栄華は、やがて人心を退廃へと誘うこととなる。建国から千年が経つころには発展も頭打ちになり、人々は快楽と安寧を貪るようになっていた。その状況を打破するために立ち上がったのが、魔科学者「アモン」だ。

　彼は研究を重ね、ついに始皇帝ザンデを復活させた。ザンデは世界統一に乗り出し、その野望のもとでアラグ帝国はにわかに活気を取り戻したのだ。戦の中でザンデが活用した力のひとつに、異界「ヴォイド」から招いた妖異の軍勢がある。ザンデは魔王級の妖異「暗闇の雲」と血の契約を交わし、妖異たちが行き来するためのゲートを開く代わりに、軍勢の貸与と皇族の繁栄を約束させたのだ。

　そんなアラグ史に沿って、太陽の力を集積するために建造された「クリスタルタワー」は、帝国のエネルギー供給を支え続けてきた。繁栄の時代には、国を潤す公益施設として。衰退期には、ザンデ復活に必要な力を集めるために。そして彼の復活後は、ヴォイドゲートを開く力を賄ったのだ。
　ザンデはやがて、「暗闇の雲」本体を原初世界に招き入れる計画を立てる。南方遠征の際に捕らえた龍神「バハムート」を人工衛星「ダラガブ」に封じて天に昇らせ、フレアを操るその力で太陽の力をさらに集めようとしたのだ。これが、アラグ帝国に終焉をもたらした。ダラガブから注いだ莫大な力に、クリスタルタワーを支える地盤が耐えきれず、地殻が崩壊……第四霊災とされる大地震を引き起こした。塔自体もまた地中へと沈み、歴史から姿を消したのだった。

　それを再び地上に引き上げたのは、第七霊災の衝撃だった。長い時を経てもう一度動き出したザンデらの野望は、調査団「ノア」の活躍と、アラグの時代から受け継がれた希望によって食い止められたのだった。"
37,"ウリエンジェ"
38,"ウリエンジェ・オギュレ"
39,"暁の血盟
占星術師"
40,"　「暁の血盟」に所属するエレゼン族の男性。

　幼少期から書を好み、特に興味を抱いた預言詩については、真贋を問わず古今東西ありとあらゆる詩を読みあさってきた。そのためか少年の頃から難解な詩的表現で会話するようになってしまい、同年代の者たちからは浮いた存在だったという。だが、自身のたゆまぬ努力と、幼なじみムーンブリダの支えもあって、難関シャーレアン魔法大学に入学。さらには預言詩研究の権威である賢人ルイゾワに弟子入りすることもできた。師が結成した「救世詩盟」に参加したのも、第七霊災の到来を暗示した「メザヤの預言」の記述を確かめたいとの想いが、強く影響してのことだったという。

　第七霊災の直前のこと、来たるべき災厄を警告するためにエオルゼアに渡航。人々に備えを呼びかけたが、独特の語り口から不審者として噂されたことも。敬愛するルイゾワの死後は、他の賢人と同様に「暁の血盟」へ参加。ザナラーンにおける同組織の拠点「砂の家」の執務長を務めた。

　専門である預言詩を含む古の知識に詳しく、その博学さは「暁の血盟」の活動を下支えした。しかし、その一方で自らの感情よりも、事実関係や学術的な正確性に重きをおいた発言を重ねたことで、かえって聞く者に誤解を与えることもあった。特にムーンブリダがアシエン・ナプリアレスとの戦いで死した後には、生来の責任感の強さも相まって、その傾向に拍車がかかった。結果、アシエン・エリディブスの接触を受けた際には、世界の真実に迫る情報を得るため、そして闇の戦士たちから伝え聞いた第一世界の危機を回避するため、独断で行動してしまう。彼の行いは決して裏切りではなかったが、星の代弁者となっていた「暁の血盟」の盟主ミンフィリアを第一世界に送るなど、重大な決定を独りで下しており、ウリエンジェ自身も強い負い目を感じることとなってしまう。

　また水晶公による強制召喚に巻き込まれる形で、第一世界へと渡った後も、最善の道を選ぼうとするがゆえの苦悩は続いた。水晶公から、公自身の犠牲を前提とした救済策への協力を求められ、受け入れたことは、まさにその好例であろう。ウリエンジェはこの盟約に従い、水晶公から伝え聞いた「第八霊災後の未来」に関わる情報を、自らが次元の狭間で垣間見たヴィジョンであると偽って伝えることで、仲間たちの活動方針に影響を与えている。その後、妖精郷イル・メグでの隠遁生活を経てから、仲間たちと合流し活動を本格化。だが、英雄は水晶公の策を否定し、彼の死を許さなかった。その姿に胸打たれたウリエンジェは、以後、仲間に己の想いを秘してきたことを悔い、新たな生き方を模索しはじめる。

　このような変化は、原初世界への帰還後に訪れた終末危機に際しても好影響を与えた。月の民たるレポリットとの信頼関係の構築、そしてムーンブリダの両親との再会。そのいずれもが、魔導船「ラグナロク」の完成へと繋がり、やがては絶望に抗う力ともなったのだった。"
41,"ヴリトラ"
42,"ヴリトラ"
43,"ラザハン太守"
44,"　「ミドガルズオルム」の仔にして、「七大天竜」の一翼。心優しき巨大な竜である。彼を覆う深緑の鱗から作られた護符「護魂の霊鱗」は、精神汚染を引き起こすエーテル放射を打ち消すものとして、「暁の血盟」および各国に重宝されている。

　そこに至る経歴を紐解こう。現在ラザハンの都があるサベネア島の大岩には、古くから彼ヴリトラが棲んでいた。そのうちにマタンガ族の祖先が島にやってきて住み着いたものの、彼らは偉大なる竜のねぐらを決して侵さなかった。次にやって来たアウラ族もそれに倣い、人と竜の緩やかな関係が築かれていったのだ。
　変化が訪れたのは、大陸からヒューラン族が攻め入ってきたときのこと。ヴリトラ自らが進み出て、戦いを収めたのだ。人々は深く感謝し、彼のもとに和平の取り決めをした。かくしてヴリトラはより深く人と関わることになったのだが、強大な竜の力がかえって火種となりかねないと考えた彼は、表舞台に立つことを固辞。アウラ族の族長アルザダールに表向きの代表として立つことを願い出る。こうして、種族と文化が入り混じった多彩なる国「ラザハン」の原型ができあがったのだ。

　表向きの太守一族と協力しながら、ヴリトラはラザハンの発展を見守り、民を慈しんできた。ときにはラザハン式錬金術の粋を集めた魔法人形に、強い魔力を帯びた自身の眼をはめこみ、分身を作成。正体を隠して市井に紛れ込んでいたようだ。分身の多くは「太守の付き人」という肩書になっており、やがては外交官になって異国へ赴任……もとい、別の人形に入れ替えられるのである。
　光の戦士たちがサベネア島を初めて訪れた際にも、彼は「ヴァルシャン」と名乗るアウラ族の子どもに扮していた。七大天竜の中でも末弟であると語る彼だからこそ為せる技なのか、人々にしっかり弟分として可愛がられていたようだ。

　そんな彼の愛するサベネア島で、「終末の災厄」が発生。負の感情を抱いた民が次々と獣へ転じ、未曽有の惨劇へと発展してしまう。長年ヴリトラの右腕を務めてきた太守「アヒワーン」さえも、混乱の最中で民を護り落命。その最後の願いを受け、エスティニアンに背を押されたヴリトラは、真の太守として民の前に立つことになったのだった。

　終末が去った今、ラザハンはヴリトラのもとで再建への道を歩み始めたようだ。名実ともに太守として知れ渡った彼だが、今でも人形を使って街へ赴いている。素性を隠すためではなく、竜の身では降り立てない入り組んだ街の隅々まで、しっかりと眼に映すために。"
45,"七大天竜"
46,"七大天竜"
47,"　ドラゴン族の中でも、特に強大な力を有するとされる七翼の竜のこと。

　始原の時、すべてのドラゴン族の始祖たる幻龍「ミドガルズオルム」は、七つの卵を携えて飛来し、惑星ハイデリンに降り立った。そして星の意思たるハイデリンと盟約を交わし、この星を新たな棲処とすることを決めた。この卵から孵った存在こそ、「七大天竜」と呼ばれる竜たちであり、後に聖竜フレースヴェルグ、邪竜ニーズヘッグ、詩竜ラタトスク、光竜バハムート、闇竜ティアマット、月竜アジュダヤ、星竜ヴリトラと呼ばれるようになった。長じて逞しい竜となった彼らは世界各地へと散り、多くの子を儲け、多くのドラゴン族が生まれたのである。

　なお、バハムートは第三星暦末期に古代アラグ帝国の軍勢との戦いで、ラタトスクとニーズヘッグはイシュガルドとの対立の果てに、それぞれ討たれている。現存が確認されているのは、フレースヴェルグ、ティアマット、ヴリトラの三翼。このうち末弟であるヴリトラは、古くよりサベネア島の民と交わり、交易都市ラザハンの成立にも貢献、長らく太守として陰ながら人々を導いてきた。一方、アジュダヤについては行方不明となっており、生死も定かではない。"
48,"エーテル"
49,"エーテル"
50,"　すべての命の源とされる生命エネルギーのこと。

　生物の「生命力」や「魂」は、すべてエーテルによって構成されており、これが失われることで死を迎えることになる。ある学説によれば、生物が食事を摂る際には、栄養に加えてエーテルも摂取しているのだという。また、生物が宿すエーテルは、しばしば「魔力」とも呼ばれ、魔法的な現象の原動力としても用いられている。

　このようにエーテルは、生命活動にとって非常に重要な要素であるが、生物のみならず星そのものにも流れていることを忘れてはならない。大地を流れるエーテルの奔流「地脈」や、風とともに大気中を巡る「風脈」……これらが枯渇すれば、その地域は生物が暮らすことのできない死の大地になってしまうという。

　ちなみに生物が死した場合、その生命力や魂を構成していたエーテルは霧散し、我々が暮らす「物質界」と折り重なるように存在する「エーテル界」へと還っていく。一方で、激しい戦いや災害で瞬間的に大量の生命が失われたり、地脈が傷つけられたりした場合などには、エーテル界への還元が間に合わず、結晶化して物質界に残留する場合がある。これが一般に「クリスタル」と呼ばれている物質である。"
51,"フルシュノ"
52,"フルシュノ・ルヴェユール"
53,"哲学者議会"
