key,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46
8,"木工師","CRP","木","クラフター",7,-1,0,0,0,100,100,90,105,100,90,90,100,100,100,100,100,100,100,0,0,0,"木工師","Carpenter","",0,0,"都市無効値",,0,"","","",101,"マイスターの証:木工師",,,,1,7,0,False,False
9,"鍛冶師","BSM","鍛","クラフター",8,-1,0,0,1,100,100,105,90,90,90,100,100,100,100,100,100,100,100,0,0,0,"鍛冶師","Blacksmith","",0,0,"都市無効値",,0,"","","",102,"マイスターの証:鍛冶師",,,,1,7,0,False,False
10,"甲冑師","ARM","甲","クラフター",9,-1,0,0,2,100,100,100,105,90,90,90,100,100,100,100,100,100,100,0,0,0,"甲冑師","Armorer","",0,0,"都市無効値",,0,"","","",103,"マイスターの証:甲冑師",,,,1,7,0,False,False
11,"彫金師","GSM","彫","クラフター",10,-1,0,0,3,100,100,90,90,105,100,90,100,100,100,100,100,100,100,0,0,0,"彫金師","Goldsmith","",0,0,"都市無効値",,0,"","","",104,"マイスターの証:彫金師",,,,1,7,0,False,False
12,"革細工師","LTW","革","クラフター",11,-1,0,0,4,100,100,90,105,90,100,90,100,100,100,100,100,100,100,0,0,0,"革細工師","Leatherworker","",0,0,"都市無効値",,0,"","","",105,"マイスターの証:革細工師",,,,1,7,0,False,False
13,"裁縫師","WVR","裁","クラフター",12,-1,0,0,5,100,100,90,90,105,90,100,100,100,100,100,100,100,100,0,0,0,"裁縫師","Weaver","",0,0,"都市無効値",,0,"","","",106,"マイスターの証:裁縫師",,,,1,7,0,False,False
14,"錬金術師","ALC","錬","クラフター",13,-1,0,0,6,100,100,90,90,90,105,90,100,100,100,100,100,100,100,0,0,0,"錬金術師","Alchemist","",0,0,"都市無効値",,0,"","","",107,"マイスターの証:錬金術師",,,,1,7,0,False,False
15,"調理師","CUL","調","クラフター",14,-1,0,0,7,100,100,90,90,90,90,105,100,100,100,100,100,100,100,0,0,0,"調理師","Culinarian","",0,0,"都市無効値",,0,"","","",108,"マイスターの証:調理師",,,,1,7,0,False,False
16,"採掘師","MIN","採","ギャザラー",15,-1,0,0,0,100,100,100,90,90,90,100,100,100,100,100,100,100,100,0,0,0,"採掘師","Miner","",0,0,"都市無効値",,0,"","","",201,"",,,,1,6,0,False,False
17,"園芸師","BTN","園","ギャザラー",16,-1,0,0,1,100,100,90,90,100,100,90,100,100,100,100,100,100,100,0,0,0,"園芸師","Botanist","",0,0,"都市無効値",,0,"","","",202,"",,,,1,6,0,False,False
18,"漁師","FSH","漁","ギャザラー",17,-1,0,0,2,100,100,100,100,100,100,100,100,100,100,100,100,100,100,0,0,0,"漁師","Fisher","",0,0,"都市無効値",,0,"","","",203,"",,,,1,6,0,False,False
19,"ナイト","PLD","ナ","ファイター",1,-1,8,1,-1,140,100,100,110,95,60,100,100,100,100,100,100,100,100,1,1,1,"剣術士","Paladin","",0,1,"都市無効値",,1,"シールドウォール","ストロングホールド","ラストバスティオン",1,"ナイトの証","自由騎士の誓約","蘇る古の武器（コルタナ）","かざすは騎士の聖剣",1,1,1,False,True
20,"モンク","MNK","モ","ファイター",0,-1,9,2,-1,110,100,110,100,105,50,90,100,100,100,100,100,100,100,2,4,4,"格闘士","Monk","",0,2,"都市無効値",,1,"ブレイバー","ブレードダンス","ファイナルヘヴン",21,"モンクの証","亡国からの雷動","蘇る古の武器（スファライ）","廃王の帰還",1,3,3,False,True
21,"戦士","WAR","戦","ファイター",2,-1,10,3,-1,145,100,105,110,95,40,55,100,100,100,100,100,100,100,3,2,2,"斧術士","Warrior","",0,1,"都市無効値",,1,"シールドウォール","ストロングホールド","原初の大地",3,"戦士の証","でっかい夢","蘇る古の武器（ブラビューラ）","いちばんの戦士",1,1,1,False,True
22,"竜騎士","DRG","竜","ファイター",4,-1,11,4,-1,115,100,115,105,100,45,65,100,100,100,100,100,100,100,4,5,5,"槍術士","Dragoon","",0,2,"都市無効値",,1,"ブレイバー","ブレードダンス","蒼天のドラゴンダイブ",23,"竜騎士の証","竜の眼","蘇る古の武器（ゲイボルグ）","蒼の竜騎士",1,3,3,False,True
23,"吟遊詩人","BRD","吟","ファイター",3,-1,12,5,-1,105,100,90,100,115,85,80,100,100,100,100,100,100,100,5,8,8,"弓術士","Bard","",0,3,"都市無効値",,2,"ビッグショット","デスペラード","サジタリウスアロー",31,"吟遊詩人の証","響きあうふたつの音色","蘇る古の武器（アルテミスの弓）","命の賛歌",1,4,4,False,True
24,"白魔道士","WHM","白","ソーサラー",6,-1,13,6,-1,105,100,55,100,105,105,115,100,100,100,100,100,100,100,6,13,13,"幻術士","White Mage","",0,4,"都市無効値",,5,"癒しの風","大地の息吹","生命の鼓動",11,"白魔道士の証","偉人の後継者","蘇る古の武器（タイラス）","鎮撫の儀",1,2,2,False,True
25,"黒魔道士","BLM","黒","ソーサラー",5,-1,14,7,-1,105,100,45,100,100,115,75,100,100,100,100,100,100,100,7,10,10,"呪術士","Black Mage","",0,3,"都市無効値",,4,"スカイシャード","プチメテオ","メテオ",41,"黒魔道士の証","声を聞きし者","蘇る古の武器（星屑のロッド）","黒魔法の導き手",1,5,5,False,True
26,"巴術士","ACN","巴","ソーサラー",18,7,15,0,-1,100,100,85,95,95,105,75,100,100,100,100,100,100,100,0,0,0,"巴術士","Arcanist","ウェザードグリモア",0,3,"リムサ・ロミンサ",,4,"スカイシャード","プチメテオ","テラフレア",44,"",,,,1,5,0,False,True
27,"召喚士","SMN","召","ソーサラー",18,-1,16,8,-1,105,100,90,100,100,115,80,100,100,100,100,100,100,100,8,11,11,"巴術士","Summoner","",0,3,"都市無効値",,4,"スカイシャード","プチメテオ","テラフレア",43,"召喚士の証","業火の召喚獣","蘇る古の武器（ウイユヴェール）","邪道と正道",1,5,5,False,True
28,"学者","SCH","学","ソーサラー",18,-1,17,9,-1,105,100,90,100,100,105,115,100,100,100,100,100,100,100,9,14,14,"巴術士","Scholar","",0,4,"都市無効値",,5,"癒しの風","大地の息吹","エンジェルフェザー",13,"学者の証","学問ノススメ","蘇る古の武器（マダレムジエン）","次代の学者",1,2,6,False,True
29,"双剣士","ROG","双","ファイター",19,8,18,0,-1,103,100,80,95,100,60,70,100,100,100,100,100,100,100,0,0,0,"双剣士","Rogue","",0,2,"都市無効値",,2,"ブレイバー","ブレードダンス","月遁血祭",26,"",,,,1,4,0,False,True
30,"忍者","NIN","忍","ファイター",19,-1,19,10,-1,108,100,85,100,110,65,75,100,100,100,100,100,100,100,10,6,6,"双剣士","Ninja","",0,2,"都市無効値",,2,"ブレイバー","ブレードダンス","月遁血祭",25,"忍者の証","月影の導き","蘇る古の武器（吉光）","雲晴れる夜に",1,4,3,False,True
31,"機工士","MCH","機","ファイター",20,9,20,11,-1,105,100,85,100,115,80,85,100,100,100,100,100,100,100,11,9,9,"機工士","Machinist","",0,3,"都市無効値",,2,"ビッグショット","デスペラード","サテライトビーム",33,"機工士の証","工房の救世主",,,30,4,4,False,True
32,"暗黒騎士","DRK","暗","ファイター",21,10,21,12,-1,140,100,105,110,95,60,40,100,100,100,100,100,100,100,12,3,3,"暗黒騎士","Dark Knight","",0,1,"都市無効値",,1,"シールドウォール","ストロングホールド","ダークフォース",5,"暗黒騎士の証","死より冥き闇に",,,30,1,1,False,True
33,"占星術師","AST","占","ソーサラー",22,11,22,13,-1,105,100,50,100,100,105,115,100,100,100,100,100,100,100,13,15,15,"占星術師","Astrologian","",0,4,"都市無効値",,5,"癒しの風","大地の息吹","星天開門",14,"占星術師の証","天界への道",,,30,2,2,False,True
34,"侍","SAM","侍","ファイター",23,12,23,14,-1,109,100,112,100,108,60,50,100,100,100,100,100,100,100,14,7,7,"侍","Samurai","",0,2,"都市無効値",,1,"ブレイバー","ブレードダンス","生者必滅",27,"侍の証","侍への道",,,50,3,3,False,True
35,"赤魔道士","RDM","赤","ソーサラー",24,13,24,15,-1,105,100,55,100,105,115,110,100,100,100,100,100,100,100,15,12,12,"赤魔道士","Red Mage","",0,3,"都市無効値",,4,"スカイシャード","プチメテオ","ヴァーミリオンスカージ",45,"赤魔道士の証","赤魔道士への道",,,50,5,5,False,True
36,"青魔道士","BLU","青","ソーサラー",25,14,25,16,-1,105,100,70,100,110,115,105,100,100,100,100,100,100,100,0,0,0,"青魔道士","Blue Mage","",0,3,"都市無効値",,4,"","","",46,"青魔道士の証","青魔道士と名乗る男",,,1,5,5,True,False
37,"ガンブレイカー","GNB","ガ","ファイター",26,15,26,17,-1,140,100,100,110,95,60,100,100,100,100,100,100,100,100,16,21,16,"ガンブレイカー","Gunbreaker","",0,1,"都市無効値",,1,"シールドウォール","ストロングホールド","ソウルガンメタル",6,"ガンブレイカーの証","ガンブレイカーへの誘い",,,60,1,1,False,False
38,"踊り子","DNC","踊","ファイター",27,16,27,18,-1,105,100,90,100,115,85,80,100,100,100,100,100,100,100,17,22,17,"踊り子","Dancer","",0,3,"都市無効値",,2,"ビッグショット","デスペラード","クリムゾンロータス",34,"踊り子の証","踊り子の到来",,,60,4,4,False,False
39,"リーパー","RPR","リ","ファイター",28,17,28,19,-1,115,100,115,105,100,80,40,100,100,100,100,100,100,100,18,23,18,"リーパー","Reaper","",0,2,"都市無効値",,1,"ブレイバー","ブレードダンス","ジ・エンド",28,"リーパーの証","リーパーたる者",,,70,3,3,False,False
40,"賢者","SGE","賢","ソーサラー",29,18,29,20,-1,105,100,60,100,100,115,115,100,100,100,100,100,100,100,19,24,19,"賢者","Sage","",0,4,"都市無効値",,5,"癒しの風","大地の息吹","テクネー・マクレー",15,"賢者の証","賢者の誓い",,,70,2,6,False,False
