key,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29
2293768,"Ultros & Typhon","Momodi Modi","Chocobo","0","0","Blue Dragon","Spriggan","Mandragora","Coblyn","0","Three Open","",False,15,1,,,,0,0,"DefaultTalk#592072","DefaultTalk#592073","DefaultTalk#592074","DefaultTalk#592075","DefaultTalk#592076",False,"Coblyn Card","Lolorito Nanarito Card","",""
2293769,"Momodi Modi","Mother Miounne","Amalj'aa","0","0","Mutamix Bubblypots","Baderon Tenfingers","Chocobo","Coeurl","Coblyn","Three Open","",False,15,1,"A Wild Rose by Any Other Name",,,0,0,"DefaultTalk#592077","DefaultTalk#592078","DefaultTalk#592079","DefaultTalk#592080","DefaultTalk#592081",False,"Momodi Modi Card","","",""
2293770,"Godbert Manderville","Mutamix Bubblypots","Amalj'aa","0","0","Demon Wall","Chocobo","Sahagin","Pudding","Bomb","Three Open","",False,15,1,,,,0,0,"DefaultTalk#592082","DefaultTalk#592083","DefaultTalk#592084","DefaultTalk#592085","DefaultTalk#592086",False,"Mutamix Bubblypots Card","","",""
2293771,"Chocobo","Mandragora","Tonberry","Pudding","Spriggan","0","0","0","0","0","All Open","",True,5,1,,,,0,0,"DefaultTalk#592087","DefaultTalk#592088","DefaultTalk#592089","DefaultTalk#592090","DefaultTalk#592091",False,"Spriggan Card","","",""
2293772,"Behemoth","Biggs & Wedge","Tonberry","0","0","Alphinaud & Alisaie","Blue Dragon","Amalj'aa","Goobbue","Ixal","Three Open","",False,20,1,,,,0,0,"DefaultTalk#592092","DefaultTalk#592093","DefaultTalk#592094","DefaultTalk#592095","DefaultTalk#592096",False,"Alphinaud & Alisaie Card","Ixal Card","",""
2293773,"The Ultima Weapon","Succubus","Memeroon","0","0","Scarface Bugaal Ja","Moogle","Sylph","Goobbue","0","Three Open","Order",True,20,1,,,,0,0,"DefaultTalk#592097","DefaultTalk#592098","DefaultTalk#592099","DefaultTalk#592100","DefaultTalk#592101",False,"Scarface Bugaal Ja Card","Goobbue Card","",""
2293774,"Minfilia","Succubus","Frixio","0","0","Raya-O-Senna & A-Ruhn-Senna","Mother Miounne","Coeurl","Sahagin","Amalj'aa","Three Open","",False,20,1,,,,0,0,"DefaultTalk#592102","DefaultTalk#592103","DefaultTalk#592104","DefaultTalk#592105","DefaultTalk#592106",False,"Frixio Card","Succubus Card","",""
2293775,"Titan","Gerolt","Tonberry","0","0","Y'shtola","Blue Dragon","Ultros & Typhon","Moogle","0","Three Open","",False,20,1,"All Good Things",,,0,0,"DefaultTalk#592107","DefaultTalk#592108","DefaultTalk#592109","DefaultTalk#592110","DefaultTalk#592111",False,"Titan Card","Moogle Card","",""
2293776,"Leviathan","Biggs & Wedge","Tataru Taru","0","0","Memeroon","Chimera","Ixal","Chocobo","Moogle","Three Open","",False,20,1,"History Repeating",,,0,0,"DefaultTalk#592112","DefaultTalk#592113","DefaultTalk#592114","DefaultTalk#592115","DefaultTalk#592116",False,"Biggs & Wedge Card","Siren Card","",""
2293777,"Momodi Modi","Baderon Tenfingers","Mother Miounne","0","0","Y'shtola","Siren","Scarface Bugaal Ja","Sahagin","Kobold","Three Open","",False,20,1,"A Wild Rose by Any Other Name",,,0,0,"DefaultTalk#592117","DefaultTalk#592118","DefaultTalk#592119","DefaultTalk#592120","DefaultTalk#592121",False,"Baderon Tenfingers Card","Sahagin Card","",""
2293778,"Biggs & Wedge","Momodi Modi","Tonberry","0","0","Raubahn Aldynn","Thancred","Tataru Taru","Moogle","Chocobo","Three Open","",False,20,1,"A Wild Rose by Any Other Name",,,0,0,"DefaultTalk#592122","DefaultTalk#592123","DefaultTalk#592124","DefaultTalk#592125","DefaultTalk#592126",False,"Thancred Card","Chimera Card","",""
2293779,"Godbert Manderville","Gerolt","Ahriman","0","0","Louisoix Leveilleur","Titan","Ultros & Typhon","Scarface Bugaal Ja","Tonberry","Three Open","",False,20,1,,,,0,0,"DefaultTalk#592127","DefaultTalk#592128","DefaultTalk#592129","DefaultTalk#592130","DefaultTalk#592131",False,"Ultros & Typhon Card","Gerolt Card","",""
2293780,"Shiva","The Ultima Weapon","Urianger","0","0","Raya-O-Senna & A-Ruhn-Senna","Behemoth","Blue Dragon","Biggs & Wedge","0","Order","",False,25,1,,,,0,0,"DefaultTalk#592132","DefaultTalk#592133","DefaultTalk#592134","DefaultTalk#592135","DefaultTalk#592136",False,"Behemoth Card","Blue Dragon Card","Ahriman Card",""
2293781,"Alphinaud & Alisaie","Minfilia","Nero tol Scaeva","0","0","Lahabrea","Cid Garlond","Good King Moggle Mog XII","Urianger","Godbert Manderville","Ascension","Sudden Death",True,25,1,,,,0,0,"DefaultTalk#592137","DefaultTalk#592138","DefaultTalk#592139","DefaultTalk#592140","DefaultTalk#592141",False,"Godbert Manderville Card","Urianger Card","",""
2293782,"Odin","Ramuh","Lahabrea","0","0","Raya-O-Senna & A-Ruhn-Senna","Nero tol Scaeva","Garuda","Behemoth","Frixio","Chaos","",False,25,1,,,,0,0,"DefaultTalk#592142","DefaultTalk#592143","DefaultTalk#592144","DefaultTalk#592145","DefaultTalk#592146",False,"Garuda Card","Frixio Card","",""
2293783,"Kan-E-Senna","Odin","Good King Moggle Mog XII","0","0","Papalymo & Yda","Garuda","Gilgamesh & Enkidu","Raya-O-Senna & A-Ruhn-Senna","0","Order","",False,25,1,"Into the Beast's Maw",,,0,0,"DefaultTalk#592147","DefaultTalk#592148","DefaultTalk#592149","DefaultTalk#592150","DefaultTalk#592151",False,"Papalymo & Yda Card","Raya-O-Senna & A-Ruhn-Senna Card","Demon Wall Card",""
2293784,"Cid Garlond","The Ultima Weapon","Biggs & Wedge","0","0","Godbert Manderville","Behemoth","Nero tol Scaeva","0","0","Same","Plus",True,25,1," Spread Your Wings and Soar",,,0,0,"DefaultTalk#592152","DefaultTalk#592153","DefaultTalk#592154","DefaultTalk#592155","DefaultTalk#592156",True,"Cid Garlond Card","Behemoth Card","Biggs & Wedge Card","Tozol Huatotl Card"
2293785,"Odin","Titan","Kan-E-Senna","0","0","0","Ifrit","0","Rhitahtyn sas Arvina","Chocobo","Fallen Ace","Chaos",True,25,1,"All Good Things",,,0,0,"DefaultTalk#592157","DefaultTalk#592158","DefaultTalk#592159","DefaultTalk#592160","DefaultTalk#592161",False,"Odin Card","Titan Card","",""
2293786,"Bahamut","Urianger","Godbert Manderville","0","0","Hildibrand & Nashu Mhakaracca","Titan","Gilgamesh & Enkidu","Y'shtola","0","Plus","",True,30,1,,,,0,0,"DefaultTalk#592162","DefaultTalk#592163","DefaultTalk#592164","DefaultTalk#592165","DefaultTalk#592166",False,"Bahamut Card","Godbert Manderville Card","",""
2293787,"Kan-E-Senna","Minfilia","Ramuh","0","0","Nanamo Ul Namo","Cid Garlond","Papalymo & Yda","Good King Moggle Mog XII","0","Ascension","",True,30,2,"Wood's Will Be Done","Till Sea Swallows All","For Coin and Country",0,0,"DefaultTalk#592167","DefaultTalk#592168","DefaultTalk#592169","DefaultTalk#592170","DefaultTalk#592171",False,"Kan-E-Senna Card","Ramuh Card","Papalymo & Yda Card","Good King Moggle Mog XII Card"
2293788,"Raubahn Aldynn","Momodi Modi","Ultros & Typhon","0","0","Alphinaud & Alisaie","Thancred","Ifrit","Biggs & Wedge","Tataru Taru","Chaos","",True,30,2,"Wood's Will Be Done","Till Sea Swallows All","For Coin and Country",0,0,"DefaultTalk#592172","DefaultTalk#592173","DefaultTalk#592174","DefaultTalk#592175","DefaultTalk#592176",False,"Raubahn Aldynn Card","Alphinaud & Alisaie Card","Ifrit Card","Pipin Tarupin Card"
2293789,"Hildibrand & Nashu Mhakaracca","Godbert Manderville","0","0","0","Raubahn Aldynn","Odin","Thancred","Gerolt","Sabotender","Descension","",True,30,1,"Zombies Are People Too",,,0,0,"DefaultTalk#592177","DefaultTalk#592178","DefaultTalk#592179","DefaultTalk#592180","DefaultTalk#592181",True,"Hildibrand & Nashu Mhakaracca Card","Thancred Card","Godbert Manderville Card",""
2293790,"Gaius van Baelsar","Bahamut","Nero tol Scaeva","0","0","Garuda","Livia sas Junius","Rhitahtyn sas Arvina","Memeroon","Scarface Bugaal Ja","Ascension","",True,30,1,,,,0,0,"DefaultTalk#592182","DefaultTalk#592183","DefaultTalk#592184","DefaultTalk#592185","DefaultTalk#592186",False,"Gaius van Baelsar Card","Nero tol Scaeva Card","Livia sas Junius Card","Rhitahtyn sas Arvina Card"
2293791,"Gerolt","Bahamut","0","0","0","Baderon Tenfingers","Louisoix Leveilleur","Nero tol Scaeva","Gilgamesh & Enkidu","Godbert Manderville","Roulette","Roulette",True,30,1,"The Weaponsmith of Legend",,,0,0,"DefaultTalk#592187","DefaultTalk#592188","DefaultTalk#592189","DefaultTalk#592190","DefaultTalk#592191",False,"Louisoix Leveilleur Card","Gerolt Card","",""
2293792,"Nanamo Ul Namo","Minfilia","Y'shtola","0","0","Merlwyb Bloefhiswyn","Kan-E-Senna","Shiva","Livia sas Junius","Mother Miounne","Swap","Sudden Death",True,30,1,"All Good Things",,,0,0,"DefaultTalk#592192","DefaultTalk#592193","DefaultTalk#592194","DefaultTalk#592195","DefaultTalk#592196",True,"Minfilia Card","Y'shtola Card","",""
2293793,"Merlwyb Bloefhiswyn","Leviathan","Titan","0","0","Cid Garlond","Urianger","Y'shtola","Behemoth","0","Same","Plus",True,30,2,"Wood's Will Be Done","Till Sea Swallows All","For Coin and Country",0,0,"DefaultTalk#592197","DefaultTalk#592198","DefaultTalk#592199","DefaultTalk#592200","DefaultTalk#592201",False,"Merlwyb Bloefhiswyn Card","Leviathan Card","Y'shtola Card",""
2293794,"Urianger","Tataru Taru","Lightning","0","0","Y'shtola","Biggs & Wedge","Papalymo & Yda","Thancred","Hildibrand & Nashu Mhakaracca","Random","Roulette",True,35,1,"Before the Dawn",,,0,0,"DefaultTalk#592268","DefaultTalk#592269","DefaultTalk#592270","DefaultTalk#592271","DefaultTalk#592272",False,"Lightning Card","Urianger Card","Tataru Taru Card",""
2293795,"Odin","Garuda","0","0","0","Gaelicat","Mutamix Bubblypots","Good King Moggle Mog XII","Mother Miounne","Frixio","Descension","Plus",False,25,1,,,,0,0,"DefaultTalk#592383","DefaultTalk#592384","DefaultTalk#592385","DefaultTalk#592386","DefaultTalk#592387",True,"Gaelicat Card","Kuribu Card","",""
2293796,"Gaius van Baelsar","Gaelicat","0","0","0","Yugiri Mistwalker","Gerolt","Rhitahtyn sas Arvina","Tidus","Shiva","Ascension","Swap",False,25,1,,,,0,0,"DefaultTalk#592388","DefaultTalk#592389","DefaultTalk#592390","DefaultTalk#592391","DefaultTalk#592392",False,"Yugiri Mistwalker Card","","",""
2293797,"Nanamo Ul Namo","Y'shtola","0","0","0","Lucia goe Junius","Papalymo & Yda","Garuda","Terra Branford","Momodi Modi","Swap","Chaos",False,25,1,,,,0,0,"DefaultTalk#592393","DefaultTalk#592394","DefaultTalk#592395","DefaultTalk#592396","DefaultTalk#592397",False,"Lucia goe Junius Card","","",""
2293798,"Bahamut","Shiva","0","0","0","Aymeric","Ultros & Typhon","Ifrit","Thancred","Gaelicat","Chaos","Roulette",False,30,1,,,,0,0,"DefaultTalk#592398","DefaultTalk#592399","DefaultTalk#592400","DefaultTalk#592401","DefaultTalk#592402",False,"Aymeric Card","Vicegerent to the Warden Card","",""
2293799,"Lucia goe Junius","Minfilia","0","0","0","Estinien","Hildibrand & Nashu Mhakaracca","Urianger","Cid Garlond","Tataru Taru","Roulette","",True,25,1,"The Better Half",,,0,0,"DefaultTalk#592403","DefaultTalk#592404","DefaultTalk#592405","DefaultTalk#592406","DefaultTalk#592407",False,"Estinien Card","","",""
2293800,"Amalj'aa","Gaelicat","0","0","0","Ysayle","Sabotender","Shiva","Good King Moggle Mog XII","Yugiri Mistwalker","Reverse","Plus",False,30,1,"Gifts for the Outcasts",,,0,0,"DefaultTalk#592408","DefaultTalk#592409","DefaultTalk#592410","DefaultTalk#592411","DefaultTalk#592412",False,"Ysayle Card","","",""
2293801,"Nanamo Ul Namo","Griffin","Merlwyb Bloefhiswyn","Count Edmont de Fortemps","Aymeric","0","0","0","0","0","Order","",True,30,1,"A Reward Long in Coming",,,0,0,"DefaultTalk#592413","DefaultTalk#592414","DefaultTalk#592415","DefaultTalk#592416","DefaultTalk#592417",False,"Count Edmont de Fortemps Card","Laniaitte de Haillenarte Card","",""
2293802,"Estinien","Midgardsormr","0","0","0","Matoya","Ravana","Griffin","Nidhogg","Y'shtola","Roulette","Roulette",True,30,1,"Over My Dead Gobbie",,,0,0,"DefaultTalk#592418","DefaultTalk#592419","DefaultTalk#592420","DefaultTalk#592421","DefaultTalk#592422",False,"Matoya Card","Belladonna Card","",""
2293803,"Gnath","Ravana","0","0","0","Nero tol Scaeva","Ifrit","Hilda","Rhitahtyn sas Arvina","Matoya","Swap","Chaos",False,30,1,"The First Flight of the Excelsior",,,0,0,"DefaultTalk#592423","DefaultTalk#592424","DefaultTalk#592425","DefaultTalk#592426","DefaultTalk#592427",False,"Hilda Card","Regula van Hydrus Card","Tiamat Card","Curator Card"
2293804,"Kan-E-Senna","Bismarck","0","0","0","Vanu Vanu","Gnath","Ravana","Midgardsormr","Good King Moggle Mog XII","Roulette","Roulette",True,30,1,"A Secret from Everyone",,,0,0,"DefaultTalk#592428","DefaultTalk#592429","DefaultTalk#592430","DefaultTalk#592431","DefaultTalk#592432",True,"Vanu Vanu Card","Gnath Card","Moglin Card","Vedrfolnir Card"
2293805,"Aymeric","Tataru Taru","Lightning","0","0","Estinien","Count Edmont de Fortemps","Ysayle","Hilda","Firion","Random","Chaos",True,35,1,"Heavensward",,,0,0,"DefaultTalk#592846","DefaultTalk#592847","DefaultTalk#592848","DefaultTalk#592849","DefaultTalk#592850",False,"Firion Card","Lightning Card","Tataru Taru Card",""
2293806,"Archaeornis","0","0","0","0","Hilda","Merlwyb Bloefhiswyn","Kan-E-Senna","Nanamo Ul Namo","Raubahn Aldynn","Chaos","Plus",True,25,1,"Caught in the Act",,,0,0,"DefaultTalk#592936","DefaultTalk#592937","DefaultTalk#592938","DefaultTalk#592939","DefaultTalk#592940",False,"Archaeornis Card","Gibrillont Card","",""
2293807,"Deepeye","Aymeric","0","0","0","Lucia goe Junius","Estinien","Griffin","Behemoth","Count Edmont de Fortemps","Order","",True,30,1,"A War without End",,,0,0,"DefaultTalk#592941","DefaultTalk#592942","DefaultTalk#592943","DefaultTalk#592944","DefaultTalk#592945",False,"Deepeye Card","Griffin Card","",""
2293808,"Paissa","Bismarck","0","0","0","Dhalmel","Count Edmont de Fortemps","Cid Garlond","Lucia goe Junius","Aymeric","Same","Plus",True,30,1,"An Engineering Enterprise","Honoring the Past",,0,0,"DefaultTalk#592956","DefaultTalk#592957","DefaultTalk#592958","DefaultTalk#592959","DefaultTalk#592960",False,"Paissa Card","Dhalmel Card","",""
2293809,"Bandersnatch","Ravana","0","0","0","Ysayle","Estinien","Alphinaud & Alisaie","Shiva","Coeurlregina","Ascension","Swap",True,30,1,"Lord of the Hive","Yellow Stones",,0,0,"DefaultTalk#592946","DefaultTalk#592947","DefaultTalk#592948","DefaultTalk#592949","DefaultTalk#592950",True,"Bandersnatch Card","Coeurlregina Card","",""
2293810,"Poroggo","Crawler","0","0","0","Roundrox","Sahagin","Ixal","Amalj'aa","Kobold","Reverse","Chaos",True,35,1,"Enigma",,,0,0,"DefaultTalk#592951","DefaultTalk#592952","DefaultTalk#592953","DefaultTalk#592954","DefaultTalk#592955",False,"Crawler Card","Poroggo Card","Roundrox Card",""
2293811,"Terra Branford","Onion Knight","0","0","0","Cloud Strife","Odin","Garuda","Ifrit","Titan","Fallen Ace","Chaos",True,40,1,,,,0,0,"DefaultTalk#592961","DefaultTalk#592962","DefaultTalk#592963","DefaultTalk#592964","DefaultTalk#592965",True,"Terra Branford Card","Bartz Klauser Card","Onion Knight Card",""
2293812,"Bismarck","Vanu Vanu","0","0","0","Brachiosaur","Paissa","Gaelicat","Griffin","Dhalmel","Reverse","Chaos",True,25,1,"The Nest of Honor",,,0,0,"DefaultTalk#593166","DefaultTalk#593167","DefaultTalk#593168","DefaultTalk#593169","DefaultTalk#593170",True,"Brachiosaur Card","Bismarck Card","Waukkeon Card",""
2293813,"Ravana","Gnath","0","0","0","Coeurlregina","Bandersnatch","Ysayle","Alphinaud & Alisaie","Estinien","Roulette","",True,25,1,"A Symbiotic Friendship",,,0,0,"DefaultTalk#593171","DefaultTalk#593172","DefaultTalk#593173","DefaultTalk#593174","DefaultTalk#593175",True,"Ravana Card","Fat Chocobo Card","Coeurlregina Card",""
2293814,"Cloud of Darkness","Xande","Phlegethon","0","0","Cid Garlond","Biggs & Wedge","Nero tol Scaeva","0","0","Same","Plus",True,30,1,"Moon Sliver and Me","The Light of Hope",,0,0,"DefaultTalk#593176","DefaultTalk#593177","DefaultTalk#593178","DefaultTalk#593179","DefaultTalk#593180",False,"Phlegethon Card","Xande Card","Cloud of Darkness Card","Unei & Doga Card"
2293815,"Brute Justice","Roundrox","0","0","0","Poroggo","Crawler","Y'shtola","Alphinaud & Alisaie","0","Swap","Same",True,30,1,"Louder than Words","A Gob in the Machine",,0,0,"DefaultTalk#593181","DefaultTalk#593182","DefaultTalk#593183","DefaultTalk#593184","DefaultTalk#593185",True,"Brute Justice Card","Roundrox Card","Alexander Prime Card",""
2293816,"Honoroit","Artoirel de Fortemps","Emmanellain de Fortemps","Haurchefant","Count Edmont de Fortemps","0","0","0","0","0","Three Open","Plus",True,25,1,"Heavensward",,,0,0,"DefaultTalk#593186","DefaultTalk#593187","DefaultTalk#593188","DefaultTalk#593189","DefaultTalk#593190",False,"Honoroit Card","Artoirel de Fortemps Card","Emmanellain de Fortemps Card",""
2293817,"Hraesvelgr","Good King Moggle Mog XII","0","0","0","Ysayle","Nidhogg","Vedrfolnir","Darkscale","Moogle","Same","Plus",True,30,1,"The Zenith of Craftsmanship",,,0,0,"DefaultTalk#593335","DefaultTalk#593336","DefaultTalk#593337","DefaultTalk#593338","DefaultTalk#593339",True,"Hraesvelgr Card","Kal Myhk Card","Good King Moggle Mog XII Card","Darkscale Card"
2293818,"Mistbeard","Rhoswen","0","0","0","Baderon Tenfingers","Merlwyb Bloefhiswyn","Leviathan","Y'shtola","Goobbue","Roulette","Plus",True,20,1,"Soothing the Savage Siren","Storming the Hull",,0,0,"DefaultTalk#593340","DefaultTalk#593341","DefaultTalk#593342","DefaultTalk#593343","DefaultTalk#593344",False,"Merlwyb Bloefhiswyn Card","Rhoswen Card","Mistbeard Card",""
2293819,"Mistbeard","Carvallain de Gorgagne","0","0","0","Baderon Tenfingers","Merlwyb Bloefhiswyn","Leviathan","Kraken","Mandragora","Swap","Same",True,20,1,"Licensed to Reave","Storming the Hull",,0,0,"DefaultTalk#593345","DefaultTalk#593346","DefaultTalk#593347","DefaultTalk#593348","DefaultTalk#593349",False,"Merlwyb Bloefhiswyn Card","Carvallain de Gorgagne Card","Kraken Card",""
2293820,"Frixio","Ahriman","Apkallu","0","0","Mother Miounne","Pudding","Morbol","Chocobo","0","All Open","Same",False,10,1,,,,0,0,"DefaultTalk#593461","DefaultTalk#593462","DefaultTalk#593463","DefaultTalk#593464","DefaultTalk#593465",False,"Apkallu Card","","",""
2293821,"Godbert Manderville","Lost Lamb","Blue Dragon","0","0","Momodi Modi","Vanu Vanu","Coblyn","Chocobo","0","Plus","",False,15,1,,,,0,0,"DefaultTalk#593466","DefaultTalk#593467","DefaultTalk#593468","DefaultTalk#593469","DefaultTalk#593470",False,"Lost Lamb Card","","",""
2293822,"Leviathan","Brendt, Brennan, & Bremondt","Progenitrix","0","0","Urianger","Carvallain de Gorgagne","Paissa","Baderon Tenfingers","0","Same","Plus",False,15,1,,,,0,0,"DefaultTalk#593471","DefaultTalk#593472","DefaultTalk#593473","DefaultTalk#593474","DefaultTalk#593475",False,"Brendt, Brennan, & Bremondt Card","","",""
2293823,"Nael van Darnus","Vidofnir","0","0","0","Byblos","Behemoth","Griffin","Haurchefant","Godbert Manderville","","",False,25,1,,,,0,0,"DefaultTalk#593476","DefaultTalk#593477","DefaultTalk#593478","DefaultTalk#593479","DefaultTalk#593480",False,"Nael van Darnus Card","Colibri Card","",""
2293824,"Terra Branford","Archbishop Thordan VII","Alphinaud & Alisaie","0","0","Merlwyb Bloefhiswyn","Cid Garlond","Haurchefant","0","0","Fallen Ace","Chaos",False,30,1,,,,0,0,"DefaultTalk#593481","DefaultTalk#593482","DefaultTalk#593483","DefaultTalk#593484","DefaultTalk#593485",False,"Terra Branford Card","Magitek Colossus Card","",""
2293825,"Papalymo & Yda","M'naago","Adamantoise","0","0","Gerolt","Amalj'aa","Pudding","0","0","","",False,15,1,"A Haven for the Bold",,,0,0,"DefaultTalk#594075","DefaultTalk#594076","DefaultTalk#594077","DefaultTalk#594078","DefaultTalk#594079",False,"M'naago Card","Griffin Card","",""
2293826,"Tioman","Kotokaze","Tonberry","0","0","Momodi Modi","Baderon Tenfingers","Mother Miounne","0","0","Same","",False,15,1,"By the Grace of Lord Lolorito",,,0,0,"DefaultTalk#594080","DefaultTalk#594081","DefaultTalk#594082","DefaultTalk#594083","DefaultTalk#594084",False,"Kotokaze Card","","",""
2293827,"Rasho","Hilda","Chimera","0","0","Mistbeard","Demon Wall","Honoroit","Byblos","0","Swap","Descension",False,20,1,"A Dance with Snakes",,,0,0,"DefaultTalk#594085","DefaultTalk#594086","DefaultTalk#594087","DefaultTalk#594088","DefaultTalk#594089",False,"Rasho Card","","",""
2293828,"Lucia goe Junius","Kojin","Behemoth","0","0","Leviathan","Siren","Sahagin","Colibri","0","Chaos","Roulette",False,20,1,"Our Most Venerated Ancestor",,,0,0,"DefaultTalk#594090","DefaultTalk#594091","DefaultTalk#594092","DefaultTalk#594093","DefaultTalk#594094",True,"Kojin Card","","",""
2293829,"Matoya","Lolorito Nanarito","Namazu","0","0","Opo-opo","Kobold","Pudding","Great Gold Whisker","0","Reverse","Plus",False,15,1,"Criminal Phrenology",,,0,0,"DefaultTalk#594095","DefaultTalk#594096","DefaultTalk#594097","DefaultTalk#594098","DefaultTalk#594099",True,"Namazu Card","Great Gold Whisker Card","",""
2293830,"Minfilia","Bismarck","Cirina","0","0","Fenrir","Strix","Godbert Manderville","0","0","Same","Plus",False,25,1,"And Dzo It Goes",,,0,0,"DefaultTalk#594100","DefaultTalk#594101","DefaultTalk#594102","DefaultTalk#594103","DefaultTalk#594104",False,"Cirina Card","Mammoth Card","",""
2293831,"Lahabrea","Diabolos Hollow","Magnai","0","0","Roundrox","Progenitrix","Waukkeon","0","0","Fallen Ace","Plus",False,25,1,"A Warm Welcome",,,0,0,"DefaultTalk#594105","DefaultTalk#594106","DefaultTalk#594107","DefaultTalk#594108","DefaultTalk#594109",False,"Magnai Card","Mammoth Card","",""
2293832,"Ramuh","Cid Garlond","Sadu","0","0","Garuda","Lucia goe Junius","Count Edmont de Fortemps","0","0","Same","Chaos",False,25,1,"The Undying Ones",,,0,0,"DefaultTalk#594110","DefaultTalk#594111","DefaultTalk#594112","DefaultTalk#594113","DefaultTalk#594114",True,"Sadu Card","Mammoth Card","",""
2293833,"Hien","Hraesvelgr","Alphinaud & Alisaie","0","0","Minfilia","Matoya","Yugiri Mistwalker","0","0","Chaos","",True,30,1,"The World Turned Upside Down",,,0,0,"DefaultTalk#594115","DefaultTalk#594116","DefaultTalk#594117","DefaultTalk#594118","DefaultTalk#594119",False,"Hien Card","","",""
2293834,"F'lhaminn","Ananta","Papalymo & Yda","0","0","Vedrfolnir","Carvallain de Gorgagne","Tataru Taru","Qiqirn Meateater","0","Plus","Ascension",False,20,1,"Delicate as a Flower",,,0,0,"DefaultTalk#594120","DefaultTalk#594121","DefaultTalk#594122","DefaultTalk#594123","DefaultTalk#594124",True,"Ananta Card","Qiqirn Meateater Card","",""
2293835,"Kan-E-Senna","Nael van Darnus","Yotsuyu","0","0","Armored Weapon","Estinien","Papalymo & Yda","Fordola rem Lupis","0","Fallen Ace","",True,30,1,"Stormblood",,,0,0,"DefaultTalk#594125","DefaultTalk#594126","DefaultTalk#594127","DefaultTalk#594128","DefaultTalk#594129",False,"Yotsuyu Card","Fordola rem Lupis Card","Grynewaht Card",""
