Index,0:？
204,{{fonticon|5|t=30}}顺序移动 {{fonticon|8|t=30}}{{fonticon|9|t=30}}确定 {{fonticon|11|t=30}}应用
205,{{fonticon|10|t=30}}选择 {{fonticon|11|t=30}}确定参加并关闭窗口 {{fonticon|24|t=30}}滚动查看详细情报
206,{{fonticon|10|t=30}}次级指令 {{fonticon|11|t=30}}查看内容
207,{{fonticon|9|t=30}}关闭 {{fonticon|24|t=30}}滚动
208,{{fonticon|9|t=30}}关闭 {{fonticon|24|t=30}}滚动查看详细情报
209,{{fonticon|10|t=30}}次级指令 {{fonticon|8|t=30}}确定 {{fonticon|9|t=30}}取消
210,{{fonticon|10|t=30}}次级指令 {{fonticon|8|t=30}}确定 {{fonticon|9|t=30}}取消
211,{{fonticon|8|t=30}}试听 {{fonticon|11|t=30}}设为房屋背景乐曲 {{fonticon|10|t=30}}次级指令
212,{{fonticon|8|t=30}}设为房屋背景乐曲 {{fonticon|11|t=30}}停止试听 {{fonticon|10|t=30}}次级指令
213,{{fonticon|8|t=30}}不再设为房屋背景乐曲 {{fonticon|10|t=30}}次级指令
214,{{fonticon|11|t=30}}组编分队
215,{{fonticon|8|t=30}}确定  {{fonticon|9|t=30}}关闭
216,{{fonticon|10|t=30}}次级指令
217,{{fonticon|10|t=30}}次级指令
218,{{fonticon|10|t=30}}次级指令
219,{{fonticon|14|t=30}}{{fonticon|15|t=30}}定点カメラの切り替え {{fonticon|18|t=30}}メニュー表示
220,{{fonticon|8|t=30}}移动到公寓房间  {{fonticon|10|t=30}}查看公寓房间资料
221,{{fonticon|10|t=30}}次级指令
222,{{fonticon|10|t=30}}次级指令
223,{{fonticon|23|t=30}}滚动  {{fonticon|12|t=30}}＋{{fonticon|23|t=30}}缩放  {{fonticon|13|t=30}}切换固定视角
224,{{fonticon|10|t=30}}次级指令
225,{{fonticon|10|t=30}}次级指令 {{fonticon|12|t=30}}{{fonticon|13|t=30}}选择水环境
226,{{fonticon|9|t=30}}关闭 {{fonticon|24|t=30}}滚动
227,{{fonticon|12|t=30}}{{fonticon|13|t=30}}选择分类 {{fonticon|8|t=30}}添加 {{fonticon|10|t=30}}次级指令
228,{{fonticon|10|t=30}}次级指令
229,{{fonticon|10|t=30}}次级指令
230,{{fonticon|10|t=30}}装备栏次级指令
231,{{fonticon|10|t=30}}装备栏次级指令 {{fonticon|20|t=30}}移动 {{fonticon|25|t=30}}旋转 {{fonticon|12|t=30}}＋{{fonticon|24|t=30}}缩放
232,{{fonticon|8|t=30}}{{fonticon|10|t=30}}次级指令
233,{{fonticon|10|t=30}}次级指令
234,{{fonticon|10|t=30}}次级指令
235,{{fonticon|10|t=30}}设置热键  {{fonticon|8|t=30}}发动
236,{{fonticon|8|t=30}}设置对战额外技能
237,{{fonticon|10|t=30}}次级指令 {{fonticon|8|t=30}}选择
238,{{fonticon|3|t=30}}{{fonticon|4|t=30}}移动 {{fonticon|8|t=30}}确定
239,{{fonticon|23|t=30}}滚动 {{fonticon|11|t=30}}切换地图类型 {{fonticon|13|t=30}}切换 {{fonticon|12|t=30}}＋{{fonticon|23|t=30}}缩放
240,{{fonticon|8|t=30}}设置对战特性
241,{{fonticon|8|t=30}}{{fonticon|10|t=30}}次级指令
242,{{fonticon|9|t=30}}选择放弃按钮
243,{{fonticon|9|t=30}}选择关闭按钮
244,{{fonticon|5|t=30}}滚动 {{fonticon|9|t=30}}关闭
245,{{fonticon|11|t=30}}组编分队
246,{{fonticon|8|t=30}}获取在线状态  {{fonticon|10|t=30}}次级指令
247,禁止通过乐器演奏功能侵犯第三方的权利。<br><br>玩家可在«最终幻想14»版权与用户协议的允许范围内上传自己的演奏作品，<br>但无权阻止他人散播或使用自己的作品。<br><br>
248,{{fonticon|10|t=30}}次级指令
249,{{fonticon|11|t=30}}开始游戏/结束游戏
250,{{fonticon|11|t=30}}开始游戏/再次挑战 {{fonticon|10|t=30}}关闭
251,{{fonticon|10|t=30}}次级指令  {{fonticon|11|t=30}}选择要放入的道具
252,{{fonticon|7|t=30}}移动  {{fonticon|8|t=30}}決定  {{fonticon|9|t=30}}取消
253,{{fonticon|10|t=30}}次级指令  {{fonticon|9|t=30}}返回
254,{{fonticon|10|t=30}}次级指令  {{fonticon|9|t=30}}返回
255,{{fonticon|10|t=30}}次级指令  {{fonticon|12|t=30}}{{fonticon|13|t=30}}切换部位  {{fonticon|9|t=30}}返回
256,{{fonticon|11|t=30}}应用
257,{{fonticon|8|t=30}}增加该属性的魔素石　{{fonticon|10|t=30}}减少该属性的魔素石
258,{{fonticon|11|t=30}} 切换焦点  {{fonticon|10|t=30}} 次级指令
259,{{fonticon|11|t=30}} 切换焦点  {{fonticon|10|t=30}} 次级指令
260,{{fonticon|10|t=30}} 次级指令
261,{{fonticon|9|t=30}} 返回投影模板
262,{{fonticon|10|t=30}}次级指令　{{fonticon|9|t=30}}返回投影模板
263,{{fonticon|10|t=30}} 次级指令 {{fonticon|20|t=30}}移动 {{fonticon|25|t=30}}转向 {{fonticon|12|t=30}}＋{{fonticon|24|t=30}}缩放
264,{{fonticon|10|t=30}} 次级指令
265,{{fonticon|10|t=30}}次级指令
266,{{fonticon|8|t=30}}{{fonticon|10|t=30}}次级指令
267,{{fonticon|9|t=30}}关闭
268,{{fonticon|10|t=30}}次级指令
269,{{fonticon|11|t=30}}全部勾选/全部解除
270,{{fonticon|10|t=30}}次级指令
271,{{fonticon|8|t=30}}取消　{{fonticon|11|t=30}}选择道具
272,{{fonticon|8|t=30}}{{fonticon|10|t=30}}次级指令  {{fonticon|9|t=30}}返回
273,{{fonticon|24|t=30}}滚动查看详细情报
274,{{fonticon|10|t=30}}{{fonticon|8|t=30}}次级指令
275,{{fonticon|10|t=30}}次级指令 {{fonticon|11|t=30}}移动常用列表中情感动作的位置
276,{{fonticon|11|t=30}}选择出让的道具
277,{{fonticon|8|t=30}}召唤/收回 {{fonticon|10|t=30}}次级指令 {{fonticon|11|t=30}}编辑宠物热键栏
278,{{fonticon|8|t=30}}召唤/收回 {{fonticon|10|t=30}}次级指令 {{fonticon|11|t=30}}移动常用列表中宠物的位置
279,{{fonticon|7|t=30}}移动 {{fonticon|11|t=30}}{{fonticon|8|t=30}}确定 {{fonticon|9|t=30}}取消
280,{{fonticon|5|t=30}}履历 {{fonticon|12|t=30}}+{{fonticon|13|t=30}}粘贴 {{fonticon|10|t=30}}删除<if (<param:操作方式> > 0) {  {{fonticon|11|t=30}}软键盘 }>
281,{{fonticon|5|t=30}}移动 {{fonticon|8|t=30}}召唤/收回 {{fonticon|10|t=30}}次级指令
282,{{fonticon|8|t=30}}召唤 {{fonticon|10|t=30}}次级指令
283,{{fonticon|8|t=30}}召唤 {{fonticon|10|t=30}}次级指令 {{fonticon|11|t=30}}移动常用列表中坐骑的位置
284,{{fonticon|7|t=30}}移动 {{fonticon|11|t=30}}{{fonticon|8|t=30}}确定 {{fonticon|9|t=30}}取消
285,{{fonticon|5|t=30}}履历 {{fonticon|12|t=30}}+{{fonticon|13|t=30}}粘贴 {{fonticon|10|t=30}}删除<if (<param:操作方式> > 0) {  {{fonticon|11|t=30}}软键盘 }>
286,{{fonticon|5|t=30}}移动 {{fonticon|8|t=30}}召唤 {{fonticon|10|t=30}}次级指令
287,{{fonticon|7|t=30}}移动 {{fonticon|11|t=30}}{{fonticon|8|t=30}}{{fonticon|10|t=30}}确定 {{fonticon|9|t=30}}取消
288,{{fonticon|8|t=30}}召唤/收回 {{fonticon|10|t=30}}次级指令
289,{{fonticon|11|t=30}}写新邮件
290,{{fonticon|10|t=30}}次级指令  {{fonticon|8|t=30}}领取
291,{{fonticon|8|t=30}}设置有效技能
292,{{fonticon|10|t=30}}次级指令  {{fonticon|8|t=30}}改变位置
293,{{fonticon|7|t=30}}移动  {{fonticon|8|t=30}}确定  {{fonticon|9|t=30}}取消
294,{{fonticon|9|t=30}}关闭
295,{{fonticon|10|t=30}}次级指令  {{fonticon|8|t=30}}放入  {{fonticon|9|t=30}}融合器  {{fonticon|11|t=30}}文理技能
296,{{fonticon|8|t=30}}使用  {{fonticon|11|t=30}}关闭
297,{{fonticon|11|t=30}}选择文理碎晶  {{fonticon|10|t=30}}次级指令
298,{{fonticon|10|t=30}}{{fonticon|8|t=30}}次级指令
299,{{fonticon|10|t=30}}次级指令  {{fonticon|9|t=30}}{{fonticon|11|t=30}}融合器
300,{{fonticon|11|t=30}}选择文理碎晶  {{fonticon|9|t=30}}关闭
301,{{fonticon|10|t=30}}次级指令
302,{{fonticon|10|t=30}}次级指令
303,{{fonticon|8|t=30}}{{fonticon|10|t=30}}查看个人房间资料
304,{{fonticon|8|t=30}}{{fonticon|10|t=30}}查看公寓房间资料
305,{{fonticon|10|t=30}}删除<if (<param:操作方式> > 0) {  {{fonticon|11|t=30}}软键盘 }>
306,{{fonticon|8|t=30}}{{fonticon|10|t=30}}次级指令
307,{{fonticon|8|t=30}}召唤 {{fonticon|10|t=30}}设置热键 {{fonticon|11|t=30}}编辑宠物热键栏
308,{{fonticon|8|t=30}}召唤 {{fonticon|10|t=30}}设置热键 
309,{{fonticon|8|t=30}}召唤 {{fonticon|10|t=30}}设置热键 
310,{{fonticon|12|t=30}}{{fonticon|13|t=30}}切换关卡信息
311,{{fonticon|8|t=30}}确定 {{fonticon|24|t=30}}滚动查看详细情报
312,{{fonticon|8|t=30}}确定
313,{{fonticon|10|t=30}}鸣牌设置切换 {{fonticon|11|t=30}}辅助功能
314,{{fonticon|8|t=30}}获取在线状态  {{fonticon|10|t=30}}次级指令  {{fonticon|9|t=30}}返回
315,{{fonticon|12|t=30}}{{fonticon|13|t=30}}切换关卡信息　{{fonticon|8|t=30}}确认有效的异常状态
316,{{fonticon|8|t=30}}选择  {{fonticon|10|t=30}}次级指令
317,{{fonticon|8|t=30}}选择 {{fonticon|10|t=30}}次级指令
318,{{fonticon|5|t=30}}滚动
319,{{fonticon|8|t=30}}选择交易道具
320,{{fonticon|8|t=30}}队员选定或解除
321,{{fonticon|10|t=30}}次级指令  {{fonticon|8|t=30}}队员选定或解除
322,{{fonticon|8|t=30}}选中/解除  {{fonticon|10|t=30}}选中/解除组内其他项  {{fonticon|11|t=30}}确定
323,{{fonticon|9|t=30}}关闭 {{fonticon|24|t=30}}滚动查看详细情报
324,{{fonticon|8|t=30}}选择 {{fonticon|9|t=30}}关闭 {{fonticon|11|t=30}}确定并关闭 {{fonticon|24|t=30}}滚动查看详细情报
325,{{fonticon|8|t=30}}移动到详细情报  {{fonticon|24|t=30}}滚动查看详细情报  {{fonticon|10|t=30}}次级指令
326,{{fonticon|10|t=30}}次级指令
327,{{fonticon|10|t=30}}次级指令 {{fonticon|11|t=30}}简易采集 开启/关闭
328,{{fonticon|8|t=30}}显示详细情报  {{fonticon|24|t=30}}滚动查看详细情报  {{fonticon|10|t=30}}次级指令
329,{{fonticon|10|t=30}}次级指令
330,{{fonticon|10|t=30}}次级指令
331,{{fonticon|10|t=30}}次级指令 {{fonticon|12|t=30}}{{fonticon|13|t=30}}换页
332,{{fonticon|10|t=30}}次级指令
333,{{fonticon|10|t=30}}设置热键 {{fonticon|8|t=30}}执行
334,{{fonticon|24|t=30}}滚动查看详细情报
335,{{fonticon|10|t=30}}次级指令
336,
337,
338,
339,
340,
341,
342,
343,
344,
345,
346,
347,
348,
349,
350,
351,
352,
353,
354,
355,
356,
357,
358,
359,
360,
361,
362,
363,
364,
365,
366,
367,
368,
369,
370,
371,
372,
373,
374,
375,
376,
377,
378,
379,
380,
381,
382,
383,
384,
385,
386,
387,
388,
389,
390,
391,
392,
393,
394,
395,
396,
397,
398,
399,
400,
1000,报告发送失败。<br>请重新发送。
1001,"{{color|id=514|任务回顾中的基本操作}}<br>※键位设置中可更改对应键盘鼠标的按键。<br><if (<param:79> == 99) { ·调整视角<br>　{{fonticon|20|t=30}}摇杆／[W,A,S,D]键（移动）<br>·重置视角<br>　{{fonticon|16|t=18}}键／[Z]键（拔出/收回武器）<br>·切换注视目标<br>　{{fonticon|7|t=30}}方向键／[<if (<param:79> == 3) { tab,shift+tab } else { Tab,Shift+Tab }>]键<br>·暂停／继续<br>　{{fonticon|11|t=30}}键／[<if (<param:79> == 3) { 空格 } else { 空格 }>]键（跳跃）<br>·开启关闭操作菜单<br>　{{fonticon|10|t=30}}键／[R]键、键（自动前进） } else { ·调整视角<br>　[W,A,S,D]键（移动）／  {{fonticon|20|t=30}}摇杆<br>·重置视角<br>　[Z]键（拔出/收回武器）／ {{fonticon|16|t=18}}键<br>·切换注视目标<br>　[<if (<param:79> == 3) { tab,shift+tab } else { Tab,Shift+Tab }>]键／ {{fonticon|7|t=30}}方向键<br>·暂停／继续<br>　[<if (<param:79> == 3) { 空格 } else { 空格 }>]键（跳跃）／ {{fonticon|11|t=30}}键<br>·开启关闭操作菜单<br>　[R]键、键（自动前进）／ {{fonticon|10|t=30}}键 }><br><br>--------------------------------------------------------------------<br>{{color|id=514|任务记录方法}}<br>想要将攻略任务的过程记录下来，需要满足以下条件。<br>　1.任务记录设置设为开启<br>　2.进入的任务适用任务回顾功能<br>　3.以规定人数进入任务<br>　4.进行记录准备确认<br><br>{{color|id=514|1.任务记录设置设为开启}}<br>设定是否对任务过程进行记录。<br>将本设置设为开启后，满足其他条件时即会对任务过程进行记录。<br>将本设置设为关闭后，满足其他条件时自身角色不会对任务过程进行记录。<br><br>{{color|id=514|2.进入的任务适用任务回顾功能}}<br>任务回顾功能仅对部分任务适用。<br>因此需要进入适用的任务才可进行记录。<br><br>{{color|id=514|3.以规定人数进入任务}}<br>只有以规定人数进入任务时才能对任务进行记录。<br>※规定人数以下组队匹配进任务时无法进行记录。<br><br>{{color|id=514|4.进行记录准备确认}}<br>开始记录任务前需要通过记录准备确认来确认队友们是否同意进行记录。<br>只有全员同意时才能开始记录。<br>※记录准备确认需要在进入任务后5分钟内发起。<br><br>满足上述条件后即会对任务过程进行记录。<br>记录已满时，新的记录会覆盖最老的记录。<br>※可锁定最多2条记录禁止覆盖。<br><br>--------------------------------------------------------------------<br>{{color|id=514|回顾记录的方法}}<br>回顾记录需要满足以下条件。<br>　1.在旅馆中<br>　2.任务记录为最新版本<br><br>{{color|id=514|1.在旅馆中}}<br>只有在旅馆中能回顾记录好的任务。<br><br>{{color|id=514|2.任务记录为最新版本}}<br>任务回顾仅能回顾最新版本的记录。<br>不只大版本更新，小版本或补丁也会导致从前的记录失效，敬请注意。"
1002,"{{color|id=514|任务回顾中的基本操作}}<br>※键位设置中可更改对应键盘鼠标的按键。<br><if (<param:79> == 99) { ·调整视角<br>　{{fonticon|20|t=30}}摇杆／[W,A,S,D]键（移动）<br>·重置视角<br>　{{fonticon|16|t=18}}键／[Z]键（拔出/收回武器）<br>·切换注视目标<br>　{{fonticon|7|t=30}}方向键／[<if (<param:79> == 3) { tab,shift+tab } else { Tab,Shift+Tab }>]键<br>·暂停／继续<br>　{{fonticon|11|t=30}}键／[<if (<param:79> == 3) { 空格 } else { 空格 }>]键（跳跃）<br>·开启关闭操作菜单<br>　{{fonticon|10|t=30}}键／[R]键、键（自动前进） } else { ·调整视角<br>　[W,A,S,D]键（移动）／  {{fonticon|20|t=30}}摇杆<br>·重置视角<br>　[Z]键（拔出/收回武器）／ {{fonticon|16|t=18}}键<br>·切换注视目标<br>　[<if (<param:79> == 3) { tab,shift+tab } else { Tab,Shift+Tab }>]键／ {{fonticon|7|t=30}}方向键<br>·暂停／继续<br>　[<if (<param:79> == 3) { 空格 } else { 空格 }>]键（跳跃）／ {{fonticon|11|t=30}}键<br>·开启关闭操作菜单<br>　[R]键、键（自动前进）／ {{fonticon|10|t=30}}键 }><br><br>-------------------------------------------------------------------<br>{{color|id=514|【操作菜单上的机能】}}<br><br>{{color|id=514|暂停／继续}}<br>暂停或继续进行回顾。<br><br>{{color|id=514|章节选择}}<br>显示记录时设定的章节列表，选择其中任意章节后可跳至该章节进行回顾。<br>※跳转所需时间根据所选章节不同会有所差距。<br><br>{{color|id=514|上一个章节}}<br>跳到先前的章节。<br><br>{{color|id=514|下一个章节}}<br>跳到之后的章节。<br><br>{{color|id=514|显示／隐藏界面}}<br>将各种界面在显示与隐藏间切换。<br>※选为隐藏后在下次回顾时会自动隐藏界面开始回顾。<br><br>{{color|id=514|设定／解除焦点目标}}<br>将注视目标设为焦点目标。<br><br>{{color|id=514|结束回顾}}<br>结束回顾退出。"
1003,关于同好会
1004,同好会是拥有相同兴趣的玩家组建的团体。<br>每个同好会最多可容纳1000名成员。<br><br>玩家可选择自己创建同好会，<br>也可通过邀请或同好招募召集同好或加入别人创建的同好会。<br>同好会可跨服，每个角色最多可同时隶属于10个同好会。<br>在快捷指令的社交中可以看到同好招募选项。<br><br>同好会成员分为会长（创建同好会的玩家或被移交了会长权限的玩家），<br>会长任命的管理员，<br>还有除此之外的一般成员。<br><br>加入同好会后，即可使用同好会相关的各项机能。
1005,关于“一览”
1006,■公告板<br>会长或管理员可将想要通知同好会成员的内容写在此处。<br><br>■投票问卷<br>会长或管理员可以设置投票问卷。<br>同好会内所有成员均可对问卷进行投票。<br>每人对每份问卷仅有一次投票权利。<br><br>■备忘<br>会长或管理员可以编辑备忘信息。<br>备忘最多同时能记录5条。
1007,关于“留言板”
1008,隶属于同好会的所有成员皆可在留言板上留言。<br>留言会保留最新的100条，超过后老的留言会被自动删除。<br>会长和管理员拥有删除留言的权限。<br><br>※免费试用期的玩家加入同好会14天以上才可进行留言。
1009,关于“成员”
1010,此为加入了当前同好会的成员一览。<br><br>通过次级指令可以对成员进行各种设置。<br>会长可以任命管理员，也可以移交会长权限。<br><br>遭遇骚扰时会长可以将玩家加入同好会黑名单。<br>被加入同好会黑名单后，该玩家将会被踢出对应同好会，并无法重新加入。
1011,其他补充
1012,■同好会设置修改<br>只有会长能进行操作。<br>可以修改同好会名称、设置同好会的主要活动、<br>查看同好会黑名单、解散同好会。<br>解散后同好会会完全消失。<br><br>■同好招募<br>可以募集同好加入自己的同好会。<br>募集开启后，会在招到指定人数或经过1周时间后自动关闭。<br><br>■其他<br>会长可以将成员任命为管理员协助自己管理同好会。<br><br>会长无法退出同好会，只有将会长权限转移给管理员后才可退出。
1013,关于同好招募
1014,在同好招募中可以看到当前正在招募成员的各同好会信息。<br><br>可以通过搜索功能对同好会的主要活动等条件进行筛选查看。
1015,乐器演奏的注意事项
1016,{{color|id=514|■乐器演奏的注意事项}}<br>禁止通过乐器演奏功能侵犯第三方的权利。<br>玩家可在«最终幻想14»版权与用户协议的允许范围内上传自己的演奏作品，但无权阻止他人散播或使用自己的作品。
1017,合奏助手
1018,{{color|id=514|■什么是合奏助手？}}<br>合奏助手是将队内的演奏音整合起来播放给周围玩家的功能。<br><br>{{color|id=514|■合奏助手与通常演奏的不同}}<br>由于合奏助手启动中会将队内的演奏音在服务器上经过整合后再播放给周围的玩家，所以声音相比于通常演奏会有一定的延迟。<br>因此，玩家可选择收听自己演奏音的模式。<br>※该选项不会影响周围玩家的收听模式。<br><br>只听自己：<br>　屏蔽队员的演奏音，只能听见自己的演奏音。<br><br>队伍整体：<br>　将队内的演奏音在服务器上同步后再进行播放，<br>　听到自己的演奏音时会有延迟。<br><br>{{color|id=514|■合奏助手的使用方法}}<br>合奏助手的使用方法如下：<br> 1.点击节拍器的“合奏准备确认”，打开设置界面<br> 2.勾选“使用合奏助手”后开始合奏准备确认<br> 3.合奏准备确认结束时合奏模式即会开启<br><br>{{color|id=514|■合奏助手的使用条件}}<br>使用合奏助手时有以下限制：<br> 1.小队队长处于演奏模式<br> 2.处于可演奏区域（不包括旅馆、军营）<br> 3.当前区域内使用合奏的队伍数未达到上限<br>    ※每个区域都设有一个上限
1019,演奏助手
1020,{{color|id=514|■什么是演奏助手？}}<br>演奏助手是根据提示操作即可完成演奏的辅助机能。<br><br>{{color|id=514|■演奏助手的使用方法}}<br>演奏助手的使用方法如下：<br> 1.点击琴键边的“演奏助手”<br> 2.选择演奏的乐曲<br> 3.设置乐曲倍速与是否使用节拍器<br><br>{{color|id=514|■演奏助手中的注意事项}}<br>使用演奏助手时会自动拒绝合奏准备确认。<br>队内准备进行合奏时需要注意。
1021,
1022,
1023,
1024,
1025,
1026,
1027,
1028,
1029,
1030,
2000,
