key,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39
8,1,"ModelChara#0","","BNpcCustomize#466","NpcEquip#249",False,"おまじない",False,"",False,"",False,"",False,"",False,"",False,"","",True,False,0,True,0,1,False,True,True,False,False,"toad_smk0f","toad_smk0f","",-1,0,"",0,False,False
9,1,"ModelChara#0","","BNpcCustomize#467","NpcEquip#250",False,"おまじない",False,"",False,"",False,"",False,"",False,"",False,"","",True,False,0,True,0,1,False,True,True,False,False,"toad_smk0f","toad_smk0f","",-1,0,"",0,False,False
10,1,"ModelChara#0","","BNpcCustomize#468","NpcEquip#251",False,"おまじない",False,"",False,"",False,"",False,"",False,"",False,"","",True,False,0,True,0,1,False,True,True,False,False,"toad_smk0f","toad_smk0f","",-1,0,"",0,False,False
11,1,"ModelChara#0","","BNpcCustomize#469","NpcEquip#252",False,"おまじない",False,"",False,"",False,"",False,"",False,"",False,"","",True,False,0,True,0,1,False,True,True,False,False,"toad_smk0f","toad_smk0f","",-1,0,"",0,False,False
12,1,"ModelChara#921","","BNpcCustomize#0","NpcEquip#0",False,"おまじない",False,"",False,"",False,"",False,"",False,"",False,"","",True,False,0,True,0.9,1,False,False,True,False,False,"toad_smk0f","toad_smk0f","",-1,0,"",0,False,False
13,1,"ModelChara#920","","BNpcCustomize#0","NpcEquip#0",False,"おまじない",False,"",False,"",False,"",False,"",False,"",False,"","",True,False,0,True,0.9,1,False,False,True,False,False,"toad_smk0f","toad_smk0f","",-1,0,"",0,False,False
14,1,"ModelChara#923","","BNpcCustomize#0","NpcEquip#0",False,"おまじない",False,"",False,"",False,"",False,"",False,"",False,"","",True,False,0,True,0.6,1,False,False,True,False,False,"toad_smk0f","toad_smk0f","",-1,0,"",0,False,False
15,1,"ModelChara#924","","BNpcCustomize#0","NpcEquip#0",False,"おまじない",False,"",False,"",False,"",False,"",False,"",False,"","",True,False,0,True,0.5,0.6,False,False,True,False,False,"toad_smk0f","toad_smk0f","",-1,0,"",0,False,False
16,1,"ModelChara#922","","BNpcCustomize#0","NpcEquip#0",False,"おまじない",False,"",False,"",False,"",False,"",False,"",False,"","",True,False,0,True,0.3,1,False,False,True,False,False,"toad_smk0f","toad_smk0f","",-1,0,"",0,False,False
17,1,"ModelChara#652","","BNpcCustomize#0","NpcEquip#0",False,"",False,"",False,"",False,"",False,"",False,"",False,"","",False,False,0,True,0,2,False,False,True,False,False,"toad_smk0f","toad_smk0f","",-1,0,"",0,False,False
18,1,"ModelChara#1022","","BNpcCustomize#0","NpcEquip#0",False,"",False,"",False,"",False,"",False,"",False,"",False,"","",False,False,0,True,0,2,False,False,True,False,False,"toad_smk0f","toad_smk0f","",-1,0,"",0,False,False
19,1,"ModelChara#1023","","BNpcCustomize#0","NpcEquip#0",False,"クイックチャント",False,"",False,"",False,"",False,"",False,"",False,"","",True,False,0,True,0,2,False,False,True,False,False,"toad_smk0f","toad_smk0f","",-1,0,"",0,False,False
20,1,"ModelChara#1085","","BNpcCustomize#0","NpcEquip#0",False,"",False,"",False,"",False,"",False,"",False,"",False,"","",False,False,0,True,0,0.7,False,False,True,False,False,"","","",-1,0,"",0,False,False
21,1,"ModelChara#1086","","BNpcCustomize#0","NpcEquip#0",False,"",False,"",False,"",False,"",False,"",False,"",False,"","",False,False,0,True,0,0.7,False,False,True,False,False,"","","",-1,0,"",0,False,False
22,1,"ModelChara#915","","BNpcCustomize#0","NpcEquip#0",False,"",False,"",False,"",False,"",False,"",False,"",False,"","",False,False,0,True,0,1,False,False,True,False,False,"","","攻撃",-1,0,"",0,False,False
23,1,"ModelChara#730","","BNpcCustomize#0","NpcEquip#0",False,"",False,"",False,"",False,"",False,"",False,"",False,"","",False,False,0,True,0,1.7,False,False,True,False,False,"","","",-1,0,"",0,False,False
24,1,"ModelChara#1061","","BNpcCustomize#0","NpcEquip#0",False,"",False,"",False,"",False,"",False,"",False,"",False,"","",False,False,0,True,0,3.5,False,False,True,False,False,"","","",-1,0,"",0,False,False
25,1,"ModelChara#1062","","BNpcCustomize#0","NpcEquip#0",False,"",False,"",False,"",False,"",False,"",False,"",False,"","",False,False,0,True,0,2.2,False,False,True,False,False,"","","",-1,0,"",0,False,False
26,1,"ModelChara#1300","","BNpcCustomize#0","NpcEquip#0",False,"",False,"",False,"",False,"",False,"",False,"",False,"","",False,False,0,True,0,3,False,False,True,False,False,"","","",-1,0,"",0,False,False
27,1,"ModelChara#89","","BNpcCustomize#0","NpcEquip#656",False,"",False,"",False,"",False,"",False,"",False,"",False,"","",False,False,0,True,0,1,False,False,True,False,False,"toad_smk0f","toad_smk0f","",-1,0,"",0,False,False
28,1,"ModelChara#0","","BNpcCustomize#522","NpcEquip#959",False,"",False,"",False,"",False,"",False,"",False,"",False,"","",False,False,0,True,0,1,False,False,True,False,False,"toad_smk0f","toad_smk0f","攻撃",-1,0,"",0,False,False
29,1,"ModelChara#558","","BNpcCustomize#0","NpcEquip#0",False,"",False,"",False,"",False,"",False,"",False,"",False,"","",False,False,0,True,0,2.5,False,False,True,False,False,"","","",-1,0,"",0,False,False
30,1,"ModelChara#16","","BNpcCustomize#0","NpcEquip#771",False,"",False,"",False,"",False,"",False,"",False,"",False,"","",False,False,0,True,0,2,False,False,True,False,False,"","","",-1,0,"",0,False,False
31,1,"ModelChara#658","","BNpcCustomize#0","NpcEquip#0",False,"",False,"",False,"",False,"",False,"",False,"",False,"","",False,False,0,True,0,1.5,False,False,True,False,False,"","","",-1,0,"",0,False,False
32,1,"ModelChara#976","","BNpcCustomize#0","NpcEquip#0",False,"",False,"",False,"",False,"",False,"",False,"",False,"","",False,False,0,True,0,0.7,False,False,True,False,False,"","","",-1,0,"",0,False,False
33,1,"ModelChara#1087","","BNpcCustomize#0","NpcEquip#0",False,"",False,"",False,"",False,"",False,"",False,"",False,"","",False,False,0,True,0,0.7,False,False,True,False,False,"","","",-1,0,"",0,False,False
34,1,"ModelChara#1348","","BNpcCustomize#0","NpcEquip#0",False,"",False,"",False,"",False,"",False,"",False,"",False,"","",False,False,0,True,0,1,False,False,True,False,False,"","","攻撃",-1,0,"",0,False,False
35,1,"ModelChara#1350","","BNpcCustomize#0","NpcEquip#0",False,"",False,"",False,"",False,"",False,"",False,"",False,"","",False,False,0,True,0,1,False,False,True,False,False,"","","",-1,0,"",0,False,False
36,1,"ModelChara#1349","","BNpcCustomize#0","NpcEquip#0",False,"",False,"",False,"",False,"",False,"",False,"",False,"","",False,False,0,True,0,1,False,False,True,False,False,"","","攻撃",-1,0,"",0,False,False
37,1,"ModelChara#1455","","BNpcCustomize#0","NpcEquip#0",False,"殴打",False,"薬品排出",False,"",False,"",False,"",False,"",False,"","",True,False,0,True,0,1,False,False,True,False,False,"toad_smk0f","toad_smk0f","",-1,0,"",0,False,False
38,1,"ModelChara#1456","","BNpcCustomize#0","NpcEquip#0",False,"ウィングカッター",False,"薬品排出",False,"",False,"",False,"",False,"",False,"","",True,False,0,True,1.1,1,False,False,True,False,False,"toad_smk0f","toad_smk0f","",-1,0,"",0,False,False
39,1,"ModelChara#1363","","BNpcCustomize#0","NpcEquip#0",False,"",False,"",False,"",False,"",False,"",False,"",False,"","",False,False,0,True,0,3.5,False,False,True,False,False,"","","攻撃",-1,0,"",0,False,False
40,1,"ModelChara#1531","","BNpcCustomize#0","NpcEquip#1198",False,"",False,"",False,"",False,"",False,"",False,"",False,"","",False,False,0,True,0.7,2.7,False,False,True,False,False,"","","攻撃",-1,0,"",0,False,False
41,1,"ModelChara#1533","","BNpcCustomize#0","NpcEquip#0",False,"",False,"",False,"",False,"",False,"",False,"",False,"","",False,False,0,True,0,1,False,False,True,False,False,"","","攻撃",-1,0,"",0,False,False
42,1,"ModelChara#1643","","BNpcCustomize#0","NpcEquip#0",False,"殴打",False,"",False,"",False,"",False,"",False,"",False,"","",True,False,0,True,0,1,False,False,True,False,False,"toad_smk0f","toad_smk0f","",-1,0,"",0,False,False
43,1,"ModelChara#1644","","BNpcCustomize#0","NpcEquip#427",False,"ヴォイド・ファイラ",False,"",False,"",False,"",False,"",False,"",False,"","",True,False,0,True,1.1,1,False,False,True,False,False,"toad_smk0f","toad_smk0f","",-1,0,"",0,False,False
44,1,"ModelChara#1762","","BNpcCustomize#0","NpcEquip#0",False,"",False,"",False,"",False,"",False,"",False,"",False,"","",False,False,0,True,0,1,False,False,True,False,False,"","","",-1,0,"",0,False,False
45,1,"ModelChara#1659","","BNpcCustomize#0","NpcEquip#0",False,"",False,"",False,"",False,"",False,"",False,"",False,"","",False,False,0,True,0,1,False,False,True,False,False,"toad_smk0f","toad_smk0f","攻撃",-1,0,"アドモニッシュメント",0,False,False
46,1,"ModelChara#1660","","BNpcCustomize#0","NpcEquip#0",False,"",False,"",False,"",False,"",False,"",False,"",False,"","",False,False,0,True,0,1,False,False,True,False,False,"toad_smk0f","toad_smk0f","攻撃",-1,0,"ファイアボール",0,False,False
47,1,"ModelChara#1760","","BNpcCustomize#0","NpcEquip#0",False,"",False,"",False,"",False,"",False,"",False,"",False,"","",False,False,0,True,0,1,False,False,True,False,False,"toad_smk0f","toad_smk0f","",-1,0,"",0,False,False
48,1,"ModelChara#1657","","BNpcCustomize#0","NpcEquip#0",False,"",False,"",False,"",False,"",False,"",False,"",False,"","",False,False,0,True,0,1,False,False,True,False,False,"toad_smk0f","toad_smk0f","攻撃",-1,0,"",0,False,False
49,1,"ModelChara#1677","","BNpcCustomize#0","NpcEquip#1235",False,"ヘヴンリージャッジ",False,"",False,"",False,"",False,"",False,"",False,"","",True,False,0,True,0.7,1,False,False,True,False,False,"toad_smk0f","toad_smk0f","",-1,0,"",0,False,False
50,1,"ModelChara#1664","","BNpcCustomize#0","NpcEquip#0",False,"",False,"",False,"",False,"",False,"",False,"",False,"","",False,False,0,True,0,3.5,False,False,True,False,False,"","","",-1,0,"",0,False,False
51,1,"ModelChara#1665","","BNpcCustomize#0","NpcEquip#0",False,"",False,"",False,"",False,"",False,"",False,"",False,"","",False,False,0,True,0,2.2,False,False,True,False,False,"","","",-1,0,"",0,False,False
52,1,"ModelChara#1666","","BNpcCustomize#0","NpcEquip#0",False,"",False,"",False,"",False,"",False,"",False,"",False,"","",False,False,0,True,0,2.6,False,False,True,False,False,"","","",-1,0,"",0,False,False
53,1,"ModelChara#652","","BNpcCustomize#0","NpcEquip#0",False,"",False,"",False,"",False,"",False,"",False,"",False,"","",False,False,0,True,0,2,False,False,True,False,False,"toad_smk0f","toad_smk0f","攻撃",-1,0,"アウター・ターモイル",0,False,False
54,1,"ModelChara#0","","BNpcCustomize#699","NpcEquip#1483",False,"",False,"",False,"",False,"",False,"",False,"",False,"","",False,False,0,True,0,1,False,False,True,False,False,"toad_smk0f","toad_smk0f","",-1,0,"",0,False,False
55,1,"ModelChara#1902","","BNpcCustomize#0","NpcEquip#0",False,"",False,"",False,"",False,"",False,"",False,"",False,"","",False,False,0,True,0,1,False,False,True,False,False,"toad_smk0f","toad_smk0f","",-1,0,"",0,False,False
56,1,"ModelChara#836","","BNpcCustomize#0","NpcEquip#0",False,"カッパー",False,"",False,"",False,"",False,"",False,"",False,"","",True,False,0,True,0,1,False,False,True,False,False,"toad_smk0f","toad_smk0f","",-1,0,"",0,False,False
57,1,"ModelChara#1971","","BNpcCustomize#0","NpcEquip#1381",False,"",False,"",False,"",False,"",False,"",False,"",False,"","",False,False,0,True,0,1,False,False,True,False,False,"toad_smk0f","toad_smk0f","",-1,0,"",0,False,False
58,1,"ModelChara#2027","","BNpcCustomize#0","NpcEquip#1386",False,"",False,"",False,"",False,"",False,"",False,"",False,"","",False,False,0,True,0,0.7,False,False,True,False,False,"toad_smk0f","toad_smk0f","",-1,-60,"",0,False,False
59,1,"ModelChara#1437","","BNpcCustomize#0","NpcEquip#0",False,"",False,"",False,"",False,"",False,"",False,"",False,"","",False,False,0,True,0,2,False,False,True,False,False,"toad_smk0f","toad_smk0f","",-1,0,"",0,False,False
60,1,"ModelChara#0","","BNpcCustomize#800","NpcEquip#1514",False,"",False,"",False,"",False,"",False,"",False,"",False,"","",False,False,0,True,0,1,False,False,True,False,False,"toad_smk0f","toad_smk0f","",-1,0,"スルース",0,False,False
61,1,"ModelChara#2027","","BNpcCustomize#0","NpcEquip#1386",False,"",False,"",False,"",False,"",False,"",False,"",False,"","",False,False,0,True,0,1,False,False,True,False,False,"toad_smk0f","toad_smk0f","",-1,-60,"",0,False,False
62,1,"ModelChara#2027","","BNpcCustomize#0","NpcEquip#1386",False,"",False,"",False,"",False,"",False,"",False,"",False,"","",False,False,0,True,0,1.3,False,False,True,False,False,"toad_smk0f","toad_smk0f","",-1,-60,"",0,False,False
63,2,"ModelChara#2097","","BNpcCustomize#0","NpcEquip#0",False,"スピンクラッシャー",False,"レーザーエックススウォード",False,"照準",False,"青燐水充填",False,"",False,"",False,"","降りる",True,False,0,True,0,0.85,True,False,False,False,False,"","","",-1,100,"",0,False,False
64,2,"ModelChara#2100","","BNpcCustomize#0","NpcEquip#0",False,"スピンクラッシャー",False,"レーザーエックススウォード",False,"照準",False,"青燐水充填",False,"",False,"",False,"","降りる",True,False,0,True,0,0.85,True,False,False,False,False,"","","",-1,100,"",0,False,False
65,2,"ModelChara#2098","","BNpcCustomize#0","NpcEquip#0",False,"蒸気噴射",False,"超大型ミサイル",False,"青燐水充填",False,"",False,"",False,"",False,"","降りる",True,False,1,True,0,0.9,True,False,False,False,False,"","","",-1,-20,"",0,False,False
66,2,"ModelChara#2101","","BNpcCustomize#0","NpcEquip#0",False,"蒸気噴射",False,"超大型ミサイル",False,"青燐水充填",False,"",False,"",False,"",False,"","降りる",True,False,1,True,0,0.9,True,False,False,False,False,"","","",-1,-20,"",0,False,False
67,2,"ModelChara#2099","","BNpcCustomize#0","NpcEquip#0",False,"ダブルロケットパンチ",False,"大火炎放射",False,"メガビーム",False,"青燐水充填",False,"",False,"",False,"","降りる",True,False,0,True,0,0.45,True,False,False,False,False,"","","",-1,20,"",0,False,False
68,2,"ModelChara#2102","","BNpcCustomize#0","NpcEquip#0",False,"ダブルロケットパンチ",False,"大火炎放射",False,"メガビーム",False,"青燐水充填",False,"",False,"",False,"","降りる",True,False,0,True,0,0.45,True,False,False,False,False,"","","",-1,20,"",0,False,False
69,1,"ModelChara#2078","","BNpcCustomize#0","NpcEquip#0",False,"",False,"",False,"",False,"",False,"",False,"",False,"","",False,False,0,True,0,0.7,False,False,True,False,False,"","","",-1,0,"",0,False,False
70,1,"ModelChara#2087","","BNpcCustomize#0","NpcEquip#0",False,"",False,"",False,"",False,"",False,"",False,"",False,"","",False,False,0,True,0.3,1.2,False,False,True,False,False,"toad_smk0f","toad_smk0f","攻撃",-1,0,"",0,False,False
71,1,"ModelChara#1711","","BNpcCustomize#0","NpcEquip#0",False,"",False,"",False,"",False,"",False,"",False,"",False,"","",False,False,0,True,0,1.2,False,False,True,False,False,"toad_smk0f","toad_smk0f","攻撃",-1,0,"",0,False,False
72,1,"ModelChara#2094","","BNpcCustomize#0","NpcEquip#0",False,"スノーマン",False,"",False,"",False,"",False,"",False,"",False,"","",False,False,0,True,0,3,False,False,True,False,False,"","toad_smk0f","",-1,20,"",0,False,False
73,1,"ModelChara#2112","","BNpcCustomize#0","NpcEquip#0",False,"",False,"",False,"",False,"",False,"",False,"",False,"","",False,False,0,True,0,0.7,False,False,True,False,False,"","","",-1,0,"",0,False,False
74,1,"ModelChara#107","","BNpcCustomize#0","NpcEquip#0",False,"炸裂岩",False,"",False,"",False,"",False,"",False,"",False,"","",True,False,0,True,0,2,False,False,True,False,False,"toad_smk0f","toad_smk0f","",-1,0,"",0,False,False
75,1,"ModelChara#0","","BNpcCustomize#0","NpcEquip#1653",False,"声援：赤",False,"声援：黄",False,"声援：青",False,"公演参加終了",False,"",False,"",False,"","",True,False,0,True,0,1,False,True,True,False,False,"classchng_sp1t","classchng_sp1t","",-1,0,"",0,False,False
76,1,"ModelChara#0","","BNpcCustomize#0","NpcEquip#1654",False,"声援：赤",False,"声援：黄",False,"声援：青",False,"公演参加終了",False,"",False,"",False,"","",True,False,0,True,0,1,False,True,True,False,False,"classchng_sp1t","classchng_sp1t","",-1,0,"",0,False,False
77,1,"ModelChara#862","","BNpcCustomize#0","NpcEquip#835",False,"攻撃",False,"爆発霧散",False,"",False,"",False,"",False,"",False,"","",False,False,0,True,0,1.2,False,False,True,False,False,"toad_smk0f","toad_smk0f","",-1,20,"",0,False,False
78,1,"ModelChara#2128","","BNpcCustomize#0","NpcEquip#0",False,"",False,"",False,"",False,"",False,"",False,"",False,"","",False,False,0,True,0,2,False,False,True,False,False,"toad_smk0f","toad_smk0f","",-1,50,"",0,False,False
79,1,"ModelChara#0","","BNpcCustomize#0","NpcEquip#1655",False,"声援：赤",False,"声援：黄",False,"声援：青",False,"公演参加終了",False,"",False,"",False,"","",True,False,0,True,0,1,False,True,True,False,False,"classchng_sp1t","classchng_sp1t","",-1,0,"",0,False,False
80,1,"ModelChara#0","","BNpcCustomize#0","NpcEquip#1650",False,"",False,"",False,"",False,"",False,"",False,"",False,"","",False,False,0,True,0,1,False,True,True,False,False,"","","",-1,0,"",0,False,False
81,1,"ModelChara#0","","BNpcCustomize#0","NpcEquip#1651",False,"",False,"",False,"",False,"",False,"",False,"",False,"","",False,False,0,True,0,1,False,True,True,False,False,"","","",-1,0,"",0,False,False
82,1,"ModelChara#0","","BNpcCustomize#0","NpcEquip#1652",False,"",False,"",False,"",False,"",False,"",False,"",False,"","",False,False,0,True,0,1,False,True,True,False,False,"","","",-1,0,"",0,False,False
83,1,"ModelChara#480","","BNpcCustomize#0","NpcEquip#0",False,"",False,"",False,"",False,"",False,"",False,"",False,"","",False,False,0,True,0,1,False,False,True,False,False,"","","",-1,0,"",0,False,False
84,1,"ModelChara#3213","","BNpcCustomize#0","NpcEquip#0",False,"",False,"",False,"",False,"",False,"",False,"",False,"","",False,False,0,True,0,1.3,False,False,True,False,False,"","","",-1,0,"",0,False,False
85,3,"ModelChara#0","","BNpcCustomize#516","NpcEquip#964",False,"ルインガ",False,"フィジク",False,"トライパニッシュ",False,"プチメテオ",False,"",False,"",False,"","",True,False,0,True,0,1,False,False,True,False,False,"","","攻撃",-1,0,"ディープルート",1,False,False
86,1,"ModelChara#2251","","BNpcCustomize#0","NpcEquip#0",False,"",False,"",False,"",False,"",False,"",False,"",False,"","",False,False,0,True,0,2.5,False,False,True,False,False,"","","",-1,0,"",0,False,False
87,1,"ModelChara#2252","","BNpcCustomize#0","NpcEquip#0",False,"",False,"",False,"",False,"",False,"",False,"",False,"","",False,False,0,True,0,2.5,False,False,True,False,False,"","","",-1,0,"",0,False,False
88,1,"ModelChara#2253","","BNpcCustomize#0","NpcEquip#0",False,"",False,"",False,"",False,"",False,"",False,"",False,"","",False,False,0,True,0,2.5,False,False,True,False,False,"","","攻撃",-1,0,"",0,False,False
89,1,"ModelChara#2254","","BNpcCustomize#0","NpcEquip#0",False,"",False,"",False,"",False,"",False,"",False,"",False,"","",False,False,0,True,0,2.5,False,False,True,False,False,"","","攻撃",-1,0,"",0,False,False
90,1,"ModelChara#2255","","BNpcCustomize#0","NpcEquip#0",False,"",False,"",False,"",False,"",False,"",False,"",False,"","",False,False,0,True,0,2.5,False,False,True,False,False,"","","攻撃",-1,0,"",0,False,False
91,1,"ModelChara#2249","","BNpcCustomize#0","NpcEquip#0",False,"",False,"",False,"",False,"",False,"",False,"",False,"","",False,False,0,True,0,1,False,False,True,False,False,"","","",-1,0,"",0,False,False
92,1,"ModelChara#2250","","BNpcCustomize#0","NpcEquip#0",False,"",False,"",False,"",False,"",False,"",False,"",False,"","",False,False,0,True,0,1,False,False,True,False,False,"","","",-1,0,"",0,False,False
93,1,"ModelChara#2274","","BNpcCustomize#0","NpcEquip#0",False,"",False,"",False,"",False,"",False,"",False,"",False,"","",False,False,0,True,0,2,False,False,True,False,False,"toad_smk0f","toad_smk0f","",-1,0,"",0,False,False
94,0,"ModelChara#0","","BNpcCustomize#0","NpcEquip#0",False,"",False,"",False,"",False,"",False,"",False,"",False,"","",False,False,0,False,0,0,False,False,False,False,False,"","","",0,0,"",0,False,False
95,0,"ModelChara#0","","BNpcCustomize#0","NpcEquip#0",False,"",False,"",False,"",False,"",False,"",False,"",False,"","",False,False,0,False,0,0,False,False,False,False,False,"","","",0,0,"",0,False,False
96,3,"ModelChara#0","","BNpcCustomize#526","NpcEquip#963",False,"サイオンズ・ストンジャ",False,"サイオンズ・エアロラ",False,"サイオンズ・ケアルラ",False,"マナチャージ",False,"",False,"",False,"","",True,False,0,True,0,1,False,False,True,False,False,"","","攻撃",-1,0,"オディアスエアー",2,False,False
97,1,"ModelChara#2264","","BNpcCustomize#0","NpcEquip#0",False,"",False,"",False,"",False,"",False,"",False,"",False,"","",False,False,0,True,0,1,False,False,True,False,False,"","","",-1,0,"",0,False,False
98,1,"ModelChara#2127","","BNpcCustomize#0","NpcEquip#0",False,"",False,"",False,"",False,"",False,"",False,"",False,"","",False,False,0,True,0,7,False,False,True,False,False,"toad_smk0f","m0456_hensin0f","",-1,0,"",0,False,False
99,1,"ModelChara#1699","","BNpcCustomize#0","NpcEquip#292",False,"",False,"",False,"",False,"",False,"",False,"",False,"","",False,False,0,True,0,2.5,False,False,True,False,False,"toad_smk0f","toad_smk0f","",-1,0,"",0,False,False
100,1,"ModelChara#2272","","BNpcCustomize#0","NpcEquip#0",False,"",False,"",False,"",False,"",False,"",False,"",False,"","",False,False,0,True,0,1,False,False,True,False,False,"","","",-1,0,"",0,False,False
101,1,"ModelChara#1409","","BNpcCustomize#0","NpcEquip#0",False,"",False,"",False,"",False,"",False,"",False,"",False,"","",False,False,0,True,0,1.4,False,False,True,False,False,"toad_smk0f","toad_smk0f","",-1,0,"ロイヤルファウント",0,False,False
102,1,"ModelChara#1906","","BNpcCustomize#0","NpcEquip#0",False,"",False,"",False,"",False,"",False,"",False,"",False,"","",False,False,0,True,0,4,False,False,True,False,False,"toad_smk0f","toad_smk0f","攻撃",-1,0,"",0,False,False
103,1,"ModelChara#297","","BNpcCustomize#0","NpcEquip#0",False,"",False,"",False,"",False,"",False,"",False,"",False,"","",False,False,0,True,0,3,False,False,True,False,False,"toad_smk0f","toad_smk0f","",-1,0,"",0,False,False
104,1,"ModelChara#735","","BNpcCustomize#0","NpcEquip#0",False,"",False,"",False,"",False,"",False,"",False,"",False,"","",False,False,0,True,0,1.5,False,False,True,False,False,"toad_smk0f","toad_smk0f","攻撃",-1,0,"シート・オブ・アイス",0,False,False
105,1,"ModelChara#1350","","BNpcCustomize#0","NpcEquip#0",False,"",False,"",False,"",False,"",False,"",False,"",False,"","",False,False,0,True,0,3,False,False,True,False,False,"toad_smk0f","toad_smk0f","",-1,0,"ライトスピード",0,False,False
106,1,"ModelChara#283","","BNpcCustomize#0","NpcEquip#0",False,"",False,"",False,"",False,"",False,"",False,"",False,"","",False,False,0,True,0,2.5,False,False,True,False,False,"toad_smk0f","toad_smk0f","攻撃",-1,0,"ヘイルストーム",0,False,False
107,1,,"","BNpcCustomize#0","NpcEquip#0",False,"",False,"",False,"",False,"",False,"",False,"",False,"","",False,False,0,True,0,1,False,False,True,False,False,"","","",-1,0,"",0,False,False
108,1,,"","BNpcCustomize#0","NpcEquip#0",False,"",False,"",False,"",False,"",False,"",False,"",False,"","",False,False,0,True,0,1,False,False,True,False,False,"","","",-1,0,"",0,False,False
109,1,,"","BNpcCustomize#0","NpcEquip#0",False,"",False,"",False,"",False,"",False,"",False,"",False,"","",False,False,0,True,0,1,False,False,True,False,False,"","","",-1,0,"",0,False,False
110,1,,"","BNpcCustomize#0","NpcEquip#0",False,"",False,"",False,"",False,"",False,"",False,"",False,"","",False,False,0,True,0,1,False,False,True,False,False,"","","",-1,0,"",0,False,False
111,1,"ModelChara#1665","","BNpcCustomize#0","NpcEquip#0",False,"",False,"",False,"",False,"",False,"",False,"",False,"","",False,False,0,True,0,2,False,False,True,False,False,"toad_smk0f","toad_smk0f","攻撃",-1,0,"ストンガ",0,False,False
112,1,,"","BNpcCustomize#0","NpcEquip#0",False,"",False,"",False,"",False,"",False,"",False,"",False,"","",False,False,0,True,0,1,False,False,True,False,False,"","","",-1,0,"",0,False,False
113,1,"ModelChara#1063","","BNpcCustomize#0","NpcEquip#0",False,"",False,"",False,"",False,"",False,"",False,"",False,"","",False,False,0,True,0,2,False,False,True,False,False,"toad_smk0f","toad_smk0f","攻撃",-1,0,"ストンガ",0,False,False
114,1,,"","BNpcCustomize#0","NpcEquip#0",False,"",False,"",False,"",False,"",False,"",False,"",False,"","",False,False,0,True,0,1,False,False,True,False,False,"","","",-1,0,"",0,False,False
115,1,,"","BNpcCustomize#0","NpcEquip#0",False,"",False,"",False,"",False,"",False,"",False,"",False,"","",False,False,0,True,0,1,False,False,True,False,False,"","","",-1,0,"",0,False,False
116,1,,"","BNpcCustomize#0","NpcEquip#0",False,"",False,"",False,"",False,"",False,"",False,"",False,"","",False,False,0,True,0,1,False,False,True,False,False,"","","",-1,0,"",0,False,False
