key,0,1,2,3,4,5,6,7,8,9,10,11
131117,,"f1f1","DefaultTalk#590524","DefaultTalk#590525",,"WarpCondition#15","","","",False,"Travel Beyond the White Wolf Gate","Travel beyond the White Wolf Gate?"
131118,,"f1t1","DefaultTalk#590529","DefaultTalk#590526",,"WarpCondition#15","","","",False,"","Enter Gridania?"
131119,,"s1f3","DefaultTalk#590527",,"DefaultTalk#590630","WarpCondition#16","","","",False,"Purchase Passage to Raincatcher Gully","Travel to Raincatcher Gully for 40 gil?"
131120,,"s1f3","DefaultTalk#590528",,"DefaultTalk#590631","WarpCondition#16","","","",False,"Purchase Passage to Hidden Falls","Travel to Hidden Falls for 40 gil?"
131121,"Level#3877982","f1e5","DefaultTalk#590535","DefaultTalk#590536",,"WarpCondition#19","","","",False,"Seek Entry to the Lotus Stand","Proceed to the Lotus Stand?"
131122,"Level#4146949","s1e4","DefaultTalk#590563",,,"WarpCondition#20","","","",False,"Seek Entry to the Command Room","Enter the command room?"
131123,,"s1t2",,,,"WarpCondition#1","","","",False,"","Leave the command room?"
131124,,"s1f1",,,,"WarpCondition#2","WarpRentalChocobo","","",False,"",""
131125,,"w1f2",,,,"WarpCondition#2","WarpRentalChocobo","","",False,"",""
131126,,"w1f4","DefaultTalk#590603",,,"WarpCondition#1","","","",False,"","Travel to the Minotaur Malm?"
131127,,"w1f4","DefaultTalk#590604",,,"WarpCondition#1","","","",False,"","Travel to Nald's Reflection?"
131128,"Level#4103339","w1t1","DefaultTalk#590607",,,"WarpCondition#1","","","",False,"","Leave the landing area?"
131129,"Level#4103382","f1t1","DefaultTalk#590608",,,"WarpCondition#1","","","",False,"","Leave the landing area?"
131130,"Level#4103399","s1t1","DefaultTalk#590609",,,"WarpCondition#1","","","",False,"","Leave the landing area?"
131131,,"s1p1","DefaultTalk#590632",,,"WarpCondition#1","","","",False,"Seek Passage to the Wolves' Den","Travel to the Wolves' Den?"
131132,,"s1f2","DefaultTalk#590633",,,"WarpCondition#1","","","",False,"Seek Passage to the Moraby Drydocks","Travel to the Moraby Drydocks?"
131133,"Level#4165794","s1f4","DefaultTalk#590634",,,"WarpCondition#1","","","",False,"Seek Passage to Aleport","Travel to Aleport?"
131134,"Level#4264587","s1f4","DefaultTalk#590635","DefaultTalk#590636","DefaultTalk#590637","WarpCondition#22","","","",False,"Purchase Passage to the Isles of Umbra","Travel to the Isles of Umbra for 40 gil?"
131135,"Level#4165794","s1f4",,,,"WarpCondition#1","","","",False,"Seek Passage to Aleport","Travel to Aleport?"
131136,,"s1f4","DefaultTalk#590638","DefaultTalk#590639","DefaultTalk#590640","WarpCondition#23","","","",False,"Purchase Passage to the Serpent's Tongue","Travel to the Serpent's Tongue for 40 gil?"
131137,,"l1f1",,,,"WarpCondition#1","","","",False,"","Leave Cid's workshop?"
131138,"Level#4102803","f1t1","DefaultTalk#590843",,,"WarpCondition#1","","","",False,"","Travel to Gridania?"
131139,,"s1f3",,,,"WarpCondition#1","","","",False,"","Leave the Binding Coil of Bahamut?"
131140,"Level#4332121","w1f5",,,,"WarpCondition#1","","","ffxiv/dunsea/dunsea1b720/dunsea1b720",False,"","Leave the Binding Coil of Bahamut?"
131141,,"s1b7",,,,"WarpCondition#1","","ffxiv/dunsea/dunsea1b710/dunsea1b710","",False,"","Activate the lift?"
131142,,"l1e1",,,,"WarpCondition#1","","","",False,"","Enter the solar?"
131143,,"l1e1",,,,"WarpCondition#1","","","",False,"","Leave the solar?"
131144,,"l1e1",,,,"WarpCondition#1","","","",False,"","Enter the Rising Stones?"
131145,,"l1f1",,,,"WarpCondition#1","","","",False,"","Leave the Rising Stones?"
131146,,"l1f1",,,,"WarpCondition#1","","","",False,"","Enter the Eight Sentinels?"
131147,,"l1f1",,,,"WarpCondition#1","","","",False,"","Leave the Eight Sentinels?"
131148,,,,,,"WarpCondition#1","WarpHousingEnterHouse","","",False,"","Enter the estate hall?"
131149,,,,,,"WarpCondition#1","WarpHousingExitHouse","","",False,"","Leave the estate hall?"
131150,,"f1h1","DefaultTalk#591149",,,"WarpCondition#1","","","",False,"",""
131151,,"f1f1","DefaultTalk#591150",,,"WarpCondition#1","","","",False,"",""
131152,"Level#4618997","s1f6",,,,"WarpCondition#1","","","",False,"","Leave the 13th Order workshop?"
131153,,"s1f4",,,,"WarpCondition#1","","","",False,"","Return to Novv's Nursery?"
131154,,"s1f4",,,,"WarpCondition#1","","","",False,"","Return to Novv's Nursery?"
131155,,"s1f4",,,,"WarpCondition#1","","","",False,"","Return to Novv's Nursery?"
131156,,"s1f4",,,,"WarpCondition#1","","","",False,"","Return to Novv's Nursery?"
131157,,"s1f4",,,,"WarpCondition#1","","","",False,"","Return to Novv's Nursery?"
131158,,"f1h1","DefaultTalk#591254","DefaultTalk#591260",,"WarpCondition#24","","","",False,"Seek Passage to the Lavender Beds","Travel to the Lavender Beds?"
131159,"Level#1381038","f1t2","DefaultTalk#591255","DefaultTalk#591261",,"WarpCondition#24","","","",False,"",""
131160,,"s1h1","DefaultTalk#591256","DefaultTalk#591262",,"WarpCondition#25","","","",False,"Seek Passage to Mist","Travel to Mist?"
131161,,"s1t2","DefaultTalk#591257","DefaultTalk#591263",,"WarpCondition#25","","","",False,"",""
131162,,"w1h1","DefaultTalk#591258","DefaultTalk#591264",,"WarpCondition#26","","","",False,"",""
131163,,"w1t2","DefaultTalk#591259","DefaultTalk#591265",,"WarpCondition#26","","","",False,"",""
131164,,"f1f4",,,,"WarpCondition#1","","","",False,"","Leave the Eorzean subterrane?"
131165,"Level#4332121","w1f5",,,,"WarpCondition#1","","","",False,"","Leave the Binding Coil of Bahamut?"
131166,"Level#5036036","r1e2","DefaultTalk#591750",,,"WarpCondition#1","","","",False,"","Enter the intercessory?"
131167,"Level#5036025","r1f1",,,,"WarpCondition#1","","","",False,"","Leave the intercessory?"
131168,"Level#5038695","f1f2",,,,"WarpCondition#1","","","",False,"","Leave the Ivory Chapel?"
131169,"Level#5049372","s1f3","DefaultTalk#590097",,,"WarpCondition#1","","","",False,"Board the Rhotano Privateer","Board the Rhotano privateer?"
131170,"Level#4165755","s1f3","DefaultTalk#590098",,,"WarpCondition#1","","","",False,"Return to Costa del Sol","Return to Costa del Sol?"
131171,,"s1t2",,,,"WarpCondition#1","","","",False,"","Leave the guild?"
131172,"Level#5341051","s1t2","DefaultTalk#591865",,,"WarpCondition#27","","","",False,"Enter the Rogues' Guild","Enter the Rogues' Guild?"
131173,,"s1f3",,,,"WarpCondition#1","","","",False,"","Leave the dock storehouse?"
131174,"Level#5341524","s1f3","DefaultTalk#591889","DefaultTalk#591888",,"WarpCondition#28","","","",False,"Enter the dock storehouse","Enter the dock storehouse?"
131175,,"w1f5",,,,"WarpCondition#1","","","",False,"","Leave the Eorzean subterrane?"
131176,"Level#5038252","f1e6",,,,"WarpCondition#1","WarpWeddingPlaceDesk","","",False,"","Enter the Ivory Chapel?"
131177,,"w1ed","DefaultTalk#591975",,,"WarpCondition#1","","","",False,"","Ride lift to Chocobo Square?"
131178,,"w1eb","DefaultTalk#591981",,,"WarpCondition#1","","","",False,"","Return to Entrance Square?"
131179,,"w1eb",,"DefaultTalk#591990",,"WarpCondition#29","","","",False,"Seek Passage to the Gold Saucer","Travel to the Gold Saucer?"
131180,,"w1eb",,"DefaultTalk#591990",,"WarpCondition#29","","","",False,"Seek Passage to the Gold Saucer","Travel to the Gold Saucer?"
131181,,"w1eb",,"DefaultTalk#591990",,"WarpCondition#29","","","",False,"Seek Passage to the Gold Saucer","Travel to the Gold Saucer?"
131182,"Level#4103399","s1t1",,,"DefaultTalk#592264","WarpCondition#30","","","",False,"Purchase Passage to Limsa Lominsa","Travel to Limsa Lominsa for 120 gil?"
131183,"Level#4103339","w1t1",,,,"WarpCondition#1","","","",False,"Seek Passage to Ul'dah","Travel to Ul'dah?"
131184,"Level#4103382","f1t1",,,"DefaultTalk#592264","WarpCondition#30","","","",False,"Purchase Passage to Gridania","Travel to Gridania for 120 gil?"
131185,,"r2t1","DefaultTalk#592249",,,"WarpCondition#1","","","",False,"","Cross the Steps of Faith to the Arc of the Worthy?"
131186,,"r1f1","DefaultTalk#592250",,,"WarpCondition#1","","","",False,"","Return to the Gates of Judgement?"
131187,"Level#5822019","r2e5","DefaultTalk#592251",,,"WarpCondition#1","","","",False,"Enter the Proving Grounds","Enter the proving grounds?"
131188,,"a2f1",,,,"WarpCondition#1","","","",False,"Seek Passage to Cloudtop","Travel to Cloudtop?"
131189,,"a2f1","DefaultTalk#592253",,,"WarpCondition#1","","","",False,"","Travel to the Blue Window?"
131190,,"a2f2","DefaultTalk#592254",,,"WarpCondition#1","","","",False,"Seek Passage to Azys Lla","Make the journey to Azys Lla?"
131191,,"r2e1","DefaultTalk#592255",,,"WarpCondition#1","","","",False,"","Enter Saint Endalim's Scholasticate?"
131192,"Level#5822004","r2e4","DefaultTalk#592256",,,"WarpCondition#1","","","",False,"","Enter Fortemps Manor?"
131193,,"r2t2",,,,"WarpCondition#1","","","",False,"","Leave Saint Endalim's Scholasticate?"
131194,"Level#5827491","r2t1",,,,"WarpCondition#1","","","",False,"","Leave the Seat of the Lord Commander?"
131195,"Level#5827750","r2t2",,,,"WarpCondition#1","","","",False,"","Leave Fortemps Manor?"
131196,,"r2t1",,,,"WarpCondition#1","","","",False,"","Leave the proving grounds?"
131197,,"r2t2","DefaultTalk#592257",,,"WarpCondition#1","","","",False,"","Travel to Ishgard?"
131198,,"r2t2",,,,"WarpCondition#1","","","",False,"","Travel to Ishgard?"
131199,,"d2f3","DefaultTalk#592259",,,"WarpCondition#1","","","",False,"","Climb Sohm Al to the Churning Mists?"
131200,,"d2f1",,,,"WarpCondition#1","","","",False,"","Descend Sohm Al to the Dravanian forelands?"
131201,,"d2e3",,,,"WarpCondition#1","","","",False,"","Enter Matoya's Cave?"
131202,,"d2f2",,,,"WarpCondition#1","","","",False,"","Leave Matoya's Cave?"
131203,,"r2t2",,,,"WarpCondition#1","","","",False,"","Travel to Ishgard?"
131204,,"r2ti",,,,"WarpCondition#5","WarpInnIshgard","","",False,"",""
131205,,"r2t1",,,,"WarpCondition#1","","","",False,"","Exit room?"
131206,"Level#5857271","d2f1",,,,"WarpCondition#1","","","",False,"","Exit the sacrificial chamber?"
131207,,"a2f2",,,,"WarpCondition#1","","","",False,"","Move to the Alpha Quadrant?"
131208,"Level#5890159","a2f2",,,,"WarpCondition#1","","","",False,"","Move to the Beta Quadrant?"
131209,,"a2f2",,,,"WarpCondition#1","","","",False,"","Move to the Beta Quadrant?"
131210,,"a2f2",,,,"WarpCondition#1","","","",False,"","Move to the Gamma Quadrant?"
131211,,"a2f2",,,,"WarpCondition#1","","","",False,"","Move to the Gamma Quadrant?"
131212,,"a2f2",,,,"WarpCondition#1","","","",False,"","Move to the Delta Quadrant?"
131213,,"a2f2",,,,"WarpCondition#1","","","",False,"","Move to the research facility?"
131214,,"d2f2",,,,"WarpCondition#1","","","",False,"","Leave Articulation?"
131215,,"d2f2",,,,"WarpCondition#1","","","",False,"","Leave the Gordian Knot?"
131216,"Level#6034535","l1e2","DefaultTalk#592868",,,"WarpCondition#31","","","",False,"Escape Reality","Climb to the Eighteenth Floor?"
131217,"Level#6034570","w1t1",,,,"WarpCondition#1","","","",False,"Live the Fantasy","Leave the Eighteenth Floor?"
131218,,"d2f2",,,,"WarpCondition#1","","","",False,"","Use a shortcut to travel to the Dravanian hinterlands?"
131219,,"f1t1",,,,"WarpCondition#1","","","",False,"","Leave the Twin Adder Barracks?"
131220,,"d2f2",,"DefaultTalk#593136",,"WarpCondition#32","","","",False,"","Return to the goodly adventurer?"
131221,,"d2f2",,,,"WarpCondition#1","","","",False,"","Leave Articulation?"
131222,,"d2f2",,,,"WarpCondition#1","","","",False,"","Leave the Midan Knot?"
131223,"Level#6256320","a2e3",,,,"WarpCondition#1","","","",False,"","Fly to the Parrock?"
131224,"Level#6256553","a2f1",,,,"WarpCondition#1","","","",False,"","Return to Coldwind?"
131225,,"a2e4",,,,"WarpCondition#1","","","",False,"","Enter Leofard's chambers?"
131226,,"a2e3",,,,"WarpCondition#1","","","",False,"","Exit Leofard's chambers?"
131227,,"a2e3",,,,"WarpCondition#1","","","",False,"","Exit the airship landing?"
131228,,"a2e3",,,,"WarpCondition#1","","","",False,"","Enter the airship landing?"
131229,,"r2t2",,,"DefaultTalk#590453","WarpCondition#33","","","",False,"Purchase Passage to Ishgard","Travel to Ishgard for 150 gil?"
131230,,"r2t2",,,"DefaultTalk#590454","WarpCondition#33","","","",False,"Purchase Passage to Ishgard","Travel to Ishgard for 150 gil?"
131231,,"r2t2",,,"DefaultTalk#590455","WarpCondition#33","","","",False,"Purchase Passage to Ishgard","Travel to Ishgard for 150 gil?"
131232,"Level#4103339","w1t1",,,"DefaultTalk#592480","WarpCondition#33","","","",False,"Purchase Passage to Ul'dah","Travel to Ul'dah for 150 gil?"
131233,"Level#4103382","f1t1",,,"DefaultTalk#592480","WarpCondition#33","","","",False,"Purchase Passage to Gridania","Travel to Gridania for 150 gil?"
131234,"Level#4103399","s1t1",,,"DefaultTalk#592480","WarpCondition#33","","","",False,"Purchase Passage to Limsa Lominsa","Travel to Limsa Lominsa for 150 gil?"
131235,,"r2t1",,,,"WarpCondition#1","","","",False,"","Travel to Ishgard?"
131236,"Level#6385473","f1f3",,,,"WarpCondition#1","","","",False,"","Exit the Palace of the Dead?"
131237,,"r2t2",,,"DefaultTalk#592480","WarpCondition#33","","","",False,"Purchase Passage to Ishgard","Travel to Ishgard for 150 gil?"
131238,,"w1eb",,,"DefaultTalk#592264","WarpCondition#34","","","",False,"Seek Passage to the Gold Saucer","Travel to the Gold Saucer?"
131239,,"d2f2",,,,"WarpCondition#1","","","",False,"","Exit Central Control?"
131240,"Level#6483471","w1ef","DefaultTalk#593427","DefaultTalk#593426",,"WarpCondition#35","","","",False,"Inquire Within","Enter the children's ward?"
131241,,"w1t2",,,,"WarpCondition#1","","","",False,"","Leave the children's ward?"
131242,,"d2f2",,,,"WarpCondition#1","","","",False,"","Leave the Main Generators?"
131243,,"s1t1",,,,"WarpCondition#1","","","",False,"","Leave the Maelstrom Barracks?"
131244,,"w1t1",,,,"WarpCondition#1","","","",False,"","Leave the Flame Barracks?"
131245,,"e3ti",,,,"WarpCondition#5","WarpInnKugane","","",False,"",""
131246,,"e3t1",,,,"WarpCondition#1","","","",False,"","Exit room?"
131247,,"l1f1",,,,"WarpCondition#1","","","",False,"","Exit Omega Control?"
131248,,"e1h1","DefaultTalk#593638",,,"WarpCondition#1","","","",False,"",""
131249,,"e3t1","DefaultTalk#593640","DefaultTalk#593639",,"WarpCondition#36","","","",False,"",""
131250,,"f1f2","DefaultTalk#593642",,,"WarpCondition#1","","","",False,"","Travel to Amarissaix's Spire?"
131251,,"g3f1","DefaultTalk#593643",,,"WarpCondition#1","","","",False,"","Travel to Castrum Oriens?"
131252,,"s1t2",,,"DefaultTalk#593644","WarpCondition#37","","","",False,"Purchase Passage to Limsa Lominsa","Travel to Limsa Lominsa for 300 gil?"
131253,,"e3t1",,,"DefaultTalk#593645","WarpCondition#37","","","",False,"Purchase Passage to Kugane","Travel to Kugane for 300 gil?"
131254,,"g3f1","DefaultTalk#593646",,,"WarpCondition#1","","","",False,"","Approach Virdjala?"
131255,,"g3f1","DefaultTalk#593647",,,"WarpCondition#1","","","",False,"","Approach Pike Falls?"
131256,,"g3f3","DefaultTalk#593648",,,"WarpCondition#1","","","",False,"","Enter the Ala Mhigan Quarter?"
131257,,"g3f3","DefaultTalk#593649",,,"WarpCondition#1","","","",False,"","Enter the tunnel?"
131258,,"g3f3","DefaultTalk#593650",,,"WarpCondition#1","","","",False,"","Enter the Ala Mhigan Quarter?"
131259,,"g3f3","DefaultTalk#593651",,,"WarpCondition#1","","","",False,"","Leave the Ala Mhigan Quarter?"
131260,,"e3t1",,,,"WarpCondition#1","","","",False,"","Exit the Ruby Bazaar offices?"
131261,,"e3e1","DefaultTalk#593652",,,"WarpCondition#1","","","",False,"Enter the Ruby Bazaar Offices","Enter the Ruby Bazaar offices?"
131262,,"e3t1",,,,"WarpCondition#1","","","",False,"","Proceed to the airship landing?"
131263,,"e3t1",,,,"WarpCondition#1","","","",False,"","Exit the airship landing?"
131264,,"e3e5","DefaultTalk#593655",,,"WarpCondition#1","","","",False,"Enter the House of the Fierce","Enter the House of the Fierce?"
131265,,"e3f2","DefaultTalk#593656",,,"WarpCondition#1","","","",False,"","Enter the House of the Fierce?"
131266,,"e3f2","DefaultTalk#593657",,,"WarpCondition#1","","","",False,"","Exit the House of the Fierce?"
131267,,"e3ea","DefaultTalk#593661",,,"WarpCondition#1","","","",False,"","Enter the Doman Enclave?"
131268,,"e3f2","DefaultTalk#593660",,,"WarpCondition#1","","","",False,"","Travel to the Glittering Basin?"
131269,,"e3f3","DefaultTalk#593658",,,"WarpCondition#1","","","",False,"","Descend from the Dawn Throne?"
131270,,"e3f3","DefaultTalk#593659","DefaultTalk#593665",,"WarpCondition#38","","","",False,"","Ascend to the Dawn Throne?"
131271,,"g3f2","DefaultTalk#593662",,,"WarpCondition#1","","","",False,"","Travel to Specula Imperatoris?"
131272,,"g3f2","DefaultTalk#593663",,,"WarpCondition#1","","","",False,"","Leave Specula Imperatoris?"
131273,,"g3f1",,,,"WarpCondition#1","","","",False,"","Leave the First Altar of Djanan Qhat?"
131274,,"s1t2",,,,"WarpCondition#1","","","",False,"","Travel to Limsa Lominsa?"
131275,,"g3f1",,"DefaultTalk#593703",,"WarpCondition#39","","","",False,"","Return to the battle-scarred veteran?"
131276,,"g3f3",,,,"WarpCondition#1","","","",False,"","Leave the Royal Menagerie?"
131277,,"g3f2",,,,"WarpCondition#1","","","",False,"","Proceed through the gate?"
131278,,"g3f2",,,,"WarpCondition#1","","","",False,"","Proceed through the gate?"
131279,,"g3f1",,,,"WarpCondition#1","","","",False,"","Leave the Interdimensional Rift?"
131280,,"w1f1",,,,"WarpCondition#1","","","",False,"","Escape the Mordion Gaol?"
131281,,"z3e2","DefaultTalk#594538",,,"WarpCondition#1","","","",False,"","Enter the tiring room?"
131282,,"e3t1",,,,"WarpCondition#1","","","",False,"","Return to Kugane?"
131283,,"z3e3",,,,"WarpCondition#1","","","",False,"","Report to the bridge?"
131284,,"z3e2",,,,"WarpCondition#1","","","",False,"","Enter the tiring room?"
131285,,"g3f3",,,,"WarpCondition#1","","","",False,"","Leave the Royal Palace?"
131286,,"g3f3",,,,"WarpCondition#1","","","",False,"","Leave the Resonatorium?"
131287,,"g3e4_2","DefaultTalk#594578",,,"WarpCondition#1","","","",False,"","Move to the Royal Menagerie?"
131288,,"g3f3",,,,"WarpCondition#1","","","",False,"","Leave the Royal Menagerie?"
131289,,"g3f3","DefaultTalk#594628",,,"WarpCondition#1","","","",False,"","Leave the Royal Palace?"
131290,,"e3f1","DefaultTalk#594638",,"DefaultTalk#594639","WarpCondition#40","","","",False,"","Travel to Sakazuki for 30 gil?"
131291,,"e3f1","DefaultTalk#594640",,"DefaultTalk#594641","WarpCondition#40","","","",False,"","Travel to Onokoro for 30 gil?"
131292,,"e3eb","DefaultTalk#593661",,,"WarpCondition#1","","","",False,"","Travel to the Doman Enclave?"
131293,,"e3ec","DefaultTalk#594559",,,"WarpCondition#1","","","",False,"","Travel to the Doman Enclave?"
131294,,"e3ec",,,,"WarpCondition#1","","","",False,"","Leave the Kienkan?"
131295,,"e3e8","DefaultTalk#594756",,,"WarpCondition#1","","","",False,"Enter Reisen Temple","Enter Reisen Temple?"
131296,,"e3f2",,,,"WarpCondition#1","","","",False,"","Exit to Yanxia?"
131297,,"e3f1","DefaultTalk#594754",,,"WarpCondition#1","","","",False,"","Leave Reisen Temple?"
131298,,"e3f1",,,,"WarpCondition#1","","","",False,"","Exit Heaven-on-High?"
131299,,"g3f1","DefaultTalk#594718",,,"WarpCondition#1","","","",False,"","Approach Virdjala?"
131300,,"z3e3","DefaultTalk#594829",,,"WarpCondition#1","","","",False,"","Report to the bridge?"
131301,,"e3f3","DefaultTalk#594861",,,"WarpCondition#1","","","",False,"","Descend from Dhoro Iloh?"
131302,,"e3f3","DefaultTalk#594860",,,"WarpCondition#1","","","",False,"","Ascend to Dhoro Iloh?"
131303,,"f1d9_event","DefaultTalk#594983",,,"WarpCondition#1","","","",False,"","Enter the Haunted Manor?"
131304,,"f1t2",,,,"WarpCondition#1","","","",False,"","Leave the Haunted Manor?"
131305,,"g3f3",,,,"WarpCondition#1","","","",False,"","Travel to the Lochs?"
131306,,"g3f3",,,,"WarpCondition#1","","","",False,"","Travel to the Lochs?"
