key,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37
8,"マメット003U",0,"",0,0,1,0,0,"ModelChara#422",100,30,0,0,0,"追従",0,8,200,False,True,False,False,False,0,False,True,"ui/icon/004000/004408.tex",10004,True,0,10,420,13,120,20,1,631,"ドール"
9,"黒渦のチョコチョコボ",0,"",0,0,1,0,0,"ModelChara#424",100,30,0,30,0,"自律",0,8,3,True,False,True,False,True,0,False,True,"ui/icon/004000/004409.tex",2,True,0,10,315,19,30,30,1,601,"アニマル"
10,"双蛇のチョコチョコボ",0,"",0,0,1,0,0,"ModelChara#425",100,30,0,30,0,"自律",0,8,3,True,False,True,False,True,0,False,True,"ui/icon/004000/004410.tex",3,True,0,10,350,30,360,20,1,623,"アニマル"
11,"不滅のチョコチョコボ",0,"",0,0,1,0,0,"ModelChara#426",100,30,0,30,0,"自律",0,8,3,True,False,True,False,True,0,False,True,"ui/icon/004000/004411.tex",4,True,0,10,320,26,120,20,1,622,"アニマル"
12,"モルボルバルブ",0,"",0,0,1,0,0,"ModelChara#429",100,30,0,0,0,"自律",0,8,6,True,False,True,False,False,0,False,True,"ui/icon/004000/004412.tex",1003,True,0,30,560,20,120,20,1,602,"モンスター"
13,"タイニースクウィレル",0,"",0,0,1,0,0,"ModelChara#431",100,30,0,0,0,"自律",0,8,7,True,False,False,False,True,0,False,True,"ui/icon/004000/004413.tex",1004,True,0,10,400,14,120,20,1,622,"アニマル"
14,"ベイビーファンガー",0,"",0,0,1,0,0,"ModelChara#432",100,30,0,0,0,"自律",0,8,8,True,False,False,True,False,0,False,True,"ui/icon/004000/004414.tex",1005,True,0,10,395,4,120,20,1,602,"モンスター"
15,"チゴーラーヴァ",0,"",0,0,1,0,0,"ModelChara#433",100,30,0,0,0,"自律",0,8,9,True,False,True,True,False,0,False,True,"ui/icon/004000/004415.tex",1006,True,130,10,420,9,0,20,1,620,"アニマル"
16,"ブルーバード",0,"",0,0,1,0,0,"ModelChara#434",80,30,0,0,0,"自律",3,8,10,True,False,True,False,True,0,False,True,"ui/icon/004000/004416.tex",5001,True,100,15,460,1,120,20,1,605,"アニマル"
17,"アンテロープ・フォーン",0,"",0,0,1,0,0,"ModelChara#435",100,20,10,0,30,"自律",0,8,11,True,False,False,False,True,0,False,True,"ui/icon/004000/004417.tex",1007,True,0,15,400,22,360,20,2,632,"アニマル"
18,"ベイビーインプ",0,"",0,0,1,0,0,"ModelChara#436",100,20,10,0,0,"自律",0,8,12,True,False,False,False,True,0,False,True,"ui/icon/004000/004418.tex",1008,True,0,20,380,1,120,20,2,608,"モンスター"
19,"タイニークァール",0,"",0,0,1,0,0,"ModelChara#437",85,10,10,0,0,"自律",0,8,13,True,False,True,False,True,35,True,True,"ui/icon/004000/004452.tex",1009,True,0,10,365,1,30,30,3,603,"アニマル"
20,"ブラッククァール",0,"",0,0,1,0,0,"ModelChara#438",75,10,10,0,0,"自律",0,8,13,True,False,True,False,True,35,True,True,"ui/icon/004000/004514.tex",1010,True,0,15,380,31,0,30,3,620,"アニマル"
21,"マメット・ヒルディ",0,"",0,0,1,0,0,"ModelChara#882",100,10,0,0,0,"追従",0,8,268,False,True,False,False,False,0,False,True,"ui/icon/004000/004515.tex",9014,True,0,30,400,16,360,60,2,630,"ドール"
22,"グラベルゴーレム",0,"",0,0,1,0,0,"ModelChara#440",100,20,10,0,0,"追従",0,8,202,False,True,False,True,False,0,False,True,"ui/icon/004000/004419.tex",1011,True,0,20,480,10,0,20,2,620,"モンスター"
23,"マメット・トンベリ",0,"",0,0,1,0,0,"ModelChara#441",100,30,0,0,0,"追従",0,8,203,False,True,False,True,False,0,True,True,"ui/icon/004000/004453.tex",1012,True,0,20,470,16,360,60,1,630,"モンスター"
24,"タイニーアダマンタス",0,"",0,0,1,0,0,"ModelChara#442",100,10,10,0,0,"自律",0,8,18,True,False,False,False,True,0,False,True,"ui/icon/004000/004420.tex",1013,True,0,20,480,14,120,20,2,622,"モンスター"
25,"ベイビーラプトル",0,"",0,0,1,0,0,"ModelChara#443",100,20,20,0,0,"自律",0,8,19,True,False,False,False,True,0,False,True,"ui/icon/004000/004421.tex",1014,True,0,10,400,21,0,20,2,620,"モンスター"
26,"ベイビーバット",0,"",0,0,1,0,0,"ModelChara#444",100,30,0,0,0,"自律",0,8,20,True,False,False,False,False,0,False,True,"ui/icon/004000/004422.tex",1015,True,0,10,420,20,120,20,1,631,"モンスター"
27,"タイニーバルブ",0,"",0,0,1,0,0,"ModelChara#445",100,30,0,0,0,"自律",0,8,21,True,False,False,False,False,0,False,True,"ui/icon/004000/004423.tex",1016,True,0,25,480,35,360,25,1,634,"モンスター"
28,"ダストバニー",0,"",0,0,1,0,0,"ModelChara#446",100,10,10,0,30,"自律",0,8,22,True,False,False,True,False,0,False,True,"ui/icon/004000/004424.tex",1017,True,0,10,340,1,120,20,2,609,"アニマル"
29,"マメット・デュラハン",0,"",0,0,1,0,0,"ModelChara#447",100,30,0,0,0,"追従",0,8,204,False,True,True,False,False,0,False,True,"ui/icon/004000/004425.tex",1018,True,0,20,445,35,360,30,1,634,"モンスター"
30,"ギガンジャクシ",0,"",0,0,1,0,0,"ModelChara#448",100,30,0,0,0,"自律",0,8,24,True,False,False,False,False,0,False,True,"ui/icon/004000/004426.tex",1019,True,0,20,495,13,30,20,1,607,"モンスター"
31,"パジープーク",0,"",0,0,1,0,0,"ModelChara#449",100,20,10,0,0,"自律",0,8,25,True,False,False,False,True,0,False,True,"ui/icon/004000/004427.tex",1020,True,0,15,460,23,30,20,2,606,"モンスター"
32,"バッファロー・カフ",0,"",0,0,1,0,0,"ModelChara#450",100,30,0,0,0,"自律",0,8,26,True,False,True,False,True,0,False,True,"ui/icon/004000/004428.tex",1021,True,0,10,440,9,0,20,1,620,"モンスター"
33,"ミニテンダー",0,"",0,0,1,0,0,"ModelChara#451",100,20,0,0,20,"自律",0,3,27,True,False,True,False,False,0,False,True,"ui/icon/004000/004429.tex",1022,True,0,10,380,17,0,30,1,620,"モンスター"
34,"スモールシェル",0,"",0,0,1,0,0,"ModelChara#452",100,30,0,0,0,"自律",0,8,28,True,False,True,False,False,0,False,True,"ui/icon/004000/004430.tex",1023,True,0,10,420,28,120,20,1,605,"モンスター"
35,"ウルフ・パップ",0,"",0,0,1,0,0,"ModelChara#453",100,10,10,0,0,"自律",0,8,29,True,False,True,True,True,19,True,True,"ui/icon/004000/004450.tex",1024,True,0,15,385,11,360,20,3,617,"アニマル"
36,"タイニーアイ",0,"",0,0,1,0,0,"ModelChara#454",100,30,0,0,0,"自律",0,8,30,True,False,False,True,True,0,False,True,"ui/icon/004000/004431.tex",1024,True,0,10,440,1,30,20,1,613,"モンスター"
37,"タイニードードー",0,"",0,0,1,0,0,"ModelChara#455",100,20,10,0,30,"自律",0,8,31,True,False,False,False,True,0,False,True,"ui/icon/004000/004432.tex",1025,True,0,25,500,39,0,20,2,620,"モンスター"
38,"コブランラーヴァ",0,"",0,0,1,0,0,"ModelChara#456",100,20,10,0,0,"自律",0,8,32,True,False,False,False,False,0,False,True,"ui/icon/004000/004433.tex",1026,True,0,15,400,12,360,20,2,626,"モンスター"
39,"マメット・ゴート",0,"",0,0,1,0,0,"ModelChara#457",85,30,0,0,0,"追従",0,8,205,False,True,True,False,False,0,False,True,"ui/icon/004000/004434.tex",1027,True,0,10,340,29,360,20,1,623,"アニマル"
40,"タイニーアプカル",0,"",0,0,1,0,0,"ModelChara#458",100,20,10,0,0,"自律",0,8,34,True,False,True,False,True,0,False,True,"ui/icon/004000/004435.tex",1028,True,0,30,510,41,0,20,2,620,"アニマル"
41,"グゥーブー・スプラウト",0,"",0,0,1,0,0,"ModelChara#459",100,10,0,0,0,"自律",0,8,35,True,False,False,False,False,0,False,True,"ui/icon/004000/004436.tex",1029,True,0,20,410,37,0,20,1,620,"モンスター"
42,"ミニプリン",0,"",0,0,1,0,0,"ModelChara#460",100,30,0,0,0,"自律",0,8,36,True,False,False,True,False,0,False,True,"ui/icon/004000/004437.tex",1030,True,0,10,400,21,0,20,1,620,"モンスター"
43,"魔導ヴァンガード追従型",0,"",0,0,1,0,0,"ModelChara#461",100,30,0,0,0,"追従",0,8,221,False,True,False,True,False,0,False,True,"ui/icon/004000/004438.tex",11003,True,0,10,340,25,360,20,1,625,"モンスター"
44,"デモンズブロック",0,"",0,0,1,0,0,"ModelChara#462",100,10,5,0,30,"自律",0,8,38,True,False,False,True,False,0,False,True,"ui/icon/004000/004439.tex",1031,True,0,15,390,38,120,20,2,609,"モンスター"
45,"ミニモール",0,"",0,0,1,0,0,"ModelChara#463",100,20,10,0,0,"自律",0,8,39,True,False,False,False,True,0,False,True,"ui/icon/004000/004440.tex",1032,True,0,25,430,9,0,20,2,620,"アニマル"
46,"タイニーラム",0,"",0,0,1,0,0,"ModelChara#464",100,30,0,0,0,"自律",0,10,40,True,False,True,False,True,0,False,True,"ui/icon/004000/004441.tex",1033,True,0,20,680,10,0,20,1,620,"アニマル"
47,"ミニスライム",0,"",0,0,1,0,0,"ModelChara#465",100,30,0,0,0,"自律",0,8,41,True,False,False,True,False,0,False,True,"ui/icon/004000/004451.tex",1034,True,0,10,430,23,30,20,1,606,"モンスター"
48,"ミニマンドラゴラ",0,"",0,0,1,0,0,"ModelChara#466",90,10,10,30,0,"自律",0,8,42,True,False,True,False,True,0,False,True,"ui/icon/004000/004442.tex",1025,True,0,15,360,1,120,20,2,609,"アニマル"
49,"マメット・ゴブリン",0,"",0,0,1,0,0,"ModelChara#467",100,10,5,0,0,"追従",0,8,207,False,True,False,True,False,0,False,True,"ui/icon/004000/004443.tex",7001,True,0,15,435,26,120,20,2,622,"ドール"
50,"マメット・シルフ",0,"",0,0,1,0,0,"ModelChara#468",100,30,0,0,0,"追従",0,8,208,False,True,True,False,False,0,False,True,"ui/icon/004000/004449.tex",7002,True,0,15,490,13,30,20,1,621,"ドール"
51,"マメット・カーソル",0,"",0,0,1,0,0,"ModelChara#469",100,20,0,0,0,"追従",0,8,0,False,False,False,False,False,0,False,True,"ui/icon/004000/004444.tex",11501,True,0,15,400,14,30,20,2,621,"ガジェット"
52,"マメット・インビンシブル",0,"",0,0,1,0,0,"ModelChara#470",100,30,0,0,0,"追従",0,8,0,False,False,False,False,False,0,False,True,"ui/icon/004000/004445.tex",11001,True,0,25,465,11,360,20,2,617,"ガジェット"
53,"マメット・キキルン",0,"",0,0,1,0,0,"ModelChara#471",90,30,0,0,0,"追従",0,8,206,False,True,True,False,False,0,False,True,"ui/icon/004000/004446.tex",6001,True,0,15,380,44,0,30,1,620,"ドール"
54,"黒チョコチョコボ",0,"",0,0,1,0,0,"ModelChara#505",100,30,0,30,0,"自律",0,8,3,True,False,True,False,True,0,False,True,"ui/icon/004000/004448.tex",5,True,0,25,450,35,360,25,1,634,"アニマル"
55,"マメット・ダラガブ",0,"",0,0,1,0,0,"ModelChara#472",100,30,0,0,0,"追従",0,8,0,False,False,False,False,False,0,False,True,"ui/icon/004000/004447.tex",11004,True,0,20,520,17,0,30,1,620,"ガジェット"
56,"カインドフレア",0,"",0,0,1,0,0,"ModelChara#578",100,30,0,0,0,"自律",0,8,49,True,False,False,False,True,0,False,True,"ui/icon/004000/004461.tex",1035,True,0,25,455,13,120,20,2,616,"モンスター"
57,"アントーキング・コリブリ",0,"",0,0,1,0,0,"ModelChara#579",55,30,0,0,0,"自律",3,8,50,True,False,True,False,True,0,False,True,"ui/icon/004000/004462.tex",1036,True,0,10,365,40,0,30,1,631,"アニマル"
58,"マメット・アマルジャ",0,"",0,0,1,0,0,"ModelChara#580",100,30,0,0,0,"追従",0,8,213,False,True,False,True,False,0,False,True,"ui/icon/004000/004454.tex",7003,True,0,10,465,12,360,20,2,626,"ドール"
59,"マメット・イクサル",0,"",0,0,1,0,0,"ModelChara#581",100,30,0,30,0,"追従",0,8,214,False,True,False,True,False,0,False,True,"ui/icon/004000/004474.tex",7005,True,0,10,390,10,0,20,1,620,"ドール"
60,"マメット・コボルド",0,"",0,0,1,0,0,"ModelChara#699",100,30,0,0,0,"追従",0,8,215,False,True,False,True,False,0,False,True,"ui/icon/004000/004463.tex",7006,True,0,10,440,13,120,20,1,622,"ドール"
61,"マメット・サハギン",0,"",0,0,1,0,0,"ModelChara#700",100,30,0,0,0,"追従",0,8,216,False,True,False,True,False,0,False,True,"ui/icon/004000/004464.tex",7007,True,0,15,435,28,120,20,1,605,"ドール"
62,"ゴレムス",0,"",0,0,1,0,0,"ModelChara#577",100,30,0,0,0,"自律",0,8,51,True,False,False,False,True,0,False,True,"ui/icon/004000/004455.tex",13001,True,0,10,410,10,0,20,1,620,"モンスター"
63,"マメット・シャントット",0,"",0,0,1,0,0,"ModelChara#527",100,20,0,0,0,"追従",0,8,358,False,True,False,False,False,0,False,True,"ui/icon/004000/004456.tex",12111,True,0,25,525,9,0,20,1,620,"ドール"
64,"マメット・エドヴィア",0,"",0,0,1,0,0,"ModelChara#584",100,30,0,0,0,"追従",0,8,219,False,True,False,False,False,0,False,True,"ui/icon/004000/004457.tex",10007,True,0,15,360,23,120,30,1,622,"ドール"
65,"クロックワークサン",0,"",0,0,1,0,0,"ModelChara#585",100,0,0,0,0,"静止",8,8,0,False,False,False,False,False,0,False,True,"ui/icon/004000/004465.tex",11502,True,0,15,440,10,0,20,1,620,"ガジェット"
66,"ふかふかクッション",0,"",0,0,1,0,0,"ModelChara#586",100,30,0,0,0,"静止",12,8,0,False,False,False,False,False,0,False,True,"ui/icon/004000/004466.tex",11503,True,80,10,390,30,360,20,1,623,"ガジェット"
67,"マメット・オブ・ライト",0,"",0,0,1,0,0,"ModelChara#0",100,0,0,0,0,"追従",0,8,0,False,True,False,False,False,0,False,True,"ui/icon/004000/004458.tex",12011,False,0,10,100,0,0,20,1,0,"ドール"
68,"マメット・オブ・ライト",0,"",0,0,1,0,0,"ModelChara#587",100,10,0,70,0,"追従",0,8,223,False,True,False,False,False,0,False,True,"ui/icon/004000/004550.tex",12011,True,0,10,430,13,30,20,1,604,"ドール"
69,"マメット・オブ・ライト",0,"",0,0,1,0,0,"ModelChara#623",100,10,0,70,0,"追従",0,8,223,False,True,False,False,False,0,False,True,"ui/icon/004000/004551.tex",12011,True,0,10,420,27,360,30,1,615,"ドール"
70,"マメット・オブ・ライト",0,"",0,0,1,0,0,"ModelChara#624",100,10,0,70,0,"追従",0,8,223,False,True,False,False,False,0,False,True,"ui/icon/004000/004552.tex",12011,True,0,10,395,23,120,30,1,610,"ドール"
71,"マメット・リーダー",0,"",0,0,1,0,0,"ModelChara#0",100,0,0,0,0,"追従",0,8,0,False,True,False,True,False,0,False,True,"ui/icon/004000/004459.tex",9015,False,0,20,100,0,0,20,1,0,"ドール"
72,"マメット・メルウィブ",0,"",0,0,1,0,0,"ModelChara#626",100,10,0,0,0,"追従",0,8,224,False,True,False,True,False,0,False,True,"ui/icon/004000/004554.tex",9016,True,0,20,470,43,0,20,1,620,"ドール"
73,"マメット・カヌ・エ",0,"",0,0,1,0,0,"ModelChara#627",100,10,0,0,0,"追従",0,8,224,False,True,False,True,False,0,False,True,"ui/icon/004000/004553.tex",9017,True,0,20,430,29,360,30,1,623,"ドール"
74,"マメット・ラウバーン",0,"",0,0,1,0,0,"ModelChara#625",100,10,0,0,0,"追従",0,8,224,False,True,False,True,False,0,False,True,"ui/icon/004000/004555.tex",9018,True,0,20,470,19,120,30,1,609,"ドール"
75,"チョコチョコボ・プリンス",0,"",0,0,1,0,0,"ModelChara#634",100,30,0,30,0,"自律",0,8,3,True,False,True,False,True,0,False,True,"ui/icon/004000/004460.tex",6,True,0,10,365,14,30,20,1,621,"アニマル"
76,"マメット・オーディン",0,"",0,0,1,0,0,"ModelChara#683",90,5,10,0,0,"自律",0,8,230,False,True,False,True,False,0,False,True,"ui/icon/004000/004468.tex",8007,True,80,30,500,1,120,20,2,605,"モンスター"
77,"ウォーリア・オブ・ライト",0,"",0,0,1,0,0,"ModelChara#684",80,10,0,0,0,"追従",0,8,235,False,True,False,True,False,0,False,True,"ui/icon/004000/004467.tex",12012,True,0,15,380,1,30,20,1,604,"ドール"
78,"マメット・バハムート",0,"",0,0,1,0,0,"ModelChara#685",100,10,0,0,0,"自律",0,8,0,True,False,False,False,False,118,False,True,"ui/icon/004000/004469.tex",2002,True,0,25,410,1,120,20,3,636,"モンスター"
79,"マメット・モーグリ",0,"",0,0,1,0,0,"ModelChara#688",100,10,0,0,0,"追従",4,8,233,False,True,False,False,False,0,False,True,"ui/icon/004000/004472.tex",10,True,0,20,470,1,120,20,1,614,"ドール"
80,"ベイビーオポオポ",0,"",0,0,1,0,0,"ModelChara#686",60,30,0,0,0,"自律",1,8,52,True,False,True,False,False,0,False,True,"ui/icon/004000/004470.tex",1037,True,0,10,420,23,120,30,1,605,"アニマル"
81,"マメット・ブルーム",0,"",0,0,1,0,0,"ModelChara#687",100,10,0,0,80,"自律",0,5,0,False,False,False,False,False,0,False,True,"ui/icon/004000/004471.tex",11504,True,0,25,420,30,360,20,1,623,"ガジェット"
82,"マメット・サキュバス",0,"",0,0,1,0,0,"ModelChara#748",80,10,0,0,0,"追従",2,8,231,False,True,False,True,False,0,False,True,"ui/icon/004000/004475.tex",1038,True,0,10,340,11,360,30,1,617,"モンスター"
83,"ズー・ハッチリング",0,"",0,0,1,0,0,"ModelChara#682",100,30,0,0,0,"自律",0,8,54,True,False,False,False,True,0,False,True,"ui/icon/004000/004473.tex",1039,True,0,10,450,9,0,20,1,620,"モンスター"
84,"マメット・ナナモ",0,"",0,0,1,0,0,"ModelChara#751",80,10,0,0,0,"追従",1,8,266,False,True,True,False,False,0,False,True,"ui/icon/004000/004499.tex",9019,True,0,20,490,15,0,20,1,620,"ドール"
85,"マメット・ギルガメッシュ",0,"",0,0,1,0,0,"ModelChara#756",100,10,0,0,0,"追従",0,8,68,False,True,False,True,False,0,False,True,"ui/icon/004000/004476.tex",9501,True,0,25,485,5,360,30,2,600,"ドール"
86,"オニオンプリンス",0,"",0,0,1,0,0,"ModelChara#742",100,10,20,0,0,"自律",0,8,42,True,False,True,False,True,0,False,True,"ui/icon/004000/004477.tex",1025,True,0,15,440,31,0,30,1,620,"アニマル"
87,"エッグナイト",0,"",0,0,1,0,0,"ModelChara#743",100,15,10,0,0,"自律",0,8,42,True,False,True,False,True,0,False,True,"ui/icon/004000/004478.tex",1025,True,0,15,415,12,360,20,1,626,"アニマル"
88,"ガーリックスター",0,"",0,0,1,0,0,"ModelChara#744",100,15,10,0,0,"自律",0,8,42,True,False,True,False,True,0,False,True,"ui/icon/004000/004479.tex",1025,True,0,15,435,11,360,20,1,617,"アニマル"
89,"キングトマト",0,"",0,0,1,0,0,"ModelChara#745",100,10,10,0,0,"自律",0,8,42,True,False,True,False,True,0,False,True,"ui/icon/004000/004480.tex",1025,True,0,20,355,9,0,20,1,620,"アニマル"
90,"マンドラクイーン",0,"",0,0,1,0,0,"ModelChara#746",100,25,5,0,0,"自律",0,8,42,True,False,True,False,True,0,False,True,"ui/icon/004000/004481.tex",1025,True,0,30,560,27,360,30,1,615,"アニマル"
91,"マメット・ヤ・シュトラ",0,"",0,0,1,0,0,"ModelChara#750",100,10,0,0,0,"追従",0,8,262,False,True,False,True,False,0,False,True,"ui/icon/004000/004500.tex",9001,True,0,25,435,12,360,20,1,618,"ドール"
92,"マメット・オニオン",0,"",0,0,1,0,0,"ModelChara#749",100,10,0,0,0,"追従",0,8,240,False,True,False,True,False,0,False,True,"ui/icon/004000/004482.tex",12031,True,90,15,430,21,0,20,1,620,"ドール"
93,"トレジャーボックス",0,"",0,0,1,0,0,"ModelChara#747",100,5,10,0,0,"自律",0,8,56,True,False,True,False,False,0,False,True,"ui/icon/004000/004483.tex",1040,True,0,15,390,8,30,20,1,621,"モンスター"
94,"タイニーバク",0,"",0,0,1,0,0,"ModelChara#754",80,30,0,0,0,"自律",0,8,57,True,False,True,False,True,0,False,True,"ui/icon/004000/004484.tex",3001,True,0,10,390,23,120,30,1,631,"アニマル"
95,"ナナッコ・ベアー",0,"",0,0,1,0,0,"ModelChara#752",100,20,0,0,0,"追従",0,8,238,False,True,False,True,False,0,False,True,"ui/icon/004000/004485.tex",3002,True,0,10,380,1,30,20,1,604,"アニマル"
96,"クロックワークトロッコ",0,"",0,0,1,0,0,"ModelChara#753",100,10,0,0,0,"追従",0,8,0,False,False,False,False,False,0,False,True,"ui/icon/004000/004486.tex",11505,True,0,15,415,25,360,20,1,625,"ガジェット"
97,"ナッツイーター",0,"",0,0,1,0,0,"ModelChara#755",100,10,0,0,30,"自律",1,8,59,True,False,True,False,True,0,False,True,"ui/icon/004000/004487.tex",3003,True,0,30,450,36,360,30,1,634,"アニマル"
98,"マメット・ミンフィリア",0,"",0,0,1,0,0,"ModelChara#797",100,10,0,0,0,"追従",0,8,262,False,True,False,True,False,0,False,True,"ui/icon/004000/004488.tex",9002,True,0,20,400,1,30,20,1,604,"ドール"
99,"マメット・サンクレッド",0,"",0,0,1,0,0,"ModelChara#796",100,10,0,0,0,"追従",0,8,262,False,True,False,True,False,0,False,True,"ui/icon/004000/004489.tex",9003,True,0,20,450,35,360,30,1,634,"ドール"
100,"魔導ビット自律型",0,"",0,0,1,0,0,"ModelChara#1016",100,10,0,0,0,"自律",0,8,0,False,False,False,False,False,0,True,True,"ui/icon/004000/004516.tex",11005,True,0,30,455,1,30,20,1,612,"モンスター"
101,"薄闇の雲",0,"",0,0,1,0,0,"ModelChara#1017",80,10,0,0,0,"追従",2,8,232,False,True,False,True,False,0,False,True,"ui/icon/004000/004517.tex",2101,True,0,30,540,4,30,20,2,612,"モンスター"
102,"タイニーナンカ",0,"",0,0,1,0,0,"ModelChara#808",100,30,0,0,0,"自律",0,8,60,True,False,True,False,False,0,False,True,"ui/icon/004000/004490.tex",1041,True,0,15,415,11,360,20,1,617,"モンスター"
103,"マメット・パンダ",0,"",0,0,1,0,0,"ModelChara#816",100,20,0,0,0,"追従",0,8,241,False,True,True,False,False,0,False,True,"ui/icon/004000/004491.tex",3004,True,0,15,450,35,360,30,1,634,"アニマル"
104,"マメット・オルトロス",0,"",0,0,1,0,0,"ModelChara#799",100,30,0,0,0,"追従",11,8,237,False,True,True,True,False,0,False,True,"ui/icon/004000/004504.tex",9503,True,0,20,395,18,360,30,1,624,"モンスター"
105,"マメット・スノーマン",0,"",0,0,1,0,0,"ModelChara#803",100,20,0,0,0,"追従",0,8,220,False,True,False,True,False,0,False,True,"ui/icon/004000/004505.tex",11507,True,0,15,420,44,0,30,1,620,"ドール"
106,"ポチャチョコボ",0,"",0,0,1,0,0,"ModelChara#800",100,1,0,0,0,"追従",0,8,0,False,False,False,False,True,0,False,True,"ui/icon/004000/004506.tex",7,True,90,15,360,42,0,20,1,620,"アニマル"
107,"マメット・イダ",0,"",0,0,1,0,0,"ModelChara#878",100,10,0,0,0,"追従",0,8,262,False,True,False,True,False,0,False,True,"ui/icon/004000/004501.tex",9004,True,0,25,460,1,30,20,1,606,"ドール"
108,"マメット・パパリモ",0,"",0,0,1,0,0,"ModelChara#879",100,10,0,0,0,"追従",0,8,262,False,True,False,True,False,0,False,True,"ui/icon/004000/004502.tex",9005,True,0,20,420,20,120,20,1,633,"ドール"
109,"マメット・ウリエンジェ",0,"",0,0,1,0,0,"ModelChara#880",100,10,0,0,0,"追従",0,8,262,False,True,False,True,False,0,False,True,"ui/icon/004000/004503.tex",9006,True,0,20,435,1,120,20,1,616,"ドール"
110,"ファットキャット",0,"",0,0,1,0,0,"ModelChara#802",100,10,0,0,0,"追従",0,8,61,True,False,False,False,True,0,False,True,"ui/icon/004000/004507.tex",3005,True,0,10,380,12,360,20,2,626,"アニマル"
111,"リトルフット",0,"",0,0,1,0,0,"ModelChara#801",100,10,0,0,0,"自律",0,8,62,True,False,True,False,True,0,False,True,"ui/icon/004000/004508.tex",1042,True,0,15,410,1,30,20,1,611,"モンスター"
112,"リトルマミー",0,"",0,0,1,0,0,"ModelChara#798",100,5,10,0,0,"自律",0,8,63,True,False,False,True,False,0,False,True,"ui/icon/004000/004509.tex",1043,True,0,15,475,23,30,20,2,613,"モンスター"
113,"マメット・エンタープライズ",0,"",0,0,1,0,0,"ModelChara#887",100,10,0,0,0,"追従",0,8,0,False,False,False,False,False,0,False,True,"ui/icon/004000/004497.tex",11002,True,0,20,460,1,120,20,2,629,"ガジェット"
114,"マメット・レターモーグリ",0,"",0,0,1,0,0,"ModelChara#809",100,5,10,0,0,"追従",4,8,233,False,True,False,False,False,0,False,True,"ui/icon/004000/004498.tex",11,True,0,20,370,14,120,20,1,614,"ドール"
115,"アサシンフライ",0,"",0,0,1,0,0,"ModelChara#807",100,10,5,0,0,"自律",5,8,64,True,False,False,True,True,0,False,True,"ui/icon/004000/004510.tex",4002,True,0,10,425,2,30,20,2,603,"アニマル"
116,"プレゼンター",0,"",0,0,1,0,0,"ModelChara#805",100,10,10,0,0,"自律",0,8,65,True,False,False,True,False,0,False,True,"ui/icon/004000/004513.tex",11508,True,0,30,530,37,0,20,2,620,"アニマル"
