key,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63
32,2,2,2,2,2,2,2,2,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,0,0,0,3,0,0,0,0,"ふぅ……
ようやく、ラノシアオレンジを摘み終えた。
後は、納品先へ運ぶだけなんだが……","荷を造り終えると決まって
食い意地張ったラットどもが、
オレンジにたかってくるんだ！","だから、頼む！
押し寄せてきたラットどもを根こそぎ倒して、
大事な「オレンジ入りの木箱」を守り抜いてくれ！","守り抜きますか？

<UIForeground>F201F4</UIForeground><UIGlow>F201F5</UIGlow>※このF.A.T.E.の推奨レベルは<Value>IntegerParameter(1)</Value>です。<UIGlow>01</UIGlow><UIForeground>01</UIForeground>","","","そんな……
頼れるのは冒険者ぐらいなのに……",""
33,2,2,2,2,2,2,2,2,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,0,0,0,3,0,0,0,0,"ねえ、私たちに力を貸して。
キキルンに攫われた市民を、助けに行きたいの。","やつらは、攫った市民をアマルジャ族に引き渡す気よ。
今、最後の交渉をしているみたい……。","みんなを奪還できる最後のチャンスよ。
お願い、少しでも多くの力を貸りたいの……！","手を貸しますか？

<UIForeground>F201F4</UIForeground><UIGlow>F201F5</UIGlow>※このF.A.T.E.の推奨レベルは<Value>IntegerParameter(1)</Value>です。<UIGlow>01</UIGlow><UIForeground>01</UIForeground>","","","……っ。わかった、私たちにも銅刃団の意地があるわ。",""
34,2,2,2,2,2,2,2,2,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,0,0,0,0,0,0,0,0,"","","","","","","",""
35,2,2,2,2,2,2,2,2,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,0,0,0,3,0,0,0,0,"集合！！
これより、帝国兵襲撃に備え、
黒渦団新兵の実践訓練を実施するのである！","これは、攻め入る黒渦団の教導隊員を殲滅し、
デネベール関門の突破を食い止める防衛訓練である！","危険な訓練ではあるが、君が希望するなら、
本訓練への参加を認めるのである。","訓練に参加しますか？

<UIForeground>F201F4</UIForeground><UIGlow>F201F5</UIGlow>※このF.A.T.E.の推奨レベルは<Value>IntegerParameter(1)</Value>です。<UIGlow>01</UIGlow><UIForeground>01</UIForeground>","","","ならば、訓練に巻き込まれぬよう
急ぎ、この場から離れるが賢明である！",""
36,2,2,2,2,2,2,2,2,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,0,0,0,3,0,0,0,0,"これはこれは冒険者さん！
なんて運命的なタイミングでいらっしゃいました。","最近、この辺りでモールが大量に繁殖して、
畑をボッコボコの穴だらけにされて困り果てています。","憎たらしいモールを叩きまくって
退治してもらえないでしょうか？","叩きまくってあげますか？

<UIForeground>F201F4</UIForeground><UIGlow>F201F5</UIGlow>※このF.A.T.E.の推奨レベルは<Value>IntegerParameter(1)</Value>です。<UIGlow>01</UIGlow><UIForeground>01</UIForeground>","おお、それはありがたい！
……見てください、早速現れたようです！
よろしくお願いします！","","ですよね……チッ。",""
37,2,2,2,2,2,2,2,2,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,0,0,0,0,0,0,0,0,"憎たらしいモールを叩きまくって
退治してください、お願いします！！","","","","","","",""
38,2,2,2,2,2,2,2,2,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,0,0,0,3,0,0,0,0,"お前、腕に自信は？　仕事を請負う余裕はあるか？
ならば、リトルアラミゴまで警護を依頼したい。","あちらの部隊に、アマルジャ族について報告がある。
戦況に関わる重大な情報だが、
それを知る際、うかつにもやつらに顔を見られたのだ。","襲撃に備えようにも、この部隊が集団で動けば
かえって標的になるだろう。
そこで、外から来たお前に警護を頼みたい。","手を貸しますか？

<UIForeground>F201F4</UIForeground><UIGlow>F201F5</UIGlow>※このF.A.T.E.の推奨レベルは<Value>IntegerParameter(1)</Value>です。<UIGlow>01</UIGlow><UIForeground>01</UIForeground>","","","では、今の話は忘れるように。一切の他言は無用だ。",""
39,2,2,2,2,2,2,2,2,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,0,0,0,3,0,0,0,0,"なぁ、あんた、冒険者だろ？
あんたの力を借りたいんだ。","このあたりにはオーシャン・ローズリングっていう
花の魔物が繁茂しててな……参っちまうよ。
完全に根付いてるのか、刈っても刈っても現れちまう。","かといって、放置もできないんだが……
いい加減、俺たちもいっぱいいっぱいでなぁ。
よければ、奴らの駆除に手を貸してくれないか？","駆除に手を貸しますか？

<UIForeground>F201F4</UIForeground><UIGlow>F201F5</UIGlow>※このF.A.T.E.の推奨レベルは<Value>IntegerParameter(1)</Value>です。<UIGlow>01</UIGlow><UIForeground>01</UIForeground>","そうかそうか、手伝ってくれるのか！
助かるよ……と、言ってるそばから姿を見せたな！
さあ冒険者さん、さっそくやっちゃってくれ！！","","ん……そうか、手伝えないか。
まぁ、無理強いもできないからな。
また今度、手の空いてる時に手伝ってくれればいいさ。",""
40,2,2,2,2,2,2,2,2,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,0,0,0,0,0,0,0,0,"オーシャン・ローズリングめ、どんどん出てきてるな！
よし、冒険者さん、片っ端からやっつけちまってくれ！
頼りにしてるからなっ！","","","","","","",""
41,2,2,2,2,2,2,2,2,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,0,0,0,3,0,0,0,0,"助けて、冒険者の人！
私一人じゃどうにもならないのよ！","風車小屋で挽いた小麦粉を出荷したいんだけど、
お腹を空かせたガラゴが狙ってくるから運べないの。","味を覚えちゃったみたいで、運んでると襲ってくるのよ。
お願い、ガラゴたちをやっつけて！","退治を引き受けますか？

<UIForeground>F201F4</UIForeground><UIGlow>F201F5</UIGlow>※このF.A.T.E.の推奨レベルは<Value>IntegerParameter(1)</Value>です。<UIGlow>01</UIGlow><UIForeground>01</UIForeground>","ありがとう、やっぱり冒険者さんは頼りになるわね。
じゃあ、よろしくお願いね！","","ああ、そう……じゃあ仕方ないわね。
残念だけど、他の人を探して頼むことにするわ。",""
42,2,2,2,2,2,2,2,2,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,0,0,0,0,0,0,0,0,"このあたりではリバートードが繁殖しやすくてね、
定期的に駆除しないと、大変なことになっちまうんだよ。
今はちょうど、その定期駆除の真っ最中ってわけさ。","慣れているとはいえ、楽な作業じゃなくてね。
よかったら、あんたも手伝ってくれないか？","駆除対象は、リバートードの中でもとくに繁殖力の高い
ケーントードと呼ばれている個体だ。
通常の個体は、放っておいて構わない。","それじゃあ頼むぞ、冒険者。
俺はここで街道を通る人が巻き込まれないよう、
見張っていることにする。","……別に、トードが苦手な訳じゃないんだからな？","","",""
43,2,2,2,2,2,2,2,2,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,0,0,3,0,0,0,0,0,"このあたりではリバートードが繁殖しやすくてね、
定期的に駆除しないと、大変なことになっちまうんだよ。
今からちょうど、その定期駆除をやろうと思ってる。","慣れているとはいえ、楽な作業じゃなくてね。
よかったら、あんたも手伝ってくれないか？","駆除を手伝いますか？

<UIForeground>F201F4</UIForeground><UIGlow>F201F5</UIGlow>※このF.A.T.E.の推奨レベルは<Value>IntegerParameter(1)</Value>です。<UIGlow>01</UIGlow><UIForeground>01</UIForeground>","","駆除対象は、リバートードの中でもとくに繁殖力の高い
ビートトードと呼ばれている個体だ。
通常の個体は、放っておいて構わない。","","そうか……じゃあ、しょうがないな
我々だけで対処するとしよう。",""
44,2,2,2,2,2,2,2,2,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,0,0,3,0,0,0,0,0,"参ったな……またヤーゾンが集まってきやがった。
やつら、杭打ち機に巣を作ろうとするんだよ。","こうなると作業になんなくてね。
すまないが、ヤーゾンの駆除を手伝ってくれないか？","引き受けますか？

<UIForeground>F201F4</UIForeground><UIGlow>F201F5</UIGlow>※このF.A.T.E.の推奨レベルは<Value>IntegerParameter(1)</Value>です。<UIGlow>01</UIGlow><UIForeground>01</UIForeground>","","助かるよ。
やつら、そこの木の辺りに集まってきてる。
杭打ち機に寄り付く前に、倒してくれ！","","そうか……。急いで他を当たらないとな。",""
45,2,2,2,2,2,2,2,2,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,0,0,3,0,0,0,0,0,"今、この辺りでアーススプライトが大量発生している……。
やつらの核を集めてくれないか……。","あれを地面に打ち込めば、地盤強化になる……。
ザナラーン開拓の……必需品だ。","手を貸しますか？

<UIForeground>F201F4</UIForeground><UIGlow>F201F5</UIGlow>※このF.A.T.E.の推奨レベルは<Value>IntegerParameter(1)</Value>です。<UIGlow>01</UIGlow><UIForeground>01</UIForeground>","","核は倒して奪ってもいいし、拾ってきてもいい……。
とにかく集めて、持ってきてくれ……。","","お前には、関係のないことだったな……。",""
46,2,2,2,2,2,2,2,2,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,0,0,3,0,0,0,0,0,"お、お助けくだせぇ冒険者様！
そこの廃屋を根城にしている盗賊団に、
大事な荷を奪われちまった……！","あの荷がなけりゃ飢えて死ぬだけ、
根城に乗り込みゃ犬死にだ。
どうか、あっしの荷物を取り戻してくだせぇ！","手を貸しますか？

<UIForeground>F201F4</UIForeground><UIGlow>F201F5</UIGlow>※このF.A.T.E.の推奨レベルは<Value>IntegerParameter(1)</Value>です。<UIGlow>01</UIGlow><UIForeground>01</UIForeground>","","神様！　あっしの命、冒険者様に託しましたぜ！","","そんなぁ～！
このままアリの餌にでもなれってんですかい！？",""
47,2,2,2,2,2,2,2,2,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,0,0,3,0,0,0,0,0,"君、ちょうどいいところに！
ゴブリン族から、さっき届いた資材を守ってくれないか？","やつらときたら、追い出された腹いせに
資材の箱を片っ端から壊していくんだ。
まったく大損だよ！","手を貸しますか？

<UIForeground>F201F4</UIForeground><UIGlow>F201F5</UIGlow>※このF.A.T.E.の推奨レベルは<Value>IntegerParameter(1)</Value>です。<UIGlow>01</UIGlow><UIForeground>01</UIForeground>","","ありがたい。資材の箱は、そこに……
って、さっそくゴブリン族が来たぞ！","","いい働きをしてくれたら、礼は出すつもりだ。
今すぐ考え直してくれないか？",""
48,2,2,2,2,2,2,2,2,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,0,0,3,0,0,0,0,0,"うちの父ちゃんは、この池で死んだんだ。
釣りをしてて、スポーニング・オロボンに食べられて……
めちゃくちゃさ。","オロボンなんて、いなくなればいいのに……！
あんたも冒険者なら、あいつらを倒してくれよ！","引き受けますか？

<UIForeground>F201F4</UIForeground><UIGlow>F201F5</UIGlow>※このF.A.T.E.の推奨レベルは<Value>IntegerParameter(1)</Value>です。<UIGlow>01</UIGlow><UIForeground>01</UIForeground>","","よっしゃ、父ちゃんの敵討ちだ！
いーーーーっぱい、やっつけてくれよな！","","ケチ！　冒険者はユーカンだって聞いたのに！",""
