key,0,1,2,3,4,5,6,7,8,9,10,11,12
35,"D　灰海01","D",430,660,300,"灰海",False,2,54,6,540,13,480270
36,"E　火葬炉海溝南端","E",590,750,600,"灰海",False,2,57,6,600,14,522300
37,"F　灰海02","F",180,440,300,"灰海",False,2,57,6,600,14,522300
38,"G　灰海03","G",350,480,300,"灰海",False,3,60,6,660,15,548410
39,"H　修道士たちの墓標","H",340,330,600,"灰海",False,3,60,6,660,15,548410
40,"I　 火葬炉海溝中腹","I",500,580,600,"灰海",False,3,60,6,660,15,548410
41,"J　神父の岩窟","J",460,420,600,"灰海",False,3,60,6,660,15,548410
42,"K　灰海04","K",140,310,300,"灰海",False,3,60,6,660,15,548410
43,"L　砂利の海盆","L",440,200,600,"灰海",False,4,63,6,720,16,595020
44,"M　片割れ手袋島","M",820,550,100,"灰海",False,4,63,6,720,16,595020
45,"N　穴あき靴下島","N",870,400,100,"灰海",False,4,65,6,780,17,645590
46,"O　密輸業者の取引場","O",760,660,300,"灰海",False,4,65,6,780,17,645590
47,"P　擦り切れローブ島","P",584,195,100,"灰海",False,4,65,6,780,20,645590
48,"Q　ナルザルの煙管","Q",761,885,600,"灰海",False,4,66,6,800,20,661730
49,"R　走錨海域","R",818,145,400,"灰海",False,5,67,6,820,21,678274
50,"S　強欲の胃袋","S",680,285,300,"灰海",False,5,69,6,860,21,712612
51,"T　ブルーホール","T",168,140,600,"灰海",False,5,70,6,880,22,730428
52,"","",64,591,0,"翠浪海",True,0,0,0,0,0,0
53,"A　祭壇島","A",199,455,100,"翠浪海",False,1,70,6,880,22,730428
54,"B　蛸壺入江","B",246,703,1000,"翠浪海",False,1,70,6,880,22,730428
55,"C　翠浪海01","C",261,289,400,"翠浪海",False,1,70,6,880,22,730428
56,"D　ロゴトゥムヘレの狩場","D",101,203,1000,"翠浪海",False,1,72,6,900,23,767407
57,"E　吸盤礁","E",474,89,700,"翠浪海",False,1,72,6,900,23,767407
58,"F　ロゴトゥムヘレの寝蔵","F",214,98,1000,"翠浪海",False,1,73,6,920,24,786593
59,"G　タナロアの釣針","G",689,253,500,"翠浪海",False,1,74,6,930,24,806258
60,"H　翠浪海02","H",676,76,400,"翠浪海",False,2,75,6,940,25,826415
61,"I　目隠し峡江","I",842,186,200,"翠浪海",False,2,75,6,940,25,826415
62,"J　翠浪海03","J",723,387,300,"翠浪海",False,2,75,6,940,25,826415
63,"K　ムールギンの鍛冶場","K",855,96,500,"翠浪海",False,2,76,6,950,26,847076
64,"L　タナロアの浮標","L",889,305,100,"翠浪海",False,3,78,6,960,28,889960
65,"M　翠浪海04","M",659,637,300,"翠浪海",False,3,80,6,980,30,935015
66,"N　海藻樹林","N",626,805,500,"翠浪海",False,3,81,6,1000,31,958391
67,"O　翠浪海05","O",938,188,600,"翠浪海",False,4,83,6,1040,32,1006910
68,"P　なまくら切岸","P",481,918,100,"翠浪海",False,4,85,6,1080,33,1057886
69,"Q　風の休所","Q",889,445,500,"翠浪海",False,5,87,6,1120,34,1111443
70,"R　竜骨溜まり","R",736,764,600,"翠浪海",False,5,88,6,1140,35,1139230
71,"S　翠浪海06","S",852,617,1000,"翠浪海",False,5,89,6,1160,36,1167711
72,"T　海獣の霊園","T",832,888,1000,"翠浪海",False,5,90,6,1180,37,1751567
73,"","",177,927,0,"セイレーン海",True,0,0,0,0,0,0
74,"A　耳蝋漁場","A",201,748,200,"セイレーン海",False,1,90,6,1180,37,1751567
75,"B　セイレーン海01","B",427,704,700,"セイレーン海",False,1,90,6,1180,37,1751567
76,"C　セイレーン海02","C",340,532,300,"セイレーン海",False,1,90,6,1180,37,1751567
77,"D　アンテモエッサ島","D",447,253,200,"セイレーン海",False,1,91,6,1190,38,1926724
78,"E　海魔の口","E",583,593,800,"セイレーン海",False,1,92,6,1210,39,2119397
79,"F　漂流海域","F",687,644,400,"セイレーン海",False,2,93,6,1220,40,2331337
80,"G　告死礁","G",66,383,900,"セイレーン海",False,2,95,6,1250,41,2820919
81,"","",0,0,0,"",False,0,0,0,0,0,0
82,"","",0,0,0,"",False,0,0,0,0,0,0
83,"","",0,0,0,"",False,0,0,0,0,0,0
84,"","",0,0,0,"",False,0,0,0,0,0,0
85,"","",0,0,0,"",False,0,0,0,0,0,0
86,"","",0,0,0,"",False,0,0,0,0,0,0
87,"","",0,0,0,"",False,0,0,0,0,0,0
88,"","",0,0,0,"",False,0,0,0,0,0,0
89,"","",0,0,0,"",False,0,0,0,0,0,0
90,"","",0,0,0,"",False,0,0,0,0,0,0
91,"","",0,0,0,"",False,0,0,0,0,0,0
92,"","",0,0,0,"",False,0,0,0,0,0,0
93,"","",0,0,0,"",False,0,0,0,0,0,0
94,"","",0,0,0,"",False,0,0,0,0,0,0
95,"","",0,0,0,"",False,0,0,0,0,0,0
96,"","",0,0,0,"",False,0,0,0,0,0,0
97,"","",0,0,0,"",False,0,0,0,0,0,0
98,"","",0,0,0,"",False,0,0,0,0,0,0
99,"","",0,0,0,"",False,0,0,0,0,0,0
100,"","",0,0,0,"",False,0,0,0,0,0,0
101,"","",0,0,0,"",False,0,0,0,0,0,0
102,"","",0,0,0,"",False,0,0,0,0,0,0
103,"","",0,0,0,"",False,0,0,0,0,0,0
104,"","",0,0,0,"",False,0,0,0,0,0,0
105,"","",0,0,0,"",False,0,0,0,0,0,0
106,"","",0,0,0,"",False,0,0,0,0,0,0
107,"","",0,0,0,"",False,0,0,0,0,0,0
108,"","",0,0,0,"",False,0,0,0,0,0,0
109,"","",0,0,0,"",False,0,0,0,0,0,0
110,"","",0,0,0,"",False,0,0,0,0,0,0
111,"","",0,0,0,"",False,0,0,0,0,0,0
112,"","",0,0,0,"",False,0,0,0,0,0,0
113,"","",0,0,0,"",False,0,0,0,0,0,0
114,"","",0,0,0,"",False,0,0,0,0,0,0
115,"","",0,0,0,"",False,0,0,0,0,0,0
116,"","",0,0,0,"",False,0,0,0,0,0,0
117,"","",0,0,0,"",False,0,0,0,0,0,0
118,"","",0,0,0,"",False,0,0,0,0,0,0
119,"","",0,0,0,"",False,0,0,0,0,0,0
