key,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16
17,5,10,"ui/icon/060000/060848.tex","","金のサボテンダー所持数","ゴール地点を目指せ！","PublicContentCutscene#0",0,0,"False","GFateClimbing2Content#10",24,31,0,0,18,"PublicContentCutscene#0"
18,5,10,"ui/icon/060000/060848.tex","","金のサボテンダー所持数","ゴール地点を目指せ！","PublicContentCutscene#0",0,0,"False","GFateClimbing2Content#11",24,31,0,0,18,"PublicContentCutscene#0"
19,5,10,"ui/icon/060000/060848.tex","","金のサボテンダー所持数","ゴール地点を目指せ！","PublicContentCutscene#0",0,0,"False","GFateClimbing2Content#12",24,31,0,0,18,"PublicContentCutscene#0"
20,5,10,"ui/icon/060000/060848.tex","","金のサボテンダー所持数","ゴール地点を目指せ！","PublicContentCutscene#0",0,0,"False","GFateClimbing2Content#13",24,31,0,0,18,"PublicContentCutscene#0"
21,5,10,"ui/icon/060000/060848.tex","","金のサボテンダー所持数","ゴール地点を目指せ！","PublicContentCutscene#0",0,0,"False","GFateClimbing2Content#14",24,31,0,0,18,"PublicContentCutscene#0"
22,5,10,"ui/icon/060000/060848.tex","","金のサボテンダー所持数","ゴール地点を目指せ！","PublicContentCutscene#0",0,0,"False","GFateClimbing2Content#15",24,31,0,0,18,"PublicContentCutscene#0"
23,5,10,"ui/icon/060000/060848.tex","","金のサボテンダー所持数","ゴール地点を目指せ！","PublicContentCutscene#0",0,0,"False","GFateClimbing2Content#16",24,31,0,0,18,"PublicContentCutscene#0"
24,5,10,"ui/icon/060000/060848.tex","","金のサボテンダー所持数","ゴール地点を目指せ！","PublicContentCutscene#0",0,0,"False","GFateClimbing2Content#17",24,31,0,0,18,"PublicContentCutscene#0"
25,5,10,"ui/icon/060000/060848.tex","","金のサボテンダー所持数","ゴール地点を目指せ！","PublicContentCutscene#0",0,0,"False","GFateClimbing2Content#18",24,31,0,0,18,"PublicContentCutscene#0"
26,6,180,,"","","","PublicContentCutscene#50015",8308669,0,"False",,0,22,0,0,18,"PublicContentCutscene#0"
27,7,180,"ui/icon/060000/060805.tex","","こちら、被検体VIII号、ダボグ……
攻撃目標を確認……武装ロックを解除しまス……。","ドゥンよォ～！
オレが遊んでる間、そっちも好きに暴れとけやァ～！","PublicContentCutscene#50016",8401665,8401662,"False",,0,36,4,0,18,"PublicContentCutscene#0"
28,6,180,,"","","","PublicContentCutscene#50020",8308669,0,"False",,0,22,0,0,18,"PublicContentCutscene#0"
29,6,180,,"","","","PublicContentCutscene#50021",8308669,0,"False",,0,22,0,0,18,"PublicContentCutscene#0"
30,8,180,,"","兵舎と穀倉の突破","移動終了まで、あと1秒……","PublicContentCutscene#50026",8548099,8626209,"True",,0,45,0,2,18,"PublicContentCutscene#50024"
31,8,180,,"","兵舎と穀倉の突破","移動終了まで、あと1秒……","PublicContentCutscene#50027",8548099,0,"False",,0,45,0,3,18,"PublicContentCutscene#50025"
32,9,0,,"","","",,0,0,"False",,0,0,0,0,18,"PublicContentCutscene#0"
33,7,180,,"","我々の邪魔をする愚かな者たちよ、死ぬがいい……！","敵艦内からタラップを降ろせ","PublicContentCutscene#50028",8773410,8759203,"False",,0,51,5,0,18,"PublicContentCutscene#0"
