Index,0:？,1:？,2:？,3:？,4:？,5:？,6:？,7:？,8:？,9:？,10:？,11:？,12:？,13:？,14:？,15:？,16:？
23,3,-1.5,-0.10000000149011612,-1.7000000476837158,1.0,0.6000000238418579,0.800000011920929,1.2999999523162842,1.100000023841858,1.100000023841858,1.0,1.0,0.6000000238418579,0.800000011920929,1.2999999523162842,0.800000011920929,0.8999999761581421
24,3,1.5,-0.10000000149011612,-1.7000000476837158,1.0,0.6000000238418579,0.800000011920929,1.2999999523162842,1.100000023841858,1.100000023841858,1.0,1.0,0.6000000238418579,0.800000011920929,1.2999999523162842,0.800000011920929,0.8999999761581421
25,4,0.0,0.0,2.4000000953674316,1.100000023841858,0.5,0.8999999761581421,1.100000023841858,1.100000023841858,1.0499999523162842,1.0,1.100000023841858,0.5,0.8999999761581421,1.100000023841858,0.8999999761581421,1.100000023841858
26,4,0.0,0.0,-2.700000047683716,1.100000023841858,0.6000000238418579,0.8999999761581421,1.2999999523162842,1.2000000476837158,1.2000000476837158,1.0,1.100000023841858,0.6000000238418579,0.8999999761581421,1.2999999523162842,0.8999999761581421,1.2000000476837158
27,4,-2.5999999046325684,0.0,0.0,1.100000023841858,0.5,0.8999999761581421,1.2000000476837158,1.100000023841858,1.100000023841858,1.0,1.100000023841858,0.5,0.8999999761581421,1.2000000476837158,0.8999999761581421,1.100000023841858
28,4,2.5999999046325684,0.0,0.0,1.100000023841858,0.5,0.8999999761581421,1.2000000476837158,1.100000023841858,1.100000023841858,1.0,1.100000023841858,0.5,0.8999999761581421,1.2000000476837158,0.8999999761581421,1.100000023841858
29,4,-1.7999999523162842,0.0,1.7999999523162842,1.100000023841858,0.5,0.8999999761581421,1.100000023841858,1.0,1.0499999523162842,1.0,1.100000023841858,0.5,0.8999999761581421,1.100000023841858,0.8999999761581421,1.0499999523162842
30,4,1.7999999523162842,0.0,1.7999999523162842,1.100000023841858,0.5,0.8999999761581421,1.100000023841858,1.0,1.0499999523162842,1.0,1.100000023841858,0.5,0.8999999761581421,1.100000023841858,0.8999999761581421,1.0499999523162842
31,4,-1.7999999523162842,0.0,-2.0,1.100000023841858,0.6000000238418579,0.8999999761581421,1.2999999523162842,1.100000023841858,1.100000023841858,1.0,1.100000023841858,0.6000000238418579,0.8999999761581421,1.2999999523162842,0.8999999761581421,1.149999976158142
32,4,1.7999999523162842,0.0,-2.0,1.100000023841858,0.6000000238418579,0.8999999761581421,1.2999999523162842,1.100000023841858,1.100000023841858,1.0,1.100000023841858,0.6000000238418579,0.8999999761581421,1.2999999523162842,0.8999999761581421,1.149999976158142
33,4,0.0,5.0,5.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
34,4,0.0,5.0,-5.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
35,4,-5.199999809265137,5.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
36,4,5.199999809265137,5.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
37,4,-4.199999809265137,5.0,4.199999809265137,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
38,4,4.199999809265137,5.0,4.199999809265137,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
39,4,-4.199999809265137,5.0,-4.199999809265137,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
40,4,4.199999809265137,5.0,-4.199999809265137,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
41,4,0.0,0.0,6.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
42,4,0.0,0.0,-6.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
43,4,-6.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
44,4,6.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
45,4,-4.0,0.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
46,4,4.0,0.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
47,4,-4.0,0.0,-4.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
48,4,4.0,0.0,-4.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
49,1000,-0.30000001192092896,0.15000000596046448,-0.800000011920929,1.2000000476837158,1.0,0.8999999761581421,1.600000023841858,1.0,1.5,1.0,1.2000000476837158,1.0,0.8999999761581421,1.600000023841858,1.0,1.2000000476837158
50,1000,0.30000001192092896,0.15000000596046448,-0.800000011920929,1.2000000476837158,1.0,0.8999999761581421,1.600000023841858,1.0,1.5,1.0,1.2000000476837158,1.0,0.8999999761581421,1.600000023841858,1.0,1.2000000476837158
51,1000,-0.5,0.15000000596046448,-0.800000011920929,1.2000000476837158,1.0,0.8999999761581421,1.600000023841858,1.0,1.5,1.0,1.2000000476837158,1.0,0.8999999761581421,1.600000023841858,1.0,1.2000000476837158
52,1000,0.5,0.15000000596046448,-0.800000011920929,1.2000000476837158,1.0,0.8999999761581421,1.600000023841858,1.0,1.5,1.0,1.2000000476837158,1.0,0.8999999761581421,1.600000023841858,1.0,1.2000000476837158
53,2,0.0,0.30000001192092896,1.100000023841858,1.0,0.699999988079071,0.8999999761581421,1.0,1.100000023841858,1.0,1.0,1.0,0.699999988079071,0.8999999761581421,1.0,0.800000011920929,1.0
54,2,0.0,0.30000001192092896,-1.5,1.0,0.699999988079071,0.8999999761581421,1.2000000476837158,1.100000023841858,1.0,1.0,1.0,0.699999988079071,0.8999999761581421,1.100000023841858,0.800000011920929,1.0
55,2,-1.2999999523162842,0.30000001192092896,0.0,1.0,0.699999988079071,0.8999999761581421,1.100000023841858,1.100000023841858,1.0,1.0,1.0,0.699999988079071,0.8999999761581421,1.0,0.800000011920929,1.0
56,2,1.2999999523162842,0.30000001192092896,0.0,1.0,0.699999988079071,0.8999999761581421,1.100000023841858,1.100000023841858,1.0,1.0,1.0,0.699999988079071,0.8999999761581421,1.0,0.800000011920929,1.0
57,2,-0.800000011920929,0.10000000149011612,0.800000011920929,1.0,0.699999988079071,0.8999999761581421,1.0,1.100000023841858,1.0,1.0,1.0,0.699999988079071,0.8999999761581421,1.0,0.800000011920929,1.0
58,2,0.800000011920929,0.10000000149011612,0.800000011920929,1.0,0.699999988079071,0.8999999761581421,1.0,1.100000023841858,1.0,1.0,1.0,0.699999988079071,0.8999999761581421,1.0,0.800000011920929,1.0
59,2,-0.8999999761581421,0.10000000149011612,-1.100000023841858,1.0,0.699999988079071,0.8999999761581421,1.2000000476837158,1.100000023841858,1.0,1.0,1.0,0.699999988079071,0.8999999761581421,1.100000023841858,0.800000011920929,1.0
60,2,0.8999999761581421,0.10000000149011612,-1.100000023841858,1.0,0.699999988079071,0.8999999761581421,1.2000000476837158,1.100000023841858,1.0,1.0,1.0,0.699999988079071,0.8999999761581421,1.100000023841858,0.800000011920929,1.0
61,2,0.0,0.10000000149011612,0.6000000238418579,0.949999988079071,0.800000011920929,0.949999988079071,1.2000000476837158,1.100000023841858,1.2000000476837158,1.149999976158142,1.0,0.800000011920929,1.100000023841858,1.100000023841858,1.0,1.0
62,2,0.0,0.10000000149011612,-0.800000011920929,0.949999988079071,0.8999999761581421,0.949999988079071,1.2999999523162842,1.2000000476837158,1.350000023841858,1.2000000476837158,1.0499999523162842,0.8999999761581421,1.100000023841858,1.2000000476837158,1.0,1.0499999523162842
63,2,-0.699999988079071,0.10000000149011612,0.0,0.949999988079071,0.8999999761581421,0.949999988079071,1.25,1.2000000476837158,1.2000000476837158,1.149999976158142,1.0499999523162842,0.8999999761581421,1.100000023841858,1.149999976158142,1.0,1.0499999523162842
64,2,0.699999988079071,0.10000000149011612,0.0,0.949999988079071,0.8999999761581421,0.949999988079071,1.25,1.2000000476837158,1.2000000476837158,1.149999976158142,1.0499999523162842,0.8999999761581421,1.100000023841858,1.149999976158142,1.0,1.0499999523162842
65,2,-0.4000000059604645,0.10000000149011612,0.4000000059604645,0.949999988079071,0.8999999761581421,0.949999988079071,1.25,1.2000000476837158,1.350000023841858,1.2000000476837158,1.0499999523162842,0.8999999761581421,1.100000023841858,1.149999976158142,1.0,1.0499999523162842
66,2,0.4000000059604645,0.10000000149011612,0.4000000059604645,0.949999988079071,0.8999999761581421,0.949999988079071,1.25,1.2000000476837158,1.350000023841858,1.2000000476837158,1.0499999523162842,0.8999999761581421,1.100000023841858,1.149999976158142,1.0,1.0499999523162842
67,2,-0.4000000059604645,0.10000000149011612,-0.699999988079071,1.0,0.8999999761581421,0.949999988079071,1.2999999523162842,1.2000000476837158,1.350000023841858,1.2000000476837158,1.100000023841858,0.8999999761581421,1.100000023841858,1.2000000476837158,1.0,1.0
68,2,0.4000000059604645,0.10000000149011612,-0.699999988079071,1.0,0.8999999761581421,0.949999988079071,1.2999999523162842,1.2000000476837158,1.350000023841858,1.2000000476837158,1.100000023841858,0.8999999761581421,1.100000023841858,1.2000000476837158,1.0,1.0
69,2,0.0,-0.20000000298023224,0.699999988079071,1.100000023841858,0.800000011920929,0.949999988079071,1.2999999523162842,1.100000023841858,1.2999999523162842,1.149999976158142,1.100000023841858,0.800000011920929,1.100000023841858,1.2000000476837158,1.0,1.0
70,2,0.0,-0.20000000298023224,-0.800000011920929,1.100000023841858,0.8999999761581421,0.949999988079071,1.399999976158142,1.2000000476837158,1.2999999523162842,1.2000000476837158,1.100000023841858,0.8999999761581421,1.100000023841858,1.2999999523162842,1.0,1.0499999523162842
71,2,-0.699999988079071,-0.20000000298023224,0.0,1.100000023841858,0.8999999761581421,0.949999988079071,1.399999976158142,1.2000000476837158,1.399999976158142,1.149999976158142,1.100000023841858,0.8999999761581421,1.100000023841858,1.25,1.0,1.0499999523162842
72,2,0.699999988079071,-0.20000000298023224,0.0,1.100000023841858,0.8999999761581421,0.949999988079071,1.399999976158142,1.2000000476837158,1.399999976158142,1.149999976158142,1.100000023841858,0.8999999761581421,1.100000023841858,1.25,1.0,1.0499999523162842
73,2,-0.4000000059604645,-0.20000000298023224,0.5,1.100000023841858,0.8999999761581421,0.949999988079071,1.350000023841858,1.2000000476837158,1.350000023841858,1.2000000476837158,1.100000023841858,0.8999999761581421,1.100000023841858,1.25,1.0,1.0499999523162842
74,2,0.4000000059604645,-0.20000000298023224,0.5,1.100000023841858,0.8999999761581421,0.949999988079071,1.350000023841858,1.2000000476837158,1.350000023841858,1.2000000476837158,1.100000023841858,0.8999999761581421,1.100000023841858,1.25,1.0,1.0499999523162842
75,2,-0.4000000059604645,-0.20000000298023224,-0.699999988079071,1.100000023841858,0.8999999761581421,0.949999988079071,1.399999976158142,1.2000000476837158,1.350000023841858,1.2000000476837158,1.2000000476837158,0.8999999761581421,1.100000023841858,1.2999999523162842,1.0,1.0499999523162842
76,2,0.4000000059604645,-0.20000000298023224,-0.699999988079071,1.100000023841858,0.8999999761581421,0.949999988079071,1.399999976158142,1.2000000476837158,1.350000023841858,1.2000000476837158,1.2000000476837158,0.8999999761581421,1.100000023841858,1.2999999523162842,1.0,1.0499999523162842
