key,0,1,2,3,4,5,6,7,8,9,10,11,12
51,1,"MGPプラチナカード",False,20,"WeeklyBingoRewardData#0",1,"クロの賞状:銀賞",False,3,"WeeklyBingoRewardData#1","クロの賞状:金賞",False,1
52,1,"MGPプラチナカード",False,20,"WeeklyBingoRewardData#0",1,"クロの賞状:銀賞",False,3,"WeeklyBingoRewardData#1","クロの賞状:金賞",False,1
53,1,"MGPプラチナカード",False,20,"WeeklyBingoRewardData#0",1,"クロの賞状:銀賞",False,3,"WeeklyBingoRewardData#1","クロの賞状:金賞",False,1
54,1,"MGPプラチナカード",False,20,"WeeklyBingoRewardData#0",1,"クロの賞状:銀賞",False,3,"WeeklyBingoRewardData#1","クロの賞状:金賞",False,1
55,1,"MGPプラチナカード",False,20,"WeeklyBingoRewardData#0",1,"クロの賞状:銀賞",False,3,"WeeklyBingoRewardData#1","クロの賞状:金賞",False,1
56,1,"MGPプラチナカード",False,20,"WeeklyBingoRewardData#0",1,"クロの賞状:銀賞",False,3,"WeeklyBingoRewardData#1","クロの賞状:金賞",False,1
57,1,"MGPプラチナカード",False,20,"WeeklyBingoRewardData#0",1,"クロの賞状:銀賞",False,3,"WeeklyBingoRewardData#1","クロの賞状:金賞",False,1
58,1,"MGPプラチナカード",False,20,"WeeklyBingoRewardData#0",1,"クロの賞状:銀賞",False,3,"WeeklyBingoRewardData#1","クロの賞状:金賞",False,1
59,1,"MGPプラチナカード",False,20,"WeeklyBingoRewardData#0",1,"クロの賞状:銀賞",False,3,"WeeklyBingoRewardData#1","クロの賞状:金賞",False,1
60,1,"MGPプラチナカード",False,20,"WeeklyBingoRewardData#0",1,"クロの賞状:銀賞",False,3,"WeeklyBingoRewardData#1","クロの賞状:金賞",False,1
61,1,"MGPプラチナカード",False,20,"WeeklyBingoRewardData#0",1,"クロの賞状:銀賞",False,3,"WeeklyBingoRewardData#1","クロの賞状:金賞",False,1
62,1,"MGPプラチナカード",False,2,"WeeklyBingoRewardData#0",1,"クロの賞状:銀賞",False,1,"WeeklyBingoRewardData#2","アラガントームストーン:経典",False,500
63,1,"MGPプラチナカード",False,2,"WeeklyBingoRewardData#0",1,"クロの賞状:銀賞",False,1,"WeeklyBingoRewardData#2","アラガントームストーン:経典",False,500
64,1,"MGPプラチナカード",False,2,"WeeklyBingoRewardData#0",1,"クロの賞状:銀賞",False,1,"WeeklyBingoRewardData#2","アラガントームストーン:経典",False,500
65,1,"MGPプラチナカード",False,2,"WeeklyBingoRewardData#0",1,"クロの賞状:銀賞",False,1,"WeeklyBingoRewardData#2","アラガントームストーン:経典",False,500
66,1,"MGPプラチナカード",False,2,"WeeklyBingoRewardData#0",1,"クロの賞状:銀賞",False,1,"WeeklyBingoRewardData#2","アラガントームストーン:経典",False,500
67,1,"MGPプラチナカード",False,2,"WeeklyBingoRewardData#0",1,"クロの賞状:銀賞",False,1,"WeeklyBingoRewardData#2","アラガントームストーン:経典",False,500
68,1,"MGPプラチナカード",False,2,"WeeklyBingoRewardData#0",1,"クロの賞状:銀賞",False,1,"WeeklyBingoRewardData#2","アラガントームストーン:経典",False,500
69,1,"MGPプラチナカード",False,2,"WeeklyBingoRewardData#0",1,"クロの賞状:銀賞",False,1,"WeeklyBingoRewardData#2","アラガントームストーン:経典",False,500
70,1,"MGPプラチナカード",False,2,"WeeklyBingoRewardData#0",1,"クロの賞状:銀賞",False,1,"WeeklyBingoRewardData#2","アラガントームストーン:経典",False,500
71,1,"MGPプラチナカード",False,2,"WeeklyBingoRewardData#0",1,"クロの賞状:銀賞",False,1,"WeeklyBingoRewardData#2","アラガントームストーン:経典",False,500
72,1,"MGPプラチナカード",False,2,"WeeklyBingoRewardData#0",1,"クロの賞状:銀賞",False,1,"WeeklyBingoRewardData#2","アラガントームストーン:経典",False,500
73,1,"MGPプラチナカード",False,2,"WeeklyBingoRewardData#0",1,"クロの賞状:銀賞",False,1,"WeeklyBingoRewardData#2","アラガントームストーン:経典",False,500
74,1,"MGPプラチナカード",False,2,"WeeklyBingoRewardData#0",1,"クロの賞状:銀賞",False,1,"WeeklyBingoRewardData#2","アラガントームストーン:経典",False,500
75,1,"MGPプラチナカード",False,2,"WeeklyBingoRewardData#0",1,"クロの賞状:銀賞",False,1,"WeeklyBingoRewardData#2","アラガントームストーン:経典",False,500
76,1,"MGPプラチナカード",False,2,"WeeklyBingoRewardData#0",1,"クロの賞状:銀賞",False,1,"WeeklyBingoRewardData#2","アラガントームストーン:経典",False,500
77,1,"MGPプラチナカード",False,2,"WeeklyBingoRewardData#0",1,"クロの賞状:銀賞",False,1,"WeeklyBingoRewardData#2","アラガントームストーン:経典",False,500
78,1,"MGPプラチナカード",False,2,"WeeklyBingoRewardData#0",1,"クロの賞状:銀賞",False,1,"WeeklyBingoRewardData#2","アラガントームストーン:経典",False,500
79,1,"MGPプラチナカード",False,2,"WeeklyBingoRewardData#0",1,"クロの賞状:銀賞",False,1,"WeeklyBingoRewardData#2","アラガントームストーン:経典",False,500
80,1,"MGPプラチナカード",False,2,"WeeklyBingoRewardData#0",1,"クロの賞状:銀賞",False,1,"WeeklyBingoRewardData#2","アラガントームストーン:経典",False,500
81,1,"MGPプラチナカード",False,2,"WeeklyBingoRewardData#0",1,"クロの賞状:銀賞",False,1,"WeeklyBingoRewardData#2","アラガントームストーン:経典",False,500
82,1,"MGPプラチナカード",False,2,"WeeklyBingoRewardData#0",1,"クロの賞状:銀賞",False,1,"WeeklyBingoRewardData#2","アラガントームストーン:経典",False,500
83,1,"MGPプラチナカード",False,2,"WeeklyBingoRewardData#0",1,"クロの賞状:銀賞",False,1,"WeeklyBingoRewardData#2","アラガントームストーン:経典",False,500
84,1,"MGPプラチナカード",False,2,"WeeklyBingoRewardData#0",1,"クロの賞状:銀賞",False,1,"WeeklyBingoRewardData#2","アラガントームストーン:経典",False,500
85,1,"MGPプラチナカード",False,2,"WeeklyBingoRewardData#0",1,"クロの賞状:銀賞",False,1,"WeeklyBingoRewardData#2","アラガントームストーン:経典",False,500
86,1,"MGPプラチナカード",False,2,"WeeklyBingoRewardData#0",1,"クロの賞状:銀賞",False,1,"WeeklyBingoRewardData#2","アラガントームストーン:経典",False,500
87,1,"MGPプラチナカード",False,2,"WeeklyBingoRewardData#0",1,"クロの賞状:銀賞",False,1,"WeeklyBingoRewardData#2","アラガントームストーン:経典",False,500
88,1,"MGPプラチナカード",False,2,"WeeklyBingoRewardData#0",1,"クロの賞状:銀賞",False,1,"WeeklyBingoRewardData#2","アラガントームストーン:経典",False,500
89,1,"MGPプラチナカード",False,2,"WeeklyBingoRewardData#0",1,"クロの賞状:銀賞",False,1,"WeeklyBingoRewardData#2","アラガントームストーン:経典",False,500
90,1,"MGPプラチナカード",False,2,"WeeklyBingoRewardData#0",1,"クロの賞状:銀賞",False,1,"WeeklyBingoRewardData#2","アラガントームストーン:経典",False,500
91,1,"MGPプラチナカード",False,2,"WeeklyBingoRewardData#0",1,"クロの賞状:銀賞",False,1,"WeeklyBingoRewardData#2","アラガントームストーン:経典",False,500
92,1,"MGPゴールドカード",False,1,"WeeklyBingoRewardData#0",1,"クロの賞状:銅賞",False,1,"WeeklyBingoRewardData#2","アラガントームストーン:天文",False,50
93,1,"MGPゴールドカード",False,1,"WeeklyBingoRewardData#0",1,"クロの賞状:銅賞",False,1,"WeeklyBingoRewardData#2","アラガントームストーン:天文",False,50
94,1,"MGPゴールドカード",False,1,"WeeklyBingoRewardData#0",1,"クロの賞状:銅賞",False,1,"WeeklyBingoRewardData#2","アラガントームストーン:天文",False,50
95,1,"MGPゴールドカード",False,1,"WeeklyBingoRewardData#0",1,"クロの賞状:銅賞",False,1,"WeeklyBingoRewardData#2","アラガントームストーン:天文",False,50
96,1,"MGPゴールドカード",False,1,"WeeklyBingoRewardData#0",1,"クロの賞状:銅賞",False,1,"WeeklyBingoRewardData#2","アラガントームストーン:天文",False,50
97,1,"MGPゴールドカード",False,1,"WeeklyBingoRewardData#0",1,"クロの賞状:銅賞",False,1,"WeeklyBingoRewardData#2","アラガントームストーン:天文",False,50
98,1,"MGPゴールドカード",False,1,"WeeklyBingoRewardData#0",1,"クロの賞状:銅賞",False,1,"WeeklyBingoRewardData#2","アラガントームストーン:天文",False,50
99,1,"MGPゴールドカード",False,1,"WeeklyBingoRewardData#0",1,"クロの賞状:銅賞",False,1,"WeeklyBingoRewardData#2","アラガントームストーン:天文",False,50
100,1,"MGPゴールドカード",False,1,"WeeklyBingoRewardData#0",1,"クロの賞状:銅賞",False,1,"WeeklyBingoRewardData#2","アラガントームストーン:天文",False,50
101,1,"MGPゴールドカード",False,1,"WeeklyBingoRewardData#0",1,"クロの賞状:銅賞",False,1,"WeeklyBingoRewardData#2","アラガントームストーン:天文",False,50
102,1,"MGPゴールドカード",False,1,"WeeklyBingoRewardData#0",1,"クロの賞状:銅賞",False,1,"WeeklyBingoRewardData#2","アラガントームストーン:天文",False,50
103,1,"MGPゴールドカード",False,1,"WeeklyBingoRewardData#0",1,"クロの賞状:銅賞",False,1,"WeeklyBingoRewardData#2","アラガントームストーン:天文",False,50
104,1,"MGPゴールドカード",False,1,"WeeklyBingoRewardData#0",1,"クロの賞状:銅賞",False,1,"WeeklyBingoRewardData#2","アラガントームストーン:天文",False,50
105,1,"MGPゴールドカード",False,1,"WeeklyBingoRewardData#0",1,"クロの賞状:銅賞",False,1,"WeeklyBingoRewardData#2","アラガントームストーン:天文",False,50
106,1,"MGPゴールドカード",False,1,"WeeklyBingoRewardData#0",1,"クロの賞状:銅賞",False,1,"WeeklyBingoRewardData#2","アラガントームストーン:天文",False,50
107,1,"MGPゴールドカード",False,1,"WeeklyBingoRewardData#0",1,"クロの賞状:銅賞",False,1,"WeeklyBingoRewardData#2","アラガントームストーン:天文",False,50
108,1,"MGPゴールドカード",False,1,"WeeklyBingoRewardData#0",1,"クロの賞状:銅賞",False,1,"WeeklyBingoRewardData#2","アラガントームストーン:天文",False,50
109,1,"MGPゴールドカード",False,1,"WeeklyBingoRewardData#0",1,"クロの賞状:銅賞",False,1,"WeeklyBingoRewardData#2","アラガントームストーン:天文",False,50
110,1,"MGPゴールドカード",False,1,"WeeklyBingoRewardData#0",1,"クロの賞状:銅賞",False,1,"WeeklyBingoRewardData#2","アラガントームストーン:天文",False,50
111,1,"MGPゴールドカード",False,1,"WeeklyBingoRewardData#0",1,"クロの賞状:銅賞",False,1,"WeeklyBingoRewardData#2","アラガントームストーン:天文",False,50
112,1,"MGPゴールドカード",False,1,"WeeklyBingoRewardData#0",1,"クロの賞状:銅賞",False,1,"WeeklyBingoRewardData#2","アラガントームストーン:天文",False,50
113,1,"MGPゴールドカード",False,1,"WeeklyBingoRewardData#0",1,"クロの賞状:銅賞",False,1,"WeeklyBingoRewardData#2","アラガントームストーン:天文",False,50
114,1,"MGPゴールドカード",False,1,"WeeklyBingoRewardData#0",1,"クロの賞状:銅賞",False,1,"WeeklyBingoRewardData#2","アラガントームストーン:天文",False,50
115,1,"MGPゴールドカード",False,1,"WeeklyBingoRewardData#0",1,"クロの賞状:銅賞",False,1,"WeeklyBingoRewardData#2","アラガントームストーン:天文",False,50
116,1,"MGPゴールドカード",False,1,"WeeklyBingoRewardData#0",1,"クロの賞状:銅賞",False,1,"WeeklyBingoRewardData#2","アラガントームストーン:天文",False,50
117,1,"MGPゴールドカード",False,1,"WeeklyBingoRewardData#0",1,"クロの賞状:銅賞",False,1,"WeeklyBingoRewardData#2","アラガントームストーン:天文",False,50
118,1,"MGPゴールドカード",False,1,"WeeklyBingoRewardData#0",1,"クロの賞状:銅賞",False,1,"WeeklyBingoRewardData#2","アラガントームストーン:天文",False,50
119,1,"MGPゴールドカード",False,1,"WeeklyBingoRewardData#0",1,"クロの賞状:銅賞",False,1,"WeeklyBingoRewardData#2","アラガントームストーン:天文",False,50
120,1,"MGPゴールドカード",False,1,"WeeklyBingoRewardData#0",1,"クロの賞状:銅賞",False,1,"WeeklyBingoRewardData#2","アラガントームストーン:天文",False,50
121,1,"MGPゴールドカード",False,1,"WeeklyBingoRewardData#0",1,"クロの賞状:銅賞",False,1,"WeeklyBingoRewardData#2","アラガントームストーン:天文",False,50
122,1,"アラグ白金貨",False,1,"WeeklyBingoRewardData#0",2,"アラガントームストーン:詩学",False,500,"WeeklyBingoRewardData#1","古ぼけた地図G12",False,1
123,1,"アラグ白金貨",False,1,"WeeklyBingoRewardData#0",2,"アラガントームストーン:詩学",False,500,"WeeklyBingoRewardData#1","古ぼけた地図G12",False,1
124,1,"アラグ白金貨",False,1,"WeeklyBingoRewardData#0",2,"アラガントームストーン:詩学",False,500,"WeeklyBingoRewardData#1","古ぼけた地図G12",False,1
125,1,"アラグ白金貨",False,1,"WeeklyBingoRewardData#0",2,"アラガントームストーン:詩学",False,500,"WeeklyBingoRewardData#1","古ぼけた地図G12",False,1
126,1,"アラグ白金貨",False,1,"WeeklyBingoRewardData#0",2,"アラガントームストーン:詩学",False,500,"WeeklyBingoRewardData#1","古ぼけた地図G12",False,1
127,1,"MGPプラチナカード",False,20,"WeeklyBingoRewardData#0",1,"クロの賞状:銀賞",False,3,"WeeklyBingoRewardData#1","クロの賞状:金賞",False,1
128,1,"MGPプラチナカード",False,20,"WeeklyBingoRewardData#0",1,"クロの賞状:銀賞",False,3,"WeeklyBingoRewardData#1","クロの賞状:金賞",False,1
129,1,"MGPプラチナカード",False,20,"WeeklyBingoRewardData#0",1,"クロの賞状:銀賞",False,3,"WeeklyBingoRewardData#1","クロの賞状:金賞",False,1
130,1,"MGPプラチナカード",False,20,"WeeklyBingoRewardData#0",1,"クロの賞状:銀賞",False,3,"WeeklyBingoRewardData#1","クロの賞状:金賞",False,1
131,1,"MGPプラチナカード",False,20,"WeeklyBingoRewardData#0",1,"クロの賞状:銀賞",False,3,"WeeklyBingoRewardData#1","クロの賞状:金賞",False,1
132,1,"MGPプラチナカード",False,2,"WeeklyBingoRewardData#0",1,"クロの賞状:銀賞",False,1,"WeeklyBingoRewardData#2","アラガントームストーン:詩学",False,1000
133,1,"MGPプラチナカード",False,2,"WeeklyBingoRewardData#0",1,"クロの賞状:銀賞",False,1,"WeeklyBingoRewardData#2","アラガントームストーン:詩学",False,1000
134,1,"MGPプラチナカード",False,2,"WeeklyBingoRewardData#0",1,"クロの賞状:銀賞",False,1,"WeeklyBingoRewardData#2","アラガントームストーン:詩学",False,1000
135,1,"MGPプラチナカード",False,2,"WeeklyBingoRewardData#0",1,"クロの賞状:銀賞",False,1,"WeeklyBingoRewardData#2","アラガントームストーン:詩学",False,1000
136,1,"MGPプラチナカード",False,2,"WeeklyBingoRewardData#0",1,"クロの賞状:銀賞",False,1,"WeeklyBingoRewardData#2","アラガントームストーン:詩学",False,1000
137,1,"MGPゴールドカード",False,1,"WeeklyBingoRewardData#0",1,"クロの賞状:銅賞",False,1,"WeeklyBingoRewardData#2","アラガントームストーン:詩学",False,700
138,1,"MGPゴールドカード",False,1,"WeeklyBingoRewardData#0",1,"クロの賞状:銅賞",False,1,"WeeklyBingoRewardData#2","アラガントームストーン:詩学",False,700
139,1,"MGPゴールドカード",False,1,"WeeklyBingoRewardData#0",1,"クロの賞状:銅賞",False,1,"WeeklyBingoRewardData#2","アラガントームストーン:詩学",False,700
140,1,"MGPゴールドカード",False,1,"WeeklyBingoRewardData#0",1,"クロの賞状:銅賞",False,1,"WeeklyBingoRewardData#2","アラガントームストーン:詩学",False,700
141,1,"MGPゴールドカード",False,1,"WeeklyBingoRewardData#0",1,"クロの賞状:銅賞",False,1,"WeeklyBingoRewardData#2","アラガントームストーン:詩学",False,700
142,1,"アラグ白金貨",False,1,"WeeklyBingoRewardData#0",2,"アラガントームストーン:詩学",False,500,"WeeklyBingoRewardData#1","古ぼけた地図G12",False,1
143,1,"アラグ白金貨",False,1,"WeeklyBingoRewardData#0",2,"アラガントームストーン:詩学",False,500,"WeeklyBingoRewardData#1","古ぼけた地図G14",False,1
144,1,"アラグ白金貨",False,1,"WeeklyBingoRewardData#0",2,"アラガントームストーン:詩学",False,500,"WeeklyBingoRewardData#1","古ぼけた地図G14",False,1
145,1,"アラグ白金貨",False,1,"WeeklyBingoRewardData#0",2,"アラガントームストーン:詩学",False,500,"WeeklyBingoRewardData#1","古ぼけた地図G14",False,1
146,1,"アラグ白金貨",False,1,"WeeklyBingoRewardData#0",2,"アラガントームストーン:詩学",False,500,"WeeklyBingoRewardData#1","古ぼけた地図G14",False,1
147,1,"アラグ白金貨",False,1,"WeeklyBingoRewardData#0",2,"アラガントームストーン:詩学",False,500,"WeeklyBingoRewardData#1","古ぼけた地図G14",False,1
148,1,"アラグ白金貨",False,1,"WeeklyBingoRewardData#0",2,"アラガントームストーン:詩学",False,500,"WeeklyBingoRewardData#1","古ぼけた地図G14",False,1
149,1,"アラグ白金貨",False,1,"WeeklyBingoRewardData#0",2,"アラガントームストーン:詩学",False,500,"WeeklyBingoRewardData#1","古ぼけた地図G14",False,1
150,1,"アラグ白金貨",False,1,"WeeklyBingoRewardData#0",2,"アラガントームストーン:詩学",False,500,"WeeklyBingoRewardData#1","古ぼけた地図G14",False,1
151,1,"アラグ白金貨",False,1,"WeeklyBingoRewardData#0",2,"アラガントームストーン:詩学",False,500,"WeeklyBingoRewardData#1","古ぼけた地図G14",False,1
152,1,"アラグ白金貨",False,1,"WeeklyBingoRewardData#0",2,"アラガントームストーン:詩学",False,500,"WeeklyBingoRewardData#1","古ぼけた地図G14",False,1
153,1,"アラグ白金貨",False,1,"WeeklyBingoRewardData#0",2,"アラガントームストーン:詩学",False,500,"WeeklyBingoRewardData#1","古ぼけた地図G14",False,1
154,1,"アラグ白金貨",False,1,"WeeklyBingoRewardData#0",2,"アラガントームストーン:詩学",False,500,"WeeklyBingoRewardData#1","古ぼけた地図G14",False,1
155,1,"アラグ白金貨",False,1,"WeeklyBingoRewardData#0",2,"アラガントームストーン:詩学",False,500,"WeeklyBingoRewardData#1","古ぼけた地図G14",False,1
156,1,"アラグ白金貨",False,1,"WeeklyBingoRewardData#0",2,"アラガントームストーン:詩学",False,500,"WeeklyBingoRewardData#1","古ぼけた地図G14",False,1
157,1,"アラグ白金貨",False,1,"WeeklyBingoRewardData#0",2,"アラガントームストーン:詩学",False,500,"WeeklyBingoRewardData#1","古ぼけた地図G14",False,1
158,1,"アラグ白金貨",False,1,"WeeklyBingoRewardData#0",2,"アラガントームストーン:詩学",False,500,"WeeklyBingoRewardData#1","古ぼけた地図G14",False,1
159,1,"アラグ白金貨",False,1,"WeeklyBingoRewardData#0",2,"アラガントームストーン:詩学",False,500,"WeeklyBingoRewardData#1","古ぼけた地図G14",False,1
160,1,"アラグ白金貨",False,1,"WeeklyBingoRewardData#0",2,"アラガントームストーン:詩学",False,500,"WeeklyBingoRewardData#1","古ぼけた地図G14",False,1
