Index,Sub_Index,0:？,1:？,2:？,3:？,4:？
339,59,-767.906982421875,45.553001403808594,-508.00201416015625,16.0,192
339,60,-803.9730224609375,28.155899047851562,-563.8389892578125,16.5,192
339,61,-165.3719940185547,31.5,-48.53799819946289,10.0,72
339,62,-655.60302734375,31.5,-869.1740112304688,10.0,192
340,1,144.0,46.0,-78.375,16.5,82
340,2,78.5,51.0,-100.0,12.5,82
340,3,130.0,58.5,-163.0,20.5,82
340,4,39.5,54.5,-81.0,12.5,82
340,5,71.5,34.5,-30.5,16.5,82
340,6,143.0,23.5,2.0,20.5,82
340,7,116.5,9.625,52.0,12.5,82
340,8,85.0,8.75,63.5,12.5,82
340,9,125.0,8.0,95.0,12.5,82
340,10,74.5,7.75,93.5,12.5,82
340,11,52.0,5.0,132.0,16.5,82
340,12,64.0,25.0,22.5,12.5,82
340,13,27.746599197387695,34.0,13.0,12.5,82
340,14,32.0,19.5,43.5,12.5,82
340,15,12.0,9.0,81.5,12.5,82
340,16,-92.0,7.75,98.0,16.5,82
340,17,-30.0,10.0,78.5,12.5,82
340,18,-31.0,21.0,44.5,12.5,82
340,19,-82.0,21.5,45.5,12.5,82
340,20,-8.5,33.0,1.0,12.5,82
340,21,-58.0,30.5,-3.0,16.5,82
340,22,-37.0,41.5,-36.5,12.5,82
340,23,-65.5,32.0,-35.5,12.5,82
340,24,-45.5,47.0,-65.5,12.5,82
340,25,-4.0,46.5,-73.0,12.5,82
340,26,-29.0,56.5,-106.0,12.5,82
340,27,-114.0,31.5,-40.0,16.5,82
340,28,-135.75,27.5,-108.5,20.5,82
340,29,-105.0,34.5,-154.5,12.5,82
340,30,-50.5,56.0,-150.0,16.5,82
340,31,-625.625,46.0,-560.0,16.5,193
340,32,-604.0,51.0,-625.5,12.5,193
340,33,-541.0,58.5,-574.0,20.5,193
340,34,-623.0,54.5,-664.5,12.5,193
340,35,-673.5,34.5,-632.5,16.5,193
340,36,-706.0,23.5,-561.0,20.5,193
340,37,-756.0,9.625,-587.5,12.5,193
340,38,-767.5,8.75,-619.0,12.5,193
340,39,-799.0,8.0,-579.0,12.5,193
340,40,-797.5,7.75,-629.5,12.5,193
340,41,-836.0,5.0,-652.0,16.5,193
340,42,-726.5,25.0,-640.0,12.5,193
340,43,-717.0,34.0,-676.2529907226562,12.5,193
340,44,-747.5,19.5,-672.0,12.5,193
340,45,-785.5,9.0,-692.0,12.5,193
340,46,-802.0,7.75,-796.0,16.5,193
340,47,-782.5,10.0,-734.0,12.5,193
340,48,-748.5,21.0,-735.0,12.5,193
340,49,-749.5,21.5,-786.0,12.5,193
340,50,-705.0,33.0,-712.5,12.5,193
340,51,-701.0,30.5,-762.0,16.5,193
340,52,-667.5,41.5,-741.0,12.5,193
340,53,-668.5,32.0,-769.5,12.5,193
340,54,-638.5,47.0,-749.5,12.5,193
340,55,-631.0,46.5,-708.0,12.5,193
340,56,-598.0,56.5,-733.0,12.5,193
340,57,-664.0,31.5,-818.0,16.5,193
340,58,-595.5,27.5,-839.75,20.5,193
340,59,-549.5,34.5,-809.0,12.5,193
340,60,-554.0,56.0,-754.5,16.5,193
340,61,252.4340057373047,55.10459899902344,-114.53299713134766,10.0,82
340,62,-589.3829956054688,55.10459899902344,-451.5660095214844,10.0,193
341,1,-38.0,-4.0,-110.0,12.5,83
341,2,-64.0,4.0,-98.0,12.149999618530273,83
341,3,-85.63999938964844,6.0,-80.0199966430664,12.5,83
341,4,-82.2030029296875,-4.0,-121.06999969482422,16.200000762939453,83
341,5,-118.66500091552734,12.0,-92.44000244140625,20.200000762939453,83
341,6,-39.72999954223633,0.0,-64.44000244140625,16.5,83
341,7,-72.5999984741211,8.0,-40.314998626708984,12.5,83
341,8,-117.80999755859375,10.0,-23.3700008392334,16.299999237060547,83
341,9,-140.24600219726562,12.0,-51.00400161743164,12.199999809265137,83
341,10,-147.90499877929688,15.0,-24.542999267578125,12.399999618530273,83
341,11,-158.77999877929688,15.0,18.875,16.5,83
341,12,-116.0,15.0,24.0,16.5,83
341,13,-72.0,11.618000030517578,12.0,20.5,83
341,14,-32.0,-20.0,18.0,12.5,83
341,15,-14.017999649047852,-16.020000457763672,-36.03499984741211,12.5,83
341,16,68.25,-16.0,-39.56700134277344,12.5,83
341,17,67.0,-20.0,0.25,12.5,83
341,18,73.18800354003906,-24.0,28.85099983215332,12.5,83
341,19,44.0,-24.0,53.810001373291016,16.5,83
341,20,0.0,-24.0,80.0,12.5,83
341,21,94.0,-26.0,-70.0,12.5,83
341,22,106.0,-14.0,-36.0,12.5,83
341,23,130.46499633789062,-18.0,-56.62799835205078,12.300000190734863,83
341,24,144.5,-26.0,-32.0,12.300000190734863,83
341,25,123.75,-28.0,4.0,16.5,83
341,26,120.0,-28.0,40.0,12.100000381469727,83
341,27,130.0,-36.0,72.0,12.5,83
341,28,95.54499816894531,-33.68000030517578,59.08000183105469,12.100000381469727,83
341,29,184.0,-44.0,23.5,12.100000381469727,83
341,30,188.0,-40.0,60.0,20.200000762939453,83
341,31,-594.0,-4.0,-742.0,12.5,194
341,32,-606.0,4.0,-768.0,12.149999618530273,194
341,33,-623.97998046875,6.0,-789.6400146484375,12.5,194
341,34,-582.9299926757812,-4.0,-786.2030029296875,16.200000762939453,194
341,35,-611.5599975585938,12.0,-822.6649780273438,20.200000762939453,194
341,36,-639.5599975585938,0.0,-743.72998046875,16.5,194
341,37,-663.6849975585938,8.0,-776.5999755859375,12.5,194
341,38,-680.6300048828125,10.0,-821.8099975585938,16.299999237060547,194
341,39,-652.9959716796875,12.0,-844.2459716796875,12.199999809265137,194
341,40,-679.4569702148438,15.0,-851.905029296875,12.399999618530273,194
341,41,-722.875,15.0,-862.780029296875,16.5,194
341,42,-728.0,15.0,-820.0,16.5,194
341,43,-716.0,11.618000030517578,-776.0,20.5,194
341,44,-722.0,-20.0,-736.0,12.5,194
341,45,-667.9650268554688,-16.020000457763672,-718.0180053710938,12.5,194
341,46,-664.4329833984375,-16.0,-635.75,12.5,194
341,47,-704.25,-20.0,-637.0,12.5,194
341,48,-732.8510131835938,-24.0,-630.81201171875,12.5,194
341,49,-757.8099975585938,-24.0,-660.0,16.5,194
341,50,-784.0,-24.0,-704.0,12.5,194
341,51,-634.0,-26.0,-610.0,12.5,194
341,52,-668.0,-14.0,-598.0,12.5,194
341,53,-647.3720092773438,-18.0,-573.5349731445312,12.300000190734863,194
341,54,-672.0,-26.0,-559.5,12.300000190734863,194
341,55,-708.0,-28.0,-580.25,16.5,194
341,56,-744.0,-28.0,-584.0,12.100000381469727,194
341,57,-776.0,-36.0,-574.0,12.5,194
341,58,-763.0800170898438,-33.68000030517578,-608.4550170898438,12.100000381469727,194
341,59,-727.5,-44.0,-520.0,12.100000381469727,194
341,60,-764.0,-40.0,-516.0,20.200000762939453,194
341,61,-75.84500122070312,24.45800018310547,90.26319885253906,10.0,83
341,62,-794.3610229492188,23.033599853515625,-779.8330078125,10.0,194
641,1,-33.92020034790039,2.0199999809265137,115.99700164794922,15.991100311279297,364
641,2,-27.05940055847168,14.520000457763672,75.03589630126953,11.78030014038086,364
641,3,5.034180164337158,6.019999980926514,125.01799774169922,11.809900283813477,364
641,4,7.033599853515625,20.020000457763672,78.96910095214844,11.93280029296875,364
641,5,39.99810028076172,20.020000457763672,63.048500061035156,11.948200225830078,364
641,6,45.00519943237305,10.020000457763672,99.05290222167969,12.006600379943848,364
641,7,49.96969985961914,10.020000457763672,143.9499969482422,20.077899932861328,364
641,8,115.02300262451172,11.600000381469727,129.99899291992188,15.981200218200684,364
641,9,90.04319763183594,16.020000457763672,93.04859924316406,11.986100196838379,364
641,10,117.99199676513672,22.020000457763672,70.03489685058594,11.920299530029297,364
641,11,88.997802734375,22.020000457763672,46.966400146484375,11.897199630737305,364
641,12,58.005001068115234,26.020000457763672,21.99880027770996,11.911199569702148,364
641,13,68.010498046875,31.59000015258789,-17.911300659179688,15.997200012207031,364
641,14,104.94499969482422,30.020000457763672,6.009459972381592,12.024499893188477,364
641,15,131.0449981689453,34.02000045776367,31.963199615478516,16.09939956665039,364
641,16,136.06500244140625,40.02000045776367,-30.052099227905273,24.15060043334961,364
641,17,-104.93699645996094,2.0199999809265137,73.92250061035156,11.60319995880127,364
641,18,-87.98429870605469,14.520000457763672,39.04359817504883,12.060799598693848,364
641,19,-134.85800170898438,2.0199999809265137,50.13029861450195,16.27899932861328,364
641,20,-107.09700012207031,10.020000457763672,11.902400016784668,12.216699600219727,364
641,21,-163.97799682617188,6.019999980926514,21.94059944152832,12.063899993896484,364
641,22,-166.97999572753906,6.019999980926514,-11.018199920654297,12.220000267028809,364
641,23,-150.968994140625,16.020000457763672,-49.96760177612305,11.975500106811523,364
641,24,-122.98500061035156,17.510000228881836,-26.01020050048828,16.08679962158203,364
641,25,-79.88739776611328,14.020000457763672,-14.012800216674805,12.086899757385254,364
641,26,-96.943603515625,16.020000457763672,-56.00299835205078,12.030699729919434,364
641,27,-58.99470138549805,20.020000457763672,-54.998199462890625,11.972900390625,364
641,28,-75.00289916992188,25.020000457763672,-116.97899627685547,16.042800903320312,364
641,29,-116.04299926757812,26.6200008392334,-93.02690124511719,12.076499938964844,364
641,30,-158.81199645996094,30.020000457763672,-121.86499786376953,24.251300811767578,364
641,31,-820.1510009765625,2.0199999809265137,-738.4730224609375,15.991100311279297,365
641,32,-779.2069702148438,14.520000457763672,-731.5089721679688,11.78030014038086,365
641,33,-829.27001953125,6.019999980926514,-699.5419921875,11.809900283813477,365
641,34,-783.2260131835938,20.020000457763672,-697.426025390625,11.93280029296875,365
641,35,-767.3889770507812,20.020000457763672,-664.4210205078125,11.948200225830078,365
641,36,-803.406005859375,10.020000457763672,-659.5050048828125,12.006600379943848,365
641,37,-848.3150024414062,10.020000457763672,-654.6539916992188,20.077899932861328,365
641,38,-834.5289916992188,12.0,-589.5659790039062,15.981200218200684,365
641,39,-797.5159912109375,16.020000457763672,-614.4520263671875,11.986100196838379,365
641,40,-774.572998046875,22.020000457763672,-586.4450073242188,11.920299530029297,365
641,41,-751.4310302734375,22.020000457763672,-615.3809814453125,11.897199630737305,365
641,42,-726.385009765625,26.020000457763672,-646.3099975585938,11.911199569702148,365
641,43,-686.5009765625,32.0,-636.2039794921875,15.997200012207031,365
641,44,-710.5150146484375,30.020000457763672,-599.3300170898438,12.024499893188477,365
641,45,-736.5339965820312,34.02000045776367,-573.2960205078125,16.09939956665039,365
641,46,-674.531982421875,40.02000045776367,-568.1190185546875,24.15060043334961,365
641,47,-777.89599609375,2.0199999809265137,-809.3829956054688,11.60319995880127,365
641,48,-743.0599975585938,14.020000457763672,-792.3419799804688,12.060799598693848,365
641,49,-754.0280151367188,2.0199999809265137,-839.2440185546875,16.27899932861328,365
641,50,-715.8709716796875,10.020000457763672,-811.385986328125,12.216699600219727,365
641,51,-725.7650146484375,6.019999980926514,-868.2919921875,12.063899993896484,365
641,52,-692.7990112304688,6.019999980926514,-871.2109985351562,12.220000267028809,365
641,53,-653.8900146484375,16.020000457763672,-855.1010131835938,11.975500106811523,365
641,54,-677.9180297851562,18.0,-827.177978515625,16.08679962158203,365
641,55,-690.0239868164062,14.020000457763672,-784.1110229492188,12.086899757385254,365
641,56,-647.9910278320312,16.020000457763672,-801.0609741210938,12.030699729919434,365
641,57,-649.0919799804688,20.020000457763672,-763.114990234375,11.972900390625,365
641,58,-587.0709838867188,25.020000457763672,-778.9660034179688,16.042800903320312,365
641,59,-610.9190063476562,27.0,-820.0670166015625,12.076499938964844,365
641,60,-581.9730224609375,30.020000457763672,-862.7620239257812,24.251300811767578,365
641,61,4.3914899826049805,36.69940185546875,-48.905799865722656,21.892200469970703,364
641,62,-653.8939819335938,36.69940185546875,-700.3040161132812,21.892200469970703,365
