Index,0:？,1:？,2:？,3:？,4:？,5:？,6:？,7:？,8:？,9:？,10:？,11:？,12:？,13:？,14:？,15:？,16:？
21,1.100000023841858,1.7999999523162842,1.5,200,600,66,100,66,83,0,0,3.0,3.0,0,0,False,2
22,0.5,0.699999988079071,0.6000000238418579,200,500,66,100,66,100,0,0,3.0,3.0,0,0,False,1
23,5.0,4.0,4.0,200,500,66,300,66,143,0,0,3.0,3.0,80,1,False,2
24,1.399999976158142,1.399999976158142,1.5,200,800,66,125,66,78,0,0,3.0,3.0,0,0,False,1
25,0.20000000298023224,0.6000000238418579,1.0,200,500,100,100,100,100,130,170,8.0,3.0,0,1,True,1
26,0.30000001192092896,0.6000000238418579,1.0,300,600,100,100,100,100,130,170,8.0,3.0,0,1,True,1
27,3.0,2.5,2.0,200,500,66,200,66,200,0,0,3.0,3.0,0,0,False,2
28,0.30000001192092896,0.6000000238418579,0.5,250,550,66,80,66,91,0,0,3.0,3.0,0,0,False,1
29,1.0,1.2999999523162842,0.5,300,600,66,67,66,83,0,0,3.0,3.0,0,0,False,1
30,2.4000000953674316,2.200000047683716,2.0,250,550,66,160,66,182,0,0,3.0,3.0,0,1,False,1
31,0.4000000059604645,1.0,1.0,200,500,67,67,67,67,0,0,3.0,3.0,0,0,False,1
32,0.5,0.699999988079071,0.5,150,400,66,167,66,156,0,0,3.0,3.0,0,0,False,1
33,1.100000023841858,1.0,1.0,200,500,66,100,66,100,0,0,3.0,3.0,0,0,False,1
34,2.200000047683716,2.5,1.7000000476837158,200,550,66,100,66,91,0,0,3.0,3.0,0,0,False,2
35,4.0,4.5,3.0,300,600,66,133,66,167,0,0,3.0,3.0,0,1,False,2
36,0.4000000059604645,0.4000000059604645,0.699999988079071,200,500,66,100,66,100,0,0,3.0,3.0,0,0,False,1
37,3.5,2.700000047683716,1.0,200,500,66,143,66,143,0,0,3.0,3.0,0,1,False,2
38,2.0,1.600000023841858,1.0,200,500,66,125,66,125,0,0,3.0,3.0,0,0,False,1
39,2.700000047683716,2.200000047683716,2.0,200,450,66,125,66,139,0,0,3.0,3.0,0,0,False,1
40,2.0,2.0999999046325684,2.0,200,500,66,167,66,167,0,0,3.0,3.0,0,0,False,2
41,1.100000023841858,1.0,1.0,200,600,66,167,66,139,0,0,3.0,3.0,0,0,False,1
42,5.800000190734863,4.699999809265137,3.0,200,500,66,200,66,200,0,0,3.0,3.0,0,0,False,2
43,0.8999999761581421,1.0,1.0,200,600,100,100,100,100,40,80,3.0,3.0,90,1,False,1
44,0.8999999761581421,0.8999999761581421,1.2000000476837158,170,470,66,78,66,71,0,0,3.0,3.0,0,0,False,1
45,1.100000023841858,0.800000011920929,0.5,200,500,66,200,66,200,0,0,3.0,3.0,0,0,False,1
46,1.7999999523162842,1.5,1.5,300,600,66,167,66,83,0,0,3.0,3.0,0,0,False,1
47,1.600000023841858,1.600000023841858,1.2000000476837158,200,500,66,100,66,100,0,0,3.0,3.0,0,0,False,1
48,3.5,3.0,2.0,200,500,66,300,66,300,0,0,3.0,3.0,0,1,False,1
49,1.2999999523162842,2.0999999046325684,2.0,240,550,66,104,66,114,0,0,3.0,3.0,0,0,False,2
50,0.5,0.699999988079071,0.6000000238418579,200,350,66,100,66,143,0,0,3.0,3.0,0,0,False,1
51,1.5,1.600000023841858,1.0,250,550,66,114,66,130,0,0,3.0,3.0,0,0,False,1
52,1.5,1.600000023841858,1.0,200,500,100,100,100,100,0,0,3.0,3.0,0,0,False,1
53,3.700000047683716,3.0,3.0,200,700,66,100,66,71,0,0,3.0,3.0,0,1,False,2
54,1.899999976158142,2.4000000953674316,1.0,250,550,66,80,66,91,0,0,3.0,3.0,0,1,False,1
55,1.2000000476837158,1.2000000476837158,1.2000000476837158,100,500,66,300,66,200,0,0,3.0,3.0,0,0,False,1
56,1.399999976158142,1.7999999523162842,1.5,200,500,66,100,66,100,0,0,3.0,3.0,0,0,False,2
57,2.299999952316284,2.0,2.0,200,600,66,100,66,83,0,0,3.0,3.0,0,1,False,2
58,4.0,3.5999999046325684,3.200000047683716,300,600,66,95,66,119,0,0,3.0,3.0,0,1,False,2
59,0.10000000149011612,0.699999988079071,0.6000000238418579,200,500,66,100,66,100,0,0,3.0,3.0,0,0,False,1
60,3.5999999046325684,2.5999999046325684,1.0,200,500,66,300,66,300,0,0,6.0,10.0,140,1,False,2
61,2.0,2.299999952316284,1.0,200,500,66,67,66,67,0,0,3.0,3.0,0,1,False,1
62,2.5,2.4000000953674316,2.0,200,500,66,100,66,100,0,0,3.0,3.0,0,0,False,2
63,5.0,3.5,5.0,200,500,66,125,66,125,0,0,3.0,3.0,0,0,False,2
64,2.0,1.600000023841858,1.399999976158142,200,500,100,100,100,100,180,250,6.0,3.0,0,1,False,1
65,1.2000000476837158,1.7999999523162842,1.399999976158142,500,500,66,100,66,125,0,0,3.0,3.0,0,0,False,1
66,3.5,2.799999952316284,2.5,200,500,66,100,66,100,0,0,3.0,3.0,0,0,False,2
67,1.2999999523162842,2.0,3.0,200,600,100,100,83,83,0,0,3.0,3.0,0,0,False,1
68,3.0,3.0,2.5,200,500,66,143,66,143,0,0,3.0,3.0,0,1,False,2
69,2.4000000953674316,2.0,1.0,200,500,100,100,100,100,240,240,8.0,3.0,0,1,True,1
70,4.0,3.5,3.0,200,500,66,143,66,143,0,0,3.0,3.0,0,0,False,2
71,4.5,3.5,3.0,200,500,77,167,77,167,0,0,3.0,3.0,100,1,False,1
72,1.7999999523162842,1.0,1.0,200,600,66,100,66,83,0,0,3.0,3.0,0,0,False,1
73,1.0,1.2999999523162842,1.2999999523162842,200,6000,66,100,66,100,0,0,3.0,3.0,0,1,False,2
74,1.0,1.0,1.0,200,500,66,100,66,100,0,0,3.0,3.0,0,0,False,1
75,1.0,0.699999988079071,1.0,200,500,100,100,100,100,0,0,3.0,3.0,0,0,False,1
76,1.0,1.399999976158142,1.2999999523162842,300,600,66,67,66,83,0,0,3.0,3.0,0,1,False,1
77,2.799999952316284,2.5,1.0,200,500,66,100,66,100,0,0,3.0,3.0,0,0,False,1
78,1.7999999523162842,1.5,1.0,200,500,100,100,100,100,370,370,12.0,3.0,0,1,False,1
79,0.20000000298023224,0.699999988079071,1.0,200,500,66,100,66,100,0,0,3.0,3.0,0,0,False,1
80,0.4000000059604645,0.699999988079071,1.0,250,550,100,100,100,100,130,170,8.0,3.0,0,1,False,1
81,0.30000001192092896,0.6000000238418579,0.5,100,350,66,200,66,143,0,0,3.0,3.0,0,0,False,1
82,0.4000000059604645,0.699999988079071,0.5,120,350,66,167,66,143,0,0,3.0,3.0,0,0,False,1
83,0.20000000298023224,0.5,0.5,200,600,100,100,100,100,80,120,8.0,3.0,0,1,True,1
84,0.5,0.699999988079071,1.0,200,450,100,100,100,100,80,120,8.0,3.0,0,1,False,1
85,0.699999988079071,0.800000011920929,1.0,200,500,66,83,66,83,0,0,3.0,3.0,0,0,False,1
86,0.699999988079071,0.800000011920929,1.0,120,350,66,167,66,143,0,0,3.0,3.0,0,0,False,1
87,1.0,1.0,1.0,200,600,66,200,66,167,0,0,3.0,3.0,0,0,False,1
88,0.30000001192092896,0.6000000238418579,0.5,200,500,66,100,66,100,0,0,3.0,3.0,0,0,False,1
89,0.699999988079071,1.0,1.0,200,500,66,100,66,100,0,0,3.0,3.0,0,0,False,1
90,1.0,1.5,1.0,200,500,66,100,66,100,0,0,3.0,3.0,0,0,False,1
91,1.0,1.5,0.5,200,500,100,100,100,100,0,0,3.0,3.0,0,0,False,1
92,2.299999952316284,2.4000000953674316,1.0,200,500,100,100,100,100,0,0,3.0,3.0,0,0,False,1
93,0.5,0.6000000238418579,1.0,200,500,100,100,100,100,100,130,8.0,3.0,0,1,False,1
94,1.0,1.0,1.0,200,600,66,300,66,300,0,0,3.0,3.0,0,0,False,1
95,1.7000000476837158,1.899999976158142,1.0,200,500,66,125,66,125,0,0,3.0,3.0,0,1,False,2
96,5.0,4.199999809265137,4.0,300,800,67,67,66,100,0,0,3.0,3.0,0,1,False,2
97,1.0,3.0,2.0,200,500,66,100,66,100,0,0,3.0,3.0,0,1,False,2
98,3.5,3.799999952316284,3.5,200,500,67,67,67,67,0,0,3.0,3.0,0,1,False,2
99,6.0,6.199999809265137,1.0,600,600,66,100,83,83,0,0,3.0,3.0,0,1,False,1
100,2.0,1.7000000476837158,1.0,100,500,66,300,66,300,0,0,3.0,3.0,0,0,False,2
101,2.0,1.0,1.0,200,500,100,100,100,100,0,0,3.0,3.0,0,1,False,1
102,4.5,12.0,8.0,200,500,66,100,66,100,0,0,3.0,3.0,0,1,False,1
103,1.0,1.159999966621399,1.100000023841858,200,500,66,100,66,100,0,0,3.0,3.0,0,0,False,1
104,1.0,1.0,1.0,200,500,100,100,100,100,0,0,3.0,3.0,0,0,False,1
105,2.299999952316284,2.0,1.0,200,500,100,200,100,200,0,0,3.0,3.0,60,0,False,1
106,1.2000000476837158,1.0,1.0,200,500,66,83,66,83,0,0,3.0,3.0,0,0,False,1
107,3.5,7.0,5.0,200,600,100,100,83,83,0,0,3.0,3.0,0,0,False,1
108,1.0,1.0,1.0,200,500,66,300,66,300,0,0,3.0,3.0,0,1,False,1
109,1.0,1.0499999523162842,1.5,200,600,100,100,100,100,0,0,3.0,3.0,0,0,False,2
110,7.5,7.0,7.0,200,600,66,300,66,130,0,0,3.0,3.0,0,1,False,1
111,0.30000001192092896,0.4000000059604645,1.0,200,500,66,100,66,100,0,0,3.0,3.0,0,0,False,1
112,12.0,1.0,1.0,200,500,67,67,67,67,0,0,3.0,3.0,0,1,False,1
113,1.0,1.0,1.0,200,500,66,300,66,300,0,0,3.0,3.0,0,0,False,1
114,1.0,1.2000000476837158,1.0,600,600,66,100,66,83,0,0,3.0,3.0,0,1,False,1
115,1.0,2.0,2.0,200,500,100,100,100,100,350,350,1.7000000476837158,3.0,0,1,False,1
116,1.0,1.0,1.0,200,500,66,300,66,300,0,0,3.0,3.0,0,1,False,1
117,6.0,6.5,8.0,200,500,67,300,67,300,0,0,3.0,3.0,0,1,False,1
118,1.399999976158142,1.5,2.0,200,500,100,100,100,100,250,250,1.7000000476837158,3.0,0,1,False,1
119,12.0,7.0,7.0,200,500,100,100,100,100,0,0,3.0,3.0,0,1,False,2
120,3.0,1.0,1.0,200,1500,66,100,66,100,0,0,3.0,3.0,0,0,False,1
121,1.0,1.0,1.0,200,500,66,300,66,300,0,0,3.0,3.0,0,0,False,1
122,1.0,1.0,1.0,200,500,66,83,66,83,0,0,3.0,3.0,0,0,False,1
123,3.5,3.0,3.0,200,500,100,100,100,100,150,150,0.009999999776482582,3.0,0,1,False,2
124,1.5,2.0,2.0,200,500,66,100,66,100,0,0,3.0,3.0,0,1,False,2
125,1.0,1.0,1.0,200,500,66,100,66,100,0,0,3.0,3.0,0,1,False,1
126,2.5,3.0,4.0,200,500,67,77,67,77,0,0,3.0,3.0,0,1,False,1
127,1.0,1.0,1.0,200,500,66,100,66,100,0,0,3.0,3.0,0,1,False,2
128,6.0,5.0,5.0,200,500,66,83,66,83,0,0,3.0,3.0,0,0,False,1
129,4.0,3.0,3.0,200,500,100,100,100,100,100,100,0.699999988079071,3.0,0,0,False,1
130,7.0,6.0,4.0,200,500,66,100,66,100,0,0,3.0,3.0,0,1,False,1
131,1.0,1.2999999523162842,1.2999999523162842,200,500,66,100,66,100,0,0,3.0,3.0,0,0,False,1
132,3.0,1.0,1.0,200,500,66,100,66,100,0,0,3.0,3.0,0,0,False,1
133,0.699999988079071,0.699999988079071,0.4000000059604645,200,500,66,100,66,100,0,0,3.0,3.0,0,0,False,1
134,1.2999999523162842,0.8999999761581421,1.0,200,500,100,100,100,100,20,30,8.0,3.0,0,1,False,1
135,0.30000001192092896,0.5,0.30000001192092896,200,500,66,100,66,100,0,0,3.0,3.0,0,0,False,1
136,1.2000000476837158,1.0,1.0,200,500,100,100,100,100,0,0,3.0,3.0,0,0,False,1
137,0.4000000059604645,0.6000000238418579,1.0,200,500,100,100,100,100,80,120,8.0,3.0,0,1,True,1
138,0.6000000238418579,0.699999988079071,1.0,200,500,100,100,100,100,120,150,8.0,3.0,0,1,False,1
139,3.0,3.4000000953674316,6.0,40,160,100,300,100,300,0,0,3.0,3.0,0,0,False,2
140,0.800000011920929,0.800000011920929,1.0,200,500,100,100,100,100,80,120,8.0,3.0,0,1,False,1
141,1.2000000476837158,1.600000023841858,2.0,200,500,100,100,100,100,100,100,8.0,3.0,0,1,False,1
142,1.2999999523162842,1.2999999523162842,2.0,200,500,66,167,66,167,0,0,3.0,3.0,0,0,False,1
143,1.399999976158142,1.600000023841858,3.0,200,500,66,100,66,100,0,0,3.0,3.0,0,0,False,2
144,1.5,4.0,6.0,200,500,100,111,100,111,0,0,3.0,3.0,0,0,False,1
145,2.0,2.299999952316284,8.0,200,500,83,200,83,200,0,0,3.0,3.0,0,0,False,1
146,5.300000190734863,3.5,7.0,500,500,66,100,71,125,0,0,3.0,3.0,0,1,False,1
147,2.4000000953674316,2.0,4.0,200,500,66,100,66,100,0,0,3.0,3.0,0,0,False,1
148,1.5,1.2000000476837158,1.0,500,500,66,67,66,167,0,0,3.0,3.0,0,0,False,1
149,1.0,0.800000011920929,1.0,110,250,182,182,200,200,0,0,3.0,3.0,0,0,False,1
150,2.200000047683716,2.0,2.5,200,500,66,125,66,125,0,0,3.0,3.0,0,0,False,1
151,1.7000000476837158,1.7999999523162842,2.5,200,500,66,100,66,100,0,0,3.0,3.0,0,0,False,1
152,0.5,1.2000000476837158,0.5,200,500,100,100,100,100,50,90,8.0,3.0,0,1,False,1
153,0.800000011920929,0.8999999761581421,0.8999999761581421,200,600,100,100,100,100,130,170,6.0,3.0,0,1,False,1
154,0.699999988079071,1.100000023841858,1.100000023841858,120,390,67,167,66,128,0,0,3.0,3.0,0,0,False,1
155,0.699999988079071,1.100000023841858,1.100000023841858,120,390,67,95,66,73,0,0,3.0,3.0,0,0,False,1
156,1.0,1.0,1.0,200,500,66,200,66,200,0,0,3.0,3.0,0,1,True,1
157,1.2999999523162842,1.2999999523162842,1.2999999523162842,200,500,100,100,100,100,0,0,3.0,3.0,0,0,False,1
158,0.5,0.6000000238418579,0.5,200,500,66,100,66,100,0,0,3.0,3.0,0,0,False,1
159,0.6000000238418579,1.0,1.0,200,500,66,100,66,100,0,0,3.0,3.0,0,0,False,1
160,4.199999809265137,6.0,5.0,200,500,100,100,100,100,0,0,3.0,3.0,0,0,False,1
161,1.100000023841858,1.399999976158142,2.0,220,600,66,91,66,83,0,0,3.0,3.0,0,0,False,1
162,2.0,1.399999976158142,1.0,200,500,100,100,100,100,0,0,3.0,3.0,0,0,False,1
163,5.0,4.0,4.0,200,500,71,125,71,125,0,0,3.0,3.0,0,0,False,1
164,1.2000000476837158,1.2000000476837158,1.0,600,600,66,100,83,83,0,0,3.0,3.0,0,0,True,1
165,2.0,1.7999999523162842,1.0,200,500,100,100,100,100,0,0,3.0,3.0,0,0,False,1
166,0.30000001192092896,0.6000000238418579,0.6000000238418579,200,500,66,100,66,100,0,0,3.0,3.0,0,1,False,1
167,3.700000047683716,2.5,2.5,200,500,100,167,100,167,0,0,3.0,3.0,0,0,False,1
168,1.7999999523162842,1.5,1.0,200,500,67,267,67,67,0,0,3.0,3.0,85,0,False,1
169,1.0,1.0,1.0,200,500,66,300,66,300,0,0,3.0,3.0,0,0,False,1
170,1.0,1.0,1.0,200,500,66,300,66,300,0,0,3.0,3.0,0,0,False,1
171,2.299999952316284,1.600000023841858,1.2999999523162842,200,600,66,100,66,83,0,0,3.0,3.0,0,1,False,2
172,1.0,1.5,1.0,200,370,66,100,68,135,0,0,3.0,3.0,0,0,False,1
173,2.299999952316284,1.0,1.0,200,500,66,100,66,100,0,0,3.0,3.0,0,1,False,2
174,6.0,1.0,1.0,200,500,100,100,100,100,0,0,3.0,3.0,0,0,True,1
175,1.2000000476837158,1.7999999523162842,1.399999976158142,500,500,66,100,66,100,0,0,3.0,3.0,0,0,False,1
176,1.7000000476837158,1.0,1.0,200,600,67,200,66,167,0,0,3.0,3.0,170,1,False,2
177,2.5,2.0,2.0,200,600,66,300,66,83,0,0,3.0,3.0,120,0,False,2
178,2.0,2.5,2.799999952316284,200,600,66,100,66,83,0,0,3.0,3.0,0,1,False,2
179,1.0,0.4000000059604645,0.4000000059604645,200,600,66,100,66,100,0,0,3.0,3.0,0,0,False,1
180,0.20000000298023224,0.5,0.5,200,600,66,100,66,100,0,0,3.0,3.0,0,0,False,1
181,0.4000000059604645,0.5,1.0,200,600,66,100,66,83,0,0,3.0,3.0,0,0,False,1
182,0.8999999761581421,0.800000011920929,1.0,200,600,100,100,100,100,50,90,6.0,3.0,0,1,True,1
183,2.0,2.0,2.0,200,600,66,100,66,83,0,0,3.0,3.0,0,1,False,2
184,3.5,1.0,1.0,200,600,100,100,83,83,0,0,3.0,3.0,0,0,False,1
185,1.0,1.0,1.0,200,600,67,125,66,104,0,0,3.0,3.0,0,0,False,1
186,1.7000000476837158,1.0,1.0,200,600,100,100,83,83,0,0,3.0,3.0,0,0,False,1
187,1.5,1.0,1.0,200,600,66,100,66,83,0,0,3.0,3.0,0,0,False,1
188,1.0,1.0,1.0,200,600,66,300,66,300,0,0,3.0,3.0,0,0,False,1
189,4.0,1.0,1.0,200,600,100,100,83,83,0,0,3.0,3.0,0,0,True,1
190,1.0,1.0,1.0,200,600,66,100,66,100,0,0,3.0,3.0,0,0,False,1
191,0.30000001192092896,1.0,1.0,100,600,100,100,66,100,0,0,3.0,3.0,0,0,False,2
192,1.0,1.0,1.0,200,600,66,300,66,300,0,0,3.0,3.0,90,0,False,1
193,1.0,1.0,1.0,200,600,66,300,66,300,0,0,3.0,3.0,50,1,False,1
194,2.0,1.0,1.0,200,600,66,125,66,104,0,0,3.0,3.0,0,0,False,1
195,2.0,1.7999999523162842,1.7999999523162842,200,600,100,100,100,100,70,100,3.0,3.0,0,1,False,1
196,1.7000000476837158,1.7000000476837158,2.0,200,600,66,67,66,100,0,0,3.0,3.0,0,0,False,1
197,0.699999988079071,1.0,1.0,200,600,100,100,83,83,0,0,3.0,3.0,0,0,False,1
198,0.6000000238418579,1.0,1.0,200,600,100,100,100,100,180,220,6.0,3.0,0,0,True,1
199,0.20000000298023224,0.4000000059604645,1.0,200,600,66,100,66,100,0,0,3.0,3.0,0,0,False,1
200,1.0,1.0,1.0,200,600,66,100,66,83,0,0,3.0,3.0,0,0,False,1
201,2.5999999046325684,1.0,1.0,200,600,77,100,66,83,0,0,3.0,3.0,0,0,False,1
202,1.0,1.0,1.0,200,600,80,80,67,67,0,0,3.0,3.0,0,0,False,1
203,2.0,3.0,3.0,200,700,100,200,71,71,0,0,3.0,3.0,150,1,False,2
204,1.0,1.600000023841858,1.0,200,600,66,100,66,100,0,0,3.0,3.0,0,0,False,1
205,12.0,1.0,1.0,200,600,100,300,83,278,0,0,3.0,3.0,0,1,False,1
206,15.0,1.0,1.0,200,600,200,200,167,167,0,0,3.0,3.0,0,1,False,1
207,0.5,1.0,1.0,200,600,66,100,66,100,0,0,3.0,3.0,0,0,False,1
208,0.4000000059604645,1.0,1.0,200,600,66,100,66,83,0,0,3.0,3.0,0,0,False,1
209,1.7999999523162842,1.600000023841858,2.0,200,600,67,125,66,104,0,0,3.0,3.0,0,1,False,2
210,5.0,1.0,1.0,200,600,83,83,69,69,0,0,3.0,3.0,0,0,False,1
211,2.0,1.0,1.0,200,600,83,100,69,83,0,0,3.0,3.0,0,0,False,1
212,1.0,1.0,1.0,200,600,100,100,83,83,0,0,3.0,3.0,0,0,False,1
213,1.0,1.0,1.0,200,600,100,100,83,83,0,0,3.0,3.0,0,0,False,1
214,1.0,1.0,1.0,200,600,66,300,66,300,0,0,3.0,3.0,0,0,False,1
215,2.5,2.0,1.5,200,600,66,100,66,83,0,0,3.0,3.0,0,0,False,2
216,1.0,1.0,1.0,200,600,66,300,66,300,0,0,3.0,3.0,0,0,False,1
217,1.2000000476837158,1.7000000476837158,1.7999999523162842,200,600,66,100,66,100,0,0,3.0,3.0,0,1,False,1
218,3.0,3.0,2.5,200,600,83,83,69,69,0,0,3.0,3.0,0,0,False,1
219,1.5,1.0,1.0,200,500,66,100,66,100,0,0,3.0,3.0,0,0,False,1
220,1.0,1.0,1.0,200,600,66,100,66,83,0,0,3.0,3.0,0,0,False,1
221,1.600000023841858,1.7000000476837158,1.0,100,500,66,300,66,300,0,0,3.0,3.0,0,0,False,1
222,1.0,1.0,1.0,200,600,100,100,83,83,0,0,3.0,3.0,0,0,False,1
223,1.0,1.0,1.0,200,600,66,300,66,300,0,0,3.0,3.0,0,0,False,1
224,1.0,1.0,1.0,200,600,66,300,66,300,0,0,3.0,3.0,0,0,False,1
225,1.600000023841858,1.0,1.0,200,600,66,143,66,119,0,0,3.0,3.0,0,1,False,2
226,13.0,20.0,20.0,200,600,143,143,119,119,0,0,3.0,3.0,0,0,False,1
227,1.899999976158142,2.4000000953674316,2.5,200,500,67,200,67,200,0,0,3.0,3.0,0,1,False,2
228,3.0,2.0,2.0,320,900,66,300,66,300,0,0,3.0,3.0,200,1,False,1
229,2.5,1.0,1.0,200,600,66,300,66,300,0,0,3.0,3.0,60,1,False,1
230,6.0,3.5999999046325684,3.5999999046325684,200,600,100,100,100,100,500,500,4.0,3.0,0,1,True,2
231,2.299999952316284,1.0,1.0,200,600,111,111,93,93,0,0,3.0,3.0,0,0,False,1
232,1.0,1.0,1.0,200,600,71,100,66,83,0,0,3.0,3.0,0,0,False,1
233,3.5,3.0,3.0,200,600,66,200,66,167,0,0,3.0,3.0,0,0,False,2
234,3.5,3.0,3.0,200,600,100,100,100,100,60,60,0.699999988079071,3.0,40,1,False,1
235,3.0,2.5,3.0,200,600,67,125,66,104,0,0,3.0,3.0,0,0,False,2
236,2.299999952316284,1.7000000476837158,2.4000000953674316,200,600,66,100,66,83,0,0,3.0,3.0,170,1,False,2
237,1.399999976158142,1.0,1.0,200,600,66,100,66,100,0,0,3.0,3.0,0,0,False,1
238,3.0,2.0,2.200000047683716,200,600,66,100,66,83,0,0,3.0,3.0,0,1,False,1
239,1.0,1.0,1.0,200,500,83,143,83,143,0,0,3.0,3.0,0,1,False,1
240,5.0,5.5,5.5,200,600,111,111,93,93,0,0,3.0,3.0,0,1,False,2
241,4.0,10.0,10.0,200,600,111,111,93,93,0,0,3.0,3.0,0,1,False,1
242,1.5,1.5,2.0,320,900,66,300,66,300,0,0,3.0,3.0,90,1,False,1
243,0.6000000238418579,4.0,2.0,200,600,66,100,66,100,0,0,3.0,3.0,0,1,False,1
244,5.0,4.699999809265137,4.5,200,500,143,143,143,143,0,0,3.0,3.0,0,1,False,1
245,3.799999952316284,2.799999952316284,2.799999952316284,200,600,66,100,66,100,0,0,3.0,3.0,0,1,False,2
246,4.0,2.799999952316284,2.5,200,600,66,100,66,83,0,0,3.0,3.0,0,1,False,2
247,1.7000000476837158,1.7999999523162842,3.0,200,600,66,100,66,83,0,0,3.0,3.0,0,1,False,2
248,2.799999952316284,2.5,1.0,200,500,66,100,66,100,0,0,3.0,3.0,0,0,False,1
249,1.0,1.0,1.0,200,600,66,100,66,100,0,0,3.0,3.0,0,0,False,1
250,1.0,1.0,1.0,200,600,100,100,83,83,0,0,3.0,3.0,0,0,False,1
251,1.0,1.0,1.0,200,600,67,100,66,83,0,0,3.0,3.0,0,0,False,1
252,1.0,1.0,1.0,200,600,100,100,83,83,0,0,3.0,3.0,0,0,False,1
253,1.0,1.0,1.0,200,600,66,67,66,100,0,0,3.0,3.0,0,0,False,1
254,1.0,1.0,1.0,200,600,66,100,66,100,0,0,3.0,3.0,0,0,False,1
255,5.0,1.0,1.0,200,600,100,100,83,83,0,0,3.0,3.0,0,0,False,1
256,1.0,1.0,1.0,200,600,100,100,83,83,0,0,3.0,3.0,0,0,False,1
257,0.800000011920929,1.0,1.0,120,320,66,100,66,100,0,0,3.0,3.0,70,0,False,1
258,1.0,1.0,1.0,200,600,66,300,66,300,0,0,3.0,3.0,0,0,False,1
259,1.0,1.0,1.0,200,600,125,125,104,104,0,0,3.0,3.0,0,0,False,1
260,1.0,1.0,1.0,200,500,66,100,66,100,0,0,3.0,3.0,0,1,False,1
261,1.0,1.0,1.0,200,600,66,100,66,100,0,0,3.0,3.0,0,1,False,1
262,2.0,1.0,1.0,200,500,83,100,83,100,0,0,3.0,3.0,0,0,False,2
263,1.0,1.5,1.0,200,500,66,267,66,100,0,0,3.0,3.0,100,1,False,1
264,1.399999976158142,1.7000000476837158,2.0,200,500,66,100,66,100,0,0,3.0,3.0,0,1,False,2
265,2.0,1.0,1.0,200,500,100,300,100,300,0,0,3.0,3.0,0,1,False,1
266,1.0,1.0,1.0,200,600,143,143,119,119,0,0,3.0,3.0,0,0,False,1
267,6.0,1.0,1.0,200,500,77,143,77,143,0,0,3.0,3.0,0,1,False,2
268,1.0,1.0,1.0,200,600,71,71,66,100,0,0,3.0,3.0,0,0,False,1
269,1.0,1.0,1.0,200,600,100,100,83,83,0,0,3.0,3.0,0,0,False,1
270,1.0,1.0,1.0,200,600,100,100,83,83,0,0,3.0,3.0,0,0,False,1
271,1.0,1.0,1.0,200,600,66,200,66,167,0,0,3.0,3.0,0,0,False,1
272,1.0,1.0,1.0,200,600,66,100,66,83,0,0,3.0,3.0,0,0,False,1
