key,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26
19,"Wind Shard",12,False,"Ice Shard",12,False,"Oak Log",5,False,"",0,False,"",0,False,"",0,False,"",0,False,"",0,False,"",0,False
20,"Wind Shard",30,False,"Ice Shard",30,False,"Oak Log",12,False,"",0,False,"",0,False,"",0,False,"",0,False,"",0,False,"",0,False
21,"Wind Shard",48,False,"Ice Shard",48,False,"Worm-eaten Square Shield",1,False,"",0,False,"",0,False,"",0,False,"",0,False,"",0,False,"",0,False
22,"Wind Shard",12,False,"Ice Shard",12,False,"Oak Log",5,False,"",0,False,"",0,False,"",0,False,"",0,False,"",0,False,"",0,False
23,"Wind Shard",32,False,"Ice Shard",32,False,"Oak Log",13,False,"",0,False,"",0,False,"",0,False,"",0,False,"",0,False,"",0,False
24,"Wind Shard",52,False,"Ice Shard",52,False,"Splintered Cane",1,False,"Rotting Round Shield",1,False,"",0,False,"",0,False,"",0,False,"",0,False,"",0,False
25,"Wind Shard",14,False,"Ice Shard",14,False,"Mahogany Log",6,False,"",0,False,"",0,False,"",0,False,"",0,False,"",0,False,"",0,False
26,"Wind Shard",34,False,"Ice Shard",34,False,"Mahogany Log",15,False,"",0,False,"",0,False,"",0,False,"",0,False,"",0,False,"",0,False
27,"Wind Shard",56,False,"Ice Shard",56,False,"Rotting Round Shield",1,False,"Crooked Guisarme",1,False,"Warped Bow",1,False,"",0,False,"",0,False,"",0,False,"",0,False
28,"Wind Shard",14,False,"Ice Shard",14,False,"Rosewood Log",6,False,"",0,False,"",0,False,"",0,False,"",0,False,"",0,False,"",0,False
29,"Wind Shard",36,False,"Ice Shard",36,False,"Rosewood Log",16,False,"",0,False,"",0,False,"",0,False,"",0,False,"",0,False,"",0,False
30,"Wind Shard",60,False,"Ice Shard",60,False,"Bloody Bow Rim",1,False,"Bloody Lance Head",1,False,"",0,False,"",0,False,"",0,False,"",0,False,"",0,False
31,"Fire Shard",3,False,"Earth Shard",3,False,"Tin Ore",2,False,"",0,False,"",0,False,"",0,False,"",0,False,"",0,False,"",0,False
32,"Fire Shard",7,False,"Earth Shard",7,False,"Tin Ore",5,False,"",0,False,"",0,False,"",0,False,"",0,False,"",0,False,"",0,False
33,"Fire Shard",24,False,"Earth Shard",24,False,"",0,False,"",0,False,"",0,False,"",0,False,"",0,False,"",0,False,"",0,False
34,"Fire Shard",3,False,"Earth Shard",3,False,"Copper Ore",2,False,"",0,False,"",0,False,"",0,False,"",0,False,"",0,False,"",0,False
35,"Fire Shard",8,False,"Earth Shard",8,False,"Copper Ore",6,False,"",0,False,"",0,False,"",0,False,"",0,False,"",0,False,"",0,False
36,"Fire Shard",28,False,"Earth Shard",28,False,"",0,False,"",0,False,"",0,False,"",0,False,"",0,False,"",0,False,"",0,False
37,"Fire Shard",4,False,"Earth Shard",4,False,"Copper Ore",3,False,"",0,False,"",0,False,"",0,False,"",0,False,"",0,False,"",0,False
38,"Fire Shard",10,False,"Earth Shard",10,False,"Copper Ore",7,False,"",0,False,"",0,False,"",0,False,"",0,False,"",0,False,"",0,False
39,"Fire Shard",32,False,"Earth Shard",32,False,"",0,False,"",0,False,"",0,False,"",0,False,"",0,False,"",0,False,"",0,False
40,"Fire Shard",4,False,"Earth Shard",4,False,"Iron Ore",3,False,"",0,False,"",0,False,"",0,False,"",0,False,"",0,False,"",0,False
41,"Fire Shard",11,False,"Earth Shard",11,False,"Iron Ore",8,False,"",0,False,"",0,False,"",0,False,"",0,False,"",0,False,"",0,False
42,"Fire Shard",36,False,"Earth Shard",36,False,"",0,False,"",0,False,"",0,False,"",0,False,"",0,False,"",0,False,"",0,False
43,"Fire Shard",5,False,"Earth Shard",5,False,"Iron Ore",4,False,"",0,False,"",0,False,"",0,False,"",0,False,"",0,False,"",0,False
44,"Fire Shard",12,False,"Earth Shard",12,False,"Iron Ore",10,False,"",0,False,"",0,False,"",0,False,"",0,False,"",0,False,"",0,False
45,"Fire Shard",40,False,"Earth Shard",40,False,"",0,False,"",0,False,"",0,False,"",0,False,"",0,False,"",0,False,"",0,False
46,"Fire Shard",5,False,"Earth Shard",5,False,"Bomb Ash",4,False,"",0,False,"",0,False,"",0,False,"",0,False,"",0,False,"",0,False
47,"Fire Shard",13,False,"Earth Shard",13,False,"Bomb Ash",11,False,"",0,False,"",0,False,"",0,False,"",0,False,"",0,False,"",0,False
48,"Fire Shard",44,False,"Earth Shard",44,False,"",0,False,"",0,False,"",0,False,"",0,False,"",0,False,"",0,False,"",0,False
49,"Fire Shard",12,False,"Earth Shard",12,False,"Bomb Ash",5,False,"",0,False,"",0,False,"",0,False,"",0,False,"",0,False,"",0,False
50,"Fire Shard",30,False,"Earth Shard",30,False,"Bomb Ash",12,False,"",0,False,"",0,False,"",0,False,"",0,False,"",0,False,"",0,False
51,"Fire Shard",48,False,"Earth Shard",48,False,"Blunt Bastard Sword",1,False,"Nicked Viking Sword",1,False,"Cracked Daggers",1,False,"",0,False,"",0,False,"",0,False,"",0,False
52,"Fire Shard",12,False,"Earth Shard",12,False,"Mythril Ore",5,False,"",0,False,"",0,False,"",0,False,"",0,False,"",0,False,"",0,False
53,"Fire Shard",32,False,"Earth Shard",32,False,"Mythril Ore",13,False,"",0,False,"",0,False,"",0,False,"",0,False,"",0,False,"",0,False
54,"Fire Shard",52,False,"Earth Shard",52,False,"Nicked Viking Sword",1,False,"Blunt Goblin Scimitar",1,False,"Cracked Daggers",1,False,"",0,False,"",0,False,"",0,False,"",0,False
55,"Fire Shard",14,False,"Earth Shard",14,False,"Mythril Ore",6,False,"",0,False,"",0,False,"",0,False,"",0,False,"",0,False,"",0,False
56,"Fire Shard",34,False,"Earth Shard",34,False,"Mythril Ore",15,False,"",0,False,"",0,False,"",0,False,"",0,False,"",0,False,"",0,False
57,"Fire Shard",56,False,"Earth Shard",56,False,"Blunt Goblin Scimitar",1,False,"Blunt Goblin Longsword",1,False,"Notched Bill",1,False,"",0,False,"",0,False,"",0,False,"",0,False
58,"Fire Shard",14,False,"Earth Shard",14,False,"Cobalt Ore",6,False,"",0,False,"",0,False,"",0,False,"",0,False,"",0,False,"",0,False
59,"Fire Shard",36,False,"Earth Shard",36,False,"Cobalt Ore",16,False,"",0,False,"",0,False,"",0,False,"",0,False,"",0,False,"",0,False
60,"Fire Shard",60,False,"Earth Shard",60,False,"Blunt Aeolian Scimitar",1,False,"Bloody Bardiche Head",1,False,"",0,False,"",0,False,"",0,False,"",0,False,"",0,False
61,"Ice Shard",3,False,"Earth Shard",3,False,"Tin Ore",2,False,"",0,False,"",0,False,"",0,False,"",0,False,"",0,False,"",0,False
62,"Ice Shard",7,False,"Earth Shard",7,False,"Tin Ore",5,False,"",0,False,"",0,False,"",0,False,"",0,False,"",0,False,"",0,False
63,"Ice Shard",24,False,"Earth Shard",24,False,"",0,False,"",0,False,"",0,False,"",0,False,"",0,False,"",0,False,"",0,False
64,"Ice Shard",3,False,"Earth Shard",3,False,"Copper Ore",2,False,"",0,False,"",0,False,"",0,False,"",0,False,"",0,False,"",0,False
65,"Ice Shard",8,False,"Earth Shard",8,False,"Copper Ore",6,False,"",0,False,"",0,False,"",0,False,"",0,False,"",0,False,"",0,False
66,"Ice Shard",28,False,"Earth Shard",28,False,"",0,False,"",0,False,"",0,False,"",0,False,"",0,False,"",0,False,"",0,False
67,"Ice Shard",4,False,"Earth Shard",4,False,"Copper Ore",3,False,"",0,False,"",0,False,"",0,False,"",0,False,"",0,False,"",0,False
68,"Ice Shard",10,False,"Earth Shard",10,False,"Copper Ore",7,False,"",0,False,"",0,False,"",0,False,"",0,False,"",0,False,"",0,False
69,"Ice Shard",32,False,"Earth Shard",32,False,"",0,False,"",0,False,"",0,False,"",0,False,"",0,False,"",0,False,"",0,False
70,"Ice Shard",4,False,"Earth Shard",4,False,"Iron Ore",3,False,"",0,False,"",0,False,"",0,False,"",0,False,"",0,False,"",0,False
71,"Ice Shard",11,False,"Earth Shard",11,False,"Iron Ore",8,False,"",0,False,"",0,False,"",0,False,"",0,False,"",0,False,"",0,False
72,"Ice Shard",36,False,"Earth Shard",36,False,"",0,False,"",0,False,"",0,False,"",0,False,"",0,False,"",0,False,"",0,False
73,"Ice Shard",5,False,"Earth Shard",5,False,"Iron Ore",4,False,"",0,False,"",0,False,"",0,False,"",0,False,"",0,False,"",0,False
74,"Ice Shard",12,False,"Earth Shard",12,False,"Iron Ore",10,False,"",0,False,"",0,False,"",0,False,"",0,False,"",0,False,"",0,False
75,"Ice Shard",40,False,"Earth Shard",40,False,"",0,False,"",0,False,"",0,False,"",0,False,"",0,False,"",0,False,"",0,False
76,"Ice Shard",5,False,"Earth Shard",5,False,"Bomb Ash",4,False,"",0,False,"",0,False,"",0,False,"",0,False,"",0,False,"",0,False
77,"Ice Shard",13,False,"Earth Shard",13,False,"Bomb Ash",11,False,"",0,False,"",0,False,"",0,False,"",0,False,"",0,False,"",0,False
78,"Ice Shard",44,False,"Earth Shard",44,False,"",0,False,"",0,False,"",0,False,"",0,False,"",0,False,"",0,False,"",0,False
79,"Ice Shard",12,False,"Earth Shard",12,False,"Bomb Ash",5,False,"",0,False,"",0,False,"",0,False,"",0,False,"",0,False,"",0,False
80,"Ice Shard",30,False,"Earth Shard",30,False,"Bomb Ash",12,False,"",0,False,"",0,False,"",0,False,"",0,False,"",0,False,"",0,False
81,"Ice Shard",48,False,"Earth Shard",48,False,"Tarnished Hoplon",1,False,"Dented Celata",1,False,"",0,False,"",0,False,"",0,False,"",0,False,"",0,False
82,"Ice Shard",12,False,"Earth Shard",12,False,"Mythril Ore",5,False,"",0,False,"",0,False,"",0,False,"",0,False,"",0,False,"",0,False
83,"Ice Shard",32,False,"Earth Shard",32,False,"Mythril Ore",13,False,"",0,False,"",0,False,"",0,False,"",0,False,"",0,False,"",0,False
84,"Ice Shard",52,False,"Earth Shard",52,False,"Dented Celata",1,False,"Rusting Scutum",1,False,"Blackened Scale Mail",1,False,"",0,False,"",0,False,"",0,False,"",0,False
85,"Ice Shard",14,False,"Earth Shard",14,False,"Mythril Ore",6,False,"",0,False,"",0,False,"",0,False,"",0,False,"",0,False,"",0,False
86,"Ice Shard",34,False,"Earth Shard",34,False,"Mythril Ore",15,False,"",0,False,"",0,False,"",0,False,"",0,False,"",0,False,"",0,False
87,"Ice Shard",56,False,"Earth Shard",56,False,"Notched Buckler",1,False,"Scarred Kite Shield",1,False,"",0,False,"",0,False,"",0,False,"",0,False,"",0,False
88,"Ice Shard",14,False,"Earth Shard",14,False,"Cobalt Ore",6,False,"",0,False,"",0,False,"",0,False,"",0,False,"",0,False,"",0,False
89,"Ice Shard",36,False,"Earth Shard",36,False,"Cobalt Ore",16,False,"",0,False,"",0,False,"",0,False,"",0,False,"",0,False,"",0,False
90,"Ice Shard",60,False,"Earth Shard",60,False,"Ripped Haubergeon",1,False,"Mossy Horn",1,False,"",0,False,"",0,False,"",0,False,"",0,False,"",0,False
91,"Wind Shard",3,False,"Fire Shard",3,False,"Copper Ore",2,False,"",0,False,"",0,False,"",0,False,"",0,False,"",0,False,"",0,False
92,"Wind Shard",7,False,"Fire Shard",7,False,"Copper Ore",5,False,"",0,False,"",0,False,"",0,False,"",0,False,"",0,False,"",0,False
93,"Wind Shard",24,False,"Fire Shard",24,False,"",0,False,"",0,False,"",0,False,"",0,False,"",0,False,"",0,False,"",0,False
94,"Wind Shard",3,False,"Fire Shard",3,False,"Copper Ore",2,False,"",0,False,"",0,False,"",0,False,"",0,False,"",0,False,"",0,False
95,"Wind Shard",8,False,"Fire Shard",8,False,"Copper Ore",6,False,"",0,False,"",0,False,"",0,False,"",0,False,"",0,False,"",0,False
96,"Wind Shard",28,False,"Fire Shard",28,False,"",0,False,"",0,False,"",0,False,"",0,False,"",0,False,"",0,False,"",0,False
97,"Wind Shard",4,False,"Fire Shard",4,False,"Zinc Ore",3,False,"",0,False,"",0,False,"",0,False,"",0,False,"",0,False,"",0,False
98,"Wind Shard",10,False,"Fire Shard",10,False,"Zinc Ore",7,False,"",0,False,"",0,False,"",0,False,"",0,False,"",0,False,"",0,False
99,"Wind Shard",32,False,"Fire Shard",32,False,"",0,False,"",0,False,"",0,False,"",0,False,"",0,False,"",0,False,"",0,False
100,"Wind Shard",4,False,"Fire Shard",4,False,"Zinc Ore",3,False,"",0,False,"",0,False,"",0,False,"",0,False,"",0,False,"",0,False
101,"Wind Shard",11,False,"Fire Shard",11,False,"Zinc Ore",8,False,"",0,False,"",0,False,"",0,False,"",0,False,"",0,False,"",0,False
102,"Wind Shard",36,False,"Fire Shard",36,False,"",0,False,"",0,False,"",0,False,"",0,False,"",0,False,"",0,False,"",0,False
103,"Wind Shard",5,False,"Fire Shard",5,False,"Silver Ore",4,False,"",0,False,"",0,False,"",0,False,"",0,False,"",0,False,"",0,False
104,"Wind Shard",12,False,"Fire Shard",12,False,"Silver Ore",10,False,"",0,False,"",0,False,"",0,False,"",0,False,"",0,False,"",0,False
105,"Wind Shard",40,False,"Fire Shard",40,False,"",0,False,"",0,False,"",0,False,"",0,False,"",0,False,"",0,False,"",0,False
106,"Wind Shard",5,False,"Fire Shard",5,False,"Silver Ore",4,False,"",0,False,"",0,False,"",0,False,"",0,False,"",0,False,"",0,False
107,"Wind Shard",13,False,"Fire Shard",13,False,"Silver Ore",11,False,"",0,False,"",0,False,"",0,False,"",0,False,"",0,False,"",0,False
108,"Wind Shard",44,False,"Fire Shard",44,False,"",0,False,"",0,False,"",0,False,"",0,False,"",0,False,"",0,False,"",0,False
109,"Wind Shard",12,False,"Fire Shard",12,False,"Mythril Ore",5,False,"",0,False,"",0,False,"",0,False,"",0,False,"",0,False,"",0,False
110,"Wind Shard",30,False,"Fire Shard",30,False,"Mythril Ore",12,False,"",0,False,"",0,False,"",0,False,"",0,False,"",0,False,"",0,False
111,"Wind Shard",48,False,"Fire Shard",48,False,"Damaged Cudgel",1,False,"",0,False,"",0,False,"",0,False,"",0,False,"",0,False,"",0,False
112,"Wind Shard",12,False,"Fire Shard",12,False,"Mythril Ore",5,False,"",0,False,"",0,False,"",0,False,"",0,False,"",0,False,"",0,False
113,"Wind Shard",32,False,"Fire Shard",32,False,"Mythril Ore",13,False,"",0,False,"",0,False,"",0,False,"",0,False,"",0,False,"",0,False
114,"Wind Shard",52,False,"Fire Shard",52,False,"Damaged Cudgel",1,False,"",0,False,"",0,False,"",0,False,"",0,False,"",0,False,"",0,False
115,"Wind Shard",14,False,"Fire Shard",14,False,"Electrum Ore",6,False,"",0,False,"",0,False,"",0,False,"",0,False,"",0,False,"",0,False
116,"Wind Shard",34,False,"Fire Shard",34,False,"Electrum Ore",15,False,"",0,False,"",0,False,"",0,False,"",0,False,"",0,False,"",0,False
117,"Wind Shard",56,False,"Fire Shard",56,False,"Chipped Hora",1,False,"",0,False,"",0,False,"",0,False,"",0,False,"",0,False,"",0,False
118,"Wind Shard",14,False,"Fire Shard",14,False,"Electrum Ore",6,False,"",0,False,"",0,False,"",0,False,"",0,False,"",0,False,"",0,False
119,"Wind Shard",36,False,"Fire Shard",36,False,"Electrum Ore",16,False,"",0,False,"",0,False,"",0,False,"",0,False,"",0,False,"",0,False
120,"Wind Shard",60,False,"Fire Shard",60,False,"Chipped Hora",1,False,"Pinprick Pebble",1,False,"",0,False,"",0,False,"",0,False,"",0,False,"",0,False
121,"Lightning Shard",3,False,"Wind Shard",3,False,"Moko Grass",2,False,"",0,False,"",0,False,"",0,False,"",0,False,"",0,False,"",0,False
122,"Lightning Shard",7,False,"Wind Shard",7,False,"Moko Grass",5,False,"",0,False,"",0,False,"",0,False,"",0,False,"",0,False,"",0,False
123,"Lightning Shard",24,False,"Wind Shard",24,False,"",0,False,"",0,False,"",0,False,"",0,False,"",0,False,"",0,False,"",0,False
124,"Lightning Shard",3,False,"Wind Shard",3,False,"Moko Grass",2,False,"",0,False,"",0,False,"",0,False,"",0,False,"",0,False,"",0,False
125,"Lightning Shard",8,False,"Wind Shard",8,False,"Moko Grass",6,False,"",0,False,"",0,False,"",0,False,"",0,False,"",0,False,"",0,False
126,"Lightning Shard",28,False,"Wind Shard",28,False,"",0,False,"",0,False,"",0,False,"",0,False,"",0,False,"",0,False,"",0,False
127,"Lightning Shard",4,False,"Wind Shard",4,False,"Cotton Boll",3,False,"",0,False,"",0,False,"",0,False,"",0,False,"",0,False,"",0,False
128,"Lightning Shard",10,False,"Wind Shard",10,False,"Cotton Boll",7,False,"",0,False,"",0,False,"",0,False,"",0,False,"",0,False,"",0,False
129,"Lightning Shard",32,False,"Wind Shard",32,False,"",0,False,"",0,False,"",0,False,"",0,False,"",0,False,"",0,False,"",0,False
130,"Lightning Shard",4,False,"Wind Shard",4,False,"Cotton Boll",3,False,"",0,False,"",0,False,"",0,False,"",0,False,"",0,False,"",0,False
131,"Lightning Shard",11,False,"Wind Shard",11,False,"Cotton Boll",8,False,"",0,False,"",0,False,"",0,False,"",0,False,"",0,False,"",0,False
132,"Lightning Shard",36,False,"Wind Shard",36,False,"",0,False,"",0,False,"",0,False,"",0,False,"",0,False,"",0,False,"",0,False
133,"Lightning Shard",5,False,"Wind Shard",5,False,"Diremite Web",4,False,"",0,False,"",0,False,"",0,False,"",0,False,"",0,False,"",0,False
134,"Lightning Shard",12,False,"Wind Shard",12,False,"Diremite Web",10,False,"",0,False,"",0,False,"",0,False,"",0,False,"",0,False,"",0,False
135,"Lightning Shard",40,False,"Wind Shard",40,False,"",0,False,"",0,False,"",0,False,"",0,False,"",0,False,"",0,False,"",0,False
136,"Lightning Shard",5,False,"Wind Shard",5,False,"Diremite Web",4,False,"",0,False,"",0,False,"",0,False,"",0,False,"",0,False,"",0,False
137,"Lightning Shard",13,False,"Wind Shard",13,False,"Diremite Web",11,False,"",0,False,"",0,False,"",0,False,"",0,False,"",0,False,"",0,False
138,"Lightning Shard",44,False,"Wind Shard",44,False,"",0,False,"",0,False,"",0,False,"",0,False,"",0,False,"",0,False,"",0,False
139,"Lightning Shard",12,False,"Wind Shard",12,False,"Flax",5,False,"",0,False,"",0,False,"",0,False,"",0,False,"",0,False,"",0,False
140,"Lightning Shard",30,False,"Wind Shard",30,False,"Flax",12,False,"",0,False,"",0,False,"",0,False,"",0,False,"",0,False,"",0,False
141,"Lightning Shard",48,False,"Wind Shard",48,False,"Greasy Half Apron",1,False,"Moth-eaten Coatee",1,False,"Frayed Cotton Doublet Vest",1,False,"",0,False,"",0,False,"",0,False,"",0,False
142,"Lightning Shard",12,False,"Wind Shard",12,False,"Flax",5,False,"",0,False,"",0,False,"",0,False,"",0,False,"",0,False,"",0,False
143,"Lightning Shard",32,False,"Wind Shard",32,False,"Flax",13,False,"",0,False,"",0,False,"",0,False,"",0,False,"",0,False,"",0,False
144,"Lightning Shard",52,False,"Wind Shard",52,False,"Frayed Cotton Doublet Vest",1,False,"Stained Chef's Apron",1,False,"Ripped Chef's Hat",1,False,"",0,False,"",0,False,"",0,False,"",0,False
145,"Lightning Shard",14,False,"Wind Shard",14,False,"Fleece",6,False,"",0,False,"",0,False,"",0,False,"",0,False,"",0,False,"",0,False
146,"Lightning Shard",34,False,"Wind Shard",34,False,"Fleece",15,False,"",0,False,"",0,False,"",0,False,"",0,False,"",0,False,"",0,False
147,"Lightning Shard",56,False,"Wind Shard",56,False,"Ripped Hose",1,False,"Moth-eaten Seneschal Coatee",1,False,"Moldering Jester's Cap",1,False,"",0,False,"",0,False,"",0,False,"",0,False
148,"Lightning Shard",14,False,"Wind Shard",14,False,"Fleece",6,False,"",0,False,"",0,False,"",0,False,"",0,False,"",0,False,"",0,False
149,"Lightning Shard",36,False,"Wind Shard",36,False,"Fleece",16,False,"",0,False,"",0,False,"",0,False,"",0,False,"",0,False,"",0,False
150,"Lightning Shard",60,False,"Wind Shard",60,False,"Torn Coif",1,False,"Tattered Robe",1,False,"",0,False,"",0,False,"",0,False,"",0,False,"",0,False
151,"Earth Shard",3,False,"Wind Shard",3,False,"Animal Skin",2,False,"",0,False,"",0,False,"",0,False,"",0,False,"",0,False,"",0,False
152,"Earth Shard",7,False,"Wind Shard",7,False,"Animal Skin",5,False,"",0,False,"",0,False,"",0,False,"",0,False,"",0,False,"",0,False
153,"Earth Shard",24,False,"Wind Shard",24,False,"",0,False,"",0,False,"",0,False,"",0,False,"",0,False,"",0,False,"",0,False
154,"Earth Shard",3,False,"Wind Shard",3,False,"Animal Hide",2,False,"",0,False,"",0,False,"",0,False,"",0,False,"",0,False,"",0,False
155,"Earth Shard",8,False,"Wind Shard",8,False,"Animal Hide",6,False,"",0,False,"",0,False,"",0,False,"",0,False,"",0,False,"",0,False
156,"Earth Shard",28,False,"Wind Shard",28,False,"",0,False,"",0,False,"",0,False,"",0,False,"",0,False,"",0,False,"",0,False
157,"Earth Shard",4,False,"Wind Shard",4,False,"Animal Hide",3,False,"",0,False,"",0,False,"",0,False,"",0,False,"",0,False,"",0,False
158,"Earth Shard",10,False,"Wind Shard",10,False,"Animal Hide",7,False,"",0,False,"",0,False,"",0,False,"",0,False,"",0,False,"",0,False
159,"Earth Shard",32,False,"Wind Shard",32,False,"",0,False,"",0,False,"",0,False,"",0,False,"",0,False,"",0,False,"",0,False
160,"Earth Shard",4,False,"Wind Shard",4,False,"Aldgoat Skin",3,False,"",0,False,"",0,False,"",0,False,"",0,False,"",0,False,"",0,False
161,"Earth Shard",11,False,"Wind Shard",11,False,"Aldgoat Skin",8,False,"",0,False,"",0,False,"",0,False,"",0,False,"",0,False,"",0,False
162,"Earth Shard",36,False,"Wind Shard",36,False,"",0,False,"",0,False,"",0,False,"",0,False,"",0,False,"",0,False,"",0,False
163,"Earth Shard",5,False,"Wind Shard",5,False,"Aldgoat Skin",4,False,"",0,False,"",0,False,"",0,False,"",0,False,"",0,False,"",0,False
164,"Earth Shard",12,False,"Wind Shard",12,False,"Aldgoat Skin",10,False,"",0,False,"",0,False,"",0,False,"",0,False,"",0,False,"",0,False
165,"Earth Shard",40,False,"Wind Shard",40,False,"",0,False,"",0,False,"",0,False,"",0,False,"",0,False,"",0,False,"",0,False
166,"Earth Shard",5,False,"Wind Shard",5,False,"Gigantoad Skin",4,False,"",0,False,"",0,False,"",0,False,"",0,False,"",0,False,"",0,False
167,"Earth Shard",13,False,"Wind Shard",13,False,"Gigantoad Skin",11,False,"",0,False,"",0,False,"",0,False,"",0,False,"",0,False,"",0,False
168,"Earth Shard",44,False,"Wind Shard",44,False,"",0,False,"",0,False,"",0,False,"",0,False,"",0,False,"",0,False,"",0,False
169,"Earth Shard",12,False,"Wind Shard",12,False,"Boar Hide",5,False,"",0,False,"",0,False,"",0,False,"",0,False,"",0,False,"",0,False
170,"Earth Shard",30,False,"Wind Shard",30,False,"Boar Hide",12,False,"",0,False,"",0,False,"",0,False,"",0,False,"",0,False,"",0,False
171,"Earth Shard",48,False,"Wind Shard",48,False,"Cracked Shepherd's Belt",1,False,"Frayed Chef's Belt",1,False,"",0,False,"",0,False,"",0,False,"",0,False,"",0,False
172,"Earth Shard",12,False,"Wind Shard",12,False,"Boar Hide",5,False,"",0,False,"",0,False,"",0,False,"",0,False,"",0,False,"",0,False
173,"Earth Shard",32,False,"Wind Shard",32,False,"Boar Hide",13,False,"",0,False,"",0,False,"",0,False,"",0,False,"",0,False,"",0,False
174,"Earth Shard",52,False,"Wind Shard",52,False,"Frayed Chef's Belt",1,False,"Blackened Smithy's Gloves",1,False,"Mildewed Thighboots",1,False,"",0,False,"",0,False,"",0,False,"",0,False
175,"Earth Shard",14,False,"Wind Shard",14,False,"Peiste Skin",6,False,"",0,False,"",0,False,"",0,False,"",0,False,"",0,False,"",0,False
176,"Earth Shard",34,False,"Wind Shard",34,False,"Peiste Skin",15,False,"",0,False,"",0,False,"",0,False,"",0,False,"",0,False,"",0,False
177,"Earth Shard",56,False,"Wind Shard",56,False,"Mildewed Thighboots",1,False,"Uraeus Skin",3,False,"Dodore Wing",3,False,"",0,False,"",0,False,"",0,False,"",0,False
178,"Earth Shard",14,False,"Wind Shard",14,False,"Raptor Skin",6,False,"",0,False,"",0,False,"",0,False,"",0,False,"",0,False,"",0,False
179,"Earth Shard",36,False,"Wind Shard",36,False,"Raptor Skin",16,False,"",0,False,"",0,False,"",0,False,"",0,False,"",0,False,"",0,False
180,"Earth Shard",60,False,"Wind Shard",60,False,"Uraeus Skin",3,False,"Dodore Wing",3,False,"Bloody Cesti Covers",1,False,"",0,False,"",0,False,"",0,False,"",0,False
