key,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28
3.3,5935225,1,"苍穹之禁城",0,False,2,"迈向毁灭",6,False,1,"死斗的终焉",0,False,0,,0,False,0,,0,False,0,,0,False,0,0,0,False
3.4,5935260,0,,0,False,2,"小小世界的大事件",4,False,2,"因果的分割线",2,False,0,,0,False,0,,0,False,0,,0,False,0,0,0,False
3.5,5935263,0,,0,False,2,"加速的危机",4,False,2,"神圣审判",4,False,0,,0,False,0,,0,False,0,,0,False,0,0,0,False
3.6,5904772,2,"神圣审判",4,False,0,,0,False,0,,0,False,0,,0,False,0,,0,False,0,,0,False,0,0,0,False
3.7,5507380,2,"神圣审判",4,False,0,,0,False,0,,0,False,0,,0,False,0,,0,False,0,,0,False,0,0,0,False
4.0,5865585,3,,0,True,0,,0,False,0,,0,False,0,,0,False,0,,0,False,0,,0,False,0,0,0,False
4.1,5888168,3,,0,True,0,,0,False,0,,0,False,0,,0,False,0,,0,False,0,,0,False,0,0,0,False
4.2,6179985,2,"藏悲痛于心中",255,False,1,"向着光明的未来",0,False,0,,0,False,0,,0,False,0,,0,False,0,,0,False,0,0,0,False
5.0,5811219,3,,0,True,0,,0,False,0,,0,False,0,,0,False,0,,0,False,0,,0,False,0,0,0,False
5.1,8372998,1,"吹进云雾街的变革之风",0,False,0,,0,False,0,,0,False,0,,0,False,0,,0,False,0,,0,False,0,0,0,False
5.2,8380509,1,"吹进云雾街的变革之风",0,False,0,,0,False,0,,0,False,0,,0,False,0,,0,False,0,,0,False,0,0,0,False
6.0,5865967,3,,0,True,0,,0,False,0,,0,False,0,,0,False,0,,0,False,0,,0,False,0,0,0,False
6.1,5865980,3,,0,True,0,,0,False,0,,0,False,0,,0,False,0,,0,False,0,,0,False,0,0,0,False
7.0,5907817,2,"玛托雅的洞穴",255,True,0,,0,False,0,,0,False,0,,0,False,0,,0,False,0,,0,False,0,0,0,False
7.1,5932745,1,"苍穹之禁城",0,False,1,"死斗的终焉",0,False,2,"小小世界的大事件",4,False,2,"因果的分割线",2,False,2,"加速的危机",4,False,2,"神圣审判",4,False,0,0,0,False
7.2,6422946,1,"第一个家",0,False,1,"理想的每一天",0,False,0,,0,False,0,,0,False,0,,0,False,0,,0,False,0,0,0,False
7.3,6658903,2,"神圣审判",4,False,0,,0,False,0,,0,False,0,,0,False,0,,0,False,0,,0,False,0,0,0,False
7.4,6973210,1,"她和她的菜园",0,False,0,,0,False,0,,0,False,0,,0,False,0,,0,False,0,,0,False,0,0,0,False
8.0,6110195,1," 花冠的逃亡者",0,False,0,,0,False,0,,0,False,0,,0,False,0,,0,False,0,,0,False,0,0,0,False
8.1,6110196,1," 美艳的耕民与钓师",0,False,0,,0,False,0,,0,False,0,,0,False,0,,0,False,0,,0,False,0,0,0,False
8.2,6110197,1," 青梅竹马的木匠",0,False,0,,0,False,0,,0,False,0,,0,False,0,,0,False,0,,0,False,0,0,0,False
8.3,6110198,1," 兄妹之舞",0,False,0,,0,False,0,,0,False,0,,0,False,0,,0,False,0,,0,False,0,0,0,False
8.4,6110199,1," 通往友好的宴会",0,False,0,,0,False,0,,0,False,0,,0,False,0,,0,False,0,,0,False,0,0,0,False
8.5,6110200,1," 敬畏之人",0,False,0,,0,False,0,,0,False,0,,0,False,0,,0,False,0,,0,False,0,0,0,False
8.6,6110201,1," 威猛的太阳之舞",0,False,0,,0,False,0,,0,False,0,,0,False,0,,0,False,0,,0,False,0,0,0,False
9.0,6263675,1," 操纵友人的修复团！",0,False,0,,0,False,0,,0,False,0,,0,False,0,,0,False,0,,0,False,0,0,0,False
9.1,6263676,1," 驱使龙族的修复团！",0,False,0,,0,False,0,,0,False,0,,0,False,0,,0,False,0,,0,False,0,0,0,False
9.2,6263677,1," 建造泉水的修复团！",0,False,0,,0,False,0,,0,False,0,,0,False,0,,0,False,0,,0,False,0,0,0,False
9.3,6263678,1," 打造石像的修复团！",0,False,0,,0,False,0,,0,False,0,,0,False,0,,0,False,0,,0,False,0,0,0,False
9.4,6263679,1," 击碎岩石的修复团！",0,False,0,,0,False,0,,0,False,0,,0,False,0,,0,False,0,,0,False,0,0,0,False
10.0,6644799,2,"伊修加德使节团",2,False,0,,0,False,0,,0,False,0,,0,False,0,,0,False,0,,0,False,0,0,0,False
11.0,6700275,2,"终结来临",255,False,2,"启动欧米茄",3,False,0,,0,False,0,,0,False,0,,0,False,0,,0,False,0,0,0,False
12.0,6915108,2,"欧米茄的消息",2,False,2,"再临时空狭缝",1,False,1,"破坏的妖星",0,False,2,"最终之战",255,False,0,,0,False,0,,0,False,0,0,0,False
12.1,6714292,2,"前往山岳地带",2,True,0,,0,False,0,,0,False,0,,0,False,0,,0,False,0,,0,False,0,0,0,False
12.2,6583748,2,"雷天军星",255,False,0,,0,False,0,,0,False,0,,0,False,0,,0,False,0,,0,False,0,0,0,False
12.3,6989278,2,"跟随莉瑟",4,False,0,,0,False,0,,0,False,0,,0,False,0,,0,False,0,,0,False,0,0,0,False
12.4,7180265,1," 新的伙伴是光之战士",0,False,0,,0,False,0,,0,False,0,,0,False,0,,0,False,0,,0,False,0,0,0,False
12.5,7180661,1," 战史科士官与顽固的驯兽人",0,False,0,,0,False,0,,0,False,0,,0,False,0,,0,False,0,,0,False,0,0,0,False
12.6,7181233,1," 烈火顾问",0,False,0,,0,False,0,,0,False,0,,0,False,0,,0,False,0,,0,False,0,0,0,False
12.7,7181276,1," 恋爱专家",0,False,0,,0,False,0,,0,False,0,,0,False,0,,0,False,0,,0,False,0,0,0,False
12.8,7181329,1," 伽黎亚派的敌对者",0,False,0,,0,False,0,,0,False,0,,0,False,0,,0,False,0,,0,False,0,0,0,False
13.0,6773501,2,"基拉巴尼亚湖区",3,False,0,,0,False,0,,0,False,0,,0,False,0,,0,False,0,,0,False,0,0,0,False
13.1,6828084,1,"支援任务",0,False,0,,0,False,0,,0,False,0,,0,False,0,,0,False,0,,0,False,0,0,0,False
13.2,6773496,1,"支援任务",0,False,0,,0,False,0,,0,False,0,,0,False,0,,0,False,0,,0,False,0,0,0,False
14.0,6735165,2,"红莲之狂潮",5,False,0,,0,False,0,,0,False,0,,0,False,0,,0,False,0,,0,False,0,0,0,False
14.1,6782280,2,"阿拉米格正门攻防",255,False,0,,0,False,0,,0,False,0,,0,False,0,,0,False,0,,0,False,0,0,0,False
14.2,7021654,2,"阿拉米格正门攻防",1,True,2,"红莲之狂潮",5,True,0,,0,False,0,,0,False,0,,0,False,0,,0,False,0,0,0,False
14.3,7173840,1,"曙光微明",0,False,1,"圆月",0,False,0,,0,False,0,,0,False,0,,0,False,0,,0,False,0,0,0,False
14.4,7173843,1,"曙光微明",0,False,1,"圆月",0,False,0,,0,False,0,,0,False,0,,0,False,0,,0,False,0,0,0,False
14.5,7173842,1,"圆月",0,False,0,,0,False,0,,0,False,0,,0,False,0,,0,False,0,,0,False,0,0,0,False
14.6,7173841,1,"圆月",0,False,0,,0,False,0,,0,False,0,,0,False,0,,0,False,0,,0,False,0,0,0,False
14.7,7354962,2,"月下芳华",2,False,2,"月下芳华",255,False,0,,0,False,0,,0,False,0,,0,False,0,,0,False,0,0,0,False
14.8,8464625,1,"威尔布兰德扬帆起航",0,False,2,"月亮的囚徒",3,False,0,,0,False,0,,0,False,0,,0,False,0,,0,False,0,0,0,False
15.0,6719649,2,"寂静的延夏",1,False,0,,0,False,0,,0,False,0,,0,False,0,,0,False,0,,0,False,0,0,0,False
15.1,6719762,2,"风驰太阳神草原",2,False,0,,0,False,0,,0,False,0,,0,False,0,,0,False,0,,0,False,0,0,0,False
15.2,6777139,2,"美丽的海底世界",3,False,0,,0,False,0,,0,False,0,,0,False,0,,0,False,0,,0,False,0,0,0,False
15.3,7082629,1," 宝物殿之缘",0,False,0,,0,False,0,,0,False,0,,0,False,0,,0,False,0,,0,False,0,0,0,False
15.4,7082644,1," 鲶鱼铃之缘",0,False,0,,0,False,0,,0,False,0,,0,False,0,,0,False,0,,0,False,0,0,0,False
15.5,7082645,1," 射日弓之缘",0,False,0,,0,False,0,,0,False,0,,0,False,0,,0,False,0,,0,False,0,0,0,False
15.6,7082646,1," 小锻冶屋之缘",0,False,0,,0,False,0,,0,False,0,,0,False,0,,0,False,0,,0,False,0,0,0,False
15.7,7082647,1," 寻宝众之缘",0,False,0,,0,False,0,,0,False,0,,0,False,0,,0,False,0,,0,False,0,0,0,False
15.8,7233145,2,"四圣兽传说",2,False,0,,0,False,0,,0,False,0,,0,False,0,,0,False,0,,0,False,0,0,0,False
16.0,6539826,2,"红色的祈愿",255,False,0,,0,False,0,,0,False,0,,0,False,0,,0,False,0,,0,False,0,0,0,False
16.1,6698045,2,"决战多玛王城",2,False,0,,0,False,0,,0,False,0,,0,False,0,,0,False,0,,0,False,0,0,0,False
16.2,6645602,2,"决战多玛王城",2,False,2,"决战多玛王城",255,False,0,,0,False,0,,0,False,0,,0,False,0,,0,False,0,0,0,False
16.3,7242432,2,"阴云缭绕",2,False,2,"曙光微明",2,False,1,"露儿的行踪",0,False,2,"圆月",5,False,0,,0,False,0,,0,False,0,0,0,False
16.4,7421344,2,"圆月",1,False,2,"圆月",2,False,0,,0,False,0,,0,False,0,,0,False,0,,0,False,0,0,0,False
16.5,8468755,1,"威尔布兰德扬帆起航",0,False,2,"月亮的囚徒",3,False,0,,0,False,0,,0,False,0,,0,False,0,,0,False,0,0,0,False
17.0,6783897,2,"红色的祈愿",255,False,0,,0,False,0,,0,False,0,,0,False,0,,0,False,0,,0,False,0,0,0,False
17.1,7340781,1," 祭拜吧鲶鱼精",0,False,0,,0,False,0,,0,False,0,,0,False,0,,0,False,0,,0,False,0,0,0,False
17.2,7350184,1," 供奉吧鲶鱼精",0,False,0,,0,False,0,,0,False,0,,0,False,0,,0,False,0,,0,False,0,0,0,False
17.3,7350185,1," 抬起来吧鲶鱼精",0,False,0,,0,False,0,,0,False,0,,0,False,0,,0,False,0,,0,False,0,0,0,False
17.4,7345094,1," 比赛吧鲶鱼精",0,False,0,,0,False,0,,0,False,0,,0,False,0,,0,False,0,,0,False,0,0,0,False
17.5,7350186,1," 燃烧吧鲶鱼精",0,False,0,,0,False,0,,0,False,0,,0,False,0,,0,False,0,,0,False,0,0,0,False
18.0,6948697,1,"红莲之狂潮",0,False,0,,0,False,0,,0,False,0,,0,False,0,,0,False,0,,0,False,0,0,0,False
18.1,6949364,1,"红莲之狂潮",0,False,0,,0,False,0,,0,False,0,,0,False,0,,0,False,0,,0,False,0,0,0,False
18.2,6943258,2,"梅弗里德的任务",2,False,0,,0,False,0,,0,False,0,,0,False,0,,0,False,0,,0,False,0,0,0,False
18.3,6945474,1,"乌尔达哈商会馆",0,False,0,,0,False,0,,0,False,0,,0,False,0,,0,False,0,,0,False,0,0,0,False
18.4,7021320,2,"红莲之炎",255,False,1,"离别和归来",0,False,0,,0,False,0,,0,False,0,,0,False,0,,0,False,0,0,0,False
18.5,0,0,,0,False,0,,0,False,0,,0,False,0,,0,False,0,,0,False,0,,0,False,0,0,0,False
19.0,6887992,2,"重逢和启程",3,False,0,,0,False,0,,0,False,0,,0,False,0,,0,False,0,,0,False,0,0,0,False
19.1,6586545,2,"黄金港的乌尔达哈商人",1,False,2,"多玛",255,False,2,"离别和归来",255,False,0,,0,False,0,,0,False,0,,0,False,0,0,0,False
19.2,6998348,2,"多玛",255,False,2,"离别和归来",2,False,0,,0,False,0,,0,False,0,,0,False,0,,0,False,0,0,0,False
19.3,7127964,1,"红莲之狂潮",0,False,0,,0,False,0,,0,False,0,,0,False,0,,0,False,0,,0,False,0,0,0,False
20.0,6904932,2,"虚像的真面目",255,False,0,,0,False,0,,0,False,0,,0,False,0,,0,False,0,,0,False,0,0,0,False
21.0,7297919,4,,0,True,0,,0,False,0,,0,False,0,,0,False,0,,0,False,0,,0,False,0,0,0,False
21.1,7297920,4,,0,True,0,,0,False,0,,0,False,0,,0,False,0,,0,False,0,,0,False,0,0,0,False
21.2,7170393,4,,0,True,0,,0,False,0,,0,False,0,,0,False,0,,0,False,0,,0,False,0,0,0,False
22.0,7331060,5,,0,False,5,,0,False,5,,0,False,5,,0,False,5,,0,False,0,,0,False,0,0,0,False
22.1,7387118,5,,0,False,5,,0,False,5,,0,False,5,,0,False,5,,0,False,0,,0,False,0,0,0,False
22.2,7385932,5,,0,False,5,,0,False,5,,0,False,5,,0,False,5,,0,False,0,,0,False,0,0,0,False
22.3,7380934,5,,0,False,5,,0,False,0,,0,False,0,,0,False,0,,0,False,0,,0,False,0,0,0,False
22.4,7509016,5,,0,False,5,,0,False,0,,0,False,0,,0,False,0,,0,False,0,,0,False,0,0,0,False
22.5,7630548,5,,0,False,5,,0,False,5,,0,False,5,,0,False,5,,0,False,0,,0,False,0,0,0,False
22.6,7635836,5,,0,False,5,,0,False,5,,0,False,5,,0,False,0,,0,False,0,,0,False,0,0,0,False
22.7,7626587,5,,0,False,5,,0,False,5,,0,False,0,,0,False,0,,0,False,0,,0,False,0,0,0,False
22.8,7262591,5,,0,False,5,,0,False,5,,0,False,0,,0,False,0,,0,False,0,,0,False,0,0,0,False
22.9,7630164,5,,0,False,5,,0,False,0,,0,False,0,,0,False,0,,0,False,0,,0,False,0,0,0,False
23.0,7645860,4,,0,True,0,,0,False,0,,0,False,0,,0,False,0,,0,False,0,,0,False,0,0,0,False
23.1,7672221,4,,0,False,0,,0,False,0,,0,False,0,,0,False,0,,0,False,0,,0,False,0,0,0,False
23.2,7632009,4,,0,False,0,,0,False,0,,0,False,0,,0,False,0,,0,False,0,,0,False,0,0,0,False
24.0,7581964,2,"开始如期而至",5,False,0,,0,False,0,,0,False,0,,0,False,0,,0,False,0,,0,False,0,0,0,False
25.0,7693610,4,,0,False,0,,0,False,0,,0,False,0,,0,False,0,,0,False,0,,0,False,0,0,0,False
25.1,7588684,4,,0,False,0,,0,False,0,,0,False,0,,0,False,0,,0,False,0,,0,False,0,0,0,False
25.2,7734696,4,,0,False,0,,0,False,0,,0,False,0,,0,False,0,,0,False,0,,0,False,0,0,0,False
25.3,7845079,4,,0,False,4,,0,False,4,,0,False,0,,0,False,0,,0,False,0,,0,False,0,0,0,False
25.4,7855266,4,,0,True,0,,0,False,0,,0,False,0,,0,False,0,,0,False,0,,0,False,0,0,0,False
25.5,7781307,4,,0,False,4,,0,False,4,,1,False,4,,0,False,0,,0,False,0,,0,False,0,0,0,False
25.6,7840051,4,,0,False,0,,0,False,0,,0,False,0,,0,False,0,,0,False,0,,0,False,0,0,0,False
25.7,7840054,4,,0,False,0,,0,False,0,,0,False,0,,0,False,0,,0,False,0,,0,False,0,0,0,False
25.8,7840058,4,,0,False,0,,0,False,0,,0,False,0,,0,False,0,,0,False,0,,0,False,0,0,0,False
26.0,7446962,2,"敏菲利亚营救作战",255,False,0,,0,False,0,,0,False,0,,0,False,0,,0,False,0,,0,False,0,0,0,False
26.1,7446965,2,"拉凯提卡大森林",3,False,0,,0,False,0,,0,False,0,,0,False,0,,0,False,0,,0,False,0,0,0,False
26.2,7446961,2,"决心藏于心中",255,False,0,,0,False,0,,0,False,0,,0,False,0,,0,False,0,,0,False,0,0,0,False
26.3,8034353,2,"不请自来的客人",1,False,2,"敏菲利亚营救作战",255,False,0,,0,False,0,,0,False,0,,0,False,0,,0,False,0,0,0,False
26.4,8382513,1," 沃茨之锤，启动！",0,False,2," 逼近的古格！",255,False,1," 战车与心跳茶会？",0,False,1," 各自的觉悟！",0,False,2," 矮人战车，全速前进！",6,False,0,,0,False,0,0,0,False
27.0,7921422,2,"谎言的泡沫",255,False,2,"熄灭最后的光",2,False,0,,0,False,0,,0,False,0,,0,False,0,,0,False,0,0,0,False
27.1,7964411,2,"最后的享乐城市",3,False,0,,0,False,0,,0,False,0,,0,False,0,,0,False,0,,0,False,0,0,0,False
27.2,8384359,2,"古姆拉村的庆典",3,False,2,"与2P的再会",1,False,1,"与2P的再会",0,False,2,"古姆拉村的伤痕",4,False,1,"新的帮手",0,False,1,"尘埃落定",0,False,0,0,0,False
27.3,8388825,2,"与2P的再会",1,False,2,"敌人现身",2,False,2,"敌人现身",255,False,0,,0,False,0,,0,False,0,,0,False,0,0,0,False
28.0,7965311,2,"伊奇丝玛雅艾禁林",1,False,0,,0,False,0,,0,False,0,,0,False,0,,0,False,0,,0,False,0,0,0,False
28.1,7624736,2,"蛇的饮水地",5,False,0,,0,False,0,,0,False,0,,0,False,0,,0,False,0,,0,False,0,0,0,False
28.2,7460201,2,"众神之殿",255,False,2,"机关、诅咒、剧毒与……",255,False,0,,0,False,0,,0,False,0,,0,False,0,,0,False,0,0,0,False
28.3,8262841,1," 史官到来",0,False,1," 夜之民的智慧",0,False,1," 祈祷诸神加护",0,False,1," 点燃篝火",0,False,2," 永远的恩惠",255,False,2," 民族大融合",4,False,0,0,0,False
28.4,8262789,1," 第一石碑：征服奇塔利族学说",0,False,1," 第一石碑：保护奇塔利族学说",0,False,0,,0,False,0,,0,False,0,,0,False,0,,0,False,0,0,0,False
28.5,8262790,1," 第二石碑：狩猎奇塔利族学说",0,False,1," 第二石碑：欢迎维斯族学说",0,False,0,,0,False,0,,0,False,0,,0,False,0,,0,False,0,0,0,False
28.6,8262791,1," 第三石碑：鲶鱼兽人灭亡学说",0,False,1," 第三石碑：救助鲶鱼兽人学说",0,False,0,,0,False,0,,0,False,0,,0,False,0,,0,False,0,0,0,False
28.7,8262788,2," 永远的恩惠",255,False,0,,0,False,0,,0,False,0,,0,False,0,,0,False,0,,0,False,0,0,0,False
28.8,8264083,1," 史官到来",0,False,0,,0,False,0,,0,False,0,,0,False,0,,0,False,0,,0,False,0,0,0,False
29.0,7965327,2,"点灯之地",8,False,0,,0,False,0,,0,False,0,,0,False,0,,0,False,0,,0,False,0,0,0,False
29.1,7811622,2,"点灯之地",2,False,0,,0,False,0,,0,False,0,,0,False,0,,0,False,0,,0,False,0,0,0,False
29.2,7852579,2,"暗影之逆焰",7,False,2,"暗影之逆焰",8,False,0,,0,False,0,,0,False,0,,0,False,0,,0,False,0,0,0,False
30.0,7964397,1,"实录数据002“点亮工房的工匠”",0,False,0,,0,False,0,,0,False,0,,0,False,0,,0,False,0,,0,False,0,0,0,False
30.1,7964396,1,"实录数据003“修复羁绊的工匠”",0,False,0,,0,False,0,,0,False,0,,0,False,0,,0,False,0,,0,False,0,0,0,False
30.2,8376775,2,"异界强者",3,False,2,"起始与终结之光",1,False,0,,0,False,0,,0,False,0,,0,False,0,,0,False,0,0,0,False
30.3,9662171,1,"贴近工匠需求的新工具",0,False,0,,0,False,0,,0,False,0,,0,False,0,,0,False,0,,0,False,0,0,0,False
31.0,8047917,2,"谎言的泡沫",255,False,2,"熄灭最后的光",2,False,0,,0,False,0,,0,False,0,,0,False,0,,0,False,0,0,0,False
31.1,7968773,1,"痛在拯救之后",0,False,2,"谎言的泡沫",255,False,0,,0,False,0,,0,False,0,,0,False,0,,0,False,0,0,0,False
31.2,8036278,1,"起始的“乐园”",0,False,0,,0,False,0,,0,False,0,,0,False,0,,0,False,0,,0,False,0,0,0,False
32.0,7980543,1,"伊甸的支配者",0,False,0,,0,False,0,,0,False,0,,0,False,0,,0,False,0,,0,False,0,0,0,False
33.0,7871397,2,"灵光卫",255,False,1,"熄灭最后的光",0,False,2,"暗影之逆焰",11,False,0,,0,False,0,,0,False,0,,0,False,0,0,0,False
34.0,8146727,2," 梦境与现实的夹缝",9,False,2," 美梦盈满心间",11,False,2," 心灵绿洲",9,False,2," 城堡中的哭声",9,False,2," 我心依旧",8,False,0,,0,False,0,0,0,False
34.1,8149890,2," 梦境与现实的夹缝",9,False,0,,0,False,0,,0,False,0,,0,False,0,,0,False,0,,0,False,0,0,0,False
34.2,8149893,2," 美梦盈满心间",11,False,0,,0,False,0,,0,False,0,,0,False,0,,0,False,0,,0,False,0,0,0,False
34.3,8149894,2," 心灵绿洲",9,False,0,,0,False,0,,0,False,0,,0,False,0,,0,False,0,,0,False,0,0,0,False
34.4,8149891,2," 城堡中的哭声",9,False,0,,0,False,0,,0,False,0,,0,False,0,,0,False,0,,0,False,0,0,0,False
34.5,8149892,2," 我心依旧",8,False,0,,0,False,0,,0,False,0,,0,False,0,,0,False,0,,0,False,0,0,0,False
35.0,8398048,1,"与海都的贸易交涉",0,False,0,,0,False,0,,0,False,0,,0,False,0,,0,False,0,,0,False,0,0,0,False
35.1,8541476,1,"富足的生活",0,False,0,,0,False,0,,0,False,0,,0,False,0,,0,False,0,,0,False,0,0,0,False
36.0,8401669,1,"苍鹰归巢作战",0,False,0,,0,False,0,,0,False,0,,0,False,0,,0,False,0,,0,False,0,0,0,False
36.1,8401671,1,"苍鹰啊，起飞吧！",0,False,0,,0,False,0,,0,False,0,,0,False,0,,0,False,0,,0,False,0,0,0,False
36.2,8401672,1,"苍鹰啊，翱翔吧！",0,False,0,,0,False,0,,0,False,0,,0,False,0,,0,False,0,,0,False,0,0,0,False
36.3,8407765,1,"苍鹰啊，起飞吧！",0,False,0,,0,False,0,,0,False,0,,0,False,0,,0,False,0,,0,False,0,0,0,False
36.4,8510356,1,"苍鹰啊，起飞吧！",0,False,0,,0,False,0,,0,False,0,,0,False,0,,0,False,0,,0,False,0,0,0,False
36.5,8510361,1,"苍鹰啊，翱翔吧！",0,False,0,,0,False,0,,0,False,0,,0,False,0,,0,False,0,,0,False,0,0,0,False
36.6,8510365,1,"苍鹰啊，翱翔吧！",0,False,0,,0,False,0,,0,False,0,,0,False,0,,0,False,0,,0,False,0,0,0,False
36.7,8510375,1,"苍鹰啊，起飞吧！",0,False,0,,0,False,0,,0,False,0,,0,False,0,,0,False,0,,0,False,0,0,0,False
36.8,8510383,1,"苍鹰啊，翱翔吧！",0,False,0,,0,False,0,,0,False,0,,0,False,0,,0,False,0,,0,False,0,0,0,False
36.9,8510386,1,"苍鹰啊，翱翔吧！",0,False,0,,0,False,0,,0,False,0,,0,False,0,,0,False,0,,0,False,0,0,0,False
37.0,8464516,1,"威尔布兰德扬帆起航",0,False,2,"月亮的囚徒",3,False,0,,0,False,0,,0,False,0,,0,False,0,,0,False,0,0,0,False
38.0,8466246,1,"威尔布兰德扬帆起航",0,False,2,"月亮的囚徒",3,False,0,,0,False,0,,0,False,0,,0,False,0,,0,False,0,0,0,False
39.0,8468751,1,"威尔布兰德扬帆起航",0,False,2,"月亮的囚徒",3,False,0,,0,False,0,,0,False,0,,0,False,0,,0,False,0,0,0,False
40.0,8724610,2,"敌人现身",2,False,2,"敌人现身",255,False,0,,0,False,0,,0,False,0,,0,False,0,,0,False,0,0,0,False
40.1,8462348,2,"敌人现身",3,False,0,,0,False,0,,0,False,0,,0,False,0,,0,False,0,,0,False,0,0,0,False
41.0,8754908,2,"熠熠生辉的生命",7,False,0,,0,False,0,,0,False,0,,0,False,0,,0,False,0,,0,False,0,0,0,False
42.0,8773502,2,"苍鹰啊，振翅吧！",255,False,0,,0,False,0,,0,False,0,,0,False,0,,0,False,0,,0,False,0,0,0,False
42.1,8773523,2,"苍鹰啊，远行吧！",255,False,0,,0,False,0,,0,False,0,,0,False,0,,0,False,0,,0,False,0,0,0,False
42.2,8773532,2,"苍鹰啊，远行吧！",255,False,0,,0,False,0,,0,False,0,,0,False,0,,0,False,0,,0,False,0,0,0,False
42.3,8773577,2,"苍鹰啊，振翅吧！",255,False,0,,0,False,0,,0,False,0,,0,False,0,,0,False,0,,0,False,0,0,0,False
42.4,8773578,2,"苍鹰啊，远行吧！",255,False,0,,0,False,0,,0,False,0,,0,False,0,,0,False,0,,0,False,0,0,0,False
42.5,8773579,2,"苍鹰啊，远行吧！",255,False,0,,0,False,0,,0,False,0,,0,False,0,,0,False,0,,0,False,0,0,0,False
42.6,8773618,1,"消逝的百合",0,False,0,,0,False,0,,0,False,0,,0,False,0,,0,False,0,,0,False,0,0,0,False
42.7,8773630,1,"苍鹰啊，振翅吧！",0,False,0,,0,False,0,,0,False,0,,0,False,0,,0,False,0,,0,False,0,0,0,False
42.8,8773643,1,"苍鹰啊，远行吧！",0,False,0,,0,False,0,,0,False,0,,0,False,0,,0,False,0,,0,False,0,0,0,False
42.9,8743494,2,"苍鹰啊，振翅吧！",255,False,0,,0,False,0,,0,False,0,,0,False,0,,0,False,0,,0,False,0,0,0,False
42.10,8746211,2,"苍鹰啊，远行吧！",255,False,0,,0,False,0,,0,False,0,,0,False,0,,0,False,0,,0,False,0,0,0,False
