key,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67
9,,0,0,"QuestRedoChapter#3","海都の仇敵","タコタン討伐武勇伝","それでもタコタン討伐武勇伝","怒りの風車番","ヴェイスケートの腕試し","エオルゼアの珍味を求めて","アダマンタスの大卵","ウ族の試練","ラムトンウォームの肉","思い出の土産酒","ブレイフロクスの珍チーズ","ごちそうには美酒を","シャマニ・ローマニの求める香り","失われた伝説を訪ねて","密林の男","耳に残るは蟲の音","友情の木の実","人の命運、ワインの運命","永遠なる海雄旅団","口笛は風に乗り","憤怒の岩神タイタン",,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10,"究極幻想アルテマウェポン",0,11,"QuestRedoChapter#4","灯りの消えた日","止まったままの時間","静かなる葬送","小さな勇者の帰還","彼方より来たりて","飛空艇エンタープライズの行方","あの山を越えて","凍てつく大地","デュランデル家の流儀","砦に宛てられた荷物","アインハルト家の受難","四大名家に訊く",,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11,,0,12,"QuestRedoChapter#4","潔白の証明","嫌疑の審理","異端は魔女の谷に消ゆ","あの日の空に見たものは","前哨地の歓待","炊事場最前線","野戦病院の蒸留器","審問官ギイェームの横顔","沈黙する真実","吹雪の夜の追想","竜の力、戦いの歴史","ストーンヴィジルに眠る翼","嵐を越える突破口","ハイブリッジの一番弟子","バーニングウォールを踏破せよ","偏属性クリスタルを求めて","船はいまだ港に","幻影諸島奇談","島に乗りこめ！","波間よりいずる者","狂気の歌声","最後の偏属性クリスタル","始動！ エンタープライズ","暴虐の嵐神ガルーダ",,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12,,0,0,"QuestRedoChapter#4","かすかな灯火","反攻の布石","帝国を見張る目","ふたりの脱走者","ビッグスの捜索","炉には炎を、回せ歯車","モードゥナに集う猛者たち","帝国軍あざむき作戦","即席の雷波塔","偽りの敬礼","帝国兵なりきり装備","魔導アーマーを奪取せよ！","魔導兵器のみる夢","カストルム・セントリからの救出","エオルゼアの明日のために","十二賢者の行進","決戦の地へと続く道","心に火をくべて","カストルム・メリディアヌムの死闘","究極幻想アルテマウェポン","十二賢者の行進","究極幻想アルテマウェポン",,,,,,,,,,,0,0,0,0,0,0,0,0,1,2,2,0,0,0,0,0,0,0,0,0,128,128,0,0,0,0,0,0,0,0,0,0
13,"エオルゼアの守護者",0,14,"QuestRedoChapter#5","「暁」の在り方","歌姫を追って","母と子","レヴナンツトールへ","黒衣森で覚醒するもの","無垢なる爆走","善王モグル・モグXII世による粛清","邪なる手引き","失われし伝承と存在","石の家へ",,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14,,0,15,"QuestRedoChapter#5","「暁」の役目","クリスタル消失事件","異邦からの来訪者","安息できる場所","ドマの子どもたち","ドマの民、ウルダハへ","新たな開拓者","ふたりの盟主","海に散る命","超える力、不滅なる者","リヴァイアサン掃討作戦","決戦、リムサ・ロミンサ沖","海都の地下組織","混沌の渦動",,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15,,0,0,"QuestRedoChapter#5","災厄の報せ","難民暴動を追って","武器を取った人々","暗躍の果て","フロンティア計画","止まない争い","雷神ラムウ","裁きの雷","還りし神、巡りし魂","立ち上がる意志","先行統一組織","ざわめく街角","風霜にわかに","エオルゼアの守護者",,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16,"希望の灯火",0,17,"QuestRedoChapter#6","写本師の影","第四分隊の危機","皇都の特使","目撃者の証言","極寒の共同作戦","疑惑の騎兵を追え","別働隊を叩け","潜入スノークローク大氷壁","雪上の追撃","絡まり合う陰謀","木陰に隠れて","写本師捕縛作戦","賢人ムーンブリダ","氷神シヴァの輝き","白き女神殿騎士","蛮族と呼ばれる者","峻烈のエリヌ・ロアユ","氷結の幻想",,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17,,0,0,"QuestRedoChapter#6","3本の柱","闇取引の捜査協力","押収された武器","黙約の塔へ","ムーンブリダの秘策","帝国軍迎撃作戦","その者、ナプリアレス","犠牲と誓い","イダの決意","イシュガルドの救援要請","邪竜の咆哮","参戦の決意","立てよ義勇兵！","それぞれの思惑","イシュガルド防衛戦","タタルの決意","タタルの本気","吹っ切れタタルさん","護衛任務の代役","神経質な追加調査","祝賀は誰のため","言伝の先に待つ者","イシュガルド戦勝祝賀会","希望の灯火","イシュガルド防衛戦",,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,2,0,0,0,0,128,0,0,0,0,0,0,0
18,"蒼天のイシュガルド",0,19,"QuestRedoChapter#7","イシュガルドへ","壮麗なる皇都","わだかまる雲霧","鷹の巣","ゼーメル家の大工","征竜将の彫像","届かぬ届け物","哨戒部隊を捜索せよ！","足跡が導く再会","目の曇り、今は晴れ","雲上の騎兵団","困ったヤツのあしらい方","対するはバヌバヌ族","マリエルの憂鬱","湧水のクリスタル","雲海より現れしもの","困ったヤツの称え方","蒼天の騎士","教皇トールダン7世","ウルダハの今","ラウバーンを追って","ラウバーン奪還作戦",,,,,,,,,,,0,0,0,1,1,1,1,1,1,1,2,2,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19,,0,0,"QuestRedoChapter#7","冒険者たちの決断","アルフィノの策","イゼルを探して","異端者の遺した物","円形劇場の激闘","嗚呼、聖フィネア連隊","千年の裏切り","対話への旅路","襲いくるグナース族","竜の棲む塔","はみだし者の好物集め","分かたれし者たち","グナース族の神","危険な賭け","武神降臨","霊峰を越えて","意外な姿","雲海のモーグリ族","モグタンの試練","モグムグの試練","モグポンの試練","モグリンの結果発表","カヌ・エ・センナの懸念","雲海にかける橋","それぞれの想い","幻想を砕く真実",,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,4,0,0,0,0,0,0,0,0,0,0,0
20,"蒼天のイシュガルド",0,21,"QuestRedoChapter#8","竜の巣","風壁を切り裂く秘策","砂都からの報せ","ウルダハの目覚め","真の友","血戦を前に","邪竜狩り","竜詩の始まり","皇都騒乱","アイメリクの決意","抵抗組織との接触","ツケの回収","悲しき昔話","懐かしき香り","長耳の行方","変革への一歩","ただ盟友のため","真の変革","新たな蛮神を追って","いざ高空層へ","教皇の行方","大らかなズンド","白鯨の伝説","魔大陸の鍵","北方より来たりし者","己が信念を胸に",,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21,,0,0,"QuestRedoChapter#8","機工師の見解","エーテルを辿って","地脈を彷徨い","ヤ・シュトラ","いざ、シャーレアンへ","イディルシャイア","廃都の初仕事","無手勝流の知人","マトーヤの洞窟","隠者マトーヤ","禁書庫に眠る論文","エーテルラムを造れ","灯されし希望","その翼、エクセルシオ","アラグの遺産","誘導を信じて","キメラの棲む島","青き鎧の猛者","翼、広げて","蒼天のイシュガルド",,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22,"最期の咆哮",0,23,"QuestRedoChapter#9","蒼天の未来","対話の再開","心強い助っ人","水晶の目","その先に待つ者は","迫り来る闇","揺れる皇都","光と闇の境界",,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23,,0,24,"QuestRedoChapter#9","遠海からの報せ","星の呼び声","哀しみを抱いて","和平への期待","ただいま警備強化中！","楽しい宴","償うべきは","その者の選択","四国合同演習","光さす明日へ","運命の歯車",,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24,,0,0,"QuestRedoChapter#9","ふたつの魂","決戦に備えて","聖竜の試練","ただ盟友とともに","フォルタン家の人々","最期の咆哮",,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,"宿命の果て",0,26,"QuestRedoChapter#10","戦う者たちの休息","天険の谷へ","ルヴェユールの双子","コボルド騒動！","岩神を喚ぶ声","星影に零れて","懐郷の民","真なる革命者","絡み合う宿命","魂を継ぐ者",,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
26,,0,0,"QuestRedoChapter#10","ギラバニアからの報せ","イシュガルド代表使節団","四国会合","終わりの始まり","悲しみ背負って","想定外の協力者","珍客来る","オメガ起動","宿命の果て",,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27,"紅蓮のリベレーター",0,167,"QuestRedoChapter#11","長城を越えて","リセの案内","エオルゼア同盟軍の提案","壊神の拳が届く場所","コンラッドの決断","メ・ナーゴの任務","親書を届けて","新型魔導兵器を撃破せよ","伝令の使命","メッフリッドの任務","ある娘の帰郷","燻る落とし物","動かない脚","アラガーナの人々","赤のジグラート","その名は髑髏連隊","対立を越えて征け","今こそ反抗の刻",,,,,,,,,,,,,,,0,0,0,0,0,1,1,1,1,2,2,2,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28,,0,29,"QuestRedoChapter#11","クガネで待ち受ける者","黄金を生む港街","ウルダハ商館へようこそ","ふたりの足取り","ギョドウ現る！","吐けよナマズ","再会と旅立ち","水をかきわけて","海賊衆の苦境","オサード小大陸にて","砦に集いし無頼漢","船酔い海賊","あれもこれも糧","御霊の出航","打ち寄せる波瀾","ああ美しき玉水","碧甲羅と八百万の神","大海原に泳ぎ出せ！","秘色に暮らす民","海底探索","縁に結ばれて","宝物殿を目指せ","豪神スサノオ","ひとときの凪",,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,1,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
29,,0,0,"QuestRedoChapter#11","静かなるヤンサ","ドマの民の今","烈士庵の反乱軍","我らよろず屋","声なき痛哭","終わらぬ狼藉","カストルム・フルーミニスに躍る","ユウギリの心","互いの往く道","ゼノス暗殺計画","踏み出す一歩",,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30,"紅蓮のリベレーター",0,31,"QuestRedoChapter#12","風駆けるアジムステップ","市を賑わす部族たち","戦の季節","ひとりの同志","神託とともに","英雄に必要なもの","モルの家族","草原横断","試練のバルダム覇道","玉座からの招喚","オロニル流の難題","陽と月をめぐる異説","青き宿敵","勇猛なるドタール","命を焦がす夢","迫る開戦","終節の合戦","歓声は遠く高く","その赤に祈りをこめて","再び動乱の地へ","解放への道のり","必中仕事人タタル","少女ノ目","ドマ民一揆","生き続けるために","もののふ、今はなく","最後の余白","いざ、解放決戦へ","ドマという国",,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31,,0,0,"QuestRedoChapter#12","別れと帰還","待っていた者、いない者","ラールガーの軍星","残敵を蹴散らせ","メ族の里へ","ウィルラの神、カリヤナの神","美神ラクシュミ","温かな歓待","いざ山岳地帯へ","アラギリでの軍議","与えられた支援任務","混乱のスペキュラ","悲しみの退路","悲しみと痛み噛みしめて","箱船からの眺め","次なる一手は……","魂を売った村","心に勇気を","カストルム・アバニア潜入作戦","ラウバーンの一計","自由か死か","拳交えて","塩の湖畔地帯","若者との再会","ウリエンジェの秘策","自由への進軍","アラミゴ正門の攻防","紅蓮のリベレーター",,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32,"「暁」の少年",0,33,"QuestRedoChapter#13","冒険の誘い","伝説を追って","廃王の黄金","復讐と正義","超越者の影","ナナモの決意","ナナモの本気","吹っ切れナナモ様","ソルトリーの未来","波乱の徴候","英雄の帰還",,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
33,,0,34,"QuestRedoChapter#13","風雲急を告げる報せ","質屋を探して","再会信じ紅玉海へ","喜ぶ者と、慄く者","さらなる暗雲","アサヒとドマ","罪がいずる場所","暁光の刻",,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
34,,0,0,"QuestRedoChapter#13","ゴウセツとツユ","ツユの行方","柿と白銅鏡","捕虜交換に備え","十六夜の月","月下の華","「暁」の少年",,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
35,"英雄への鎮魂歌",0,36,"QuestRedoChapter#14","アルフィノの行方","永久なる焦土","帝都に潜む影","草原に眠る力","楔石の虚","響き渡る声","狂乱の前奏曲",,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
36,,0,0,"QuestRedoChapter#14","魂の行方","亡命者からの凶報","青龍壁展開","境界の地ギムリト","開戦のとき","戦中見舞い","英雄への鎮魂歌",,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
37,"漆黒のヴィランズ",0,38,"QuestRedoChapter#15","予感","第一世界の街","ノルヴラントを渡る者たち","アルフィノを探して","動かない潮","歓迎の門","たゆたう暮らし","最後の歓楽都市","ユールモア見学","迫り来る誘惑","喜びに満ちた人々","樹葉に射す天光","アリゼーを探して","モルドの市","多分それは腹ごなし","琥珀の砂漠を行く","あの娘の足跡","罪喰い狩り","宿を発つなら","いらないもの","空知らぬ雨","大罪喰い","闇の戦士",,,,,,,,,,0,0,0,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0
38,,0,39,"QuestRedoChapter#15","招かれざる客","クリスタリウムの意気","帯の道を進め！","ミンフィリア救出作戦","妖精郷イル・メグ","イス＝ヤラの呻き","オール＝シグンのお仕事","スール＝ウィンのお願い","真実を顕すは","篤学者は問う","封印の鍵","3つ目の宝を求めて","仕事には対価を","だってここは茸窟","アンチロウ","長老の言うことには","咆哮を響かせて","セトのトモダチ","アクトラ・オルワ・イン","運命はまた廻る",,,,,,,,,,,,,0,0,0,0,0,1,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
39,,0,0,"QuestRedoChapter#15","それぞれの行く先","光耀の陰り","ラケティカ大森林","スリザーバウの営み","生きる糧","石は転がる","天の暗き海","常闇に潜みて","過日との対話","問いと答え","蛇の水場","イキス・マヤエの森","護り手の里","明星に導かれ","よろずなる神の御殿","仕掛けと呪いと毒と","魔女の護ったもの","揺らめく灯火","キタンナ神影洞","穏やかな静けさ","彼方へと祈って",,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
40,"漆黒のヴィランズ",0,41,"QuestRedoChapter#16","激動のレイクランド","地は冷たく、空は遠く","自分にできること","秘めた覚悟","賑わいの跡","トロッコ復古","トゥワインへ","枕木の上にて弾む","タロースは今","家族を負う背中","暗がりの運試し","どうか見つけて","生きるに足る理由","廃都ナバスアレン","光の巫女","私はここに眠る","君を救う痛み",,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
41,,0,0,"QuestRedoChapter#16","コルシア島の決戦","膨らんだ嘘","失われた楽園の夢","ラダー大昇降機","高き場所より見る景色","クイックウェイを遡って","難題を穿つ理想","トルだせ大作戦！","採掘と破砕","ドヴェルグの煙突","萌芽のとき","これが最後の","目覚めたら","光をもたらす者","舞台上で最も哀れな役者","最果てに並ぶ","消えることなき希望の唄","嵐多き海へ","海底で待つは","彼らの都","輝きは不滅なりて","明かりの灯りし地","ある世界の終末","その者の結末","漆黒のヴィランズ",,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
42,"真成を胸に……",0,0,"QuestRedoChapter#17","新たな蛮神","第七霊災の真実を求めて","再び深き淵へ","真実と決断","ふたつの欠片","真成を胸に……",,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
43,"輝く希望",0,0,"QuestRedoChapter#18","古代アラグ文明の遺産","古代アラグ文明の遺産","霊砂と未来を造る者","霊砂と過去を記す者","古代の民の迷宮","ノアの調査記録","シルクスの塔","闇の世界","輝く希望",,,,,,,,,,,,,,,,,,,,,,,,0,128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
44,"君の知らない明日へ",0,0,"QuestRedoChapter#19","破滅への胎動","突入、決死圏","機械仕掛けの理想郷","死闘の涯て","彼女のたからもの","ちいさな世界の大きな事件","疑惑と後悔","暴君、降臨","因果の切断線","彼女がいない世界","加速する危機","記憶の回廊を超えて","定められし未来","聖なる審判","君の知らない明日へ",,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
45,"ひとつの冒険の終わり",0,0,"QuestRedoChapter#20","空賊たち","魔航船ヴォイドアーク","禁忌都市マハ","この空の平和","影の国ダン・スカー","ひとつの冒険の終わり",,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
46,"永き冥路の果てに",0,0,"QuestRedoChapter#21","古の神","昏き微睡みの果つる刻","星の命運を懸けて","黄金色の災禍","永き冥路の果てに",,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
47,"翼に夢を",0,0,"QuestRedoChapter#22","オメガの消息","虚像の正体","牢獄より睨みて","鳴き叫べ！","もとの形へ","事象究明","再び次元の狭間へ","に、が、さ、ん","未完成な美術品","誰も通さず","ハカイの妖星","始まりは斯くの如く","星駆ける赤きたてがみ","最後の闘い","翼に夢を",,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
48,"楽欲の僧院 オーボンヌ",0,0,"QuestRedoChapter#23","追われた巡業一座","失われた都ラバナスタ","踊りたい、踊らなきゃ","怪奇と幻想の島","封じられた聖塔 リドルアナ","ダルマスカのレジスタンス","ゴルモア大密林の古代遺跡","楽欲の僧院 オーボンヌ",,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
49,"ただ、春の夜の夢のごとし",0,0,"QuestRedoChapter#24","鬼の棲む島","時をかける亀","朱色慕情","群青の誓い","ただ、春の夜の夢のごとし",,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
50,"事件は砂塵に消ゆ",0,0,"QuestRedoChapter#25","謎の事件屋","解かれぬ迷宮の扉","くりかえす恋の悲哀","鍵穴の光は","はじまりの予告","白髪の鬼","キケンな彫金師","天下無双の挑戦者","秤量される金と心","がんばる二人の事件屋","語られし理由","るり色の婚約者","金色に染まるコロセウム","天下無双の再戦者","秤を正すために","のこされたメッセージ","旧怨なる亡霊","きめられた物語","秘史を抱く者たち","めぐる血の呪い","事件は砂塵に消ゆ",,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
51,"理想の毎日",0,0,"QuestRedoChapter#26","事件屋を探せ","のこされた手がかり","発揮された能力","端緒を掴め","はじめての我が家","時魔法の謎","のっぴきならない事態","理想の毎日",,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
