key,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23
29,"GatheringPoint#30204",,"GatheringPoint#30205",,"GatheringPoint#30207",,"GatheringPoint#30208",,"GatheringPoint#30209",,"GatheringPoint#30210",,"GatheringPoint#30212",,"GatheringPoint#30213",,,,,,,,,
30,"GatheringPoint#30205",,"GatheringPoint#30206",,"GatheringPoint#30207",,"GatheringPoint#30208",,"GatheringPoint#30209",,"GatheringPoint#30210",,"GatheringPoint#30211",,"GatheringPoint#30212",,,,,,,,,
31,"GatheringPoint#30204",,"GatheringPoint#30205",,"GatheringPoint#30206",,"GatheringPoint#30207",,"GatheringPoint#30209",,"GatheringPoint#30211",,"GatheringPoint#30212",,"GatheringPoint#30213",,,,,,,,,
32,"GatheringPoint#30204",,"GatheringPoint#30206",,"GatheringPoint#30207",,"GatheringPoint#30208",,"GatheringPoint#30210",,"GatheringPoint#30211",,"GatheringPoint#30212",,"GatheringPoint#30213",,,,,,,,,
33,"GatheringPoint#30214",,"GatheringPoint#30215",,"GatheringPoint#30217",,"GatheringPoint#30218",,"GatheringPoint#30219",,"GatheringPoint#30220",,"GatheringPoint#30222",,"GatheringPoint#30223",,,,,,,,,
34,"GatheringPoint#30215",,"GatheringPoint#30216",,"GatheringPoint#30217",,"GatheringPoint#30218",,"GatheringPoint#30219",,"GatheringPoint#30220",,"GatheringPoint#30221",,"GatheringPoint#30222",,,,,,,,,
35,"GatheringPoint#30214",,"GatheringPoint#30215",,"GatheringPoint#30216",,"GatheringPoint#30217",,"GatheringPoint#30219",,"GatheringPoint#30221",,"GatheringPoint#30222",,"GatheringPoint#30223",,,,,,,,,
36,"GatheringPoint#30214",,"GatheringPoint#30216",,"GatheringPoint#30217",,"GatheringPoint#30218",,"GatheringPoint#30220",,"GatheringPoint#30221",,"GatheringPoint#30222",,"GatheringPoint#30223",,,,,,,,,
37,"GatheringPoint#30224",,"GatheringPoint#30225",,"GatheringPoint#30227",,"GatheringPoint#30228",,"GatheringPoint#30229",,"GatheringPoint#30230",,"GatheringPoint#30232",,"GatheringPoint#30233",,,,,,,,,
38,"GatheringPoint#30225",,"GatheringPoint#30226",,"GatheringPoint#30227",,"GatheringPoint#30228",,"GatheringPoint#30229",,"GatheringPoint#30230",,"GatheringPoint#30231",,"GatheringPoint#30232",,,,,,,,,
39,"GatheringPoint#30224",,"GatheringPoint#30225",,"GatheringPoint#30226",,"GatheringPoint#30227",,"GatheringPoint#30229",,"GatheringPoint#30231",,"GatheringPoint#30232",,"GatheringPoint#30233",,,,,,,,,
40,"GatheringPoint#30224",,"GatheringPoint#30226",,"GatheringPoint#30227",,"GatheringPoint#30228",,"GatheringPoint#30230",,"GatheringPoint#30231",,"GatheringPoint#30232",,"GatheringPoint#30233",,,,,,,,,
41,"GatheringPoint#30234",,"GatheringPoint#30235",,"GatheringPoint#30236",,"GatheringPoint#30237",,,,,,,,,,,,,,,,,
42,"GatheringPoint#30238","Level#3891987","GatheringPoint#30239",,"GatheringPoint#30241","Level#3891990","GatheringPoint#30243","Level#3891992",,,,,,,,,,,,,,,,
43,"GatheringPoint#30239","Level#3891987","GatheringPoint#30240",,"GatheringPoint#30241","Level#3891990","GatheringPoint#30242","Level#3891992",,,,,,,,,,,,,,,,
44,"GatheringPoint#30238","Level#3891987","GatheringPoint#30239",,"GatheringPoint#30242","Level#3891990","GatheringPoint#30243","Level#3891992",,,,,,,,,,,,,,,,
45,"GatheringPoint#30238","Level#3891987","GatheringPoint#30239",,"GatheringPoint#30240","Level#3891990","GatheringPoint#30241","Level#3891992",,,,,,,,,,,,,,,,
46,"GatheringPoint#30120",,"GatheringPoint#30121",,"GatheringPoint#30123",,"GatheringPoint#30124",,"GatheringPoint#30125",,"GatheringPoint#30126",,"GatheringPoint#30128",,"GatheringPoint#30129",,,,,,,,,
47,"GatheringPoint#30121",,"GatheringPoint#30122",,"GatheringPoint#30123",,"GatheringPoint#30124",,"GatheringPoint#30125",,"GatheringPoint#30126",,"GatheringPoint#30127",,"GatheringPoint#30128",,,,,,,,,
48,"GatheringPoint#30120",,"GatheringPoint#30121",,"GatheringPoint#30122",,"GatheringPoint#30123",,"GatheringPoint#30125",,"GatheringPoint#30127",,"GatheringPoint#30128",,"GatheringPoint#30129",,,,,,,,,
49,"GatheringPoint#30120",,"GatheringPoint#30122",,"GatheringPoint#30123",,"GatheringPoint#30124",,"GatheringPoint#30126",,"GatheringPoint#30127",,"GatheringPoint#30128",,"GatheringPoint#30129",,,,,,,,,
50,"GatheringPoint#30130",,"GatheringPoint#30131",,"GatheringPoint#30132",,"GatheringPoint#30133",,,,,,,,,,,,,,,,,
51,"GatheringPoint#30134",,"GatheringPoint#30135",,"GatheringPoint#30136",,"GatheringPoint#30137",,,,,,,,,,,,,,,,,
52,"GatheringPoint#30138","Level#3892865","GatheringPoint#30139","Level#3892879","GatheringPoint#30140","Level#3892881","GatheringPoint#30142",,,,,,,,,,,,,,,,,
53,"GatheringPoint#30138","Level#3892865","GatheringPoint#30139","Level#3892879","GatheringPoint#30141","Level#3892881","GatheringPoint#30143",,,,,,,,,,,,,,,,,
54,"GatheringPoint#30138","Level#3892865","GatheringPoint#30140","Level#3892879","GatheringPoint#30141","Level#3892881","GatheringPoint#30143",,,,,,,,,,,,,,,,,
55,"GatheringPoint#30139","Level#3892865","GatheringPoint#30140","Level#3892879","GatheringPoint#30141","Level#3892881","GatheringPoint#30143",,,,,,,,,,,,,,,,,
56,"GatheringPoint#30246",,"GatheringPoint#30247",,"GatheringPoint#30249",,"GatheringPoint#30250",,"GatheringPoint#30251",,"GatheringPoint#30252",,"GatheringPoint#30254",,"GatheringPoint#30255",,,,,,,,,
57,"GatheringPoint#30247",,"GatheringPoint#30248",,"GatheringPoint#30249",,"GatheringPoint#30250",,"GatheringPoint#30251",,"GatheringPoint#30252",,"GatheringPoint#30253",,"GatheringPoint#30254",,,,,,,,,
58,"GatheringPoint#30246",,"GatheringPoint#30247",,"GatheringPoint#30248",,"GatheringPoint#30249",,"GatheringPoint#30251",,"GatheringPoint#30253",,"GatheringPoint#30254",,"GatheringPoint#30255",,,,,,,,,
59,"GatheringPoint#30246",,"GatheringPoint#30248",,"GatheringPoint#30249",,"GatheringPoint#30250",,"GatheringPoint#30252",,"GatheringPoint#30253",,"GatheringPoint#30254",,"GatheringPoint#30255",,,,,,,,,
60,"GatheringPoint#30256",,"GatheringPoint#30257",,"GatheringPoint#30258",,"GatheringPoint#30259",,,,,,,,,,,,,,,,,
61,"GatheringPoint#30260",,"GatheringPoint#30261",,"GatheringPoint#30262",,"GatheringPoint#30263",,,,,,,,,,,,,,,,,
62,"GatheringPoint#30264",,"GatheringPoint#30265",,"GatheringPoint#30267",,"GatheringPoint#30268",,"GatheringPoint#30269",,"GatheringPoint#30270",,"GatheringPoint#30272",,"GatheringPoint#30273",,,,,,,,,
63,"GatheringPoint#30265",,"GatheringPoint#30266",,"GatheringPoint#30267",,"GatheringPoint#30268",,"GatheringPoint#30269",,"GatheringPoint#30270",,"GatheringPoint#30271",,"GatheringPoint#30272",,,,,,,,,
64,"GatheringPoint#30264",,"GatheringPoint#30265",,"GatheringPoint#30266",,"GatheringPoint#30267",,"GatheringPoint#30269",,"GatheringPoint#30271",,"GatheringPoint#30272",,"GatheringPoint#30273",,,,,,,,,
65,"GatheringPoint#30264",,"GatheringPoint#30266",,"GatheringPoint#30267",,"GatheringPoint#30268",,"GatheringPoint#30270",,"GatheringPoint#30271",,"GatheringPoint#30272",,"GatheringPoint#30273",,,,,,,,,
66,"GatheringPoint#30274",,"GatheringPoint#30275",,"GatheringPoint#30277",,"GatheringPoint#30278",,"GatheringPoint#30279",,"GatheringPoint#30280",,"GatheringPoint#30282",,"GatheringPoint#30283",,,,,,,,,
67,"GatheringPoint#30275",,"GatheringPoint#30276",,"GatheringPoint#30277",,"GatheringPoint#30278",,"GatheringPoint#30279",,"GatheringPoint#30280",,"GatheringPoint#30281",,"GatheringPoint#30282",,,,,,,,,
68,"GatheringPoint#30274",,"GatheringPoint#30275",,"GatheringPoint#30276",,"GatheringPoint#30277",,"GatheringPoint#30279",,"GatheringPoint#30281",,"GatheringPoint#30282",,"GatheringPoint#30283",,,,,,,,,
69,"GatheringPoint#30274",,"GatheringPoint#30276",,"GatheringPoint#30277",,"GatheringPoint#30278",,"GatheringPoint#30280",,"GatheringPoint#30281",,"GatheringPoint#30282",,"GatheringPoint#30283",,,,,,,,,
70,"GatheringPoint#30284",,"GatheringPoint#30285",,"GatheringPoint#30286",,"GatheringPoint#30287",,,,,,,,,,,,,,,,,
71,"GatheringPoint#30288",,"GatheringPoint#30289",,"GatheringPoint#30290",,"GatheringPoint#30291",,"GatheringPoint#30292",,"GatheringPoint#30293",,"GatheringPoint#30294",,"GatheringPoint#30295",,"GatheringPoint#30296",,,,,,,
72,,,,,,,,,,,,,,,,,,,,,,,,
73,,,,,,,,,,,,,,,,,,,,,,,,
74,,,,,,,,,,,,,,,,,,,,,,,,
75,"GatheringPoint#30298",,"GatheringPoint#30299",,"GatheringPoint#30301",,"GatheringPoint#30302",,"GatheringPoint#30303",,"GatheringPoint#30304",,"GatheringPoint#30306",,"GatheringPoint#30307",,,,,,,,,
76,"GatheringPoint#30299",,"GatheringPoint#30300",,"GatheringPoint#30301",,"GatheringPoint#30302",,"GatheringPoint#30303",,"GatheringPoint#30304",,"GatheringPoint#30305",,"GatheringPoint#30306",,,,,,,,,
77,"GatheringPoint#30298",,"GatheringPoint#30299",,"GatheringPoint#30300",,"GatheringPoint#30301",,"GatheringPoint#30303",,"GatheringPoint#30305",,"GatheringPoint#30306",,"GatheringPoint#30307",,,,,,,,,
78,"GatheringPoint#30298",,"GatheringPoint#30300",,"GatheringPoint#30301",,"GatheringPoint#30302",,"GatheringPoint#30304",,"GatheringPoint#30305",,"GatheringPoint#30306",,"GatheringPoint#30307",,,,,,,,,
79,"GatheringPoint#30560",,"GatheringPoint#30561",,"GatheringPoint#30563",,"GatheringPoint#30564",,"GatheringPoint#30565",,"GatheringPoint#30566",,"GatheringPoint#30568",,"GatheringPoint#30569",,,,,,,,,
80,"GatheringPoint#30561",,"GatheringPoint#30562",,"GatheringPoint#30563",,"GatheringPoint#30564",,"GatheringPoint#30565",,"GatheringPoint#30566",,"GatheringPoint#30567",,"GatheringPoint#30568",,,,,,,,,
81,"GatheringPoint#30560",,"GatheringPoint#30561",,"GatheringPoint#30562",,"GatheringPoint#30563",,"GatheringPoint#30565",,"GatheringPoint#30567",,"GatheringPoint#30568",,"GatheringPoint#30569",,,,,,,,,
82,"GatheringPoint#30560",,"GatheringPoint#30562",,"GatheringPoint#30563",,"GatheringPoint#30564",,"GatheringPoint#30566",,"GatheringPoint#30567",,"GatheringPoint#30568",,"GatheringPoint#30569",,,,,,,,,
83,"GatheringPoint#30570",,"GatheringPoint#30571",,"GatheringPoint#30572",,"GatheringPoint#30573",,,,,,,,,,,,,,,,,
84,"GatheringPoint#30574",,"GatheringPoint#30575",,"GatheringPoint#30577",,"GatheringPoint#30578",,"GatheringPoint#30579",,"GatheringPoint#30580",,"GatheringPoint#30582",,"GatheringPoint#30583",,,,,,,,,
85,"GatheringPoint#30575",,"GatheringPoint#30576",,"GatheringPoint#30577",,"GatheringPoint#30578",,"GatheringPoint#30579",,"GatheringPoint#30580",,"GatheringPoint#30581",,"GatheringPoint#30582",,,,,,,,,
86,"GatheringPoint#30574",,"GatheringPoint#30575",,"GatheringPoint#30576",,"GatheringPoint#30577",,"GatheringPoint#30579",,"GatheringPoint#30581",,"GatheringPoint#30582",,"GatheringPoint#30583",,,,,,,,,
87,"GatheringPoint#30574",,"GatheringPoint#30576",,"GatheringPoint#30577",,"GatheringPoint#30578",,"GatheringPoint#30580",,"GatheringPoint#30581",,"GatheringPoint#30582",,"GatheringPoint#30583",,,,,,,,,
88,"GatheringPoint#30584",,"GatheringPoint#30585",,"GatheringPoint#30587",,"GatheringPoint#30588",,"GatheringPoint#30589",,"GatheringPoint#30590",,"GatheringPoint#30592",,"GatheringPoint#30593",,,,,,,,,
89,"GatheringPoint#30585",,"GatheringPoint#30586",,"GatheringPoint#30587",,"GatheringPoint#30588",,"GatheringPoint#30589",,"GatheringPoint#30590",,"GatheringPoint#30591",,"GatheringPoint#30592",,,,,,,,,
90,"GatheringPoint#30584",,"GatheringPoint#30585",,"GatheringPoint#30586",,"GatheringPoint#30587",,"GatheringPoint#30589",,"GatheringPoint#30591",,"GatheringPoint#30592",,"GatheringPoint#30593",,,,,,,,,
91,"GatheringPoint#30584",,"GatheringPoint#30586",,"GatheringPoint#30587",,"GatheringPoint#30588",,"GatheringPoint#30590",,"GatheringPoint#30591",,"GatheringPoint#30592",,"GatheringPoint#30593",,,,,,,,,
92,"GatheringPoint#30594",,"GatheringPoint#30595",,"GatheringPoint#30597",,"GatheringPoint#30598",,"GatheringPoint#30599",,"GatheringPoint#30600",,"GatheringPoint#30602",,"GatheringPoint#30603",,,,,,,,,
93,"GatheringPoint#30595",,"GatheringPoint#30596",,"GatheringPoint#30597",,"GatheringPoint#30598",,"GatheringPoint#30599",,"GatheringPoint#30600",,"GatheringPoint#30601",,"GatheringPoint#30602",,,,,,,,,
94,"GatheringPoint#30594",,"GatheringPoint#30595",,"GatheringPoint#30596",,"GatheringPoint#30597",,"GatheringPoint#30599",,"GatheringPoint#30601",,"GatheringPoint#30602",,"GatheringPoint#30603",,,,,,,,,
95,"GatheringPoint#30594",,"GatheringPoint#30596",,"GatheringPoint#30597",,"GatheringPoint#30598",,"GatheringPoint#30600",,"GatheringPoint#30601",,"GatheringPoint#30602",,"GatheringPoint#30603",,,,,,,,,
96,"GatheringPoint#30604",,"GatheringPoint#30605",,"GatheringPoint#30606",,"GatheringPoint#30607",,,,,,,,,,,,,,,,,
97,"GatheringPoint#30608",,"GatheringPoint#30609",,"GatheringPoint#30611",,"GatheringPoint#30612",,"GatheringPoint#30613",,"GatheringPoint#30614",,"GatheringPoint#30616",,"GatheringPoint#30617",,,,,,,,,
98,"GatheringPoint#30609",,"GatheringPoint#30610",,"GatheringPoint#30611",,"GatheringPoint#30612",,"GatheringPoint#30613",,"GatheringPoint#30614",,"GatheringPoint#30615",,"GatheringPoint#30616",,,,,,,,,
99,"GatheringPoint#30608",,"GatheringPoint#30609",,"GatheringPoint#30610",,"GatheringPoint#30611",,"GatheringPoint#30613",,"GatheringPoint#30615",,"GatheringPoint#30616",,"GatheringPoint#30617",,,,,,,,,
100,"GatheringPoint#30608",,"GatheringPoint#30610",,"GatheringPoint#30611",,"GatheringPoint#30612",,"GatheringPoint#30614",,"GatheringPoint#30615",,"GatheringPoint#30616",,"GatheringPoint#30617",,,,,,,,,
101,"GatheringPoint#30618",,"GatheringPoint#30619",,"GatheringPoint#30620",,"GatheringPoint#30622",,,,,,,,,,,,,,,,,
102,"GatheringPoint#30618",,"GatheringPoint#30619",,"GatheringPoint#30621",,"GatheringPoint#30623",,,,,,,,,,,,,,,,,
103,"GatheringPoint#30618",,"GatheringPoint#30620",,"GatheringPoint#30621",,"GatheringPoint#30623",,,,,,,,,,,,,,,,,
104,"GatheringPoint#30619",,"GatheringPoint#30620",,"GatheringPoint#30621",,"GatheringPoint#30623",,,,,,,,,,,,,,,,,
105,"GatheringPoint#30624",,"GatheringPoint#30625",,"GatheringPoint#30627",,"GatheringPoint#30628",,"GatheringPoint#30629",,"GatheringPoint#30630",,"GatheringPoint#30632",,"GatheringPoint#30633",,,,,,,,,
106,"GatheringPoint#30625",,"GatheringPoint#30626",,"GatheringPoint#30627",,"GatheringPoint#30628",,"GatheringPoint#30629",,"GatheringPoint#30630",,"GatheringPoint#30631",,"GatheringPoint#30632",,,,,,,,,
107,"GatheringPoint#30624",,"GatheringPoint#30625",,"GatheringPoint#30626",,"GatheringPoint#30627",,"GatheringPoint#30629",,"GatheringPoint#30631",,"GatheringPoint#30632",,"GatheringPoint#30633",,,,,,,,,
108,"GatheringPoint#30624",,"GatheringPoint#30626",,"GatheringPoint#30627",,"GatheringPoint#30628",,"GatheringPoint#30630",,"GatheringPoint#30631",,"GatheringPoint#30632",,"GatheringPoint#30633",,,,,,,,,
109,"GatheringPoint#30634",,"GatheringPoint#30635",,"GatheringPoint#30636",,"GatheringPoint#30637",,,,,,,,,,,,,,,,,
110,"GatheringPoint#30638",,"GatheringPoint#30639",,"GatheringPoint#30641",,"GatheringPoint#30642",,"GatheringPoint#30643",,"GatheringPoint#30644",,"GatheringPoint#30646",,"GatheringPoint#30647",,,,,,,,,
111,"GatheringPoint#30639",,"GatheringPoint#30640",,"GatheringPoint#30641",,"GatheringPoint#30642",,"GatheringPoint#30643",,"GatheringPoint#30644",,"GatheringPoint#30645",,"GatheringPoint#30646",,,,,,,,,
112,"GatheringPoint#30638",,"GatheringPoint#30639",,"GatheringPoint#30640",,"GatheringPoint#30641",,"GatheringPoint#30643",,"GatheringPoint#30645",,"GatheringPoint#30646",,"GatheringPoint#30647",,,,,,,,,
113,"GatheringPoint#30638",,"GatheringPoint#30640",,"GatheringPoint#30641",,"GatheringPoint#30642",,"GatheringPoint#30644",,"GatheringPoint#30645",,"GatheringPoint#30646",,"GatheringPoint#30647",,,,,,,,,
114,"GatheringPoint#30648",,"GatheringPoint#30649",,"GatheringPoint#30650",,"GatheringPoint#30652",,,,,,,,,,,,,,,,,
115,"GatheringPoint#30648",,"GatheringPoint#30649",,"GatheringPoint#30651",,"GatheringPoint#30653",,,,,,,,,,,,,,,,,
116,"GatheringPoint#30648",,"GatheringPoint#30650",,"GatheringPoint#30651",,"GatheringPoint#30653",,,,,,,,,,,,,,,,,
117,"GatheringPoint#30649",,"GatheringPoint#30650",,"GatheringPoint#30651",,"GatheringPoint#30653",,,,,,,,,,,,,,,,,
118,"GatheringPoint#30654",,"GatheringPoint#30655",,"GatheringPoint#30657",,"GatheringPoint#30658",,"GatheringPoint#30659",,"GatheringPoint#30660",,"GatheringPoint#30662",,"GatheringPoint#30663",,,,,,,,,
119,"GatheringPoint#30655",,"GatheringPoint#30656",,"GatheringPoint#30657",,"GatheringPoint#30658",,"GatheringPoint#30659",,"GatheringPoint#30660",,"GatheringPoint#30661",,"GatheringPoint#30662",,,,,,,,,
120,"GatheringPoint#30654",,"GatheringPoint#30655",,"GatheringPoint#30656",,"GatheringPoint#30657",,"GatheringPoint#30659",,"GatheringPoint#30661",,"GatheringPoint#30662",,"GatheringPoint#30663",,,,,,,,,
121,"GatheringPoint#30654",,"GatheringPoint#30656",,"GatheringPoint#30657",,"GatheringPoint#30658",,"GatheringPoint#30660",,"GatheringPoint#30661",,"GatheringPoint#30662",,"GatheringPoint#30663",,,,,,,,,
122,"GatheringPoint#30664",,"GatheringPoint#30665",,"GatheringPoint#30666",,"GatheringPoint#30667",,,,,,,,,,,,,,,,,
123,"GatheringPoint#30668",,"GatheringPoint#30669",,"GatheringPoint#30671",,"GatheringPoint#30672",,"GatheringPoint#30673",,"GatheringPoint#30674",,"GatheringPoint#30676",,"GatheringPoint#30677",,,,,,,,,
124,"GatheringPoint#30669",,"GatheringPoint#30670",,"GatheringPoint#30671",,"GatheringPoint#30672",,"GatheringPoint#30673",,"GatheringPoint#30674",,"GatheringPoint#30675",,"GatheringPoint#30676",,,,,,,,,
125,"GatheringPoint#30668",,"GatheringPoint#30669",,"GatheringPoint#30670",,"GatheringPoint#30671",,"GatheringPoint#30673",,"GatheringPoint#30675",,"GatheringPoint#30676",,"GatheringPoint#30677",,,,,,,,,
126,"GatheringPoint#30668",,"GatheringPoint#30670",,"GatheringPoint#30671",,"GatheringPoint#30672",,"GatheringPoint#30674",,"GatheringPoint#30675",,"GatheringPoint#30676",,"GatheringPoint#30677",,,,,,,,,
127,"GatheringPoint#30678",,"GatheringPoint#30679",,"GatheringPoint#30680",,"GatheringPoint#30682",,,,,,,,,,,,,,,,,
128,"GatheringPoint#30678",,"GatheringPoint#30679",,"GatheringPoint#30681",,"GatheringPoint#30683",,,,,,,,,,,,,,,,,
129,"GatheringPoint#30678",,"GatheringPoint#30680",,"GatheringPoint#30681",,"GatheringPoint#30683",,,,,,,,,,,,,,,,,
130,"GatheringPoint#30679",,"GatheringPoint#30680",,"GatheringPoint#30681",,"GatheringPoint#30683",,,,,,,,,,,,,,,,,
131,"GatheringPoint#30684",,"GatheringPoint#30685",,"GatheringPoint#30687",,"GatheringPoint#30688",,"GatheringPoint#30689",,"GatheringPoint#30690",,"GatheringPoint#30692",,"GatheringPoint#30693",,,,,,,,,
132,"GatheringPoint#30685",,"GatheringPoint#30686",,"GatheringPoint#30687",,"GatheringPoint#30688",,"GatheringPoint#30689",,"GatheringPoint#30690",,"GatheringPoint#30691",,"GatheringPoint#30692",,,,,,,,,
133,"GatheringPoint#30684",,"GatheringPoint#30685",,"GatheringPoint#30686",,"GatheringPoint#30687",,"GatheringPoint#30689",,"GatheringPoint#30691",,"GatheringPoint#30692",,"GatheringPoint#30693",,,,,,,,,
134,"GatheringPoint#30684",,"GatheringPoint#30686",,"GatheringPoint#30687",,"GatheringPoint#30688",,"GatheringPoint#30690",,"GatheringPoint#30691",,"GatheringPoint#30692",,"GatheringPoint#30693",,,,,,,,,
135,"GatheringPoint#30694",,"GatheringPoint#30695",,"GatheringPoint#30697",,"GatheringPoint#30698",,"GatheringPoint#30699",,"GatheringPoint#30700",,"GatheringPoint#30702",,"GatheringPoint#30703",,,,,,,,,
136,"GatheringPoint#30695",,"GatheringPoint#30696",,"GatheringPoint#30697",,"GatheringPoint#30698",,"GatheringPoint#30699",,"GatheringPoint#30700",,"GatheringPoint#30701",,"GatheringPoint#30702",,,,,,,,,
137,"GatheringPoint#30694",,"GatheringPoint#30695",,"GatheringPoint#30696",,"GatheringPoint#30697",,"GatheringPoint#30699",,"GatheringPoint#30701",,"GatheringPoint#30702",,"GatheringPoint#30703",,,,,,,,,
138,"GatheringPoint#30694",,"GatheringPoint#30696",,"GatheringPoint#30697",,"GatheringPoint#30698",,"GatheringPoint#30700",,"GatheringPoint#30701",,"GatheringPoint#30702",,"GatheringPoint#30703",,,,,,,,,
139,"GatheringPoint#30704",,"GatheringPoint#30705",,"GatheringPoint#30706",,"GatheringPoint#30707",,,,,,,,,,,,,,,,,
140,"GatheringPoint#30708",,"GatheringPoint#30709",,"GatheringPoint#30710",,"GatheringPoint#30711",,,,,,,,,,,,,,,,,
