key,0,1,2,3,4,5,6,7,8,9,10,11,12,13
43,"ContentsNoteCategory#10","ui/icon/061000/061820.tex",7,1,0,0,8,5000,0,"新羽チョコボ登録証について",,"チョコボレース：勝利回数1","チョコボレースで1回勝利する",0
44,"ContentsNoteCategory#10","ui/icon/061000/061820.tex",8,10,0,0,8,8000,0,"新羽チョコボ登録証について",,"チョコボレース：勝利回数2","チョコボレースで10回勝利する",0
45,"ContentsNoteCategory#10","ui/icon/061000/061820.tex",9,10,0,0,8,5000,0,"マスターとカード対戦してみよう",,"トリプルトライアド：対戦回数","トリプルトライアドで10回対戦する",0
46,"ContentsNoteCategory#10","ui/icon/061000/061820.tex",10,10,0,0,8,8000,0,"マスターとカード対戦してみよう",,"トリプルトライアド：勝利回数","トリプルトライアドの対戦で10回勝利する",0
47,"ContentsNoteCategory#10","ui/icon/061000/061820.tex",15,3,0,0,8,10000,0,"ロード・オブ・ヴァーミニオンを楽しもう",,"ロード・オブ・ヴァーミニオン：対戦回数2","ロード・オブ・ヴァーミニオンで3回対戦する",0
48,"ContentsNoteCategory#12","ui/icon/061000/061810.tex",5,30,0,0,3,15000,30,"",,"攻略手帳：達成数5","攻略手帳の課題を、30種類達成する",0
49,"ContentsNoteCategory#10","ui/icon/061000/061820.tex",11,5,0,0,8,2500,0,"色々な人とカード対戦してみよう",,"カードバトルルーム：対戦回数","カードバトルルームに入り、
トリプルトライアドで5回対戦する",0
50,"ContentsNoteCategory#10","ui/icon/061000/061820.tex",12,3,0,0,8,3000,0,"色々な人とカード対戦してみよう",,"カードバトルルーム：勝利回数","カードバトルルームに入り、
トリプルトライアドの対戦で3回勝利する",0
51,"ContentsNoteCategory#5","ui/icon/061000/061827.tex",10,6,0,0,3,1000,60,"収集品について",,"お得意様取引：納品回数","お得意様に6回納品する",0
52,"ContentsNoteCategory#5","ui/icon/061000/061815.tex",8,50,5,5,3,1000,0,"刺突漁の準備をしよう",,"刺突漁","刺突漁でアイテムを50回採集する",0
53,"ContentsNoteCategory#5","ui/icon/061000/061815.tex",9,20,5,5,3,2000,0,"刺突漁の準備をしよう",,"刺突漁：ラージサイズ","刺突漁でラージサイズの水産物を20回採集する",0
54,"ContentsNoteCategory#2","ui/icon/061000/061806.tex",5,10,0,0,9,1000,0,"ライバルウィングズについて",,"ライバルウィングズ：参戦回数","ライバルウィングズに10回参戦する",0
55,"ContentsNoteCategory#2","ui/icon/061000/061806.tex",6,5,0,0,9,1000,0,"ライバルウィングズについて",,"ライバルウィングズ：勝利回数","ライバルウィングズで5回勝利する",0
56,"ContentsNoteCategory#11","ui/icon/061000/061833.tex",1,30,10,5,3,1000,0,"禁断の地エウレカでの冒険の基本",,"エウレカ：雷氷属性討伐数1","自身より-2以上のエレメンタルレベルを持つ雷・氷属性のエネミーを30体倒す",0
57,"ContentsNoteCategory#11","ui/icon/061000/061833.tex",2,60,10,15,3,1000,0,"禁断の地エウレカでの冒険の基本",,"エウレカ：雷氷属性討伐数2","自身より-2以上のエレメンタルレベルを持つ雷・氷属性のエネミーを60体倒す",0
58,"ContentsNoteCategory#11","ui/icon/061000/061833.tex",3,30,10,5,3,1000,0,"禁断の地エウレカでの冒険の基本",,"エウレカ：火土属性討伐数1","自身より-2以上のエレメンタルレベルを持つ火・土属性のエネミーを30体倒す",0
59,"ContentsNoteCategory#11","ui/icon/061000/061833.tex",4,60,10,15,3,1000,0,"禁断の地エウレカでの冒険の基本",,"エウレカ：火土属性討伐数2","自身より-2以上のエレメンタルレベルを持つ火・土属性のエネミーを60体倒す",0
60,"ContentsNoteCategory#11","ui/icon/061000/061833.tex",5,30,10,5,3,1000,0,"禁断の地エウレカでの冒険の基本",,"エウレカ：水風属性討伐数1","自身より-2以上のエレメンタルレベルを持つ水・風属性のエネミーを30体倒す",0
61,"ContentsNoteCategory#11","ui/icon/061000/061833.tex",6,60,10,15,3,1000,0,"禁断の地エウレカでの冒険の基本",,"エウレカ：水風属性討伐数2","自身より-2以上のエレメンタルレベルを持つ水・風属性のエネミーを60体倒す",0
62,"ContentsNoteCategory#11","ui/icon/061000/061833.tex",7,20,10,5,3,1000,0,"禁断の地エウレカでの冒険の基本",,"エウレカ：アンデッド討伐数1","自身と同等以上のエレメンタルレベルを持つアンデッド系エネミーを20体倒す",0
63,"ContentsNoteCategory#11","ui/icon/061000/061833.tex",8,40,10,15,3,1000,0,"禁断の地エウレカでの冒険の基本",,"エウレカ：アンデッド討伐数2","自身と同等以上のエレメンタルレベルを持つアンデッド系エネミーを40体倒す",0
64,"ContentsNoteCategory#11","ui/icon/061000/061833.tex",9,10,10,5,3,1000,0,"禁断の地エウレカでの冒険の基本",,"エウレカ：スプライト討伐数1","自身と同等以上のエレメンタルレベルを持つスプライト系エネミーを10体倒す",0
65,"ContentsNoteCategory#11","ui/icon/061000/061833.tex",10,20,10,15,3,1000,0,"禁断の地エウレカでの冒険の基本",,"エウレカ：スプライト討伐数2","自身と同等以上のエレメンタルレベルを持つスプライト系エネミーを20体倒す",0
66,"ContentsNoteCategory#10","ui/icon/061000/061820.tex",14,1,0,0,8,5000,0,"ロード・オブ・ヴァーミニオンを楽しもう",,"ロード・オブ・ヴァーミニオン：対戦回数1","ロード・オブ・ヴァーミニオンで1回対戦する",0
67,"ContentsNoteCategory#10","ui/icon/061000/061820.tex",16,5,0,0,8,12000,0,"ロード・オブ・ヴァーミニオンを楽しもう",,"ロード・オブ・ヴァーミニオン：対戦回数3","ロード・オブ・ヴァーミニオンで5回対戦する",0
68,"ContentsNoteCategory#8","ui/icon/061000/061812.tex",3,3,0,0,6,5000,0,"",,"攻略任務：達成回数","攻略任務を3回達成する",0
69,"ContentsNoteCategory#10","ui/icon/061000/061820.tex",17,2,0,0,8,5000,0,"","いざ囲まんドマ式麻雀","ドマ式麻雀：対戦回数","ドマ式麻雀にて、プレイヤー対戦に2回参加する",0
70,"ContentsNoteCategory#3","ui/icon/061000/061809.tex",1,5,5,15,3,1000,0,"",,"F.A.T.E.：最高評価回数1","F.A.T.E.で最高評価を5回獲得する",788400
71,"ContentsNoteCategory#3","ui/icon/061000/061809.tex",2,10,5,15,3,2000,0,"",,"F.A.T.E.：最高評価回数2","F.A.T.E.で最高評価を10回獲得する",788400
72,"ContentsNoteCategory#5","ui/icon/061000/061816.tex",3,5,5,10,3,2000,0,"",,"アイテム分解","アイテム分解を5回実行する　※クラフタークラスの場合のみ、経験値報酬を獲得",0
73,"ContentsNoteCategory#10","ui/icon/061000/061820.tex",13,1,0,0,8,3000,0,"","開催！ カードバトル新トーナメント","トリプルトライアド：トーナメント参加","オフィシャルトーナメントに1回参加し、報酬を受け取る",0
74,"ContentsNoteCategory#11","ui/icon/061000/061847.tex",11,100,0,0,11,1000,0,"","出航！ いざ、無人島へ！","無人島開拓：素材獲得数","無人島開拓で素材を100個獲得する",0
75,"ContentsNoteCategory#11","ui/icon/061000/061847.tex",12,20,0,0,11,1000,0,"","出航！ いざ、無人島へ！","無人島開拓：島産品生産数","無人島開拓で島産品を20個生産・出荷する",0
76,"ContentsNoteCategory#0",,0,0,0,0,0,0,0,"",,"","",0
77,"ContentsNoteCategory#0",,0,0,0,0,0,0,0,"",,"","",0
78,"ContentsNoteCategory#0",,0,0,0,0,0,0,0,"",,"","",0
79,"ContentsNoteCategory#0",,0,0,0,0,0,0,0,"",,"","",0
80,"ContentsNoteCategory#0",,0,0,0,0,0,0,0,"",,"","",0
81,"ContentsNoteCategory#0",,0,0,0,0,0,0,0,"",,"","",0
82,"ContentsNoteCategory#0",,0,0,0,0,0,0,0,"",,"","",0
83,"ContentsNoteCategory#0",,0,0,0,0,0,0,0,"",,"","",0
84,"ContentsNoteCategory#0",,0,0,0,0,0,0,0,"",,"","",0
85,"ContentsNoteCategory#0",,0,0,0,0,0,0,0,"",,"","",0
86,"ContentsNoteCategory#0",,0,0,0,0,0,0,0,"",,"","",0
87,"ContentsNoteCategory#0",,0,0,0,0,0,0,0,"",,"","",0
