key,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23
37,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0
38,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0
39,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0
40,"鞣革凉鞋",1,8,"业余鸭嘴靴",1,9,"硬革商人腰包",1,10,"鞣革手箍",1,6,"鞣革及膝裤",1,5,"鞣革皮带",1,4,"鞣革尖头靴",1,5,"鞣革牧羊腰带",1,3
41,"山羊革连指手套",1,18,"硬革眼罩",1,14,"硬革便携腰包",1,14,"硬革护拳",1,14,"山羊革戒指",1,20,"业余头甲",1,11,"硬革牧羊腰带",1,16,"硬革凉鞋",1,12
42,"巨蟾蜍革生存腰带",1,27,"巨蟾蜍革衬裤",1,29,"山羊革鸭嘴靴",1,24,"山羊革连指轻手套",1,23,"山羊革大地尖头靴",1,27,"山羊大地革手环",1,27,"新来者长靴",1,21,"山羊革眼罩",1,23
43,"野猪革鸭嘴靴",1,40,"巨蟾蜍革工作靴",1,31,"毒蜥蜴革大地半指护手",1,39,"野猪革大地半指护手",1,34,"野猪革工具腰带",1,40,"野猪革手环",1,36,"巨蟾蜍戒指",1,32,"毒蜥蜴革大地尖头靴",1,38
44,"盗龙革商人腰包",1,45,"盗龙革大地手环",1,45,"盗龙革三角裤",1,44,"盗龙革护臂",1,45,"盗龙革结扣腰带",1,43,"盗龙革格斗服",1,44,"毒蜥蜴革皮带",1,44,"野猪革皮带",1,41
45,"狩猎靴",1,47,"盗龙革皮衣",1,47,"盗龙革指环",1,48,"牛血皮盾",1,48,"盗龙革皮甲",1,49,"盗龙革旅行腰带",1,49,"盗龙革腿甲靴",1,49,"盗龙革衬裤",1,46
46,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0
47,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0
48,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0
49,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0
50,"草布软甲裤",1,10,"草布厚袍",1,4,"草布宽边帽",1,6,"草布大地兜帽",1,4,"草布紧身裤",1,5,"业余工作坎肩",1,9,"草布热裤",1,2,"草布垮裤",1,5
51,"棉布马裤",1,19,"棉布帆布",1,18,"棉布",3,13,"棉布短袖罩衣",1,16,"棉布紧身裤",1,14,"棉布裤袜",1,14,"草布巧匠工作坎肩",1,12,"草绳腰带",1,16
52,"棉绒巧匠无檐帽",1,27,"棉布弓术手套",1,23,"棉布束腰猎衣",1,23,"棉绒条纹工作裤",1,25,"棉布长袍",1,24,"棉绒软甲裤",1,28,"新来者长外衣",1,24,"内衬棉绒软甲裤",1,30
53,"亚麻大地短上衣",1,38,"亚麻大地垮裤",1,34,"呢绒大地垮裤",1,40,"鮟鱇草帽",1,36,"亚麻帆布",1,36,"呢绒腰围",1,39,"亚麻围裙",1,37,"呢绒",3,39
54,"纤维布",3,43,"纤维腰围",1,45,"呢绒长袍",1,41,"呢绒工作服",1,44,"纤维衬料",1,42,"纤维大地兜帽",1,44,"呢绒礼鞋",1,42,"呢绒工作手套",1,43
55,"纤维束膝裤",1,47,"显贵手套",1,50,"纤维外袍",1,48,"显贵高跟鞋",1,50,"纤维弓术手套",1,46,"纤维骑士帽",1,47,"纤维礼鞋",1,46,"纤维贝雷帽",1,46
56,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0
57,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0
58,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0
59,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0
60,"眼药",6,6,"红铜附魔墨水",1,4,"黏胶",3,2,"鱼胶",3,10,"橡胶",3,7,"解毒药",6,5,"鱼油",3,10,"植物成长剂1型",3,3
61,"恢复药",6,12,"植物成长剂2型",3,15,"丁香油",6,14,"以太药",6,15,"灰泥",1,20,"瓦片",1,11,"水母油",3,19,"砖块",3,18
62,"玻璃板",3,28,"植物成长剂3型",3,30,"山彦草药",6,22,"高级恢复药",6,25,"蟹油",3,26,"鬼胶",3,30,"泡碱",3,25,"亚麻油",3,29
63,"御冰药",6,34,"御水药",6,34,"御风药",6,34,"御雷药",6,34,"御土药",6,34,"烧结砖",1,39,"智力之妙药",6,32,"御火药",6,34
64,"清漆",1,41,"刚力之秘药",6,45,"秘银之书",1,42,"意力之秘药",6,44,"鲨油",3,41,"超级恢复药",6,43,"智力之秘药",6,45,"绿金之书",1,45
65,"树灵神",1,50,"御风妙药",6,50,"御土妙药",6,50,"御水妙药",6,50,"圣灵药",6,50,"御雷妙药",6,50,"御火妙药",6,50,"御冰妙药",6,50
66,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0
67,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0
68,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0
69,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0
70,"小麦粉",3,7,"黑麦粉",6,4,"枫糖",6,2,"蜂蜜",6,4,"黄油",10,7,"蝲蛄丸子",10,5,"虾虎丸子",10,10,"鱼粉",12,5
71,"苹果醋",5,16,"巧克力球",3,12,"馅饼坯",6,14,"农家奶酪",3,17,"巧克力珠",3,12,"明胶",5,14,"螃蟹丸子",10,20,"盐烤暖水鳟",3,20
72,"芥末蛋",3,22,"心形卷饼",3,23,"水煮鲷鱼",3,27,"清炖鬼鮟鱇",3,28,"煎菠菜",3,22,"奶酪烩饭",3,27,"新薯泥",3,21,"羚羊肉排",3,21
73,"鳄梨色拉",3,31,"清炖盗龙肉",3,39,"包心球蓟",3,39,"奶油奶酪",6,36,"盐烤求雨鱼",3,40,"韭菜洋葱汤",3,35,"炒跳蜥蛋",3,34,"猫魅风味森鲜烤串",3,32
74,"拉诺西亚吐司",3,45,"油炸盐渍鳕鱼丸",3,42,"牛肉干",3,41,"罗兰莓奶酪",6,43,"罗兰莓酸奶昔",3,45,"白鱼汤",3,43,"泽梅尔家风味焗菜",3,44,"蒜炒草菇",3,44
75,"海神汤",3,50,"清炖牛肉",3,50,"香草茶",3,47,"辛辣蛋",3,46,"草菇甘蓝卷",3,49,"水蜥肉排",3,50,"王冠蛋糕",1,48,"猎人风味水蜥饼",3,50
76,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0
77,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0
78,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0
79,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0
80,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0
