key,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91
8,"s1d2_re","s1d2_re",1,"InstanceContent#8",False,0,0,0,"战斗精英 魔法导师","ContentMemberType#2",0,0,0,,0,0,32,34,0,0,False,True,True,True,False,False,False,1,True,False,True,0,False,False,False,True,False,False,False,"休养胜地布雷福洛克斯野营地","",2,6,"危命任务",7,,0,,,True,0,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
9,"w1d3","w1d3",1,"InstanceContent#9",False,0,0,0,"战斗精英 魔法导师","ContentMemberType#2",0,0,0,,0,0,35,37,0,0,False,True,True,True,False,False,False,1,True,False,True,0,False,False,False,True,False,False,False,"古代遗迹喀恩埋没圣堂","",2,6,"寻宝",8,,0,,,True,0,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
10,"s1d3","s1d3",1,"InstanceContent#10",False,0,0,0,"战斗精英 魔法导师","ContentMemberType#2",0,0,0,,0,0,50,50,45,110,False,True,True,True,False,False,False,1,True,False,True,0,False,False,False,True,False,False,False,"神灵圣域放浪神古神殿","",2,6,"理符任务",13,,0,,,True,0,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
11,"r1d1_re","r1d1_re",1,"InstanceContent#11",False,0,0,0,"战斗精英 魔法导师","ContentMemberType#2",0,0,0,,0,0,41,43,0,0,False,True,True,True,False,False,False,1,True,False,True,0,False,False,False,True,False,False,False,"对龙城塞石卫塔","",2,6,"大国防联军",10,,0,,,True,0,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
12,"w1r1","w1r1",1,"InstanceContent#12",False,0,0,0,"战斗精英 魔法导师","ContentMemberType#2",0,0,0,,0,0,38,40,0,0,False,True,True,True,False,False,False,1,True,False,True,0,False,False,False,True,False,False,False,"流沙迷宫樵鸣洞","",2,6,"搭档",9,,0,,,True,0,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
13,"r1r1","r1r1",1,"InstanceContent#13",False,0,0,0,"战斗精英 魔法导师","ContentMemberType#2",0,0,0,,0,0,44,46,0,0,False,True,True,True,False,False,False,1,True,False,True,0,False,False,False,True,False,False,False,"山中战线泽梅尔要塞","",2,6,"友好部族任务",11,,0,,,True,0,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
14,"f1d3","f1d3",1,"InstanceContent#14",False,0,0,0,"战斗精英 魔法导师","ContentMemberType#2",0,0,0,,0,0,50,50,45,110,False,True,True,True,False,False,False,1,True,False,True,0,False,False,False,True,False,False,False,"邪教驻地无限城古堡","",2,6,"完成情况",16,,0,,,True,0,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
15,"w1d4_re","w1d4_re",1,"InstanceContent#15",False,0,0,0,"战斗精英 魔法导师","ContentMemberType#2",0,0,0,,0,0,50,50,42,60,False,True,True,True,False,False,False,0,True,False,True,0,False,False,False,True,False,False,False,"神兵要塞帝国南方堡","",2,6,"最优队员",14,,0,,,True,0,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
16,"w1d5_re","w1d5_re",1,"InstanceContent#86",False,0,0,0,"战斗精英 魔法导师","ContentMemberType#2",0,0,0,,0,0,50,50,42,60,False,True,True,True,False,False,False,0,True,False,True,0,False,False,False,True,False,False,False,"最终决战天幕魔导城","",2,6,"大地使者",15,,0,,,True,0,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
17,"s1d4","s1d4",1,"InstanceContent#17",False,0,0,0,"战斗精英 魔法导师","ContentMemberType#2",0,0,0,,0,0,50,50,48,110,False,True,True,True,True,False,False,1,True,False,True,0,False,False,False,True,False,False,False,"领航明灯天狼星灯塔","",2,6,"能工巧匠",17,,0,,,True,0,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
18,"w1d6","w1d6",1,"InstanceContent#18",False,0,0,0,"战斗精英 魔法导师","ContentMemberType#2",0,0,0,,0,0,50,50,48,110,False,True,True,True,True,False,False,1,True,False,True,0,False,False,False,True,False,False,False,"骚乱坑道铜铃铜山","",2,6,"雇员",18,,0,,,True,0,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
19,"f1d4","f1d4",1,"InstanceContent#19",False,0,0,0,"战斗精英 魔法导师","ContentMemberType#2",0,0,0,,0,0,50,50,48,110,False,True,True,True,True,False,False,1,True,False,True,0,False,False,False,True,False,False,False,"恶灵府邸静语庄园","",2,6,"金碟游乐场",19,,0,,,True,0,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
20,"s1d6","s1d6",1,"InstanceContent#20",False,0,0,0,"战斗精英 魔法导师","ContentMemberType#2",0,0,0,,0,0,50,50,55,110,False,True,True,True,True,False,False,1,True,False,True,0,False,False,False,True,False,False,False,"纷争要地布雷福洛克斯野营地","",2,6,"",22,,0,,,True,0,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
21,"w1d7","w1d7",1,"InstanceContent#21",False,0,0,0,"战斗精英 魔法导师","ContentMemberType#2",0,0,0,,0,0,50,50,55,110,False,True,True,True,True,False,False,1,True,False,True,0,False,False,False,True,False,False,False,"剑斗领域日影地修炼所","",2,6,"深层迷宫",21,,0,,,True,0,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
22,"f1d5","f1d5",1,"InstanceContent#22",False,0,0,0,"战斗精英 魔法导师","ContentMemberType#2",0,0,0,,0,0,50,50,55,110,False,True,True,True,True,False,False,1,True,False,True,0,False,False,False,True,False,False,False,"腐坏遗迹无限城市街古迹","",2,6,"",20,,0,,,True,0,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
23,"s1d5","s1d5",1,"InstanceContent#23",False,0,0,0,"战斗精英 魔法导师","ContentMemberType#2",0,0,0,,0,0,50,50,70,110,False,True,True,True,True,False,False,1,True,False,True,0,False,False,False,True,False,False,False,"财宝传说破舰岛","",2,6,"",23,,0,,,True,0,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
24,"f1d6","f1d6",1,"InstanceContent#24",False,0,0,0,"战斗精英 魔法导师","ContentMemberType#2",0,0,0,,0,0,50,50,70,110,False,True,True,True,True,False,False,1,True,False,True,0,False,False,False,True,False,False,False,"惨剧灵殿塔姆·塔拉墓园","",2,6,"天书奇谈",24,,0,,,True,0,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
25,"r1d2","r1d2",1,"InstanceContent#25",False,0,0,0,"战斗精英 魔法导师","ContentMemberType#2",0,0,0,,0,0,50,50,70,110,False,True,True,True,True,False,False,1,True,False,True,0,False,False,False,True,False,False,False,"激战城塞石卫塔","",2,6,"老主顾交易",25,,0,,,True,0,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
26,"w1d8","w1d8",1,"InstanceContent#26",False,0,0,0,"战斗精英 魔法导师","ContentMemberType#2",0,0,0,,0,0,50,50,80,0,False,True,True,True,True,False,False,1,True,False,True,0,False,False,False,True,False,False,False,"苏醒遗迹喀恩埋没圣堂","",2,6,"优雷卡",28,,0,,,True,0,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
27,"r1d3_re","r1d3_re",1,"InstanceContent#27",False,0,0,0,"战斗精英 魔法导师","ContentMemberType#2",0,0,0,,0,0,50,50,80,0,False,True,True,True,True,False,False,1,True,False,True,0,False,False,False,True,False,False,False,"凛冽洞天披雪大冰壁","",2,6,"",26,,0,,,True,0,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
28,"s1d7","s1d7",1,"InstanceContent#28",False,0,0,0,"战斗精英 魔法导师","ContentMemberType#2",0,0,0,,0,0,50,50,80,0,False,True,True,True,True,False,False,1,True,False,True,0,False,False,False,True,False,False,False,"逆转要害沙斯塔夏溶洞","",2,6,"绝境战",27,,0,,,True,0,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
29,"f1d7","f1d7",1,"InstanceContent#29",False,0,0,0,"战斗精英 魔法导师","ContentMemberType#2",0,0,0,,0,0,50,50,90,0,False,True,True,True,True,False,False,1,True,False,True,0,False,False,False,True,False,False,False,"邪念妖地无限城古堡","",2,6,"",31,,0,,,True,0,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
30,"s1d8","s1d8",1,"InstanceContent#30",False,0,0,0,"战斗精英 魔法导师","ContentMemberType#2",0,0,0,,0,0,50,50,90,0,False,True,True,True,True,False,False,1,True,False,True,0,False,False,False,True,False,False,False,"武装圣域放浪神古神殿","",2,6,"特殊迷宫探索",30,,0,,,True,0,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
31,"d2d3","d2d3",1,"InstanceContent#31",False,1,0,0,"战斗精英 魔法导师","ContentMemberType#2",0,0,0,,0,0,59,60,120,150,False,True,True,True,True,False,False,1,True,False,True,0,False,False,False,True,False,False,False,"学识宝库迦巴勒幻想图书馆","",2,7,,44,,0,,,True,0,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
32,"l1d1_re","l1d1_re",1,"InstanceContent#32",False,0,0,0,"战斗精英 魔法导师","ContentMemberType#2",0,0,0,,0,0,50,50,90,0,False,True,True,True,True,False,False,1,True,False,True,0,False,False,False,True,False,False,False,"幻龙残骸密约之塔","",2,6,,29,,0,,,True,0,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
33,"a2d2","a2d2",1,"InstanceContent#33",False,1,0,0,"战斗精英 魔法导师","ContentMemberType#2",0,0,0,,0,0,60,60,145,210,False,True,True,True,True,False,False,1,True,False,True,0,False,False,False,True,False,False,False,"空中神域不获岛","",2,7,,46,,0,,,True,0,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
34,"r2d2_re","r2d2_re",1,"InstanceContent#34",False,1,0,0,"战斗精英 魔法导师","ContentMemberType#2",0,0,0,,0,0,57,58,115,0,False,True,True,True,True,False,False,1,True,False,True,0,False,False,False,True,False,False,False,"圣教中枢伊修加德教皇厅","",2,7,,43,,0,,,True,0,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
35,"a2d3","a2d3",1,"InstanceContent#35",False,1,0,0,"战斗精英 魔法导师","ContentMemberType#2",0,0,0,,0,0,60,60,145,210,False,True,True,True,True,False,False,1,True,False,True,0,False,False,False,True,False,False,False,"博物战舰无限回廊","",2,7,,47,,0,,,True,0,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
36,"r2d1","r2d1",1,"InstanceContent#36",False,1,0,0,"战斗精英 魔法导师","ContentMemberType#2",0,0,0,,0,0,51,52,100,0,False,True,True,True,True,False,False,1,True,False,True,0,False,False,False,True,False,False,False,"冰雪废堡暮卫塔","",2,7,,40,,0,,,True,0,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
37,"d2d1_re","d2d1_re",1,"InstanceContent#37",False,1,0,0,"战斗精英 魔法导师","ContentMemberType#2",0,0,0,,0,0,53,54,105,0,False,True,True,True,True,False,False,1,True,False,True,0,False,False,False,True,False,False,False,"天山绝顶索姆阿尔灵峰","",2,7,,41,,0,,,True,0,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
38,"a2d1","a2d1",1,"InstanceContent#38",False,1,0,0,"战斗精英 魔法导师","ContentMemberType#2",0,0,0,,0,0,60,60,142,180,False,True,True,True,True,False,False,0,True,False,True,0,False,False,False,True,False,False,False,"血战苍穹魔科学研究所","",2,7,,45,,0,,,True,0,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
39,"d2d2_re","d2d2_re",1,"InstanceContent#39",False,1,0,0,"战斗精英 魔法导师","ContentMemberType#2",0,0,0,,0,0,55,56,110,0,False,True,True,True,True,False,False,1,True,False,True,0,False,False,False,True,False,False,False,"邪龙王座龙巢神殿","",2,7,,42,,0,,,True,0,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
40,"s1d9","s1d9",1,"InstanceContent#40",False,1,0,0,"战斗精英 魔法导师","ContentMemberType#2",0,0,0,,0,0,60,60,170,240,False,True,True,True,True,False,False,1,True,False,True,0,False,False,False,True,False,False,False,"地脉灵灯天狼星灯塔","",2,7,,49,,0,,,True,0,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
41,"d2d4","d2d4",1,"InstanceContent#41",False,1,0,0,"战斗精英 魔法导师","ContentMemberType#2",0,0,0,,0,0,60,60,170,240,False,True,True,True,True,False,False,1,True,False,True,0,False,False,False,True,False,False,False,"草木庭园圣茉夏娜植物园","",2,7,,48,,0,,,True,0,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
42,"go001","go001",1,"InstanceContent#10001",False,0,0,0,"战斗精英 魔法导师","ContentMemberType#2",0,0,0,,0,0,10,11,0,0,False,False,True,True,False,False,False,0,True,False,True,0,False,False,False,True,False,False,False,"完成集团战训练！","",3,0,,1,,0,,,True,0,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
43,"go002","go002",1,"InstanceContent#10002",False,0,0,0,"战斗精英 魔法导师","ContentMemberType#2",0,0,0,,0,0,10,11,0,0,False,False,True,True,False,False,False,0,True,False,True,0,False,False,False,True,False,False,False,"讨伐彷徨死灵！","",3,0,,2,,0,,,True,0,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
44,"go003","go003",1,"InstanceContent#10003",False,0,0,0,"战斗精英 魔法导师","ContentMemberType#2",0,0,0,,0,0,15,16,0,0,False,False,True,True,False,False,False,0,True,False,True,0,False,False,False,True,False,False,False,"突破所有关门，讨伐最深处的敌人！","",3,0,,3,,0,,,True,0,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
45,"go004","go004",1,"InstanceContent#10004",False,0,0,0,"战斗精英 魔法导师","ContentMemberType#2",0,0,0,,0,0,15,16,0,0,False,False,True,True,False,False,False,0,True,False,True,0,False,False,False,True,False,False,False,"捕获金币龟！","",3,0,,4,,0,,,True,0,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
46,"go005","go005",1,"InstanceContent#10005",False,0,0,0,"战斗精英 魔法导师","ContentMemberType#2",0,0,0,,0,0,20,21,0,0,False,False,True,True,False,False,False,0,True,False,True,0,False,False,False,True,False,False,False,"驱除剧毒妖花！","",3,0,,5,,0,,,True,0,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
47,"go006","go006",1,"InstanceContent#10006",False,0,0,0,"战斗精英 魔法导师","ContentMemberType#2",0,0,0,,0,0,20,21,0,0,False,False,True,True,False,False,False,0,True,False,True,0,False,False,False,True,False,False,False,"消灭恶徒团伙寄生蜂团！","",3,0,,6,,0,,,True,0,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
48,"go007","go007",1,"InstanceContent#10007",False,0,0,0,"战斗精英 魔法导师","ContentMemberType#2",0,0,0,,0,0,25,26,0,0,False,False,True,True,False,False,False,0,True,False,True,0,False,False,False,True,False,False,False,"讨伐梦幻之布拉奇希奥！","",3,0,,7,,0,,,True,0,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
49,"go008","go008",1,"InstanceContent#10008",False,0,0,0,"战斗精英 魔法导师","ContentMemberType#2",0,0,0,,0,0,25,26,0,0,False,False,True,True,False,False,False,0,True,False,True,0,False,False,False,True,False,False,False,"击溃哥布林炸弹军团！","",3,0,,8,,0,,,True,0,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
50,"go009","go009",1,"InstanceContent#10009",False,0,0,0,"战斗精英 魔法导师","ContentMemberType#2",0,0,0,,0,0,30,31,0,0,False,False,True,True,False,False,False,0,True,False,True,0,False,False,False,True,False,False,False,"讨伐污染源头魔界花！","",3,0,,9,,0,,,True,0,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
51,"go010","go010",1,"InstanceContent#10010",False,0,0,0,"战斗精英 魔法导师","ContentMemberType#2",0,0,0,,0,0,30,31,0,0,False,False,True,True,False,False,False,0,True,False,True,0,False,False,False,True,False,False,False,"讨伐坑道中出现的妖异！","",3,0,,10,,0,,,True,0,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
52,"go011","go011",1,"InstanceContent#10011",False,0,0,0,"战斗精英 魔法导师","ContentMemberType#2",0,0,0,,0,0,35,36,0,0,False,False,True,True,False,False,False,0,True,False,True,0,False,False,False,True,False,False,False,"注意无敌的眷属，讨伐大型妖异！","",3,0,,11,,0,,,True,0,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
53,"go012","go012",1,"InstanceContent#10012",False,0,0,0,"战斗精英 魔法导师","ContentMemberType#2",0,0,0,,0,0,35,36,0,0,False,False,True,True,False,False,False,0,True,False,True,0,False,False,False,True,False,False,False,"讨伐爆弹怪的女王！","",3,0,,12,,0,,,True,0,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
54,"go013","go013",1,"InstanceContent#10013",False,0,0,0,"战斗精英 魔法导师","ContentMemberType#2",0,0,0,,0,0,40,41,0,0,False,False,True,True,False,False,False,0,True,False,True,0,False,False,False,True,False,False,False,"歼灭特殊阵型的妖异！","",3,0,,13,,0,,,True,0,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
55,"go014","go014",1,"InstanceContent#10014",False,0,0,0,"战斗精英 魔法导师","ContentMemberType#3",0,0,0,,0,0,40,41,0,0,False,False,True,True,False,False,False,0,True,False,True,0,False,False,False,True,False,False,False,"制止三方混战的巨人族，守住遗物！","",3,0,,14,,0,,,True,0,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
