key,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63
8,12,0,20,1000,15000,20,0,"通常任務","前線部隊の支援","<Switch(IntegerParameter(1))><Case(1)>キャンプ・スカルバレー</Case><Case(2)>ユージニア監視哨</Case><Case(3)>リトルアラミゴ</Case></Switch>の駐留部隊より、支援要請が入った。<Switch(IntegerParameter(1))><Case(1)>コボルド族</Case><Case(2)>イクサル族</Case><Case(3)>アマルジャ族</Case></Switch>の迎撃に向かう当地の部隊を支援せよ。","","","","","","",0,0,0,0,0,0,265,410,265,140,410,125,20,20,20,20,20,20,140,145,435,265,270,435,20,20,20,20,20,20,420,270,125,420,145,265,20,20,20,20,20,20,20,20,20,20,20,20
9,12,0,20,1000,16500,20,0,"通常任務","同盟軍将校の護衛","重要な会合のため、<Switch(IntegerParameter(1))><Case(1)>双蛇党</Case><Case(2)>不滅隊</Case><Case(3)>黒渦団</Case></Switch>の将校が我が都市に来訪することになった。ランディングにて出迎え、滞在期間中の案内と護衛に万全を尽くせ。","","","","","","",0,0,0,0,0,0,270,130,270,145,415,415,20,20,20,20,20,20,440,440,145,270,275,150,20,20,20,20,20,20,130,270,425,425,150,275,20,20,20,20,20,20,20,20,20,20,20,20
10,12,0,25,1000,19500,20,0,"通常任務","郊外の街道巡回","<Switch(IntegerParameter(1))><Case(1)>東ラノシア</Case><Case(2)>黒衣森：南部森林</Case><Case(3)>南ザナラーン</Case></Switch>の主要街道の巡回を命じる。物資輸送の要となる街道の治安を守るべく、目を光らせよ。","","","","","","",0,0,0,0,0,0,425,140,280,425,280,155,20,20,20,20,20,20,285,450,155,160,450,280,20,20,20,20,20,20,160,280,435,285,140,435,20,20,20,20,20,20,20,20,20,20,20,20
11,12,0,30,1000,22500,20,0,"通常任務","蛮族拠点の威力偵察","<Switch(IntegerParameter(1))><Case(1)>コボルド軍試掘地</Case><Case(2)>イクサル軍伐採所</Case><Case(3)>アマルジャ軍陣屋</Case></Switch>への威力偵察を命じる。敵性蛮族の迎撃が予想されるが、これを排除しつつ情報を持ち帰れ。","","","","","","",0,0,0,0,0,0,170,440,440,295,155,295,20,20,20,20,20,20,295,300,175,465,465,170,20,20,20,20,20,20,450,175,300,155,295,450,20,20,20,20,20,20,20,20,20,20,20,20
12,12,0,35,1000,25500,20,0,"通常任務","行方不明者の捜索","<Switch(IntegerParameter(1))><Case(1)>外地ラノシア</Case><Case(2)>黒衣森：北部森林</Case><Case(3)>北ザナラーン</Case></Switch>にて、友軍部隊に行方不明者が出た。敵性勢力の影響力が強い地域だけに、迅速に捜索し救助せよ。","","","","","","",0,0,0,0,0,0,310,185,455,170,310,455,20,20,20,20,20,20,480,310,315,480,185,190,20,20,20,20,20,20,170,465,190,310,465,315,20,20,20,20,20,20,20,20,20,20,20,20
13,12,0,35,1000,27000,20,0,"通常任務","同盟軍との合同演習","<Switch(IntegerParameter(1))><Case(1)>不滅隊</Case><Case(2)>黒渦団</Case><Case(3)>双蛇党</Case></Switch>との合同演習が開催される。<Switch(IntegerParameter(1))><Case(1)>黒渦団</Case><Case(2)>双蛇党</Case><Case(3)>不滅隊</Case></Switch>の代表として参加し、我が軍の優秀性を示せ。","軍用募兵マニュアル","軍用募兵マニュアル","軍用募兵マニュアル","軍用募兵マニュアル","軍用募兵マニュアル","軍用募兵マニュアル",1,1,1,1,1,1,455,310,170,310,185,455,20,20,20,20,20,20,190,480,480,185,310,315,20,20,20,20,20,20,315,170,310,465,465,190,20,20,20,20,20,20,20,20,20,20,20,20
14,13,15,40,4000,30000,0,0,"通常任務","重要任務：クリスタル奪取作戦","敵性蛮族による蛮神<Switch(IntegerParameter(1))><Case(1)>タイタン</Case><Case(2)>ガルーダ</Case><Case(3)>イフリート</Case></Switch>召喚を阻害するため、<Switch(IntegerParameter(1))><Case(1)>コボルド軍試掘地</Case><Case(2)>イクサル軍伐採所</Case><Case(3)>アマルジャ軍陣屋</Case></Switch>からクリスタルを奪取する作戦が発動された。友軍部隊と協力しつつ敵拠点に潜入、目標物を奪い取れ。","","","","","","",0,0,0,0,0,0,315,315,315,315,315,315,0,0,0,0,0,0,325,325,325,325,325,325,0,0,0,0,0,0,340,340,340,340,340,340,0,0,0,0,0,0,100,100,100,100,100,100
15,16,17,40,4000,30000,0,0,"通常任務","重要任務：クリスタル奪取作戦","敵性蛮族による蛮神<Switch(IntegerParameter(1))><Case(1)>タイタン</Case><Case(2)>ガルーダ</Case><Case(3)>イフリート</Case></Switch>召喚を阻害するため、<Switch(IntegerParameter(1))><Case(1)>コボルド軍試掘地</Case><Case(2)>イクサル軍伐採所</Case><Case(3)>アマルジャ軍陣屋</Case></Switch>からクリスタルを奪取する作戦が発動された。友軍部隊と協力しつつ敵拠点に潜入、目標物を奪い取れ。","","","","","","",0,0,0,0,0,0,315,315,315,315,315,315,0,0,0,0,0,0,325,325,325,325,325,325,0,0,0,0,0,0,340,340,340,340,340,340,0,0,0,0,0,0,100,100,100,100,100,100
16,15,0,40,2000,30000,20,0,"特殊任務","蛮族拠点の強襲","<Switch(IntegerParameter(1))><Case(1)>ウ・ガマロ武装鉱山</Case><Case(2)>ナタラン入植地</Case><Case(3)>ザハラク戦陣</Case></Switch>に対する強襲作戦が発動した。ただちに友軍部隊と合流し、その一翼を担うべし。","軍票優先支給票","軍票優先支給票","軍票優先支給票","軍票優先支給票","軍票優先支給票","軍票優先支給票",5,5,5,5,5,5,530,530,385,245,385,265,20,20,20,20,20,20,385,275,560,560,265,385,20,20,20,20,20,20,275,385,245,385,540,540,20,20,20,20,20,20,20,20,20,20,20,20
17,15,0,40,2000,30000,20,0,"特殊任務","違法武器売買の摘発","諜報部門より、違法な武器売買が行われるとの情報が寄せられた。指定された取引場所に赴き、犯罪者どもを一網打尽にすべし。","ゴールドソーサー優待券","ゴールドソーサー優待券","ゴールドソーサー優待券","ゴールドソーサー優待券","ゴールドソーサー優待券","ゴールドソーサー優待券",5,5,5,5,5,5,385,245,385,265,530,530,20,20,20,20,20,20,560,560,265,385,385,275,20,20,20,20,20,20,245,385,540,540,275,385,20,20,20,20,20,20,20,20,20,20,20,20
18,15,0,40,2000,30000,20,0,"特殊任務","帝国軍拠点の強行偵察","<Switch(IntegerParameter(1))><Case(1)>カストルム・オクシデンス</Case><Case(2)>カストルム・セントリ</Case><Case(3)>カストルム・メリディアヌム</Case></Switch>周辺に対する強行偵察を命じる。現地の帝国軍部隊の動向について、詳細な情報を持ち帰れ。","軍用バトルマニュアル","軍用バトルマニュアル","軍用バトルマニュアル","軍用バトルマニュアル","軍用バトルマニュアル","軍用バトルマニュアル",5,5,5,5,5,5,385,265,530,530,385,245,20,20,20,20,20,20,265,385,385,275,560,560,20,20,20,20,20,20,540,540,275,385,245,385,20,20,20,20,20,20,20,20,20,20,20,20
19,15,0,40,2000,30000,20,0,"特殊任務","帝国軍脱走兵の追跡","<Switch(IntegerParameter(1))><Case(1)>東ラノシア</Case><Case(2)>黒衣森：東部森林</Case><Case(3)>北ザナラーン</Case></Switch>にて、帝国軍の脱走兵と思しき人物が目撃された。ただちに現場に赴き、不審者を捜索して身柄を確保せよ。","軍用サバイバルマニュアル:第三集","軍用サバイバルマニュアル:第三集","軍用サバイバルマニュアル:第三集","軍用サバイバルマニュアル:第三集","軍用サバイバルマニュアル:第三集","軍用サバイバルマニュアル:第三集",5,5,5,5,5,5,530,385,245,385,265,530,20,20,20,20,20,20,275,560,560,265,385,385,20,20,20,20,20,20,385,245,385,540,540,275,20,20,20,20,20,20,20,20,20,20,20,20
20,15,0,40,2000,30000,20,0,"特殊任務","帝国軍部隊への牽制攻撃","このほど、エオルゼア同盟軍としてモードゥナ地域における、帝国軍部隊に対する牽制攻撃を行う運びとなった。<Switch(IntegerParameter(1))><Case(1)>黒渦団</Case><Case(2)>双蛇党</Case><Case(3)>不滅隊</Case></Switch>を代表して参加し、作戦を成功に導け。","軍用エンジニアマニュアル:第三集","軍用エンジニアマニュアル:第三集","軍用エンジニアマニュアル:第三集","軍用エンジニアマニュアル:第三集","軍用エンジニアマニュアル:第三集","軍用エンジニアマニュアル:第三集",5,5,5,5,5,5,245,385,265,530,530,385,20,20,20,20,20,20,560,265,385,385,275,560,20,20,20,20,20,20,385,540,540,275,385,245,20,20,20,20,20,20,20,20,20,20,20,20
21,15,0,40,2000,30000,20,0,"特殊任務","蛮族補給線の分断作戦","<Switch(IntegerParameter(1))><Case(1)>西ラノシアにおけるサハギン族</Case><Case(2)>黒衣森：北部森林におけるイクサル族</Case><Case(3)>南ザナラーンにおけるアマルジャ族</Case></Switch>の補給線を分断すべく、大部隊を投じた作戦を展開することとなった。<Switch(IntegerParameter(1))><Case(1)>軍令部</Case><Case(2)>統合司令部</Case><Case(3)>作戦本部</Case></Switch>の指示に従い、その一翼を担え。","軍用スピリットマニュアル","軍用スピリットマニュアル","軍用スピリットマニュアル","軍用スピリットマニュアル","軍用スピリットマニュアル","軍用スピリットマニュアル",5,5,5,5,5,5,265,530,530,385,245,385,20,20,20,20,20,20,385,385,275,560,560,265,20,20,20,20,20,20,540,275,385,245,385,540,20,20,20,20,20,20,20,20,20,20,20,20
22,15,0,40,2000,30000,20,0,"特殊任務","指名手配犯の追跡","<Switch(IntegerParameter(1))><Case(1)>不滅隊</Case><Case(2)>黒渦団</Case><Case(3)>双蛇党</Case></Switch>が、指名手配している犯罪者の姿が、<Switch(IntegerParameter(1))><Case(1)>ラノシア</Case><Case(2)>黒衣森</Case><Case(3)>ザナラーン</Case></Switch>で目撃されたらしい。<Switch(IntegerParameter(1))><Case(1)>不滅隊</Case><Case(2)>黒渦団</Case><Case(3)>双蛇党</Case></Switch>の特務士官と協力し、追跡せよ。","軍用レーションマニュアル","軍用レーションマニュアル","軍用レーションマニュアル","軍用レーションマニュアル","軍用レーションマニュアル","軍用レーションマニュアル",5,5,5,5,5,5,530,530,245,385,265,385,20,20,20,20,20,20,275,385,560,560,385,265,20,20,20,20,20,20,385,275,385,245,540,540,20,20,20,20,20,20,20,20,20,20,20,20
23,15,0,40,2000,30000,20,0,"特殊任務","帝国軍補給部隊の撃滅","諜報部門より、帝国軍補給部隊に関する重要情報が寄せられた。<Switch(IntegerParameter(1))><Case(1)>カストルム・オクシデンス</Case><Case(2)>カストルム・セントリ</Case><Case(3)>カストルム・メリディアヌム</Case></Switch>に向かう敵補給部隊を撃滅せよ。","軍用ツールマニュアル","軍用ツールマニュアル","軍用ツールマニュアル","軍用ツールマニュアル","軍用ツールマニュアル","軍用ツールマニュアル",5,5,5,5,5,5,245,385,265,385,530,530,20,20,20,20,20,20,560,560,385,265,275,385,20,20,20,20,20,20,385,245,540,540,385,275,20,20,20,20,20,20,20,20,20,20,20,20
24,15,0,40,2000,30000,20,0,"特殊任務","キメラ生物の排除","我が領内において、おぞましいキメラ生物が目撃されている。<Switch(IntegerParameter(1))><Case(1)>巨躯を誇るミノタウルス</Case><Case(2)>強大な魔法を操るラミア</Case><Case(3)>非常に獰猛なキマイラ</Case></Switch>を追跡し、確実に排除すべし。","転送網優先利用票","転送網優先利用票","転送網優先利用票","転送網優先利用票","転送網優先利用票","転送網優先利用票",5,5,5,5,5,5,265,385,530,530,245,385,20,20,20,20,20,20,385,265,275,385,560,560,20,20,20,20,20,20,540,540,385,275,385,245,20,20,20,20,20,20,20,20,20,20,20,20
25,15,0,50,3000,37500,20,0,"特殊任務","暁との共同作戦","<Switch(IntegerParameter(1))><Case(1)>コボルド族</Case><Case(2)>イクサル族</Case><Case(3)>アマルジャ族</Case></Switch>による蛮神召喚の前兆を探るため、「暁の血盟」と共同作戦を展開する。同組織に所属する<Switch(IntegerParameter(1))><Case(1)>スラフスイス</Case><Case(2)>ダリウステル</Case><Case(3)>アリアヌ</Case></Switch>と合流し、その指示を仰げ。","軍票優先支給票","軍票優先支給票","軍票優先支給票","軍票優先支給票","軍票優先支給票","軍票優先支給票",10,10,10,10,10,10,295,430,590,590,275,430,20,20,20,20,20,20,430,295,305,430,620,620,20,20,20,20,20,20,600,600,430,305,430,275,20,20,20,20,20,20,20,20,20,20,20,20
26,15,0,50,3000,37500,20,0,"特殊任務","対魔導兵器戦術の開拓","鹵獲した帝国軍の魔導兵器を利用した模擬戦が行われることになった。より効果的な対魔導兵器戦術を開拓するため、貴隊も参加されたし。","ゴールドソーサー優待券","ゴールドソーサー優待券","ゴールドソーサー優待券","ゴールドソーサー優待券","ゴールドソーサー優待券","ゴールドソーサー優待券",10,10,10,10,10,10,275,430,295,430,590,590,20,20,20,20,20,20,620,620,430,295,305,430,20,20,20,20,20,20,430,275,600,600,430,305,20,20,20,20,20,20,20,20,20,20,20,20
27,15,0,50,3000,37500,20,0,"特殊任務","人質の救出作戦","<Switch(IntegerParameter(1))><Case(1)>サハギン族支配下の海賊団「海蛇の舌」</Case><Case(2)>イクサル族の装甲気球部隊</Case><Case(3)>アマルジャ族の人拐い部隊「炎牙衆」</Case></Switch>が、一般市民を拉致したとの情報が寄せられた。人質たちが蛮神の贄とされる前に、敵拠点に潜入して救出されたし。","軍用バトルマニュアル","軍用バトルマニュアル","軍用バトルマニュアル","軍用バトルマニュアル","軍用バトルマニュアル","軍用バトルマニュアル",10,10,10,10,10,10,590,590,275,430,295,430,20,20,20,20,20,20,305,430,620,620,430,295,20,20,20,20,20,20,430,305,430,275,600,600,20,20,20,20,20,20,20,20,20,20,20,20
28,15,0,50,3000,37500,20,0,"特殊任務","武装集団の撃滅","<Switch(IntegerParameter(1))><Case(1)>マムージャ族の戦闘団</Case><Case(2)>密猟団「クァールクロウ」</Case><Case(3)>旧アラミゴ王家親衛隊「骸旅団」</Case></Switch>から分派したと思われる武装集団が、我が領内で不法行為を働き、大きな脅威となっている。現地に急行し、撃滅されたし。","軍用サバイバルマニュアル:第三集","軍用サバイバルマニュアル:第三集","軍用サバイバルマニュアル:第三集","軍用サバイバルマニュアル:第三集","軍用サバイバルマニュアル:第三集","軍用サバイバルマニュアル:第三集",10,10,10,10,10,10,295,590,590,430,275,430,20,20,20,20,20,20,430,430,305,620,620,295,20,20,20,20,20,20,600,305,430,275,430,600,20,20,20,20,20,20,20,20,20,20,20,20
29,15,0,50,3000,37500,20,0,"特殊任務","違法カルト教団の摘発","終末思想を掲げるカルト教団、「最後の群民」が違法な勧誘活動を続けている。一般市民を装って<Switch(IntegerParameter(1))><Case(1)>リムサ・ロミンサ</Case><Case(2)>グリダニア</Case><Case(3)>ウルダハ</Case></Switch>内を巡回し、勧誘してきたカルトの一味を摘発せよ。","軍用エンジニアマニュアル:第三集","軍用エンジニアマニュアル:第三集","軍用エンジニアマニュアル:第三集","軍用エンジニアマニュアル:第三集","軍用エンジニアマニュアル:第三集","軍用エンジニアマニュアル:第三集",10,10,10,10,10,10,275,430,295,590,590,430,20,20,20,20,20,20,620,295,430,430,305,620,20,20,20,20,20,20,430,600,600,305,430,275,20,20,20,20,20,20,20,20,20,20,20,20
30,15,0,50,3000,37500,20,0,"特殊任務","不法妖異の排除","我が領内において、不法に召喚された妖異が目撃された。<Switch(IntegerParameter(1))><Case(1)>サキュバス型妖異</Case><Case(2)>トルバドゥール型妖異</Case><Case(3)>アンクハガー型妖異</Case></Switch>を追跡し、確実に排除すべし。","軍用スピリットマニュアル","軍用スピリットマニュアル","軍用スピリットマニュアル","軍用スピリットマニュアル","軍用スピリットマニュアル","軍用スピリットマニュアル",10,10,10,10,10,10,590,430,275,430,295,590,20,20,20,20,20,20,305,620,620,295,430,430,20,20,20,20,20,20,430,275,430,600,600,305,20,20,20,20,20,20,20,20,20,20,20,20
31,15,0,50,3000,37500,20,0,"特殊任務","帝国軍廃棄兵器の撃破","帝国軍が廃棄した魔導兵器が、何らかの原因で暴走、領内の脅威となっている。ただちに現場に急行し、特務士官と連携して目標を撃破せよ。","軍用レーションマニュアル","軍用レーションマニュアル","軍用レーションマニュアル","軍用レーションマニュアル","軍用レーションマニュアル","軍用レーションマニュアル",10,10,10,10,10,10,430,295,590,590,430,275,20,20,20,20,20,20,295,430,430,305,620,620,20,20,20,20,20,20,600,600,305,430,275,430,20,20,20,20,20,20,20,20,20,20,20,20
32,15,0,50,3000,37500,20,0,"特殊任務","ゴブリン族集団の排除","ゴブリン族の科学者集団「青の手」の下部組織が、我が領内にて機工兵器の実証実験を行っている。無許可の実験を止めるため、ただちに現場に急行せよ。","軍用ツールマニュアル","軍用ツールマニュアル","軍用ツールマニュアル","軍用ツールマニュアル","軍用ツールマニュアル","軍用ツールマニュアル",10,10,10,10,10,10,430,275,430,295,590,590,20,20,20,20,20,20,620,620,295,430,430,305,20,20,20,20,20,20,275,430,600,600,305,430,20,20,20,20,20,20,20,20,20,20,20,20
33,15,0,50,3000,37500,20,0,"特殊任務","偽牙軍曹の摘発","「グリダニア出身の牙軍曹」を自称する屈強な男が、罪なき市民に対し大声で威嚇する事案が発生した。エオルゼア同盟軍の威信にかけて、この牙軍曹を摘発せよ。","転送網優先利用票","転送網優先利用票","転送網優先利用票","転送網優先利用票","転送網優先利用票","転送網優先利用票",10,10,10,10,10,10,590,590,430,275,430,295,20,20,20,20,20,20,430,305,620,620,295,430,20,20,20,20,20,20,305,430,275,430,600,600,20,20,20,20,20,20,20,20,20,20,20,20
34,17,19,50,5000,40000,0,0,"通常任務","重要任務：帝国軍特殊部隊の撃滅","諜報部門より、<Switch(IntegerParameter(1))><Case(1)>東ラノシア</Case><Case(2)>東部森林</Case><Case(3)>北ザナラーン</Case></Switch>にて帝国軍の特殊部隊が出撃準備を進めているとの情報を得た。どうやら後方攪乱のため、都市部への破壊工作を画策しているらしい。急ぎ現場に向かい、敵部隊を撃滅せよ。","","","","","","",0,0,0,0,0,0,370,370,370,370,370,370,0,0,0,0,0,0,355,355,355,355,355,355,0,0,0,0,0,0,345,345,345,345,345,345,0,0,0,0,0,0,100,100,100,100,100,100
