key,0,1,2,3,4,5,6,7
24,"Earthen Ward","Decreases damage suffered by pet by 20%.
<UIForeground>F201F8</UIForeground><UIGlow>F201F9</UIGlow>Duration:<UIGlow>01</UIGlow><UIForeground>01</UIForeground> 20s
When <UIForeground>F201FA</UIForeground><UIGlow>F201FB</UIGlow>Obey<UIGlow>01</UIGlow><UIForeground>01</UIForeground> is active, will only execute upon command.","ui/icon/000000/000786.tex","Earthen Ward","Titan-Egi",True,False,False
25,"Landslide","Deals earth damage with a potency of 70.
<UIForeground>F201F8</UIForeground><UIGlow>F201F9</UIGlow>Additional Effect:<UIGlow>01</UIGlow><UIForeground>01</UIForeground> <UIForeground>F201FA</UIForeground><UIGlow>F201FB</UIGlow>Stun<UIGlow>01</UIGlow><UIForeground>01</UIForeground>
<UIForeground>F201F8</UIForeground><UIGlow>F201F9</UIGlow>Duration:<UIGlow>01</UIGlow><UIForeground>01</UIForeground> 2s
When <UIForeground>F201FA</UIForeground><UIGlow>F201FB</UIGlow>Obey<UIGlow>01</UIGlow><UIForeground>01</UIForeground> is active, will only execute upon command.","ui/icon/000000/000786.tex","Landslide","Titan-Egi",True,False,False
26,"Earthen Fury","Deals earth damage with a potency of 200 to all nearby targets.
<UIForeground>F201F8</UIForeground><UIGlow>F201F9</UIGlow>Additional Effect:<UIGlow>01</UIGlow><UIForeground>01</UIForeground> <UIForeground>F201FA</UIForeground><UIGlow>F201FB</UIGlow>Razed Earth<UIGlow>01</UIGlow><UIForeground>01</UIForeground>
<UIForeground>F201F8</UIForeground><UIGlow>F201F9</UIGlow>Potency:<UIGlow>01</UIGlow><UIForeground>01</UIForeground> 20 <UIForeground>F201F8</UIForeground><UIGlow>F201F9</UIGlow>
Duration:<UIGlow>01</UIGlow><UIForeground>01</UIForeground> 15s
Executed when master uses <UIForeground>F201F4</UIForeground><UIGlow>F201F5</UIGlow>Enkindle<UIGlow>01</UIGlow><UIForeground>01</UIForeground>.","ui/icon/000000/000786.tex","Earthen Fury","Titan-Egi",True,False,False
27,"Crimson Cyclone","Deals fire damage with a potency of 110.
<UIForeground>F201F8</UIForeground><UIGlow>F201F9</UIGlow>Additional Effect:<UIGlow>01</UIGlow><UIForeground>01</UIForeground> <UIForeground>F201FA</UIForeground><UIGlow>F201FB</UIGlow>Stun<UIGlow>01</UIGlow><UIForeground>01</UIForeground>
<UIForeground>F201F8</UIForeground><UIGlow>F201F9</UIGlow>Duration:<UIGlow>01</UIGlow><UIForeground>01</UIForeground> 2s
When <UIForeground>F201FA</UIForeground><UIGlow>F201FB</UIGlow>Obey<UIGlow>01</UIGlow><UIForeground>01</UIForeground> is active, will only execute upon command.","ui/icon/000000/000786.tex","Crimson Cyclone","Ifrit-Egi",True,False,False
28,"Burning Strike","Deals fire damage with a potency of 135.","ui/icon/000000/000786.tex","Burning Strike","Ifrit-Egi",True,False,False
29,"Radiant Shield","Creates a barrier around self and nearby party members.
<UIForeground>F201F8</UIForeground><UIGlow>F201F9</UIGlow>Duration:<UIGlow>01</UIGlow><UIForeground>01</UIForeground> 20s
<UIForeground>F201F8</UIForeground><UIGlow>F201F9</UIGlow>Barrier Effect:<UIGlow>01</UIGlow><UIForeground>01</UIForeground> When barrier is struck, increases striker's physical vulnerability by 2%
<UIForeground>F201F8</UIForeground><UIGlow>F201F9</UIGlow>Duration:<UIGlow>01</UIGlow><UIForeground>01</UIForeground> 4s
When <UIForeground>F201FA</UIForeground><UIGlow>F201FB</UIGlow>Obey<UIGlow>01</UIGlow><UIForeground>01</UIForeground> is active, will only execute upon command.","ui/icon/000000/000786.tex","Radiant Shield","Ifrit-Egi",True,False,False
30,"Flaming Crush","Deals fire damage with a potency of 110 to all nearby enemies.
When <UIForeground>F201FA</UIForeground><UIGlow>F201FB</UIGlow>Obey<UIGlow>01</UIGlow><UIForeground>01</UIForeground> is active, will only execute upon command.","ui/icon/000000/000786.tex","Flaming Crush","Ifrit-Egi",True,False,False
31,"Inferno","Deals fire damage with a potency of 200 to all enemies in a cone before it.
<UIForeground>F201F8</UIForeground><UIGlow>F201F9</UIGlow>Additional Effect:<UIGlow>01</UIGlow><UIForeground>01</UIForeground> Fire damage over time
<UIForeground>F201F8</UIForeground><UIGlow>F201F9</UIGlow>Potency:<UIGlow>01</UIGlow><UIForeground>01</UIForeground> 20
<UIForeground>F201F8</UIForeground><UIGlow>F201F9</UIGlow>Duration:<UIGlow>01</UIGlow><UIForeground>01</UIForeground> 15s
Executed when master uses <UIForeground>F201F4</UIForeground><UIGlow>F201F5</UIGlow>Enkindle<UIGlow>01</UIGlow><UIForeground>01</UIForeground>.","ui/icon/000000/000786.tex","Inferno","Ifrit-Egi",True,False,False
32,"Embrace","Restore target's HP.
<UIForeground>F201F8</UIForeground><UIGlow>F201F9</UIGlow>Cure Potency:<UIGlow>01</UIGlow><UIForeground>01</UIForeground> 250","ui/icon/000000/000786.tex","Embrace","Eos",True,False,False
33,"Whispering Dawn","Gradually restores own HP and the HP of all nearby party members.
<UIForeground>F201F8</UIForeground><UIGlow>F201F9</UIGlow>Cure Potency:<UIGlow>01</UIGlow><UIForeground>01</UIForeground> 120
<UIForeground>F201F8</UIForeground><UIGlow>F201F9</UIGlow>Duration:<UIGlow>01</UIGlow><UIForeground>01</UIForeground> 21s
When <UIForeground>F201FA</UIForeground><UIGlow>F201FB</UIGlow>Obey<UIGlow>01</UIGlow><UIForeground>01</UIForeground> is active, will only execute upon command.","ui/icon/000000/000786.tex","Whispering Dawn","Eos",True,False,False
34,"Fey Covenant","Increases magic defense of self and nearby party members by 20%.
<UIForeground>F201F8</UIForeground><UIGlow>F201F9</UIGlow>Duration:<UIGlow>01</UIGlow><UIForeground>01</UIForeground> 20s
When <UIForeground>F201FA</UIForeground><UIGlow>F201FB</UIGlow>Obey<UIGlow>01</UIGlow><UIForeground>01</UIForeground> is active, will only execute upon command.","ui/icon/000000/000786.tex","Fey Covenant","Eos",True,False,False
35,"Fey Illumination","Increases spell-based HP restoration of self and nearby party members by 10%.
<UIForeground>F201F8</UIForeground><UIGlow>F201F9</UIGlow>Duration:<UIGlow>01</UIGlow><UIForeground>01</UIForeground> 20s
When <UIForeground>F201FA</UIForeground><UIGlow>F201FB</UIGlow>Obey<UIGlow>01</UIGlow><UIForeground>01</UIForeground> is active, will only execute upon command.","ui/icon/000000/000786.tex","Fey Illumination","Eos",True,False,False
36,"Embrace","Restore target's HP.
<UIForeground>F201F8</UIForeground><UIGlow>F201F9</UIGlow>Cure Potency:<UIGlow>01</UIGlow><UIForeground>01</UIForeground> 250","ui/icon/000000/000786.tex","Embrace","Selene",True,False,False
37,"Silent Dusk","Silences target.
<UIForeground>F201F8</UIForeground><UIGlow>F201F9</UIGlow>Duration:<UIGlow>01</UIGlow><UIForeground>01</UIForeground> 1s
When <UIForeground>F201FA</UIForeground><UIGlow>F201FB</UIGlow>Obey<UIGlow>01</UIGlow><UIForeground>01</UIForeground> is active, will only execute upon command.","ui/icon/000000/000786.tex","Silent Dusk","Selene",True,False,False
38,"Fey Caress","Removes a single detrimental effect from all nearby party members.
Some effects cannot be removed.
When <UIForeground>F201FA</UIForeground><UIGlow>F201FB</UIGlow>Obey<UIGlow>01</UIGlow><UIForeground>01</UIForeground> is active, will only execute upon command.","ui/icon/000000/000786.tex","Fey Caress","Selene",True,False,False
39,"Fey Wind","Reduces weaponskill cast time and recast time, spell cast time and recast time, and auto-attack delay of self and nearby party members by 3%.
<UIForeground>F201F8</UIForeground><UIGlow>F201F9</UIGlow>Duration:<UIGlow>01</UIGlow><UIForeground>01</UIForeground> 30s
When <UIForeground>F201FA</UIForeground><UIGlow>F201FB</UIGlow>Obey<UIGlow>01</UIGlow><UIForeground>01</UIForeground> is active, will only execute upon command.","ui/icon/000000/000786.tex","Fey Wind","Selene",True,False,False
40,"Offensive Mode","Command autoturret to focus on offensive maneuvers.","ui/icon/000000/000405.tex","","Rook Autoturret",True,False,False
41,"Defensive Mode","Command autoturret to focus on supportive maneuvers.","ui/icon/000000/000405.tex","","Rook Autoturret",True,False,False
42,"","","ui/icon/000000/000405.tex","Wyrmwave","Demi-Bahamut",True,False,False
43,"","","ui/icon/000000/000405.tex","Akh Morn","Demi-Bahamut",True,False,False
44,"","","ui/icon/000000/000405.tex","Devotion","",True,False,False
45,"","","ui/icon/000000/000405.tex","Rook Overload","Rook Autoturret",True,False,False
46,"","","ui/icon/000000/000405.tex","Bishop Overload","Bishop Autoturret",True,False,False
47,"","","ui/icon/000000/000405.tex","Fey Union","",True,False,False
48,"","","ui/icon/000000/000405.tex","Stellar Burst","",True,False,False
49,"","","ui/icon/000000/000405.tex","Stellar Explosion","",True,False,False
50,"","","ui/icon/000000/000405.tex","Wyrmwave","",True,False,False
51,"","","ui/icon/000000/000405.tex","Akh Morn","",True,False,False
52,"","","ui/icon/000000/000405.tex","Embrace","",True,False,False
