1900,"一度に多数の敵を相手にするのは危険だ
巡回する賊を各個撃破せよ"
1901,"敵の増援を警戒せよ"
1902,"ヒーラーの幻術士を優先的に狙え"
1903,"者ども、戦いだッ！　加勢しろッ！"
1904,"クソッ！　ケアルができる奴、手を貸せッ！"
1905,"クソクソクソッ！　誰でもいい早く来いッ！"
1906,"巡回している賊に注意しろ！"
1907,"賊共のリーダーは増援を呼ぶ！
常に周囲を警戒するのだ！"
1908,"賊共の増援に注意せよ！
特に回復を行う者は要警戒だ！"
1909,"巡回中の敵に見つかると乱戦になる！
離れた位置で、戦うのだ！"
1910,"回復魔法の使い手を優先的に叩け！
放置すれば、戦いが長引くぞ！"
1911,"盗賊のリーダーは、かなりの使い手だ！
盾役が引き付け、強力な攻撃を受け止めろ！"
1912,"増援が呼ばれたようだ！
回復魔法の使い手は、最優先で叩け！"
1913,"さらに増援が出現！
油断せず、対応せよ！"
1914,"どいつが回復魔法の使い手か
見極めつつ、確実に叩くのだ！"
1915,"標的の回復を確認ッ！
回復魔法の使い手を見極めろ！"
1916,""
2000,"支援物資のアイテムを有効活用せよ"
2001,"敵の多彩な攻撃によりさまざまなステータス異常になる
警戒しつつ戦え"
2002,"ステータス異常に注意しつつ夢幻のブラキシオを倒せ"
2003,"敵増援の出現回数"
2004,"対象の特殊攻撃に注意せよ！
体調の変化には気を配るのだ！"
2005,"よし、順調に進んでいるぞ！
引き続き、敵の特殊攻撃に注意せよ！"
2006,"各員の役割分担を確認しつつ
侵攻ルート上の敵を、着実に排除せよ！"
2007,"体調に変化が生じた場合は、
直ちに「エスナ」で治療せよ！"
2008,"夢幻のブラキシオを確認した！
盾役はその務めを果たし、味方を守り抜け！"
2009,"敵増援の出現を確認！
攻撃役の出番だ、応戦せよ！"
2100,"ゴブリンたちが築いたバリケードを破壊し、突破せよ"
2101,"仏頂面のスティックフリックスが投げる爆弾の
爆発に巻き込まれないように戦え"
2102,"ゴブリン族の爆弾に注意しつつ、
バリケードを破壊せよ！"
2103,"仏頂面のスティックフリックスの爆弾は、
広範囲を爆破する！　警戒せよ！"
2104,"各員の役割分担を確認しつつ
侵攻ルート上の敵を、着実に排除せよ！"
2105,"バリケードをたたき壊せ！
ただし、敵の爆弾には気をつけろよ！"
2106,"二重にバリケードが張り巡らされている！
だが、やるべき事は同じだ！　叩き壊せ！"
2107,"いいぞ、よくやった！
引き続き警戒しつつ、進軍せよ！"
2108,"よくやった！
残るは仏頂面のスティックフリックスのみだ！"
2109,"奴は、大型の爆弾を所持している！
その威力は計り知れん、確実に回避せよ！"
2110,""
2200,"ロトンバブルを放置すると
ロトンジャムが出現する
確実に叩き割れ"
2201,"アシッドバブルを攻撃すると
周囲に酸液が飛散する
うかつに手を出すな"
2202,"くそッ！　ロトンジャムが現れやがった！"
2203,"いいぞ、その調子で叩き割れ！
不潔な魔物が生まれる前にな！"
2204,"何てこったい！
大量の泡の出現を確認！　注意しろ！"
2205,"不潔な魔物を一匹も生まれさせないとは、
やるじゃないか！"
2206,"アシッドバブルに手を出すな！
酸液が飛び散り、被害が出るぞ！"
2207,"またもや不潔な魔物のお出ましだ！
ロトンバブルの処理を怠るな！"
2208,"アシッドバブルに手を出すな！
刺激すると酸液が飛び散るぞ！"
2209,"あと一歩で、いける！
総員、全力攻撃だ！！"
2210,"よし、その調子で
ロトンバブルを処理していくんだ！"
2211,"魔物を処理できたようだが……
次はロトンバブルを先に叩けよ！"
2212,"モルボルが弱ってきているぞ！
気を抜かず、攻撃を続行せよ！"
2213,"ロトンバブルを放置すれば、
不潔な魔物が生まれ落ちるぞ！　叩き割れ！"
2300,"蒼き炎によりブソは強化される。蒼き炎を調べて消しつつ戦え"
2301,"<Sheet(BNpcName,IntegerParameter(1),0)/>を討伐すると
その場に蒼き炎が灯る
倒すタイミングを考えろ"
2302,"ブソのダークドームに狙われた際は、
巻き込まないように味方から離れろ"
2303,"見ろ、異界ヴォイドの蒼き炎が
妖異ブソに力を与えている！"
2304,"ヴォイド・ハウンドを倒すと、蒼き炎が灯るぞ！
消火の準備を整えてから、倒すのだ！"
2305,"ブソが何かを狙っている！
狙われた者は、味方から離れるんだ！"
2306,"蒼き炎を消火すれば、
ブソに注ぎ込まれる力を打ち消せるぞ！"
2307,"ええい、また蒼き炎が灯ったぞ！
ブソの力が増してしまう。逃さず消すのだ！"
2308,"蒼き炎をすべて消すのだ！
そうしなければブソの力を削げんぞ！"
2309,"あと少しだ！　蒼き炎さえ消せば、
ブソの力を削ぎ落とせるはずなのだ！"
2310,"ブソの力が弱まったぞ！
今こそ好機！　攻勢に転じるのだ！"
2311,"チッ、ブソは蒼き炎を消そうとする者を、
狙ってくるようだぞ！　注意しろ！"
2312,"ダークドームの効果は広範囲に及ぶ！
狙われた者は、味方から離れるのだ！"
2313,"ブソの体力も限界が近いようだな！
このまま押し切るんだ！"
2314,"ブソを蒼き炎から離して戦え！"
2400,"野営地の住人の発見"
2401,"「ブレイフロクスの避難地」への進路確保"
2402,"「泥濘の水源地」への進路確保"
2403,"「ブレイフロクスの野営地」へ到達"
2404,""
2405,"「拳闘の間」の突破"
2406,"鉄鎖のウインチの作動"
2407,"「剣闘の間」の突破"
2408,"獣闘士 タンガタの撃破"
2500,"珊瑚の仕掛けの作動"
2501,"隠し扉の開放"
2502,"海賊船長の発見"
2503,"海人門の鍵を入手"
2504,"フスィーッ……。
海神様の潮流に抗う愚かな「ヒレナシ」よ！"
2505,"我がアギトで噛み砕き
海の藻屑にしてくれようぞ！！"
2600,"勇猛無比……我が力を思い知るがいい！"
2601,"力戦奮闘……されど我が敵にあらず！"
2602,"兵貴神速……「炎獄の楔」にて、この者へ裁きを！"
2603,"永遠偉大……我が「地獄の火炎」に焼かれよ！"
2604,"正々堂々……我が敵に相応しい！"
2605,"不倶戴天……その祝福……もしや光の……！？"
2700,"6オンズ爆薬の所持数"
2701,"「B4坑道」の落石を除去"
2702,"「再開発区E1坑道」の落石を除去"
2703,"「再開発区E2坑道」へ到達"
2704,"オデたちをトジコメたワルモノに……。
ワルモノに……フクシュウををを……。"
2705,"オマエラ……ワルモノさツブして……。
イジゾクにジユウををを！！！"
2800,"水上庭園を突破"
2801,"仕掛け扉を開放"
2802,"無限回廊を突破"
2803,"旅人の安息所を突破"
2804,"ランタンオイル所持数"
2900,"守衛の詰所を突破"
2901,"モルボルの苗床を除去"
2902,"徴税人の金庫を突破"
2903,"モルボルの苗床を除去"
2904,"応門の扉の開放"
2905,"衛兵食房の突破"
2906,"魔導フィールドⅣの開放"
2907,""
3000,"敵増援に警戒しつつ戦え"
3001,"巡回する<Sheet(BNpcName,IntegerParameter(1),0)/>は無敵だ
範囲攻撃を放つため、接近を避けろ"
3002,"<Sheet(BNpcName,IntegerParameter(1),0)/>は出現と消滅を繰り返す
倒すことはできないため、戦闘を避けろ"
3003,"<Sheet(BNpcName,IntegerParameter(1),0)/>は不規則に移動する
移動先を確認して、接触を避けろ"
3004,"<Sheet(BNpcName,IntegerParameter(1),0)/>が目標だ。心してかかれ！"
3005,"<Sheet(BNpcName,IntegerParameter(1),0)/>が現れたぞ！
飛び回る奴から離れつつ、討伐目標を攻撃せよ！"
3006,"<Sheet(BNpcName,IntegerParameter(1),0)/>は神出鬼没だ！
消えたからって、油断するんじゃないよ！"
3007,"<Sheet(BNpcName,IntegerParameter(1),0)/>の動きが読めん！
臨機応変に立ち位置を変えるんだよ！"
3008,"結界を張る<Sheet(BNpcName,IntegerParameter(1),0)/>に攻撃は無意味だ！
距離を取って、奴の攻撃を回避しな！"
3009,"<Sheet(BNpcName,IntegerParameter(1),0)/>の攻撃範囲は広い！
巻き込まれんように、距離を取りな！"
3010,"<Sheet(BNpcName,IntegerParameter(1),0)/>の出現位置を予測しな！
離れておけば、無駄な戦いを避けられるよ！"
3011,"効いてるぞ！　その調子で攻めるんだよ！"
3012,"だいぶ弱ってきたな！　もう一息だよ！"
3013,"なんという見事な動きだ！
シャドウクローの眷属どもの動きを、完全に見切るとは！"
3100,"ボム以外の魔物を排除すれば<Sheet(BNpcName,IntegerParameter(1),0)/>が姿を現す"
3101,"<Sheet(BNpcName,IntegerParameter(1),0)/>の自爆命令に注意し
爆発に巻き込まれぬよう注意せよ"
3102,"赤いボムは、接近すると自爆する！
引き付けて倒すか、戦闘を避けるんだ！"
3103,"<Sheet(BNpcName,IntegerParameter(1),0)/>のお出ましだよ！
奴が配下に下す、自爆命令に注意しな！"
3104,"自爆に警戒しながら戦うんだよ！"
3105,"緑色のボムも接近すれば自爆する！
爆発には注意するんだよ！"
3106,"緑色のボムは巡回するようだ！
不用意に近づかず、鉢合わせを回避しな！"
3107,"緑色のボムは、いくらでも湧いてくるようだね！
倒したところで切りが無いよ！"
3108,"眠らされては、爆発を避けることすらできん！
レッド・マシュマロを始末するんだよ！"
3109,"取り巻きのボムどもは、倒してもキリがないぞ！
<Sheet(BNpcName,IntegerParameter(1),0)/>を狙うんだ！"
3110,"自爆命令を確認ッ！　各員退避せよッ！！"
3111,"ボムバロネットを倒したようだが気を抜くな！
ふたたび現れるのも時間の問題だ！"
3112,"<Sheet(BNpcName,IntegerParameter(1),0)/>の体力もあと僅か！
各員、全力で攻撃を続行せよ！"
3113,"<Sheet(BNpcName,IntegerParameter(1),0)/>を失えば、
残りのボムは一斉に自爆するぞ！　大爆発に備えよ！"
3114,"いいぞ！　その調子で進軍し、
あのヌメヌメした奴らも根絶やしにしな！"
3115,"次々とボムが湧いている！
自爆からの回避を怠るんじゃないよ！"
3116,"<Sheet(BNpcName,IntegerParameter(1),0)/>がこのまま終わるとは思えない。
気を抜くんじゃないよ！"
3117,"よし、ボムクイーンを仕留めたぞ！"
3200,"<Sheet(BNpcName,IntegerParameter(1),0)/>は
5体同時に撃破しないと復活する"
3201,"<Sheet(BNpcName,IntegerParameter(1),0)/>は5体同時に倒せ！
さもなくば、奴らは復活してしまうぞ！"
3202,"また陣形を……何をするつもりだ！？"
3203,"<Sheet(BNpcName,IntegerParameter(1),0)/>の陣形に注意しろ！"
3204,"奴らが陣形を組み替えた！"
3205,"この陣形は！？
何が起こるか解らんぞ、警戒せよ！"
3206,"奴らが攻撃目標を切り替えた！
盾役は全力で、敵視を奪い味方を守り抜け！"
3207,"1体のカミオが無敵化する陣形だ！"
3208,"先頭のカミオの攻撃力が増しているぞ！"
3209,"円陣を組んで……ま、まさか！
奴らは別の妖異を召喚するつもりだぞッ！"
3210,"1体のカミオが無敵化したぞ！
陣形の効果なのか？"
3211,"1体が無敵化している！
これでは5体同時討伐は不可能だ！"
3212,"5体同時に倒さねばならん！
復活する前に、残りの連中を叩け！"
3213,"クソッ……やはり、復活してしまったか！
いいか、<Sheet(BNpcName,IntegerParameter(1),0)/>は5体同時に倒せ！"
3214,"力が増している<Sheet(BNpcName,IntegerParameter(1),0)/>に警戒せよ！
いいか、盾役がしっかり味方を守るんだ！"
3215,"連中の敵視の変化を見逃すな！"
3216,"防御陣形に注意！　攻撃目標を選べよ！"
3217,"攻撃陣形に注意！　盾役の出番だッ！"
3218,"奴の攻撃は油断ならん！
先に始末し、安全を確保するんだ！"
3219,"よくやったぞ！
あとは残りの奴らを倒すだけだ！"
3220,"その調子で、押し切れッ！"
3221,"よし、「カミオ」の完全消滅を確認した！"
3300,"<Sheet(BNpcName,IntegerParameter(1),0)/>を守りつつ、巨人族をせん滅"
3301,"各巨人族を率いるリーダーを倒せば
増援を阻止できる"
3302,"まずは遺物の元へと急げ！
巨人族から守るには、それしかない！"
3303,"ギガース族の出現を確認！
いいか、奴らの攻撃が遺物に及ばんようにな！"
3304,"小規模の敵増援を確認！
数は少ないが、油断するんじゃないぞ！"
3305,"大規模な敵増援を確認！
二手に分かれて、対処せよ！"
3306,"ギガース族の頭目が現れたぞ！
奴を倒して、これ以上の増援を食い止めろ！"
3307,"ジャイアント族の増援を確認！
遺物に近づく前に排除せよ！"
3308,"ヘカトンケイレス族の増援を確認！
奴らを倒せば、頭目も黙ってはおらんぞ！"
3309,"ジャイアント族とヘカトンケイレス族の頭目が現れた！
奴らが鉢合わせないよう、優先して叩け！"
3310,"クソッ……頭目が増援を呼んだぞ！
いいか、頭目同士の接触を防ぐんだ！"
3311,"広範囲を攻撃する敵の技に注意しろ！
遺物が巻き込まれんようにな！"
3312,"ギガース族の頭目が逃走しはじめたぞ！
今が好機だ、逃すな！　追撃せよ！"
3313,"ジャイアント族の頭目が後退を始めただと？
罠かもしれん、注意しろよ！"
3314,"あれは負けを認めた背中じゃない！
罠に警戒しつつ追撃せよ！"
3315,"新たな増援の出現を確認！
いいか、頭目を倒し、増援を呼ばせるな！"
3316,"遺物に傷一つ付けないとは……
まさに完勝だ！　オレは誇りに思うぞ！"
3317,"遺物を守り切ったようだな。
我々の勝利だ！"
3318,"残る遺物はふたつだ！
巨人族を近づけるんじゃない！"
3319,"残る遺物は、あとひとつ！
ええい、しっかり守り抜くんだ！"
3320,"じきに敵将が来るぞ。遺物を守り抜くんだ！"
3321,"巨人どもが遺物に手を出しているぞ！
しっかり守るんだ！"
3322,"<Sheet(BNpcName,IntegerParameter(1),0)/>"
3400,"魔物をせん滅"
3401,"飽食の前室を突破"
3402,"沈殿せし中室を突破"
3500,"タタメフII世の祈祷所を突破"
3501,"ララフトI世の中庭に侵入"
3502,"ララフトIV世の地下神殿を突破"
3503,"審理の天秤を動かす"
3504,""
3505,"「審理の天秤」に何を設置する？"
3506,"<Sheet(EventItem,IntegerParameter(1),0)/>"
3507,"キャンセル"
3508,"もう動かないようだ……"
3509,"すでに彫像が置かれている……"
3600,"来い！　閣下の理想に仇なす者よ！
貴様の野望は、ここで果てる！"
3601,"反逆者は、我が盾……
ガンシールド「タルタロス」の前に必滅……！"
3602,"逃がさん……！
閣下によるエオルゼア統一の、礎となるがいい！"
3603,"グッ……この血が枯れても、貴様を討つ……！"
3700,"はじめようぞ、虫ケラ……
わたくしの風でッ！　嵐でッ！　無残に散れッ！"
3701,"わたくしは空の覇者なるぞッ！
この翼から逃れるすべなどないと知れッ！"
3702,"その首ッ！　その四肢ッ！　引き裂いてくれるッ！"
3703,"ギィィッ！　憎たらしいクソ虫めッ！
望みどおり、なぶってくれるわッ！"
3704,"もはや殺すのでは足りぬッ！
千々に刻めッ……！　我が蜃気楼たちッ！"
3705,"お、おのれ……クソ虫がぁぁぁぁぁッ！！！"
3800,"横暴なるヒトの子よ……
お主を屠り、我が子らの嘆きを止めようぞ！"
3801,"滾る！　滾るぞ！
憤怒の血が、我が心臓に注ぎ込む！"
3802,"「大地の怒り」に砕け散れぇぇぇぇぇ！"
3803,"耐えぬく気概や良し！
その意思、我が拳で粉砕せん！"
3804,"轟け、大地の躍動よ！
地の底に沈むがいい！"
3805,"ぬぬぬぬ……無念……
愛しき子らの悲嘆、いずれ必ず……。"
3806,"ウ……オオォ……
オイテカ、ナイ、デ……。"
3807,"イタイ……クルシイ……
心臓ガ、熱イ……ッ！"
3808,"ウアアアアアアアアアアッ！！"
3809,"ウッ……ウウッ……
ボクハ……ドウシテ…………。"
3810,"ヤダ、ヤダ……！
コワイヨ……タスケテ……！"
3811,"アァ……オトウサン……オカアサン…………。"
3900,"警戒灯を停止させろ"
3901,"警戒灯を停止させろ"
3902,"XXXVII式爆薬"
3903,"汲上ポンプを破壊せよ"
3904,"フィールド発生装置を破壊せよ"
3905,"帝国軍認証鍵"
3906,"警戒灯を停止させろ"
3907,"警戒灯を停止させろ"
3908,"どいてな、そこの隔壁にぶっぱなす！"
3909,"こいつを壊すまで、雑魚の掃除は任せたぞ！"
3910,"チッ、あと少しだってのに……！
あいつの相手を頼む！"
3911,"さあ……あなたの力、見せてちょうだい！"
3912,"なるほど、こんなものか……。"
3913,"アタシから奪った分……貴様の全てを奪ってやる！"
3914,"ガンバグナウ「アグライア」、
この痛み、たっぷりと味わせてやるッ！"
3915,"お前たち！　死ぬ気でアイツを殺しなさい！
できなければ殺すわよ……！"
3916,"調子に乗るなぁぁぁぁ！
貴様が英雄なら、せいぜい生き延びてみろッ！"
3917,"なぜ……なぜ、貴様なんかに……ッ！"
3918,"魔導コロッサスを強化してやがるのか……！
解除は俺に任せておけ！"
3919,""
3920,""
4000,"帝国軍認証鍵"
4001,"軍団長室を占拠せよ"
4002,"地下研究所へ向かえ"
4003,"魔導アーマーに搭乗"
4004,"ネロ・トル・スカエウァを倒せ"
4005,"ガイウス・ヴァン・バエサルを倒せ"
4006,"アルテマウェポンを倒せ"
4007,"アシエン・ラハブレアを倒せ"
4008,"そいつを開けるには、魔導アーマーが必要だな……。
別の道を進んで「魔導アーマー駐機庫」を目指すんだ。"
4009,"その辺りに、魔導アーマーの「認証装置」があるはずだ。
そいつで搭乗員登録をしたら、魔導アーマーを起動するんだ。"
4010,"……おっと、こいつは……。
ハハッ、面白い機体を見つけたぜ。"
4011,"ターミナルに機体番号を送っておく。
こいつを起動してみてくれ。"
4012,"お前のために、とっておきの舞台を用意したンだ。
痺れちまわないように、注意だぜ？"
4013,"オレが開発した魔導兵器「デスクロー」だ！
こいつはちょっと手ごわいぜ？"
4014,"ガンハンマー「ミョルニル」！
オレのオモチャで叩きつぶしてやるよ！"
4015,"ハッ……お前にまで負けるってのか……？
……クソが、なめンじゃねぇよ。"
4016,"英雄……それもまた偽りの偶像。
我が討ち破ってくれる！"
4017,"やるではないか！
ならば……これはどうだ！？"
4018,"うおおおおおお！！"
4019,"蛮神どもを食らい、究極へと至った力……
貴様では及びもしまい！"
4020,"……光のクリスタルを手にし者よ。
それは、闇が作りし機械仕掛けの神……。"
4021,"光のクリスタルに願うのです……
闇の力を打ち砕く……光の力を！"
4022,"ガルーダの「エリアルブラスト」で消し飛ぶがいい！"
4023,"バカなッ！？
外部から蛮神「ガルーダ」を引き剥がしたというのか！"
4024,"タイタンの「大地の怒り」で平伏すがいい！"
4025,"ええいッ！
蛮神「タイタン」まで！"
4026,"イフリートの「地獄の火炎」で灰と化すがいい！"
4027,"蛮神「イフリート」までも引き剥がしただと！？
……何なのだ、この力は！？"
4028,"いくぞ、冒険者！
貴様と我……これで最後の戦いだ！"
4029,"蛮神の力などなくとも、覇道は我にあり！"
4030,"まさか、ここまで押されることになろうとは……。
認めよう貴様の力……「持つ者」は貴様だ。"
4031,"しかし、「統べる者」は違う。
力には力で示そう、我こそがその者だと！"
4032,"なに！？
アルテマ……だと！？"
4033,"ええい、アシエン・ラハブレアめ……。
またもあれを撃つ気か！？"
4034,"滅びの魔法が……再び放たれようとしています……。"
4035,"光の戦士よ、滅びを阻止するのです……。
あれは絶望の闇……許してはなりません……。"
4036,"フハハハハハ！
ハイデリンごと、消えてなくなれぃ！！"
4037,"渦なす生命の色、七つの扉開き、力の塔の天に至らん！
……アルテマッ！"
4038,"フハハハハハハ！
やるではないか、光の使徒よ！"
4039,"しかし、よいのか……このまま私を倒すということは、
私が取り憑いた、この者を殺すということだぞ？"
4040,"フハハハハハハ！
さぁ、どうする、光の使徒よ！"
4041,"光の意志を持つ者よ……。
闇の言葉に惑わされてはなりません……。"
4042,"闇の力を打ち砕くのは、光の力のみ。"
4043,"今一度……あなたに……光の力を……。
さぁ、光のクリスタルを掲げるのです！"
4044,"アルテマ発動まで　20　秒！"
4045,"アルテマ発動まで　10　秒！"
4046,"アルテマ発動まで　5　秒！"
4047,"アルテマ発動まで　4　秒！"
4048,"アルテマ発動まで　3　秒！"
4049,"アルテマ発動まで　2　秒！"
4050,"アルテマ発動まで　1　秒！"
4100,"「メテオの探査坑」への進路確保"
4101,"エーテリアルフィールドの開放"
4200,"エーテリアルフィールドの開放"
4201,"アラガンターミナルの作動"
4300,"敵のせん滅"
4400,"バービガンの制圧"
4401,"右翼ブレテーシュの奪還"
4402,"イスケビンドの撃破"
4500,"不浄の大広間の突破"
4501,"惨劇の翼廊の突破"
4502,"アナンタボガの撃破"
4600,"エーテルポンプ室の突破"
4601,"第二塔基部の突破"
4602,"エーテル貯蔵室の突破"
4603,"エーテル圧縮室の突破"
4604,"セイレーンの撃破"
4605,"♪あら、また貴方なの？
　愛の輪廻に囚われし、哀れな罪人さん…"
