Index,0:？,1:？,2:？,3:？,4:？,5:？,6:？,7:？,8:？,9:？,10:？,11:？,12:？,13:？,14:？,15:？,16:？,17:？,18:？,19:？
0,0,0,,,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False
11,12,63811,{{color|id=504|攻击类型：}}魔法<br>{{color|id=504|攻击属性：}}无<br>{{color|id=504|评级：}}★★<br>,野生生物的斗争本能。<br>通过愤怒来增幅魔力，提高自身的战斗能力。青魔法师拿来用的话也许能提高魔法攻击的威力。,1,55,0,0,False,True,False,False,False,False,False,False,False,False,False,False
12,41,63812,{{color|id=504|攻击类型：}}魔法<br>{{color|id=504|攻击属性：}}无<br>{{color|id=504|评级：}}★<br>,夺魂魔使用的精神攻击魔法。<br>使敌人产生身体遭到切割的错觉，伴随着麻痹对敌人的身体造成伤害。据说擅长限制对手的忍术兵爆破者也会使用。,4,2,68731,68730,True,False,False,False,True,False,False,False,False,False,False,False
13,17,63813,{{color|id=504|攻击类型：}}魔法<br>{{color|id=504|攻击属性：}}无<br>{{color|id=504|评级：}}★<br>,蝙蝠和沙蚤使用的青魔法。<br>通过血液吸收敌人的生命以太，并转化为自身的魔力。人们推测最初这种魔法是由摄取养分的吸血行为逐渐演变来的。,1,31,68730,68729,True,True,False,False,False,False,False,False,False,False,False,False
14,19,63814,{{color|id=504|攻击类型：}}魔法<br>{{color|id=504|攻击属性：}}火<br>{{color|id=504|评级：}}★★<br>,模仿哥布林族投掷炸弹的青魔法。<br>哥布林族在炸弹的火药里加入魔力，以此提高爆炸威力。用青魔法模仿这种形式，造出虚假的炸弹进行燃烧攻击。,1,30,0,0,True,False,False,False,False,False,False,True,False,False,False,False
15,36,63815,{{color|id=504|攻击类型：}}物理突刺<br>{{color|id=504|攻击属性：}}无<br>{{color|id=504|评级：}}★★★★<br>,仙人刺擅长的射出针刺的攻击。<br>不过实际上并不会真的射出针刺，而是将细长的魔力块快速射出，使敌人受到如同针扎般的痛楚。,1,45,68733,68732,True,False,False,False,False,False,False,False,False,False,False,False
16,5,63816,{{color|id=504|攻击类型：}}物理突刺<br>{{color|id=504|攻击属性：}}无<br>{{color|id=504|评级：}}★★<br>,模仿魔导兵器攻击方式的青魔法。<br>让奔涌的魔力旋转起来，以此获得惊人的贯穿力。由于魔导兵器的这种攻击手段本身是从凿石机上得到的灵感，所以这个青魔法对被石化的敌人也有更加显著的效果。,1,46,0,0,True,False,False,False,False,False,False,False,False,False,False,False
17,27,63817,{{color|id=504|攻击类型：}}魔法<br>{{color|id=504|攻击属性：}}无<br>{{color|id=504|评级：}}★★<br>,扎哈克等妖异使用的攻击方式。<br>以眼球为基础构筑魔法阵，凝聚魔力和恶意一并放射出去，因此可以引起敌人更大的敌意。,4,14,0,0,True,False,False,False,False,False,False,False,False,False,False,False
18,15,63818,{{color|id=504|攻击类型：}}物理斩击<br>{{color|id=504|攻击属性：}}无<br>{{color|id=504|评级：}}★★★★<br>,冬贝利使用的青魔法。<br>用魔力聚集所有的怨恨之情，提高武器的锋利程度砍向敌人。对于无法动弹的敌人来说这种攻击非常可怕。,4,10,0,0,True,False,False,False,False,False,False,False,False,False,False,False
19,7,63819,{{color|id=504|攻击类型：}}魔法<br>{{color|id=504|攻击属性：}}无<br>{{color|id=504|评级：}}★<br>,一种传送魔法。<br>将自身的魔力流出，以此制造简易的地脉，利用简易地脉进行传送。只能移动很短的距离，但需要紧急回避时十分有效。,1,46,0,0,False,False,False,False,False,False,False,False,False,False,False,False
20,2,63820,{{color|id=504|攻击类型：}}魔法<br>{{color|id=504|攻击属性：}}火<br>{{color|id=504|评级：}}★★★★<br>,向自身前方放出火焰的青魔法。<br>与咒术中的火炎原理相似，通过放出火属性以太来引起火焰燃烧的现象。也有兵器可以通过喷射可燃液体加以点燃来产生相似效果。,4,20,0,0,True,False,False,False,False,False,False,False,False,False,False,False
21,23,63821,{{color|id=504|攻击类型：}}魔法<br>{{color|id=504|攻击属性：}}无<br>{{color|id=504|评级：}}★★★<br>,卢恩族擅长的青魔法。<br>为了从凶猛的肉食野兽口中保护自己而创造出的魔法，将魔力凝聚在手掌上，通过拍手产生的冲击波来惊吓敌人。,1,32,68732,68731,True,False,False,False,False,False,False,True,False,False,False,False
22,10,63822,{{color|id=504|攻击类型：}}魔法<br>{{color|id=504|攻击属性：}}雷<br>{{color|id=504|评级：}}★★★★<br>,独眼巨人发射的诡异光线。<br>原理与诡异视线相似，从以眼球为基础的魔法阵中放出魔法。不过怒视的集中度更高，可以使敌人如遭雷击麻痹当场。,4,5,68734,68733,True,False,False,False,True,False,False,False,False,False,False,False
23,35,63823,{{color|id=504|攻击类型：}}魔法<br>{{color|id=504|攻击属性：}}无<br>{{color|id=504|评级：}}★★★★<br>,模仿导弹的青魔法。<br>发射以太构成的虚假导弹。中弹时的冲击力十分强劲，对于越是顽强的敌人越能造成更多伤害。,4,85,0,0,True,False,False,False,False,False,False,False,False,False,False,True
24,13,63824,{{color|id=504|攻击类型：}}魔法<br>{{color|id=504|攻击属性：}}无<br>{{color|id=504|评级：}}★★★<br>,原始的治疗魔法。<br>将纯净的以太用风吹向四周。不仅对自身、对周围的同伴也有着高效的治疗效果，代价是巨额的魔力消耗。,2,0,0,0,False,True,False,False,False,False,False,False,False,False,False,False
25,8,63825,{{color|id=504|攻击类型：}}物理突刺<br>{{color|id=504|攻击属性：}}无<br>{{color|id=504|评级：}}★★<br>,胡蜂最后的一刺。<br>将自身的生命力全部转换成魔力，生成剧毒注入敌人体内。若没有玉石俱焚的气魄不建议使用。,1,30,0,0,True,False,False,False,False,False,False,False,False,False,False,False
26,21,63826,{{color|id=504|攻击类型：}}魔法<br>{{color|id=504|攻击属性：}}火<br>{{color|id=504|评级：}}★<br>,爆弹怪倾情代言的青魔法。<br>将构成生命的以太全部转换成火属性魔力引起大爆炸。在身上沾满油脂的情况下使用时，能够令火力更上一层楼。,1,42,0,0,True,False,False,False,False,False,False,False,False,False,False,False
27,22,63827,{{color|id=504|攻击类型：}}魔法<br>{{color|id=504|攻击属性：}}无<br>{{color|id=504|评级：}}★★<br>,新大陆的死灵使用的青魔法。<br>将自己的生命力和魔力全部分给他人，献出生命来让对方完全恢复。牺牲自己，拯救他人。,2,0,0,0,False,True,False,False,False,False,False,False,False,False,False,False
28,32,63828,{{color|id=504|攻击类型：}}魔法<br>{{color|id=504|攻击属性：}}无<br>{{color|id=504|评级：}}★★★<br>,巨蟾蜍使用的青魔法。<br>给自己涂上油脂，得以让自己变得滑溜溜的，以此回避敌人的攻击。使用起来有点恶心，但也有十分狂热的爱好者。,1,42,0,0,False,True,False,False,False,False,False,False,False,False,False,False
29,20,63829,{{color|id=504|攻击类型：}}魔法<br>{{color|id=504|攻击属性：}}无<br>{{color|id=504|评级：}}★★<br>,新大陆的巨人种族使用的青魔法。<br>这是一种原始的诅咒，通过侵蚀敌人的精神来瓦解对方的防御。当敌人变得毫无防备后，己方攻击的效果将大幅提升。,2,0,0,0,True,False,False,False,False,False,False,False,False,False,False,False
30,31,63830,{{color|id=504|攻击类型：}}物理打击<br>{{color|id=504|攻击属性：}}无<br>{{color|id=504|评级：}}★★★★<br>,巨蟾蜍擅长的青魔法。<br>本来是伸出粘粘的舌头捕获远处猎物的捕食技能。青魔法则是用魔力制造出无形的舌头来模仿这一效果。,1,42,0,0,True,False,False,False,False,False,False,True,False,False,False,False
31,40,63831,{{color|id=504|攻击类型：}}魔法<br>{{color|id=504|攻击属性：}}无<br>{{color|id=504|评级：}}★★★★<br>,真红龙虾使用的青魔法。<br>将魔力凝聚在尾巴尖上，放出螺旋状的以太来侵蚀敌人的生命力。由于需要有高超的以太操纵技术，很难成功施放。,4,28,0,0,True,False,False,False,False,False,False,False,False,False,False,True
32,14,63832,{{color|id=504|攻击类型：}}魔法<br>{{color|id=504|攻击属性：}}无<br>{{color|id=504|评级：}}★★<br>,冥鬼之眼等妖异使用的诅咒。<br>可以找出特定成长阶段的对手的心灵破绽，污染对方的精神，以此停止其生命活动。魔法名中的“级”字可能是什么地方对成长阶段的叫法……,4,6,0,0,True,False,False,True,False,False,False,False,False,False,False,False
33,39,63833,{{color|id=504|攻击类型：}}魔法<br>{{color|id=504|攻击属性：}}无<br>{{color|id=504|评级：}}★<br>,新大陆的妖异使用的青魔法。<br>作为信仰月亮的少数部族的神而君临于世的妖异，为了支配信徒所利用的某种可以使精神亢奋的笛声。,2,0,0,0,False,True,False,False,False,False,False,False,False,False,False,False
34,42,63834,{{color|id=504|攻击类型：}}魔法<br>{{color|id=504|攻击属性：}}无<br>{{color|id=504|评级：}}★★★★<br>,新大陆的妖异使用的青魔法。<br>是一种强有力的诅咒，对敌人宣言其生命所剩无几，通过暗示来实行咒杀。只不过由于可以左右生死的效果过于强力，所以成功率也相应的很低。,2,0,0,0,True,False,False,False,False,False,False,False,False,False,False,True
35,30,63835,{{color|id=504|攻击类型：}}魔法<br>{{color|id=504|攻击属性：}}无<br>{{color|id=504|评级：}}★★★★<br>,新大陆的海洋生物使用的青魔法。<br>皮肤很薄的海洋生物为了保护自身而进化出了高超的以太操纵技术。将用于攻击的以太分出一部分加强防御，创造出可以保护自身的魔法障壁。,2,0,0,0,False,True,False,False,False,False,False,False,False,False,False,False
36,16,63836,{{color|id=504|攻击类型：}}魔法<br>{{color|id=504|攻击属性：}}冰<br>{{color|id=504|评级：}}★<br>,部分妖异使用的青魔法。<br>是一种对施术者自身施加的诅咒，会将敌人对自己的敌意转换为冰属性以太，凝成冰柱反射出去。,1,54,0,0,False,True,True,False,False,False,False,False,False,False,False,False
37,33,63837,{{color|id=504|攻击类型：}}魔法<br>{{color|id=504|攻击属性：}}冰<br>{{color|id=504|评级：}}★★<br>,奇美拉使用的青魔法。<br>据说是合成时所用的原产自极北之地的山羊为保护自己不受冰雪侵袭而练就了冰属性以太操控能力，后来将这种能力发展成了攻击手段。,4,12,0,0,True,False,False,True,False,False,False,False,False,False,False,False
38,34,63838,{{color|id=504|攻击类型：}}魔法<br>{{color|id=504|攻击属性：}}雷<br>{{color|id=504|评级：}}★★<br>,奇美拉使用的青魔法。<br>据说是通过合成擅长操控雷电的龙族而使奇美拉获得的能力。使用时会在周围引发激烈的放电现象。,4,12,0,0,True,False,False,False,True,False,False,False,False,False,False,False
39,43,63839,{{color|id=504|攻击类型：}}魔法<br>{{color|id=504|攻击属性：}}无<br>{{color|id=504|评级：}}★★<br>,蝾螈擅长的青魔法。<br>利用放出魔力时的发光现象来暂时夺取敌人的视力。将融入恶意的光线进行漫反射，致使敌人陷入魔力过敏状态。,1,67,0,0,True,False,False,False,False,False,False,False,False,False,False,False
40,37,63840,{{color|id=504|攻击类型：}}魔法<br>{{color|id=504|攻击属性：}}无<br>{{color|id=504|评级：}}★★★<br>,克拉肯使用的青魔法。<br>将青魔法水炮进一步强化，向魔力聚集出的水分中加入不纯物质，制造出魔法的墨汁并发射，可以遮蔽敌人的视野。,4,28,0,0,True,False,False,False,False,False,True,False,False,False,False,False
41,24,63841,{{color|id=504|攻击类型：}}物理突刺<br>{{color|id=504|攻击属性：}}无<br>{{color|id=504|评级：}}★<br>,碧企鹅擅长的青魔法。<br>把捕食时吞下的鱼一口气喷射出来，以此来惊吓敌人。用青魔法再现这个过程则是喷射出魔力制造的鱼，在施加冲击的同时来使对方动摇。,1,32,0,0,True,False,False,False,False,True,False,False,False,False,False,False
42,29,63842,{{color|id=504|攻击类型：}}魔法<br>{{color|id=504|攻击属性：}}无<br>{{color|id=504|评级：}}★★★★<br>,龟甲龙擅长的青魔法。<br>操纵土属性以太来展开含有金属成分的魔法障壁，以此来强化铠甲和服装。不过由于重量增加会导致强化效果中无法移动。,4,25,0,0,False,True,False,False,False,False,False,False,False,False,False,False
43,38,63843,{{color|id=504|攻击类型：}}物理突刺<br>{{color|id=504|攻击属性：}}火<br>{{color|id=504|评级：}}★★★<br>,从新大陆的辉鳞人身上继承而来的战斗技术。<br>向投枪里注入火属性以太后进行投掷的技巧。青魔法中则需要用魔力制造出投枪进行再现。,4,30,0,0,True,False,False,False,False,False,False,False,False,False,False,False
44,44,63844,{{color|id=504|攻击类型：}}魔法<br>{{color|id=504|攻击属性：}}风<br>{{color|id=504|评级：}}★★★★★<br>,迦楼罗的绝招。<br>散布魔法羽毛的同时引发暴风来撕裂敌人。通过对敌人造成无数的裂伤来维持持续的疼痛感，十分冷酷无情。,4,65,0,0,True,False,False,False,False,False,False,False,False,False,False,False
45,45,63845,{{color|id=504|攻击类型：}}魔法<br>{{color|id=504|攻击属性：}}火<br>{{color|id=504|评级：}}★★★★★<br>,伊弗利特的绝招。<br>操纵地脉来增强火属性之力，从而使地面上出现火柱。那副光景仿佛火山喷发。,4,63,0,0,True,False,False,False,False,False,False,False,False,False,False,False
46,46,63846,{{color|id=504|攻击类型：}}物理打击<br>{{color|id=504|攻击属性：}}土<br>{{color|id=504|评级：}}★★★★★<br>,泰坦的绝招。<br>通过放出强力的土属性以太来制造出岩石块，给予敌人剧烈的打击。如同山崩地裂般的可怕光景导致的冲击感无法估量。,4,64,0,0,True,False,False,False,False,False,False,False,False,False,False,False
47,47,63847,{{color|id=504|攻击类型：}}魔法<br>{{color|id=504|攻击属性：}}雷<br>{{color|id=504|评级：}}★★★★★<br>,拉姆的绝招。<br>从空中放出强有力的落雷。其电压远高于自然现象所产生的雷电，其轨迹仿佛是巨大的战锤落下般贯穿敌人。,4,78,0,0,True,False,False,False,False,False,False,False,False,False,False,False
48,48,63848,{{color|id=504|攻击类型：}}魔法<br>{{color|id=504|攻击属性：}}冰<br>{{color|id=504|评级：}}★★★★★<br>,希瓦的绝招。<br>制造出魔法的弓，放出冰柱箭雨。这一技能受到了冰之巫女伊塞勒在尾羽集落见到的猎人箭术的深刻影响。,4,80,0,0,True,False,False,False,False,False,False,False,False,False,False,False
49,49,63849,{{color|id=504|攻击类型：}}魔法<br>{{color|id=504|攻击属性：}}水<br>{{color|id=504|评级：}}★★★★★<br>,利维亚桑的绝招。<br>收集大气中的水分来制造蕴含魔力的水膜。这层如同面纱般的水膜既是反弹伤害的魔法镜，也是保护施术者的盾。,4,73,0,0,False,True,False,False,False,False,False,False,False,False,False,False
50,50,63851,{{color|id=504|攻击类型：}}魔法<br>{{color|id=504|攻击属性：}}风<br>{{color|id=504|评级：}}★★<br>,狮鹫使用的青魔法。<br>主要是在争夺地盘抵御外敌的时候使用的魔法，有如阿巴拉提亚山脉高地的劲风般强烈。,4,36,0,0,True,False,False,False,False,False,False,False,False,False,False,False
51,51,63852,{{color|id=504|攻击类型：}}魔法<br>{{color|id=504|攻击属性：}}水<br>{{color|id=504|评级：}}★★★<br>,有生命活水的特殊攻击。<br>机械装置“水合核心”通过操控流体创造了激流。如果能用魔法进行再现，就算再巨大的敌人也都可以冲走了。,4,114,0,0,True,False,False,False,False,False,False,False,False,False,False,False
52,52,63853,{{color|id=504|攻击类型：}}魔法<br>{{color|id=504|攻击属性：}}冰<br>{{color|id=504|评级：}}★★★★<br>,雪人使用的青魔法。<br>将体内生成的冰冷媒介融入吐息之中，就可以产生有如狂风暴雪般的冷风。如果吹向被水毒侵蚀的敌人，则可以使其从体内开始全身冰冻。,1,2200,69269,69268,True,False,False,True,False,False,False,False,False,False,False,False
53,53,63854,{{color|id=504|攻击类型：}}魔法<br>{{color|id=504|攻击属性：}}雷<br>{{color|id=504|评级：}}★★<br>,大海蛇使用的青魔法。<br>将积累的雷属性以太与吐出的水块结合，使其成为带电水块。它可以使猎物变虚弱从而便于捕获。,1,2100,0,0,True,False,False,False,False,False,False,False,False,False,False,False
54,54,63855,{{color|id=504|攻击类型：}}物理斩击<br>{{color|id=504|攻击属性：}}无<br>{{color|id=504|评级：}}★★<br>,装甲人偶的特殊攻击。<br>如闪光般快速挥动长枪型的武器，从而横扫前方的敌人。如果要用青魔法再现这种攻击，需要从生成以太长枪开始。,4,112,0,0,True,False,False,False,False,False,False,False,False,False,False,False
55,55,63856,{{color|id=504|攻击类型：}}物理突刺<br>{{color|id=504|攻击属性：}}无<br>{{color|id=504|评级：}}★★★★<br>,上级恶魔的绝招。<br>通过以太炼成无数的剑，从各个方位刺向敌人。这也可以通过刺伤敌人的神经系统，使其产生麻痹。,4,31,0,0,True,False,False,False,True,False,False,False,False,False,False,False
56,56,63857,{{color|id=504|攻击类型：}}魔法<br>{{color|id=504|攻击属性：}}无<br>{{color|id=504|评级：}}★<br>,猴面雀使用的青魔法。<br>听到这奇妙的叫声后会有一种领悟了宇宙神秘的感觉。因为宇宙的情报量过多大脑处理不过来，所以会陷入深沉的睡眠。,1,2100,0,0,True,False,False,False,False,False,False,False,True,False,False,False
57,57,63858,{{color|id=504|攻击类型：}}魔法<br>{{color|id=504|攻击属性：}}无<br>{{color|id=504|评级：}}★★<br>,疫虫等魔物使用的青魔法。<br>通过震动身体的一部分，发出令人不适的音波。据说该震动发出的音波能打消一部分以太波长，从而解除部分强化魔法。,1,2101,0,0,True,False,False,False,False,False,False,False,False,False,False,False
58,58,63859,{{color|id=504|攻击类型：}}魔法<br>{{color|id=504|攻击属性：}}无<br>{{color|id=504|评级：}}★★★<br>,部分莫古力使用的治疗魔法。<br>原理和幻术的治疗没有区别，不过理论却很随便。大概就是用头上的绒球聚集魔力，然后随便一用就可以治疗他人了。,4,66,0,0,False,True,False,False,False,False,False,False,False,False,False,False
59,59,63860,{{color|id=504|攻击类型：}}魔法<br>{{color|id=504|攻击属性：}}无<br>{{color|id=504|评级：}}★★★★<br>,部分哥布林使用的青魔法。<br>科学家集团青蓝之手在用科学原理研究分析魔法的过程中创造出的新魔法，通过在身体表面展开如皮肤般轻薄的魔法障壁，可以吸收外界带来的冲击。,1,2001,0,0,False,True,False,False,False,False,False,False,False,False,False,False
60,60,63861,{{color|id=504|攻击类型：}}魔法<br>{{color|id=504|攻击属性：}}无<br>{{color|id=504|评级：}}★★<br>,比布鲁斯等魔物使用的青魔法。<br>用物理或魔法的锤子敲打敌人头部，使其变得虚脱，从而强制放出体内的魔力，是非常可怕的招式。,4,196,0,0,True,True,False,False,False,False,False,False,False,False,False,False
61,61,63862,{{color|id=504|攻击类型：}}魔法<br>{{color|id=504|攻击属性：}}无<br>{{color|id=504|评级：}}★<br>,鹰蜂女王使用的青魔法。<br>通过释放特殊的荷尔蒙，可以命令蜂群守护自己。学会此青魔法后，经常会把队友看成肉盾。,4,41,0,0,False,True,False,False,False,False,False,False,False,False,False,False
62,62,63863,{{color|id=504|攻击类型：}}魔法<br>{{color|id=504|攻击属性：}}无<br>{{color|id=504|评级：}}★<br>,智蛙使用的青魔法。<br>这魔法之歌可以将周围敌人的仇恨瞬间聚集到自己身上。假扮成普通的青蛙，以傻傻的音调放声歌唱即可。,1,2001,69272,69271,True,False,False,False,False,False,False,False,False,False,False,False
63,63,63864,{{color|id=504|攻击类型：}}魔法<br>{{color|id=504|攻击属性：}}风<br>{{color|id=504|评级：}}★★★★<br>,祖使用的青魔法。<br>挥动巨大翅膀产生的冲击波，在风属性以太的操控下压缩成了风刃飞向敌人。其威力有如名刀一击。,4,17,0,0,True,False,False,False,False,False,False,False,False,False,False,False
64,64,63865,{{color|id=504|攻击类型：}}魔法<br>{{color|id=504|攻击属性：}}无<br>{{color|id=504|评级：}}★★★<br>,长颈驼使用的青魔法。<br>通过自我暗示提升力量，是一种强化魔法。繁殖期的长颈驼会一边发出口笛的声音，一边用该魔法强化自己，以向异性展示自己。,1,2100,69270,69269,False,True,False,False,False,False,False,False,False,False,False,False
65,65,63866,{{color|id=504|攻击类型：}}魔法<br>{{color|id=504|攻击属性：}}无<br>{{color|id=504|评级：}}★★<br>,捕获异端者用人偶骑士的特殊攻击。<br>通过照射特定波长的以太，可以侵蚀对方的肉体，使其动作变得迟缓。如果对方精神也被侵蚀，那么威力会更加强大。,4,34,0,0,True,False,True,False,False,False,False,False,False,False,False,False
66,66,63867,{{color|id=504|攻击类型：}}魔法<br>{{color|id=504|攻击属性：}}无<br>{{color|id=504|评级：}}★★<br>,拷问异端者用人偶骑士的特殊攻击。<br>通过照射特定波长的以太，可以侵蚀对方的精神，从而夺取对方行动的自由。如果对方肉体也被侵蚀，那么威力会更加强大。,4,34,0,0,True,False,False,False,False,False,False,False,False,True,False,False
67,67,63868,{{color|id=504|攻击类型：}}魔法<br>{{color|id=504|攻击属性：}}无<br>{{color|id=504|评级：}}★★★★<br>,部分妖异使用的青魔法。<br>侵蚀成长到特定阶段的对象，对他们的心灵与精神进行污染，强制停止肉体的自净作用，夺取他们的性命。宛如死神般的招式。,4,31,0,0,True,False,False,False,False,False,False,False,False,False,False,True
68,68,63869,{{color|id=504|攻击类型：}}魔法<br>{{color|id=504|攻击属性：}}无<br>{{color|id=504|评级：}}★★<br>,模仿魔导兵器攻击方式的青魔法。<br>发射用魔力创造出的幻影导弹，让敌人产生错觉以为自己被攻击了。错觉越是强烈，实际受到的伤害就越大。,4,219,0,0,True,False,False,False,False,False,False,False,False,False,False,True
69,69,63870,{{color|id=504|攻击类型：}}魔法<br>{{color|id=504|攻击属性：}}无<br>{{color|id=504|评级：}}★★★★<br>,模仿蛮神兵器使用的破坏光线的青魔法。<br>用极细的热光线将目标的神经系统与动力传达系统烧毁，从而夺取对方行动的自由。重要的是，只要能够攻击到对方，无论多少次都能夺取对方行动的自由。,4,115,0,0,True,False,False,False,False,False,False,True,False,False,False,False
70,70,63871,{{color|id=504|攻击类型：}}魔法<br>{{color|id=504|攻击属性：}}无<br>{{color|id=504|评级：}}★<br>,某种仙人刺使用的青魔法。<br>偶尔会有仙人刺将自己的魔力献给拥有更多种子的仙人刺。这是它们在严酷的荒野中为了让种族延续而获得的某种本能。,4,26,0,0,False,True,False,False,False,False,False,False,False,False,False,False
71,71,63872,{{color|id=504|攻击类型：}}物理打击<br>{{color|id=504|攻击属性：}}无<br>{{color|id=504|评级：}}★★<br>,瓦拉其族代代相传的攻击魔法。<br>濒死状态下才能发挥该魔法的真正威力，主要是利用了攻击者濒死时心理产生的负荷，从而大幅提升攻击威力。该青魔法源自哪种生物则是族里的秘密。,2,0,0,0,True,False,False,False,False,False,False,False,False,False,False,False
72,72,63873,{{color|id=504|攻击类型：}}魔法<br>{{color|id=504|攻击属性：}}无<br>{{color|id=504|评级：}}★★★★<br>,瓦拉其族代代相传的复活魔法。<br>将像天使一样的使魔作为媒介把魔力注入对象，可以使其复活。不过，瓦拉其族的宗教信仰中没有天使，有关天使的起源仍是谜团。,2,0,0,0,False,True,False,False,False,False,False,False,False,False,False,False
73,73,63874,{{color|id=504|攻击类型：}}魔法<br>{{color|id=504|攻击属性：}}无<br>{{color|id=504|评级：}}★★<br>,瓦魔蛾使用的青魔法。<br>通过活化自身的治癒能力，可以排除体内的代谢物和毒素。使用此魔法后，会有一种类似蜕皮的感觉。,1,2100,69271,69270,False,True,False,False,False,False,False,False,False,False,False,False
74,74,63875,{{color|id=504|攻击类型：}}魔法<br>{{color|id=504|攻击属性：}}雷<br>{{color|id=504|评级：}}★★★<br>,古老双足飞龙使用的青魔法。<br>将云中飞行时积攒的雷电逆流放出。被击中的人会一时间有如重物压身般，无法正常行动。,4,39,0,0,True,False,False,False,False,False,False,False,False,False,True,False
75,75,63876,{{color|id=504|攻击类型：}}魔法<br>{{color|id=504|攻击属性：}}无<br>{{color|id=504|评级：}}★<br>,野生生物的捕食行动。<br>不过运用到青魔法时不是直接吸取对方的血肉，而是夺取对方的以太。可以恢复自身的体力以及暂时提高自己的最大体力。,4,93,0,0,True,True,False,False,False,False,False,False,False,False,False,False
76,76,63877,{{color|id=504|攻击类型：}}魔法<br>{{color|id=504|攻击属性：}}无<br>{{color|id=504|评级：}}★★★<br>,自走人偶抄写员使用的特殊魔法。<br>调查对方的弱点，暂时扩大弱点范围。某人偶师为了调查对象是否有外遇而制作的自走人偶，调查弱点的功能纯属偶然。,4,196,0,0,True,False,False,False,False,False,False,False,False,False,False,False
