key,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24
8,"手まねきする","emote/comeon","","","","","","",False,False,False,"全般","EmoteMode#0",False,True,False,False,False,5101,"/beckon","ui/icon/064000/064008.tex","<If(PlayerParameter(7))><Sheet(ObjStr,PlayerParameter(7),0)/><Else/>ObjectParameter(2)</If>は<If(PlayerParameter(8))><Sheet(ObjStr,PlayerParameter(8),0)/><Else/>ObjectParameter(3)</If>に手まねきした。","<If(PlayerParameter(7))><Sheet(ObjStr,PlayerParameter(7),0)/><Else/>ObjectParameter(2)</If>は手まねきした。",0,1
9,"なぐさめる","emote/comfort","","","emote/u_comfort","emote/u_comfort","","",True,True,True,"全般","EmoteMode#0",False,True,False,False,False,1007,"/comfort","ui/icon/064000/064009.tex","<If(PlayerParameter(7))><Sheet(ObjStr,PlayerParameter(7),0)/><Else/>ObjectParameter(2)</If>は<If(PlayerParameter(8))><Sheet(ObjStr,PlayerParameter(8),0)/><Else/>ObjectParameter(3)</If>をなぐさめた。","<If(PlayerParameter(7))><Sheet(ObjStr,PlayerParameter(7),0)/><Else/>ObjectParameter(2)</If>はなぐさめた。",0,1
10,"泣く","emote/cry","","","emote/u_cry","emote/u_cry","","",True,True,True,"全般","EmoteMode#0",False,True,False,False,False,5002,"/cry","ui/icon/064000/064010.tex","<If(PlayerParameter(7))><Sheet(ObjStr,PlayerParameter(7),0)/><Else/>ObjectParameter(2)</If>は<If(PlayerParameter(8))><Sheet(ObjStr,PlayerParameter(8),0)/><Else/>ObjectParameter(3)</If>に泣いてみせた。","<If(PlayerParameter(7))><Sheet(ObjStr,PlayerParameter(7),0)/><Else/>ObjectParameter(2)</If>は泣いた。",0,1
11,"踊る","emote/dance","","","","","","",False,False,False,"全般","EmoteMode#0",False,True,False,False,False,1013,"/dance","ui/icon/064000/064011.tex","<If(PlayerParameter(7))><Sheet(ObjStr,PlayerParameter(7),0)/><Else/>ObjectParameter(2)</If>は<If(PlayerParameter(8))><Sheet(ObjStr,PlayerParameter(8),0)/><Else/>ObjectParameter(3)</If>に踊ってみせた。","<If(PlayerParameter(7))><Sheet(ObjStr,PlayerParameter(7),0)/><Else/>ObjectParameter(2)</If>は踊った。",0,1
12,"問い詰める","emote/doubt","","","","","","",False,False,False,"全般","EmoteMode#0",False,True,False,False,False,5016,"/doubt","ui/icon/064000/064012.tex","<If(PlayerParameter(7))><Sheet(ObjStr,PlayerParameter(7),0)/><Else/>ObjectParameter(2)</If>は<If(PlayerParameter(8))><Sheet(ObjStr,PlayerParameter(8),0)/><Else/>ObjectParameter(3)</If>を問い詰めた。","<If(PlayerParameter(7))><Sheet(ObjStr,PlayerParameter(7),0)/><Else/>ObjectParameter(2)</If>は問い詰めた。",0,1
13,"居眠りする","emote/doze","","emote/j_doze","emote/s_doze","emote/u_doze","","",True,True,True,"全般","EmoteMode#0",False,True,False,False,False,5107,"/doze","ui/icon/064000/064013.tex","<If(PlayerParameter(7))><Sheet(ObjStr,PlayerParameter(7),0)/><Else/>ObjectParameter(2)</If>は<If(PlayerParameter(8))><Sheet(ObjStr,PlayerParameter(8),0)/><Else/>ObjectParameter(3)</If>に居眠りしてみせた。","<If(PlayerParameter(7))><Sheet(ObjStr,PlayerParameter(7),0)/><Else/>ObjectParameter(2)</If>は居眠りした。",0,1
14,"悔しがる","emote/fume","","","","","","",False,False,False,"全般","EmoteMode#0",False,True,False,False,False,5004,"/fume","ui/icon/064000/064014.tex","<If(PlayerParameter(7))><Sheet(ObjStr,PlayerParameter(7),0)/><Else/>ObjectParameter(2)</If>は<If(PlayerParameter(8))><Sheet(ObjStr,PlayerParameter(8),0)/><Else/>ObjectParameter(3)</If>に悔しがってみせた。","<If(PlayerParameter(7))><Sheet(ObjStr,PlayerParameter(7),0)/><Else/>ObjectParameter(2)</If>は悔しがった。",0,1
15,"さようなら","emote/goodbye","","emote/j_goodbye","emote/u_goodbye","emote/u_goodbye","","",True,True,True,"全般","EmoteMode#0",False,True,False,False,False,6,"/goodbye","ui/icon/064000/064015.tex","<If(PlayerParameter(7))><Sheet(ObjStr,PlayerParameter(7),0)/><Else/>ObjectParameter(2)</If>は<If(PlayerParameter(8))><Sheet(ObjStr,PlayerParameter(8),0)/><Else/>ObjectParameter(3)</If>に別れの挨拶をした。","<If(PlayerParameter(7))><Sheet(ObjStr,PlayerParameter(7),0)/><Else/>ObjectParameter(2)</If>は別れの挨拶をした。",0,1
16,"手を振る","emote/goodbye_st","","emote/j_goodbye_st","emote/s_goodbye_st","emote/u_goodbye_st","","",True,True,True,"全般","EmoteMode#0",False,True,False,False,False,7,"/wave","ui/icon/064000/064016.tex","<If(PlayerParameter(7))><Sheet(ObjStr,PlayerParameter(7),0)/><Else/>ObjectParameter(2)</If>は<If(PlayerParameter(8))><Sheet(ObjStr,PlayerParameter(8),0)/><Else/>ObjectParameter(3)</If>に手を振った。","<If(PlayerParameter(7))><Sheet(ObjStr,PlayerParameter(7),0)/><Else/>ObjectParameter(2)</If>は手を振った。",0,1
17,"呆れる","emote/huh","","emote/j_huh","emote/s_huh","emote/u_huh","","",True,True,True,"全般","EmoteMode#0",False,True,False,False,False,5011,"/huh","ui/icon/064000/064017.tex","<If(PlayerParameter(7))><Sheet(ObjStr,PlayerParameter(7),0)/><Else/>ObjectParameter(2)</If>は<If(PlayerParameter(8))><Sheet(ObjStr,PlayerParameter(8),0)/><Else/>ObjectParameter(3)</If>に呆れた。","<If(PlayerParameter(7))><Sheet(ObjStr,PlayerParameter(7),0)/><Else/>ObjectParameter(2)</If>は呆れた。",0,1
18,"喜ぶ","emote/joy","","","emote/u_joy","emote/u_joy","","",True,True,True,"全般","EmoteMode#0",False,True,False,False,False,1002,"/joy","ui/icon/064000/064018.tex","<If(PlayerParameter(7))><Sheet(ObjStr,PlayerParameter(7),0)/><Else/>ObjectParameter(2)</If>は<If(PlayerParameter(8))><Sheet(ObjStr,PlayerParameter(8),0)/><Else/>ObjectParameter(3)</If>に喜んでみせた。","<If(PlayerParameter(7))><Sheet(ObjStr,PlayerParameter(7),0)/><Else/>ObjectParameter(2)</If>は喜んだ。",0,1
19,"ひざまずく","emote/kneel","","","","","","",False,False,False,"全般","EmoteMode#0",False,True,False,False,False,8,"/kneel","ui/icon/064000/064019.tex","<If(PlayerParameter(7))><Sheet(ObjStr,PlayerParameter(7),0)/><Else/>ObjectParameter(2)</If>は<If(PlayerParameter(8))><Sheet(ObjStr,PlayerParameter(8),0)/><Else/>ObjectParameter(3)</If>の前にひざまずいた。","<If(PlayerParameter(7))><Sheet(ObjStr,PlayerParameter(7),0)/><Else/>ObjectParameter(2)</If>はひざまずいた。",0,1
20,"笑う","emote/laugh","","emote/j_laugh","emote/s_laugh","emote/u_laugh","","",True,True,True,"全般","EmoteMode#0",False,True,False,False,False,1000,"/chuckle","ui/icon/064000/064020.tex","<If(PlayerParameter(7))><Sheet(ObjStr,PlayerParameter(7),0)/><Else/>ObjectParameter(2)</If>は<If(PlayerParameter(8))><Sheet(ObjStr,PlayerParameter(8),0)/><Else/>ObjectParameter(3)</If>を笑った。","<If(PlayerParameter(7))><Sheet(ObjStr,PlayerParameter(7),0)/><Else/>ObjectParameter(2)</If>は笑った。",0,1
21,"大笑いする","emote/laugh_st","","emote/j_laugh_st","emote/s_laugh_st","emote/u_laugh_st","","",True,True,True,"全般","EmoteMode#0",False,True,False,False,False,1001,"/laugh","ui/icon/064000/064021.tex","<If(PlayerParameter(7))><Sheet(ObjStr,PlayerParameter(7),0)/><Else/>ObjectParameter(2)</If>は<If(PlayerParameter(8))><Sheet(ObjStr,PlayerParameter(8),0)/><Else/>ObjectParameter(3)</If>のことを大笑いした。","<If(PlayerParameter(7))><Sheet(ObjStr,PlayerParameter(7),0)/><Else/>ObjectParameter(2)</If>は大笑いした。",0,1
22,"見わたす","emote/lookout","","emote/add_lookout","emote/add_lookout","emote/add_lookout","","",True,True,True,"全般","EmoteMode#0",False,True,False,False,False,5111,"/lookout","ui/icon/064000/064022.tex","<If(PlayerParameter(7))><Sheet(ObjStr,PlayerParameter(7),0)/><Else/>ObjectParameter(2)</If>は<If(PlayerParameter(8))><Sheet(ObjStr,PlayerParameter(8),0)/><Else/>ObjectParameter(3)</If>を探すように辺りを見わたした。","<If(PlayerParameter(7))><Sheet(ObjStr,PlayerParameter(7),0)/><Else/>ObjectParameter(2)</If>は辺りを見わたした。",0,1
23,"アピール","emote/me","","","emote/u_me","emote/u_me","","",True,True,True,"全般","EmoteMode#0",False,True,False,False,False,5113,"/me","ui/icon/064000/064023.tex","<If(PlayerParameter(7))><Sheet(ObjStr,PlayerParameter(7),0)/><Else/>ObjectParameter(2)</If>は<If(PlayerParameter(8))><Sheet(ObjStr,PlayerParameter(8),0)/><Else/>ObjectParameter(3)</If>にアピールしてみせた。","<If(PlayerParameter(7))><Sheet(ObjStr,PlayerParameter(7),0)/><Else/>ObjectParameter(2)</If>はアピールしてみせた。",0,1
24,"首を横に振る","emote/no","","emote/add_no","emote/add_no","emote/add_no","","",True,True,True,"全般","EmoteMode#0",False,True,False,False,False,5000,"/no","ui/icon/064000/064024.tex","<If(PlayerParameter(7))><Sheet(ObjStr,PlayerParameter(7),0)/><Else/>ObjectParameter(2)</If>は<If(PlayerParameter(8))><Sheet(ObjStr,PlayerParameter(8),0)/><Else/>ObjectParameter(3)</If>に首を横に振ってみせた。","<If(PlayerParameter(7))><Sheet(ObjStr,PlayerParameter(7),0)/><Else/>ObjectParameter(2)</If>は首を横に振った。",0,1
25,"否定する","emote/no_st","","emote/add_no_st","emote/u_no_st","emote/u_no_st","","",True,True,True,"全般","EmoteMode#0",False,True,False,False,False,5001,"/deny","ui/icon/064000/064025.tex","<If(PlayerParameter(7))><Sheet(ObjStr,PlayerParameter(7),0)/><Else/>ObjectParameter(2)</If>は<If(PlayerParameter(8))><Sheet(ObjStr,PlayerParameter(8),0)/><Else/>ObjectParameter(3)</If>に否定してみせた。","<If(PlayerParameter(7))><Sheet(ObjStr,PlayerParameter(7),0)/><Else/>ObjectParameter(2)</If>は否定した。",0,1
26,"慌てる","emote/panic","","","","","","",False,False,False,"全般","EmoteMode#0",False,True,False,False,False,5005,"/panic","ui/icon/064000/064026.tex","<If(PlayerParameter(7))><Sheet(ObjStr,PlayerParameter(7),0)/><Else/>ObjectParameter(2)</If>は<If(PlayerParameter(8))><Sheet(ObjStr,PlayerParameter(8),0)/><Else/>ObjectParameter(3)</If>に慌ててみせた。","<If(PlayerParameter(7))><Sheet(ObjStr,PlayerParameter(7),0)/><Else/>ObjectParameter(2)</If>は慌てた。",0,1
27,"指さす","emote/point","","","emote/u_point","emote/u_point","","",True,True,True,"全般","EmoteMode#0",False,True,False,False,False,5108,"/point","ui/icon/064000/064027.tex","<If(PlayerParameter(7))><Sheet(ObjStr,PlayerParameter(7),0)/><Else/>ObjectParameter(2)</If>は<If(PlayerParameter(8))><Sheet(ObjStr,PlayerParameter(8),0)/><Else/>ObjectParameter(3)</If>を指さした。","<If(PlayerParameter(7))><Sheet(ObjStr,PlayerParameter(7),0)/><Else/>ObjectParameter(2)</If>は指さした。",0,1
28,"つつく","emote/poke","","","emote/u_poke","emote/u_poke","","emote_ajust/u_poke",True,True,True,"全般","EmoteMode#0",False,True,False,False,False,5109,"/poke","ui/icon/064000/064028.tex","<If(PlayerParameter(7))><Sheet(ObjStr,PlayerParameter(7),0)/><Else/>ObjectParameter(2)</If>は<If(PlayerParameter(8))><Sheet(ObjStr,PlayerParameter(8),0)/><Else/>ObjectParameter(3)</If>をつついた。","<If(PlayerParameter(7))><Sheet(ObjStr,PlayerParameter(7),0)/><Else/>ObjectParameter(2)</If>はつついた。",0,1
29,"称賛する","emote/praise","","emote/j_praise","emote/u_praise","emote/u_praise","","",True,True,True,"全般","EmoteMode#0",False,True,False,False,False,2003,"/congratulate","ui/icon/064000/064029.tex","<If(PlayerParameter(7))><Sheet(ObjStr,PlayerParameter(7),0)/><Else/>ObjectParameter(2)</If>は<If(PlayerParameter(8))><Sheet(ObjStr,PlayerParameter(8),0)/><Else/>ObjectParameter(3)</If>を称賛した。","<If(PlayerParameter(7))><Sheet(ObjStr,PlayerParameter(7),0)/><Else/>ObjectParameter(2)</If>は称賛した。",0,1
30,"活を入れる","emote/psych","","","","","","",False,False,False,"全般","EmoteMode#0",False,True,False,False,False,1008,"/psych","ui/icon/064000/064030.tex","<If(PlayerParameter(7))><Sheet(ObjStr,PlayerParameter(7),0)/><Else/>ObjectParameter(2)</If>は<If(PlayerParameter(8))><Sheet(ObjStr,PlayerParameter(8),0)/><Else/>ObjectParameter(3)</If>に活を入れた。","<If(PlayerParameter(7))><Sheet(ObjStr,PlayerParameter(7),0)/><Else/>ObjectParameter(2)</If>は活を入れた。",0,1
31,"敬礼する","emote/salute","","","emote/u_salute","emote/u_salute","","",True,True,True,"全般","EmoteMode#0",False,True,False,False,False,9,"/salute","ui/icon/064000/064031.tex","<If(PlayerParameter(7))><Sheet(ObjStr,PlayerParameter(7),0)/><Else/>ObjectParameter(2)</If>は<If(PlayerParameter(8))><Sheet(ObjStr,PlayerParameter(8),0)/><Else/>ObjectParameter(3)</If>に敬礼した。","<If(PlayerParameter(7))><Sheet(ObjStr,PlayerParameter(7),0)/><Else/>ObjectParameter(2)</If>は敬礼した。",0,1
32,"動転する","emote/shocked","","","emote/u_shocked","emote/u_shocked","","",True,True,True,"全般","EmoteMode#0",False,True,False,False,False,5012,"/shocked","ui/icon/064000/064032.tex","<If(PlayerParameter(7))><Sheet(ObjStr,PlayerParameter(7),0)/><Else/>ObjectParameter(2)</If>は<If(PlayerParameter(8))><Sheet(ObjStr,PlayerParameter(8),0)/><Else/>ObjectParameter(3)</If>に動転してみせた。","<If(PlayerParameter(7))><Sheet(ObjStr,PlayerParameter(7),0)/><Else/>ObjectParameter(2)</If>は動転した。",0,1
33,"肩をすくめる","emote/shrug","","","emote/u_shrug","emote/u_shrug","","",True,True,True,"全般","EmoteMode#0",False,True,False,False,False,5013,"/shrug","ui/icon/064000/064033.tex","<If(PlayerParameter(7))><Sheet(ObjStr,PlayerParameter(7),0)/><Else/>ObjectParameter(2)</If>は<If(PlayerParameter(8))><Sheet(ObjStr,PlayerParameter(8),0)/><Else/>ObjectParameter(3)</If>に肩をすくめてみせた。","<If(PlayerParameter(7))><Sheet(ObjStr,PlayerParameter(7),0)/><Else/>ObjectParameter(2)</If>は肩をすくめた。",0,1
34,"励ます","emote/slap","","","","","","",False,False,False,"全般","EmoteMode#0",False,True,False,False,False,1004,"/rally","ui/icon/064000/064034.tex","<If(PlayerParameter(7))><Sheet(ObjStr,PlayerParameter(7),0)/><Else/>ObjectParameter(2)</If>は<If(PlayerParameter(8))><Sheet(ObjStr,PlayerParameter(8),0)/><Else/>ObjectParameter(3)</If>を励ました。","<If(PlayerParameter(7))><Sheet(ObjStr,PlayerParameter(7),0)/><Else/>ObjectParameter(2)</If>は励ました。",0,1
35,"なだめる","emote/soothe","","","emote/u_soothe","emote/u_soothe","","",True,True,True,"全般","EmoteMode#0",False,True,False,False,False,1005,"/soothe","ui/icon/064000/064035.tex","<If(PlayerParameter(7))><Sheet(ObjStr,PlayerParameter(7),0)/><Else/>ObjectParameter(2)</If>は<If(PlayerParameter(8))><Sheet(ObjStr,PlayerParameter(8),0)/><Else/>ObjectParameter(3)</If>をなだめた。","<If(PlayerParameter(7))><Sheet(ObjStr,PlayerParameter(7),0)/><Else/>ObjectParameter(2)</If>はなだめた。",0,1
36,"よろめく","emote/stagger","","","","","","",False,False,False,"全般","EmoteMode#0",False,True,False,False,False,5014,"/stagger","ui/icon/064000/064036.tex","<If(PlayerParameter(7))><Sheet(ObjStr,PlayerParameter(7),0)/><Else/>ObjectParameter(2)</If>は<If(PlayerParameter(8))><Sheet(ObjStr,PlayerParameter(8),0)/><Else/>ObjectParameter(3)</If>によろめきかかった。","<If(PlayerParameter(7))><Sheet(ObjStr,PlayerParameter(7),0)/><Else/>ObjectParameter(2)</If>はよろめいた。",0,1
37,"伸びをする","emote/stretch","","","emote/u_stretch","emote/u_stretch","","",True,True,True,"全般","EmoteMode#0",False,True,False,False,False,5110,"/stretch","ui/icon/064000/064037.tex","<If(PlayerParameter(7))><Sheet(ObjStr,PlayerParameter(7),0)/><Else/>ObjectParameter(2)</If>は<If(PlayerParameter(8))><Sheet(ObjStr,PlayerParameter(8),0)/><Else/>ObjectParameter(3)</If>に伸びをしてみせた。","<If(PlayerParameter(7))><Sheet(ObjStr,PlayerParameter(7),0)/><Else/>ObjectParameter(2)</If>は伸びをした。",0,1
38,"すねる","emote/sulk","","","","","","",False,False,False,"全般","EmoteMode#0",False,True,False,False,False,5008,"/sulk","ui/icon/064000/064038.tex","<If(PlayerParameter(7))><Sheet(ObjStr,PlayerParameter(7),0)/><Else/>ObjectParameter(2)</If>は<If(PlayerParameter(8))><Sheet(ObjStr,PlayerParameter(8),0)/><Else/>ObjectParameter(3)</If>にすねてみせた。","<If(PlayerParameter(7))><Sheet(ObjStr,PlayerParameter(7),0)/><Else/>ObjectParameter(2)</If>はすねた。",0,1
39,"考える","emote/think","","emote/add_think","emote/u_think","emote/u_think","","",True,True,True,"全般","EmoteMode#0",False,True,False,False,False,5105,"/think","ui/icon/064000/064039.tex","<If(PlayerParameter(7))><Sheet(ObjStr,PlayerParameter(7),0)/><Else/>ObjectParameter(2)</If>は<If(PlayerParameter(8))><Sheet(ObjStr,PlayerParameter(8),0)/><Else/>ObjectParameter(3)</If>に考えてみせた。","<If(PlayerParameter(7))><Sheet(ObjStr,PlayerParameter(7),0)/><Else/>ObjectParameter(2)</If>は考えた。",0,1
40,"がっかりする","emote/upset","","emote/add_upset","emote/u_upset","emote/u_upset","","",True,True,True,"全般","EmoteMode#0",False,True,False,False,False,5006,"/upset","ui/icon/064000/064040.tex","<If(PlayerParameter(7))><Sheet(ObjStr,PlayerParameter(7),0)/><Else/>ObjectParameter(2)</If>は<If(PlayerParameter(8))><Sheet(ObjStr,PlayerParameter(8),0)/><Else/>ObjectParameter(3)</If>にがっかりしてみせた。","<If(PlayerParameter(7))><Sheet(ObjStr,PlayerParameter(7),0)/><Else/>ObjectParameter(2)</If>はがっかりした。",0,1
41,"歓迎する","emote/welcome","","","emote/u_welcome","emote/u_welcome","","",True,True,True,"全般","EmoteMode#0",False,True,False,False,False,4,"/welcome","ui/icon/064000/064041.tex","<If(PlayerParameter(7))><Sheet(ObjStr,PlayerParameter(7),0)/><Else/>ObjectParameter(2)</If>は<If(PlayerParameter(8))><Sheet(ObjStr,PlayerParameter(8),0)/><Else/>ObjectParameter(3)</If>を歓迎した。","<If(PlayerParameter(7))><Sheet(ObjStr,PlayerParameter(7),0)/><Else/>ObjectParameter(2)</If>は歓迎した。",0,1
42,"うなずく","emote/yes","","emote/add_yes","emote/add_yes","emote/add_yes","","",True,True,True,"全般","EmoteMode#0",False,True,False,False,False,2000,"/yes","ui/icon/064000/064042.tex","<If(PlayerParameter(7))><Sheet(ObjStr,PlayerParameter(7),0)/><Else/>ObjectParameter(2)</If>は<If(PlayerParameter(8))><Sheet(ObjStr,PlayerParameter(8),0)/><Else/>ObjectParameter(3)</If>にうなずいてみせた。","<If(PlayerParameter(7))><Sheet(ObjStr,PlayerParameter(7),0)/><Else/>ObjectParameter(2)</If>はうなずいた。",0,1
43,"肯定する","emote/yes_st","","emote/add_yes_st","emote/u_yes_st","emote/u_yes_st","","",True,True,True,"全般","EmoteMode#0",False,True,False,False,False,2001,"/thumbsup","ui/icon/064000/064043.tex","<If(PlayerParameter(7))><Sheet(ObjStr,PlayerParameter(7),0)/><Else/>ObjectParameter(2)</If>は<If(PlayerParameter(8))><Sheet(ObjStr,PlayerParameter(8),0)/><Else/>ObjectParameter(3)</If>に肯定してみせた。","<If(PlayerParameter(7))><Sheet(ObjStr,PlayerParameter(7),0)/><Else/>ObjectParameter(2)</If>は肯定した。",0,1
44,"自分を見る","emote/make_act","","","emote/u_make_act","emote/u_make_act","","",True,True,True,"全般","EmoteMode#0",False,True,False,False,False,5106,"/examineself","ui/icon/064000/064044.tex","<If(PlayerParameter(7))><Sheet(ObjStr,PlayerParameter(7),0)/><Else/>ObjectParameter(2)</If>は<If(PlayerParameter(8))><Sheet(ObjStr,PlayerParameter(8),0)/><Else/>ObjectParameter(3)</If>に自身の姿を披露した。","<If(PlayerParameter(7))><Sheet(ObjStr,PlayerParameter(7),0)/><Else/>ObjectParameter(2)</If>は自身の姿を確認した。",0,1
45,"ポーズをとる","emote/posing","","","","","","",False,False,False,"全般","EmoteMode#0",False,True,False,False,False,5099,"/pose","ui/icon/064000/064045.tex","<If(PlayerParameter(7))><Sheet(ObjStr,PlayerParameter(7),0)/><Else/>ObjectParameter(2)</If>は<If(PlayerParameter(8))><Sheet(ObjStr,PlayerParameter(8),0)/><Else/>ObjectParameter(3)</If>にポーズをとった。","<If(PlayerParameter(7))><Sheet(ObjStr,PlayerParameter(7),0)/><Else/>ObjectParameter(2)</If>はポーズをとった。",0,1
46,"投げキッス","emote/blowkiss","","","","","","",False,False,False,"全般","EmoteMode#0",False,True,False,False,False,1011,"/blowkiss","ui/icon/064000/064049.tex","<If(PlayerParameter(7))><Sheet(ObjStr,PlayerParameter(7),0)/><Else/>ObjectParameter(2)</If>は<If(PlayerParameter(8))><Sheet(ObjStr,PlayerParameter(8),0)/><Else/>ObjectParameter(3)</If>に投げキッスをした。","<If(PlayerParameter(7))><Sheet(ObjStr,PlayerParameter(7),0)/><Else/>ObjectParameter(2)</If>は投げキッスをした。",0,1
47,"土下座","emote/dogeza","","","","","","",False,False,False,"全般","EmoteMode#0",False,True,False,False,False,5017,"/grovel","ui/icon/064000/064051.tex","<If(PlayerParameter(7))><Sheet(ObjStr,PlayerParameter(7),0)/><Else/>ObjectParameter(2)</If>は<If(PlayerParameter(8))><Sheet(ObjStr,PlayerParameter(8),0)/><Else/>ObjectParameter(3)</If>に土下座した。","<If(PlayerParameter(7))><Sheet(ObjStr,PlayerParameter(7),0)/><Else/>ObjectParameter(2)</If>は土下座した。",0,1
48,"すごく喜ぶ","emote/joy_st","","","emote/u_joy_st","emote/u_joy_st","","",True,True,True,"全般","EmoteMode#0",False,True,False,False,False,1003,"/happy","ui/icon/064000/064052.tex","<If(PlayerParameter(7))><Sheet(ObjStr,PlayerParameter(7),0)/><Else/>ObjectParameter(2)</If>は<If(PlayerParameter(8))><Sheet(ObjStr,PlayerParameter(8),0)/><Else/>ObjectParameter(3)</If>にすごく喜んでみせた。","<If(PlayerParameter(7))><Sheet(ObjStr,PlayerParameter(7),0)/><Else/>ObjectParameter(2)</If>はすごく喜んだ。",0,1
