key,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35
52,"暗栗木木材",4,3,"绿松石",3,3,"白金锭",3,3,"巨龙革",4,3,"清漆",3,3,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0
53,"绿金锭",1,3,"深红高位附魔墨水",1,3,"灵银沙",1,3,"无属性水晶",1,3,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0
54,"绿金锭",1,3,"翠绿高位附魔墨水",1,3,"灵银沙",1,3,"无属性水晶",1,3,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0
55,"绿金锭",1,3,"碧蓝高位附魔墨水",1,3,"灵银沙",1,3,"无属性水晶",1,3,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0
100,"玄钢铆钉",3,3,"灵银锭",3,3,"玫瑰金锭",3,3,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0
101,"桦木木材",3,3,"白钛锭",3,3,"皇金附魔墨水",3,3,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0
102,"铁刀木角材",2,3,"水淙石",2,3,"硬银锭",2,3,"安菲瑟龙革",2,3,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0
105,"玄钢铆钉",3,3,"白钛锭",3,3,"硬银锭",3,3,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0
106,"桦木木材",3,3,"超硬加隆德钢",1,3,"皇金附魔墨水",3,3,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0
107,"铁刀木角材",1,3,"黄金锭",5,3,"水淙石",2,3,"安菲瑟龙革",2,3,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0
110,"精金铆钉",1,3,"光银锭",1,2,"硬银锭",3,3,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0
111,"樟木木材",1,3,"超硬加隆德钢",1,2,"皇金附魔墨水",3,3,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0
112,"铁刀木角材",1,3,"荒神钢锭",1,2,"贵橄榄石",1,2,"安菲瑟龙革",2,3,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0
500,"紫杉木材",6,3,"红木木材",6,3,"黑铁钉",6,3,"钴铁锭",6,3,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0
501,"云杉木材",6,3,"青铜铆钉",6,3,"秘银板",6,3,"绿金锭",6,3,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0
502,"钴铁铆钉",6,3,"玄钢板",6,3,"野猪革",6,3,"亚麻帆布",6,3,"清漆",6,3,"鬼胶",6,3,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0
503,"胡桃木材",6,3,"云杉木材",6,3,"黑铁钉",6,3,"加隆德钢",3,3,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0
504,"雪松木材",3,3,"黑铁铆钉",6,3,"秘银板",6,3,"绿金锭",6,3,"鬼胶",6,3,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0
505,"秘银铆钉",6,3,"钴铁锭",6,3,"玫瑰金锭",7,3,"清漆",6,3,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0
506,"橡木木材",8,3,"云杉木材",8,3,"白钢钉",8,3,"加隆德钢",3,3,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0
507,"古神木材",8,3,"黑铁铆钉",8,3,"白钢板",8,3,"绿金锭",8,3,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0
508,"钴铁铆钉",8,3,"钴铁锭",8,3,"圣蜥蜴革",8,3,"致远帆布",3,3,"清漆",6,3,"黑胶",3,3,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0
509,"胡桃木材",8,3,"云杉木材",8,3,"黑铁钉",8,3,"加隆德钢",3,3,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0
510,"圣雪松材",4,3,"钴铁铆钉",8,3,"钴铁板",8,3,"玫瑰金锭",8,3,"黑胶",4,3,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0
511,"钴铁铆钉",10,3,"灵银锭",6,3,"苍天石",3,3,"清漆",10,3,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0
512,"紫檀木材",8,3,"古神木材",8,3,"钴铁钉",8,3,"加隆德钢",3,3,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0
513,"暗栗木木材",4,3,"青铜铆钉",8,3,"玄钢板",8,3,"灵银锭",4,3,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0
514,"玄钢铆钉",7,3,"灵银锭",4,3,"亚拉戈高位合成兽革",3,3,"致远帆布",3,3,"清漆",8,3,"翼胶",3,3,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0
515,"桦木木材",8,3,"古神木材",4,3,"钴铁钉",8,3,"加隆德钢",3,3,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0
516,"铁刀木木材",3,3,"玄钢铆钉",8,3,"精金块",8,3,"玫瑰金锭",8,3,"黑胶",3,3,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0
517,"钴铁铆钉",8,3,"白钛锭",4,3,"苍天石",3,3,"亚拉戈高位合成兽革",3,3,"清漆",8,3,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0
518,"暗栗木木材",4,3,"桦木木材",4,3,"钴铁钉",4,3,"超硬加隆德钢",2,3,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0
519,"铁刀木角材",1,3,"精金块",2,3,"硬银锭",4,3,"翼胶",4,3,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0
520,"玄钢铆钉",4,3,"白钛锭",4,3,"亚拉戈高位合成兽革",4,3,"清漆",4,3,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0
550,"紫檀木材",7,3,"玄钢块",7,3,"黑铁钉",7,3,"黑铁铆钉",7,3,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0
551,"黑铁锭",7,3,"黑铁铆钉",7,3,"白钢锭",7,3,"白钢铆钉",7,3,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0
552,"玄钢锭",2,3,"白钢铆钉",4,3,"蛟蜥革",2,3,"骏鹰软革",2,3,"亚麻帆布",4,3,"天蚕绢布",2,3,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0
553,"硬化云杉木材",4,3,"玄钢块",7,3,"黑铁钉",7,3,"黑铁铆钉",7,3,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0
554,"白钢锭",7,3,"白钢铆钉",7,3,"玄钢锭",4,3,"钴铁铆钉",7,3,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0
555,"玄钢锭",4,3,"加隆德钢",3,3,"白钢铆钉",7,3,"绿金锭",7,3,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0
556,"硬化云杉木材",4,3,"加隆德钢",3,3,"白钢钉",7,3,"白钢铆钉",7,3,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0
557,"白钢锭",7,3,"白钢铆钉",7,3,"钴铁锭",7,3,"玄钢铆钉",7,3,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0
558,"玄钢锭",6,3,"秘银铆钉",6,3,"飞龙革",6,3,"致远帆布",3,3,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0
559,"古神木材",4,3,"白钢钉",10,3,"玄钢块",10,3,"秘银铆钉",10,3,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0
560,"白钢锭",10,3,"白钢铆钉",10,3,"钴铁铆钉",10,3,"玄钢锭",10,3,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0
561,"加隆德钢",3,3,"灵银锭",4,3,"玄钢铆钉",4,3,"苍天石",3,3,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0
562,"古神木材",4,3,"加隆德钢",3,3,"钴铁钉",10,3,"钴铁铆钉",10,3,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0
563,"白钢锭",10,3,"白钢铆钉",10,3,"钴铁锭",10,3,"玄钢铆钉",10,3,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0
564,"玄钢锭",4,3,"玄钢铆钉",4,3,"长颈驼革",6,3,"亚拉戈高位合成兽革",3,3,"致远帆布",3,3,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0
565,"铁刀木木材",3,3,"钴铁钉",10,3,"玄钢块",10,3,"钴铁铆钉",10,3,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0
566,"精金块",10,3,"钴铁铆钉",10,3,"玄钢锭",6,3,"玄钢铆钉",10,3,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0
567,"灵银锭",5,3,"白钛锭",5,3,"玄钢铆钉",5,3,"加隆德钢",3,3,"苍天石",3,3,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0
568,"铁刀木角材",1,3,"灵银块",4,3,"超硬加隆德钢",2,3,"钴铁铆钉",4,3,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0
569,"钴铁铆钉",4,3,"精金块",2,3,"玄钢铆钉",2,3,"灵银锭",2,3,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0
570,"白钛锭",4,3,"超硬加隆德钢",2,3,"安菲瑟龙革",4,3,"致远帆布",2,3,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0
600,"白钢锭",8,3,"白钢铆钉",8,3,"钴铁连接板",8,3,"钴铁锭",8,3,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0
601,"黑铁铆钉",8,3,"白钢锭",8,3,"白钢连接板",8,3,"玄钢锭",2,3,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0
602,"秘银铆钉",10,3,"玄钢板",2,3,"白银锭",10,3,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0
603,"白钢锭",10,3,"白钢铆钉",10,3,"钴铁连接板",10,3,"加隆德钢",3,3,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0
604,"白钢铆钉",10,3,"白钢连接板",10,3,"玄钢锭",4,3,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0
605,"古神木材",3,3,"秘银铆钉",10,3,"白银锭",10,3,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0
606,"白钢锭",10,3,"钴铁铆钉",10,3,"钴铁连接板",10,3,"加隆德钢",3,3,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0
607,"白钢铆钉",10,3,"灵银锭",6,3,"白钢连接板",10,3,"玄钢锭",3,3,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0
608,"秘银铆钉",10,3,"玄钢板",3,3,"秘银锭",10,3,"玫瑰金锭",6,3,"玻璃板",10,3,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0
609,"白钢铆钉",10,3,"白钢锭",10,3,"钴铁连接板",10,3,"加隆德钢",3,3,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0
610,"白钢铆钉",10,3,"灵银锭",6,3,"钴铁连接板",10,3,"玄钢锭",4,3,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0
611,"圣雪松材",4,3,"玄钢铆钉",10,3,"苍天石",3,3,"玫瑰金锭",4,3,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0
612,"白钢铆钉",10,3,"玄钢锭",7,3,"钴铁连接板",10,3,"加隆德钢",3,3,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0
613,"钴铁铆钉",10,3,"灵银锭",6,3,"钴铁连接板",10,3,"玄钢锭",6,3,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0
614,"钴铁铆钉",6,3,"钴铁环",6,3,"玄钢板",6,3,"苍天石",3,3,"硬银块",5,3,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0
615,"秘银铆钉",10,3,"精金块",10,3,"钴铁连接板",10,3,"加隆德钢",3,3,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0
616,"玄钢铆钉",10,3,"白钛锭",6,3,"钴铁连接板",10,3,"玄钢锭",4,3,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0
617,"铁刀木木材",3,3,"玄钢铆钉",10,3,"灵银锭",6,3,"苍天石",3,3,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0
618,"钴铁铆钉",4,3,"精金块",2,3,"灵银锭",4,3,"超硬加隆德钢",2,3,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0
619,"玄钢铆钉",4,3,"白钛锭",4,3,"白钛块",2,3,"皇金块",4,3,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0
620,"铁刀木角材",1,3,"玄钢铆钉",4,3,"苍天石",2,3,"硬银锭",4,3,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0
650,"白钢铆钉",8,3,"钴铁锭",8,3,"白钢锭",8,3,"钴铁连接板",8,3,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0
651,"白钢锭",10,3,"玄钢锭",2,3,"黑铁铆钉",10,3,"白钢连接板",10,3,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0
652,"秘银铆钉",10,3,"玄钢板",4,3,"白银锭",10,3,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0
653,"白钢铆钉",8,3,"加隆德钢",3,3,"白钢锭",8,3,"钴铁连接板",8,3,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0
654,"白钢锭",10,3,"玄钢锭",3,3,"白钢连接板",10,3,"钴铁锭",10,3,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0
655,"古神木材",3,3,"秘银铆钉",10,3,"钴铁锭",10,3,"白银锭",10,3,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0
656,"白钢铆钉",8,3,"钴铁锭",8,3,"白钢锭",8,3,"加隆德钢",3,3,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0
657,"秘银铆钉",10,3,"灵银锭",6,3,"钴铁连接板",10,3,"玄钢锭",3,3,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0
658,"秘银铆钉",10,3,"钨钢锭",6,3,"玄钢板",6,3,"秘银锭",10,3,"玻璃板",10,3,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0
659,"白钢铆钉",10,3,"白钢锭",10,3,"钴铁连接板",10,3,"加隆德钢",3,3,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0
660,"白钢铆钉",10,3,"灵银锭",6,3,"钴铁连接板",10,3,"玄钢锭",4,3,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0
661,"圣雪松材",4,3,"钴铁铆钉",6,3,"玄钢锭",6,3,"苍天石",3,3,"玫瑰金锭",4,3,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0
662,"秘银铆钉",10,3,"秘银锭",10,3,"钴铁连接板",10,3,"加隆德钢",3,3,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0
663,"钴铁铆钉",10,3,"灵银锭",6,3,"钴铁连接板",10,3,"玄钢锭",10,3,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0
664,"钴铁铆钉",10,3,"钨钢锭",3,3,"玄钢板",10,3,"硬银块",6,3,"苍天石",3,3,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0
665,"钴铁铆钉",10,3,"精金块",10,3,"钴铁连接板",10,3,"加隆德钢",3,3,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0
666,"玄钢铆钉",10,3,"白钛锭",6,3,"钴铁连接板",10,3,"玄钢锭",4,3,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0
667,"铁刀木木材",3,3,"玄钢铆钉",6,3,"皇金块",6,3,"苍天石",3,3,"亚拉戈高位合成兽革",3,3,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0
668,"钴铁铆钉",4,3,"精金块",2,3,"白钛锭",4,3,"超硬加隆德钢",2,3,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0
669,"玄钢铆钉",4,3,"白钛锭",4,3,"钴铁连接板",4,3,"灵银锭",4,3,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0
670,"铁刀木角材",1,3,"皇金块",4,3,"亚拉戈高位合成兽革",3,3,"致远帆布",3,3,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0
700,"胡桃木材",6,3,"云杉木材",6,3,"黑铁钉",6,3,"钴铁锭",6,3,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0
701,"雪松木材",3,3,"黑铁铆钉",6,3,"秘银板",6,3,"绿金锭",6,3,"鬼胶",6,3,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0
702,"秘银铆钉",6,3,"钴铁锭",6,3,"玫瑰金锭",7,3,"清漆",6,3,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0
703,"橡木木材",8,3,"云杉木材",8,3,"白钢钉",8,3,"加隆德钢",3,3,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0
704,"古神木材",8,3,"黑铁铆钉",8,3,"白钢板",8,3,"绿金锭",8,3,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0
705,"钴铁铆钉",8,3,"钴铁锭",8,3,"圣蜥蜴革",8,3,"致远帆布",3,3,"清漆",6,3,"黑胶",3,3,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0
706,"胡桃木材",8,3,"云杉木材",8,3,"黑铁钉",8,3,"加隆德钢",3,3,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0
707,"圣雪松材",4,3,"钴铁铆钉",8,3,"钴铁板",8,3,"玫瑰金锭",8,3,"黑胶",4,3,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0
708,"钴铁铆钉",10,3,"灵银锭",6,3,"苍天石",3,3,"清漆",10,3,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0
709,"钴铁铆钉",10,3,"钴铁板",6,3,"灵银锭",10,3,"加隆德钢",3,3,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0
710,"玄钢铆钉",10,3,"灵银锭",6,3,"暗栗木木材",10,3,"黑胶",4,3,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0
711,"白钛锭",10,3,"钴铁连接板",10,3,"硬银块",6,3,"皇金块",6,3,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0
712,"精金铆钉",5,3,"玄钢板",3,3,"硬银块",6,3,"超硬加隆德钢",2,3,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0
713,"灵银锭",10,3,"桦木木材",7,3,"暗栗木木材",10,3,"黑胶",4,3,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0
714,"铁纹钢",3,3,"玄钢铆钉",5,3,"铁刀木角材",2,3,"皇金块",6,3,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0
715,"鲨鱼级船体骨架",1,1,"超硬加隆德钢",3,3,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0
716,"柳杉木材",3,3,"白钢铆钉",8,3,"秘银板",6,3,"玫瑰金锭",8,3,"黑胶",6,3,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0
717,"纯钛板",3,3,"白金锭",8,3,"清漆",10,3,"蔷薇辉石",5,3,"硬银附魔墨水",6,3,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0
718,"甲鲎级船体骨架",1,1,"超硬加隆德钢",3,3,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0
719,"柳杉木材",3,3,"白钢铆钉",8,3,"钴铁板",8,3,"玫瑰金锭",8,3,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0
720,"纯钛板",3,3,"玄钢铆钉",8,3,"迦迦纳怪鸟革",8,3,"致远帆布",3,3,"翼胶",4,3,"蔷薇辉石",5,3,"硬银附魔墨水",6,3,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0
721,"须鲸级船体骨架",1,1,"超硬加隆德钢",3,3,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0
722,"柳杉木材",3,3,"山毛榉木材",4,3,"玄钢铆钉",8,3,"白金锭",8,3,"翼胶",4,3,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0
723,"纯钛板",3,3,"光银锭",6,3,"清漆",10,3,"蔷薇辉石",5,3,"硬银附魔墨水",6,3,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0
724,"腔棘鱼级船体骨架",1,1,"超硬加隆德钢",3,3,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0
725,"柳杉木材",3,3,"灵银铆钉",10,3,"光银锭",6,3,"翼胶",4,3,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0
726,"纯钛板",3,3,"白铜块",6,3,"皇金块",6,3,"蔷薇辉石",5,3,"硬银附魔墨水",6,3,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0,"",0,0
