key,0,1,2,3,4,5,6,7,8
46,1,"我らがアインハルト家が開発した試薬を渡しましょう。
ぜひ、その効果の程を試してください。","","","","","","",""
47,4,"くっ……俺は本能的に恐れているのか……？
あの時の出来事を思い出すのを……。","シドに何を聞く？","ボズヤ市街の景観について","帝国軍の動向について","","","",""
48,1,"そうだな……こんな風に青い石畳が続いていて……
軍事施設の周辺以外は、伝統的な街並みが続いていたはずだ。","","","","","","",""
49,1,"帝国軍か……重要な実験を控えていたからな。
兵たちもピリピリしていたのを覚えている……。","","","","","","",""
50,1,"話しているうちに、思い出してきたぞ……。
そうだ、この先で俺は見たんだ。","","","","","","",""
51,1,"すまない、自分でも思い出そうとしているんだが……
何か記憶を刺激するような物がないか、
探してみてくれないか？","","","","","","",""
52,1,"使い込まれた武具と、魔導アーマーの残骸があったと？
そうか、あの時、俺は……！","","","","","","",""
53,3,"すまない、自分でも思い出そうとしているんだが……
何か記憶を刺激するような物がないか、
探してみてくれないか？","","","","","","",""
54,1,"そうだな……こんな風に青い石畳が続いていて……
軍事施設の周辺以外は、伝統的な街並みが続いていたはずだ。","話しているうちに、思い出してきたぞ……。
そうだ、この先で俺は見たんだ。","","","","","",""
55,1,"帝国軍か……重要な実験を控えていたからな。
兵たちもピリピリしていたのを覚えている……。","話しているうちに、思い出してきたぞ……。
そうだ、この先で俺は見たんだ。","","","","","",""
56,2,"コンテンツから退出します。
よろしいですか？","訓練システムへのアクセスを確認……
操縦訓練を終了しますか？","","","","","",""
57,4,"少し簡単すぎたか。
だが、ルールは理解できただろう？
君には議事堂までの道中、こうして戦い続けてもらう。","何と言う？","嫌がらせのつもりか？","気分が悪い……","","","",""
58,1,"とんでもない。
中身は化け物のままだと、先に白状しただろう？","ただ、その化け物だって、
誰かにとっては仲間だったかもしれない……
それだけの話だよ。","","","","","",""
59,1,"ふむ、君は屠る相手の姿をいちいち気にするのか。
てっきり、立ちはだかってくる者を、
深く考えずに倒しているのだと思っていたよ。","己が手に掛けた化け物が、
誰かにとっては仲間だったかもしれない……
そんなことにも気づかずにね。","","","","","",""
60,4,"まだまだ余裕があるようだな。
この程度の「化け物」では君を傷つけられないか……
そもそも私の言葉に取り合っていないのか。
わかるとも、なにせ君は英雄だ。
どうあっても意見が異なる……いくら話しても納得できない……
そんな相手と、もう何度も向き合ってきたのだろう。
そこには皆が幸せな決着など在り得ない。
斃す相手の事情など、しがらみにしかならない。
必要なのはただ……己の譲れない信念を、護り抜くことだ。","何と言う？","違う、わかりあえることもある……！","お前とは、そういう決着になりそうだ","","","",""
61,1,"そんなものは、都合のいい思い込みだ……！
さもなければ冒涜だよ。
妥協を赦せるような信念だったと、自ら貶めるようなものだ。","私は必ず、完全な形で目的を果たす……。
それこそが、エリディブスの役目なのだから。","","","","","",""
62,1,"ああ、もちろんだとも。
私は己の為すべきことを、必ずや成し遂げるつもりだ。","そのために君を測り、傷つけ、いずれは亡き者にする。
君の事情も望みも……顧みることなく。","","","","","",""
63,4,"ここまでの旅は振り返れただろうか？
君にとって思い入れのある人物が、
ひとりやふたり、いてくれたならいいのだが。
我々アシエンにとっては、それが真なる人なのだよ。
喪われてほしくない、救うべき存在……
そう、私にとっての…………
私に……とっての…………？","エリディブスの様子がおかしい……","この隙に武器を構える","次の言葉を待つ","","","",""
64,1,"っ……！
残念だが、君と直接戦うにはまだ早い。
もう少し、化け物たちの相手をしてもらおう。","","","","","","",""
65,1,"……いや……何でもない。
知りたいのは君の力量なのだ……対話は要らない……。
戦いを続けるとしよう。","","","","","","",""
66,1,"おっと、途切れてしまったか……。
彼のやること為すことは、どうにも想像しがたくてね。","まあいい……このやり方で君を測るには限度がある。
議事堂にも着いたことだし、次の段階に移るとしよう。","","","","","",""
67,4,"魅了された帝国兵は、事切れてしまった……。","何をする？","帝国兵を調べる","黙祷を捧げる","","","",""
68,4,"魅了された帝国兵は、事切れてしまった……。","何をする？","帝国兵を調べる","黙祷を捧げる","","","",""
69,1,"魅了された帝国兵が「軍用ポーション」を持っていた！
ありがたく使わせてもらおう……。","ＨＰは、コンテンツアクション「軍用ポーション」で回復できます。
使用回数に制限がありますが、敵兵や残骸などから、
追加獲得できるため、積極的に探してみましょう。","","","","","",""
70,1,"もう何も持っていないようだ……。","ＨＰは、コンテンツアクション「軍用ポーション」で回復できます。
使用回数に制限がありますが、敵兵や残骸などから、
追加獲得できるため、積極的に探してみましょう。","","","","","",""
71,1,"救えなかった命に、黙祷を捧げた……。","自分自身の身体でなら、助けることができたのだろうか……。","このクエストバトルでは、通常時の戦闘能力を発揮できません。
そのため、なるべく戦闘を回避しながら、
キャンプ・ブロークングラスに向かうことを推奨します。","一度、発見されて戦闘状態に陥ると、
魅了された帝国兵や魔導兵器は、執拗に追跡してきます。
特に魔導兵器は手強いため、生身で戦うのは危険です。","","","",""
72,1,"よ、よかった……。
はぁはぁ……もう正気の仲間はいないかと……。
手ひどくやられちまって……身動きがとれなくてな……。","表にある魔導リーパーの……認証鍵を託す……。
脚部不良で移動はできないが、武装は生きてるはずだ……。","別の機体から青燐水タンクを持ってくれば、再起動できるはず……。
どうか……救援を呼んできてくれ、頼む……！","","","","",""
73,1,"俺は、ここで助けを待つ……。
突破口を開いて……救援を呼んできてくれ、頼む……！","","","","","","",""
74,1,"さあて、狩場はここにするかね。
まずはキマイラの餌にする、ミュルミドンの肉を集めるよ。","今のうちに、リーパーとしての戦い方に慣れておきな。
敵の魂を刈り集めて、アヴァターを召喚するんだ。","リーパーは、「ソウルゲージ」を溜めることで、
アヴァターを召喚できるようになります。","「ソウルゲージ」は、「スライス」からのコンボや、
「ソウルスライス」などを使うことで蓄積できます。","アヴァターを使いこなしてこそのリーパーだ。
アタシは、ここでお手並み拝見といかせてもらうよ。","","",""
75,1,"アヴァターを使いこなしてこそのリーパーだ。
アタシは、ここでお手並み拝見といかせてもらうよ。","リーパーは、「ソウルゲージ」を溜めることで、
アヴァターを召喚できるようになります。","「ソウルゲージ」は、「スライス」からのコンボや、
「ソウルスライス」などを使うことで蓄積できます。","","","","",""
76,1,"よ、よかった……。
はぁはぁ……もう正気の仲間はいないかと……。
手ひどくやられちまって……身動きがとれなくてな……。","表にある魔導リーパーの……認証鍵を託す……。
脚部不良で移動はできないが、武装は生きてるはずだ……。","グッ……負傷のせいで、身動きがとれなくてな……。
突破口を開いて……救援を呼んできてくれ、頼む……！","","","","",""
77,4,"確認すべきことがあれば、今のうちに……。
問題なければ「作戦を開始」しましょう。","どうする？","「作戦の詳細」を確認する","「特別なアクション」を確認する","<UIForeground>F20224</UIForeground>作戦を開始する<UIForeground>01</UIForeground>","やめる","",""
78,2,"確認を終えて、作戦を開始しますか？","","","","","","",""
