key,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15
24,"Clear Skies",30,"Fair Skies",20,"Clouds",20,"Fog",15,"Rain",15,"",0,"",0,"",0
25,"Heat Waves",100,"",0,"",0,"",0,"",0,"",0,"",0,"",0
26,"Gales",100,"",0,"",0,"",0,"",0,"",0,"",0,"",0
27,"Snow",100,"",0,"",0,"",0,"",0,"",0,"",0,"",0
28,"Clouds",100,"",0,"",0,"",0,"",0,"",0,"",0,"",0
29,"Clouds",20,"Clear Skies",30,"Fair Skies",30,"Fog",10,"Thunderstorms",10,"",0,"",0,"",0
30,"Gloom",100,"",0,"",0,"",0,"",0,"",0,"",0,"",0
31,"Louring",100,"",0,"",0,"",0,"",0,"",0,"",0,"",0
32,"Clouds",20,"Clear Skies",30,"Fair Skies",20,"Fair Skies",10,"Fog",10,"Rain",10,"",0,"",0
33,"Clear Skies",40,"Fair Skies",20,"Clouds",25,"Fog",10,"Rain",5,"",0,"",0,"",0
34,"Clouds",5,"Rain",15,"Fog",10,"Clouds",10,"Fair Skies",15,"Clear Skies",30,"Fair Skies",15,"",0
35,"Snow",100,"",0,"",0,"",0,"",0,"",0,"",0,"",0
36,"Wind",100,"",0,"",0,"",0,"",0,"",0,"",0,"",0
37,"Thunder",100,"",0,"",0,"",0,"",0,"",0,"",0,"",0
38,"Rough Seas",100,"",0,"",0,"",0,"",0,"",0,"",0,"",0
39,"Rough Seas",100,"",0,"",0,"",0,"",0,"",0,"",0,"",0
40,"Fog",100,"",0,"",0,"",0,"",0,"",0,"",0,"",0
41,"Dust Storms",100,"",0,"",0,"",0,"",0,"",0,"",0,"",0
42,"Blizzards",100,"",0,"",0,"",0,"",0,"",0,"",0,"",0
43,"Storm Clouds",100,"",0,"",0,"",0,"",0,"",0,"",0,"",0
44,"Core Radiation",100,"",0,"",0,"",0,"",0,"",0,"",0,"",0
45,"Tension",100,"",0,"",0,"",0,"",0,"",0,"",0,"",0
46,"Irradiance",100,"",0,"",0,"",0,"",0,"",0,"",0,"",0
47,"Snow",60,"Fair Skies",10,"Clear Skies",5,"Clouds",15,"Fog",10,"",0,"",0,"",0
48,"Snow",60,"Fair Skies",10,"Clear Skies",5,"Clouds",15,"Fog",10,"",0,"",0,"",0
49,"Blizzards",20,"Snow",40,"Fair Skies",10,"Clear Skies",5,"Clouds",15,"Fog",10,"",0,"",0
50,"Clouds",10,"Fog",10,"Thunder",10,"Dust Storms",10,"Clear Skies",30,"Fair Skies",30,"",0,"",0
51,"Clouds",10,"Fog",10,"Rain",10,"Showers",10,"Clear Skies",30,"Fair Skies",30,"",0,"",0
52,"Clouds",10,"Gales",10,"Umbral Static",20,"Clear Skies",30,"Fair Skies",30,"",0,"",0,"",0
53,"Clear Skies",30,"Fair Skies",30,"Clouds",10,"Fog",10,"Wind",10,"Umbral Wind",10,"",0,"",0
54,"Fair Skies",35,"Clouds",35,"Thunder",30,"",0,"",0,"",0,"",0,"",0
55,"Clouds",10,"Fog",10,"Rain",10,"Showers",10,"Clear Skies",30,"Fair Skies",30,"",0,"",0
56,"Oppression",100,"",0,"",0,"",0,"",0,"",0,"",0,"",0
57,"Smoke",100,"",0,"",0,"",0,"",0,"",0,"",0,"",0
58,"Clear Skies",100,"",0,"",0,"",0,"",0,"",0,"",0,"",0
59,"Fog",15,"Rain",25,"Fair Skies",60,"",0,"",0,"",0,"",0,"",0
60,"Fair Skies",40,"Fog",35,"Wind",20,"Umbral Wind",4,"Hyperelectricity",1,"",0,"",0,"",0
61,"Fair Skies",40,"Fog",20,"Wind",35,"Umbral Wind",4,"Hyperelectricity",1,"",0,"",0,"",0
62,"Fair Skies",40,"Fog",25,"Wind",25,"Umbral Wind",8,"Hyperelectricity",2,"",0,"",0,"",0
63,"Rain",100,"",0,"",0,"",0,"",0,"",0,"",0,"",0
64,"Fair Skies",60,"Rain",40,"",0,"",0,"",0,"",0,"",0,"",0
65,"Fair Skies",50,"Rain",50,"",0,"",0,"",0,"",0,"",0,"",0
66,"Multiplicity",100,"",0,"",0,"",0,"",0,"",0,"",0,"",0
67,"Fair Skies",35,"Snow",30,"Blizzards",20,"Fog",15,"",0,"",0,"",0,"",0
68,"Heat Waves",100,"",0,"",0,"",0,"",0,"",0,"",0,"",0
69,"Concordance",100,"",0,"",0,"",0,"",0,"",0,"",0,"",0
70,"Hyperelectricity",100,"",0,"",0,"",0,"",0,"",0,"",0,"",0
71,"Fair Skies",30,"Fog",30,"Wind",30,"Umbral Wind",10,"",0,"",0,"",0,"",0
72,"Fair Skies",65,"Rain",35,"",0,"",0,"",0,"",0,"",0,"",0
73,"Fair Skies",65,"Rain",35,"",0,"",0,"",0,"",0,"",0,"",0
74,"Gloom",100,"",0,"",0,"",0,"",0,"",0,"",0,"",0
75,"Demonic Infinity",100,"",0,"",0,"",0,"",0,"",0,"",0,"",0
76,"Wyrmstorms",100,"",0,"",0,"",0,"",0,"",0,"",0,"",0
77,"Revelstorms",100,"",0,"",0,"",0,"",0,"",0,"",0,"",0
78,"Clear Skies",15,"Fair Skies",45,"Clouds",20,"Fog",10,"Thunder",10,"",0,"",0,"",0
79,"Clear Skies",15,"Fair Skies",45,"Clouds",20,"Fog",10,"Thunder",10,"",0,"",0,"",0
80,"Clear Skies",10,"Fair Skies",50,"Clouds",15,"Fog",10,"Wind",10,"Dust Storms",5,"",0,"",0
81,"Clear Skies",20,"Fair Skies",40,"Clouds",20,"Fog",10,"Thunderstorms",10,"",0,"",0,"",0
82,"Rain",10,"Fog",10,"Clouds",20,"Fair Skies",40,"Clear Skies",20,"",0,"",0,"",0
83,"Thunder",10,"Wind",10,"Clouds",15,"Fair Skies",40,"Clear Skies",25,"",0,"",0,"",0
84,"Showers",5,"Rain",10,"Fog",10,"Clouds",15,"Fair Skies",40,"Clear Skies",20,"",0,"",0
85,"Gales",5,"Wind",5,"Rain",7,"Fog",8,"Clouds",10,"Fair Skies",40,"Clear Skies",25,"",0
86,"Umbral Static",100,"",0,"",0,"",0,"",0,"",0,"",0,"",0
87,"Eternal Bliss",100,"",0,"",0,"",0,"",0,"",0,"",0,"",0
88,"Dimensional Disruption",100,"",0,"",0,"",0,"",0,"",0,"",0,"",0
89,"Thunder",100,"",0,"",0,"",0,"",0,"",0,"",0,"",0
90,"Fair Skies",100,"",0,"",0,"",0,"",0,"",0,"",0,"",0
91,"Fair Skies",30,"Gales",30,"Showers",30,"Snow",10,"",0,"",0,"",0,"",0
92,"Dimensional Disruption",100,"",0,"",0,"",0,"",0,"",0,"",0,"",0
93,"White Cyclones",100,"",0,"",0,"",0,"",0,"",0,"",0,"",0
94,"Fair Skies",10,"Fog",18,"Heat Waves",18,"Snow",18,"Thunder",18,"Blizzards",18,"",0,"",0
95,"Fair Skies",100,"",0,"",0,"",0,"",0,"",0,"",0,"",0
96,"Fair Skies",10,"Heat Waves",18,"Thunder",18,"Blizzards",18,"Umbral Wind",18,"Snow",18,"",0,"",0
97,"Sandstorms",100,"",0,"",0,"",0,"",0,"",0,"",0,"",0
98,"Scarlet",100,"",0,"",0,"",0,"",0,"",0,"",0,"",0
99,"True Blue",100,"",0,"",0,"",0,"",0,"",0,"",0,"",0
100,"Fair Skies",12,"Showers",22,"Gloom",22,"Thunderstorms",22,"Snow",22,"",0,"",0,"",0
101,"Gales",100,"",0,"",0,"",0,"",0,"",0,"",0,"",0
102,"Everlasting Light",100,"",0,"",0,"",0,"",0,"",0,"",0,"",0
103,"Dreams",100,"",0,"",0,"",0,"",0,"",0,"",0,"",0
104,"Brilliance",100,"",0,"",0,"",0,"",0,"",0,"",0,"",0
105,"Termination",100,"",0,"",0,"",0,"",0,"",0,"",0,"",0
106,"Clear Skies",20,"Fair Skies",40,"Clouds",15,"Fog",10,"Rain",10,"Thunderstorms",5,"",0,"",0
107,"Gales",10,"Rain",10,"Fog",10,"Clouds",15,"Fair Skies",40,"Clear Skies",15,"",0,"",0
108,"Fair Skies",45,"Clouds",15,"Dust Storms",10,"Heat Waves",10,"Clear Skies",20,"",0,"",0,"",0
109,"Rain",10,"Fog",10,"Clouds",15,"Thunderstorms",10,"Clear Skies",15,"Fair Skies",40,"",0,"",0
110,"Fog",10,"Rain",10,"Umbral Wind",10,"Clear Skies",15,"Fair Skies",40,"Clouds",15,"",0,"",0
111,"Clouds",20,"Fair Skies",60,"Clear Skies",20,"",0,"",0,"",0,"",0,"",0
112,"Clear Skies",20,"Fair Skies",40,"Clouds",15,"Fog",10,"Rain",10,"Thunderstorms",5,"",0,"",0
113,"Gales",10,"Rain",10,"Fog",10,"Clouds",15,"Fair Skies",40,"Clear Skies",15,"",0,"",0
114,"Fair Skies",100,"",0,"",0,"",0,"",0,"",0,"",0,"",0
115,"Thunderstorms",100,"",0,"",0,"",0,"",0,"",0,"",0,"",0
116,"Termination",100,"",0,"",0,"",0,"",0,"",0,"",0,"",0
117,"Fair Skies",50,"Wind",30,"Rain",10,"Gales",5,"Fog",5,"",0,"",0,"",0
118,"Clear Skies",50,"Fair Skies",50,"",0,"",0,"",0,"",0,"",0,"",0
119,"Fair Skies",45,"Clouds",18,"Fog",17,"Rain",15,"Showers",5,"",0,"",0,"",0
120,"Fair Skies",40,"Clouds",15,"Fog",15,"Wind",25,"Gales",5,"",0,"",0,"",0
121,"Fair Skies",35,"Clouds",15,"Fog",15,"Snow",20,"Blizzards",15,"",0,"",0,"",0
122,"Fair Skies",82,"Clouds",5,"Fog",5,"Dust Storms",5,"Heat Waves",3,"",0,"",0,"",0
123,"Delirium",100,"",0,"",0,"",0,"",0,"",0,"",0,"",0
124,"Fair Skies",52,"Rain",12,"Wind",12,"Thunder",12,"Dust Storms",12,"",0,"",0,"",0
125,"Starshower",100,"",0,"",0,"",0,"",0,"",0,"",0,"",0
126,"Climactic",100,"",0,"",0,"",0,"",0,"",0,"",0,"",0
