key,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17
2000043,"ボムの親指",0,"ボムの親指",0,0,1,0,0,False,"","ui/icon/030000/030351.tex","イベントアイテム",1,1,"守護天節とリムサ・ロミンサのおかしな一座",3,"normal/item_start",0
2000044,"いたずらスパークラー",0,"いたずらスパークラー",0,0,1,0,0,False,"","ui/icon/022000/022647.tex","イベントアイテム",1,1,"守護天節とリムサ・ロミンサのおかしな一座",3,"normal/item_start",0
2000045,"ファイアキャンディ",0,"ファイアキャンディ",0,0,1,0,0,False,"","ui/icon/022000/022624.tex","イベントアイテム",1,1,"守護天節はお菓子と共に",3,"normal/item_start",0
2000046,"ウィンドキャンディ",0,"ウィンドキャンディ",0,0,1,0,0,False,"","ui/icon/022000/022625.tex","イベントアイテム",1,1,"守護天節はお菓子と共に",3,"normal/item_start",0
2000047,"アースキャンディ",0,"アースキャンディ",0,0,1,0,0,False,"","ui/icon/022000/022626.tex","イベントアイテム",1,1,"守護天節はお菓子と共に",3,"normal/item_start",0
2000048,"ボムの親指",0,"ボムの親指",0,0,1,0,0,False,"","ui/icon/030000/030351.tex","イベントアイテム",5,1,"守護天節に嗤うランタン",3,"normal/item_start",0
2000049,"守護天節のランタン",0,"守護天節のランタン",0,0,1,0,0,False,"","ui/icon/024000/024153.tex","イベントアイテム",1,1,"守護天節とグリダニアのおかしな一座",5,"normal/item_start",0
2000050,"ボムの親指",0,"ボムの親指",0,0,1,0,0,False,"","ui/icon/030000/030351.tex","イベントアイテム",1,1,"守護天節とグリダニアのおかしな一座",3,"normal/item_start",0
2000051,"いたずらスパークラー",0,"いたずらスパークラー",0,0,1,0,0,False,"","ui/icon/022000/022646.tex","イベントアイテム",1,1,"守護天節とグリダニアのおかしな一座",3,"normal/item_start",0
2000052,"ファイアキャンディ",0,"ファイアキャンディ",0,0,1,0,0,False,"","ui/icon/022000/022624.tex","イベントアイテム",1,1,"守護天節はお菓子と共に",3,"normal/item_start",0
2000053,"ウィンドキャンディ",0,"ウィンドキャンディ",0,0,1,0,0,False,"","ui/icon/022000/022625.tex","イベントアイテム",1,1,"守護天節はお菓子と共に",3,"normal/item_start",0
2000054,"アースキャンディ",0,"アースキャンディ",0,0,1,0,0,False,"","ui/icon/022000/022626.tex","イベントアイテム",1,1,"守護天節はお菓子と共に",3,"normal/item_start",0
2000055,"ボムの親指",0,"ボムの親指",0,0,1,0,0,False,"","ui/icon/030000/030351.tex","イベントアイテム",5,1,"守護天節に嗤うランタン",3,"normal/item_start",0
2000056,"守護天節のランタン",0,"守護天節のランタン",0,0,1,0,0,False,"","ui/icon/024000/024153.tex","イベントアイテム",1,1,"守護天節とウルダハのおかしな一座",5,"normal/item_start",0
2000057,"ボムの親指",0,"ボムの親指",0,0,1,0,0,False,"","ui/icon/030000/030351.tex","イベントアイテム",1,1,"守護天節とウルダハのおかしな一座",3,"normal/item_start",0
2000058,"いたずらスパークラー",0,"いたずらスパークラー",0,0,1,0,0,False,"","ui/icon/022000/022645.tex","イベントアイテム",1,1,"守護天節とウルダハのおかしな一座",3,"normal/item_start",0
2000061,"琥珀色の薬液",0,"琥珀色の薬液",0,0,1,0,0,False,"","ui/icon/020000/020661.tex","イベントアイテム",3,1,"平穏の心を求めて",3,"normal/item_start",0
2000062,"チゴーの卵袋",0,"チゴーの卵袋",0,0,1,0,0,False,"","ui/icon/022000/022623.tex","イベントアイテム",8,1,"チゴーの卵袋",3,"normal/item_start",0
2000071,"アノールの卵",0,"アノールの卵",0,0,1,0,0,False,"","ui/icon/025000/025251.tex","イベントアイテム",4,1,"森を脅かすものたち",3,"normal/item_start",0
2000074,"お手製のイールパイ",0,"お手製のイールパイ",0,0,1,0,0,False,"","ui/icon/024000/024305.tex","イベントアイテム",1,1,"冒険者への手引き",3,"normal/item_start",0
2000075,"アメッタの豆袋",0,"アメッタの豆袋",0,0,1,0,0,False,"","ui/icon/022000/022623.tex","イベントアイテム",6,1,"豆泥棒と豆挽き婦人",3,"normal/item_start",0
2000076,"エメリア宛ての手紙",0,"エメリア宛ての手紙",0,0,1,0,0,False,"","ui/icon/026000/026151.tex","イベントアイテム",1,1,"見知らぬ贈り物",3,"normal/item_start",0
2000077,"コチューの若葉",0,"コチューの若葉",0,0,1,0,0,False,"","ui/icon/025000/025201.tex","イベントアイテム",4,1,"豆挽き婦人の豆知識",0,"normal/item_start",0
2000079,"フ・ミバスの封書",0,"フ・ミバスの封書",0,0,1,0,0,False,"","ui/icon/025000/025918.tex","",1,1,"彼女の要望",0,"normal/item_start",0
2000080,"糧秣袋",0,"糧秣袋",0,0,1,0,0,False,"","ui/icon/022000/022623.tex","",1,1,"小さな預かり物",0,"normal/item_start",0
2000081,"骨製の穂先",0,"骨製の穂先",0,0,1,0,0,False,"","ui/icon/022000/022303.tex","",1,1,"一挙両得",0,"normal/item_start",0
2000082,"蜜蝋の保革油",0,"蜜蝋の保革油",0,0,1,0,0,False,"","ui/icon/022000/022636.tex","",1,1,"一挙両得",0,"normal/item_start",0
2000083,"丈夫な荒縄",0,"丈夫な荒縄",0,0,1,0,0,False,"","ui/icon/026000/026103.tex","",1,1,"一挙両得",0,"normal/item_start",0
2000084,"アーゼマローズの実",0,"アーゼマローズの実",0,0,1,0,0,False,"","ui/icon/025000/025302.tex","イベントアイテム",6,1,"困りの種実",0,"normal/item_start",0
2000085,"新鮮なギサールの野菜",0,"新鮮なギサールの野菜",0,0,1,0,0,False,"","ui/icon/025000/025218.tex","イベントアイテム",1,1,"頼れる相棒",3,"normal/item_start",0
2000092,"ローズレットの種子",0,"ローズレットの種子",0,0,1,0,0,False,"","ui/icon/022000/022623.tex","イベントアイテム",6,1,"牧場主の心配事",3,"normal/item_start",0
2000093,"新鮮なダイアマイトウェブ",0,"新鮮なダイアマイトウェブ",0,0,1,0,0,False,"","ui/icon/021000/021664.tex","イベントアイテム",6,1,"柵作りの秘訣",3,"normal/item_start",0
2000094,"蜂漬けの毒酒",0,"蜂漬けの毒酒",0,0,1,0,0,False,"","ui/icon/024000/024403.tex","イベントアイテム",1,1,"蜂漬けの毒酒",3,"normal/item_start",0
2000095,"小さな火種",0,"小さな火種",0,0,1,0,0,False,"","ui/icon/030000/030352.tex","イベントアイテム",1,1,"妖火の討伐",3,"normal/item_start",0
2000096,"レイアの卵",0,"レイアの卵",0,0,1,0,0,False,"","ui/icon/025000/025252.tex","イベントアイテム",1,1,"守るべきぬくもり",3,"normal/item_start",0
2000097,"ケーシャの封書",0,"ケーシャの封書",0,0,1,0,0,False,"","ui/icon/025000/025918.tex","イベントアイテム",1,1,,3,"normal/item_start",0
2000098,"緋色の虫油",0,"緋色の虫油",0,0,1,0,0,False,"","ui/icon/020000/020641.tex","イベントアイテム",6,1,"儀式に備えて",0,"normal/item_start",0
2000099,"蜂の死骸",0,"蜂の死骸",0,0,1,0,0,False,"","ui/icon/022000/022623.tex","イベントアイテム",4,1,"蜂漬けの毒酒",3,"normal/item_start",0
2000100,"気の抜けたエール",0,"気の抜けたエール",0,0,1,0,0,False,"","ui/icon/020000/020643.tex","イベントアイテム",3,1,"癒しえぬ傷",3,"normal/item_start",0
2000101,"アーゼマローズの香油",0,"アーゼマローズの香油",0,0,1,0,0,False,"","ui/icon/020000/020663.tex","イベントアイテム",2,1,"幻術士メレヌの依頼",3,"normal/item_start",0
2000102,"勇気の丸石",0,"勇気の丸石",0,0,1,0,0,False,"","ui/icon/021000/021451.tex","イベントアイテム",1,1,"勇気の丸石",0,"normal/item_start",0
2000103,"朽葉色の香油",0,"朽葉色の香油",0,0,1,0,0,False,"","ui/icon/022000/022636.tex","イベントアイテム",1,1,,3,"normal/item_start",0
2000104,"古びた八分儀",0,"古びた八分儀",0,0,1,0,0,False,"","ui/icon/021000/021002.tex","イベントアイテム",1,1,"冒険者への手引き",3,"normal/item_start",0
2000105,"古びた八分儀",0,"古びた八分儀",0,0,1,0,0,False,"","ui/icon/021000/021002.tex","イベントアイテム",1,1,"冒険者への手引き",3,"normal/item_start",0
2000119,"お手製のイールパイ",0,"お手製のイールパイ",0,0,1,0,0,False,"","ui/icon/024000/024305.tex","イベントアイテム",1,1,"冒険者への手引き",3,"normal/item_start",0
2000120,"お手製のイールパイ",0,"お手製のイールパイ",0,0,1,0,0,False,"","ui/icon/024000/024305.tex","イベントアイテム",1,1,"冒険者への手引き",3,"normal/item_start",0
2000121,"濁りなき清水",0,"濁りなき清水",0,0,1,0,0,False,"","ui/icon/022000/022614.tex","イベントアイテム",1,1,"水の試練",3,"normal/item_start",0
2000122,"勇気の丸石",0,"勇気の丸石",0,0,1,0,0,False,"","ui/icon/021000/021451.tex","イベントアイテム",1,1,"勇気の丸石",0,"normal/item_start",0
2000123,"魔導フォトセル",0,"魔導フォトセル",0,0,1,0,0,False,"","ui/icon/022000/022625.tex","イベントアイテム",99,1,,0,"normal/item_start",0
2000124,"キャリオンチゴーの卵袋",0,"キャリオンチゴーの卵袋",0,0,1,0,0,False,"","ui/icon/022000/022623.tex","",99,1,,0,"normal/item_start",0
2000125,"ゾンビーの遺留物",0,"ゾンビーの遺留物",0,0,1,0,0,False,"","ui/icon/022000/022623.tex","",99,1,,0,"normal/item_start",0
2000126,"大ぶりの蜜蜂",0,"大ぶりの蜜蜂",0,0,1,0,0,False,"","ui/icon/027000/027002.tex","",99,1,,0,"normal/item_start",0
2000127,"ヌメヌメ若葉",0,"ヌメヌメ若葉",0,0,1,0,0,False,"","ui/icon/025000/025201.tex","",99,1,,0,"normal/item_start",0
2000128,"密猟された皮革",0,"密猟された皮革",0,0,1,0,0,False,"","ui/icon/021000/021002.tex","",99,1,,0,"normal/item_start",0
2000136,"無記名の封書",0,"無記名の封書",0,0,1,0,0,False,"","ui/icon/025000/025918.tex","イベントアイテム",1,1,"情報屋の依頼",3,"normal/item_start",0
2000137,"剣闘士フランツのポスター",0,"剣闘士フランツのポスター",0,0,1,0,0,False,"","ui/icon/025000/025906.tex","イベントアイテム",3,1,"ある恐妻家の悲劇",3,"normal/searchaction_start",1
2000138,"シュルーの粗皮",0,"スナッピングシュルーから採れる毛皮",0,0,1,0,0,False,"","ui/icon/021000/021809.tex","イベントアイテム",5,1,"革製品の材料は？",3,"normal/item_start",0
2000140,"生温かい麻袋",0,"生温かい麻袋",0,0,1,0,0,False,"","ui/icon/022000/022628.tex","イベントアイテム",1,1,"それは生温かく芳しく",3,"normal/item_start",0
2000141,"測量記録書",0,"測量記録書",0,0,1,0,0,False,"","ui/icon/026000/026151.tex","イベントアイテム",1,1,"測量機材を探して",3,"normal/item_start",0
2000142,"ボッグヤーゾンの甲殻",0,"ボッグヤーゾンの甲殻",0,0,1,0,0,False,"","ui/icon/022000/022252.tex","イベントアイテム",4,1,"弓兵の教材調達",0,"normal/item_start",0
2000143,"トモシビタケ",0,"トモシビタケ",0,0,1,0,0,False,"","ui/icon/025000/025402.tex","イベントアイテム",1,1,"輝くトモシビタケ",3,"normal/item_start",0
2000144,"アブラムシ",0,"アブラムシ",0,0,1,0,0,False,"","ui/icon/027000/027003.tex","イベントアイテム",1,1,"監視哨への差し入れ",3,"normal/item_start",0
2000146,"測量道具箱",0,"測量道具箱",0,0,1,0,0,False,"","ui/icon/021000/021002.tex","イベントアイテム",2,1,"測量機材を探して",3,"normal/item_start",0
2000147,"測量用の荒縄",0,"測量用の荒縄",0,0,1,0,0,False,"","ui/icon/026000/026103.tex","イベントアイテム",1,1,"測量機材を探して",3,"normal/item_start",0
2000148,"東アルデナード商会の荷物",0,"東アルデナード商会の荷物",0,0,1,0,0,False,"","ui/icon/021000/021003.tex","イベントアイテム",3,1,"お前ヒマか！？",3,"normal/item_start",0
2000149,"サボテン水",0,"サボテン水",0,0,1,0,0,False,"","ui/icon/020000/020642.tex","イベントアイテム",4,1,"急場の閃き",3,"normal/item_start",0
2000150,"ファファフォノの荷物",0,"ファファフォノの荷物",0,0,1,0,0,False,"","ui/icon/021000/021003.tex","イベントアイテム",3,1,"落ちた誇り",3,"normal/item_start",0
2000151,"ファンガーの毒胞子袋",0,"ファンガーの毒胞子袋",0,0,1,0,0,False,"","ui/icon/025000/025403.tex","",99,1,,0,"normal/item_start",0
2000152,"建材用コチューのつる",0,"建材用コチューのつる",0,0,1,0,0,False,"","ui/icon/026000/026103.tex","",99,1,,0,"normal/item_start",0
2000153,"天然磁石",0,"天然磁石",0,0,1,0,0,False,"","ui/icon/021000/021209.tex","イベントアイテム",3,1,"羅針盤の修理",3,"normal/item_start",0
2000154,"黄銅製のルアー",0,"黄銅製のルアー",0,0,1,0,0,False,"","ui/icon/027000/027055.tex","イベントアイテム",2,1,"直る物と直らぬ物",3,"normal/item_start",0
2000164,"コブランの虫油",0,"コブランの虫油",0,0,1,0,0,False,"","ui/icon/020000/020663.tex","イベントアイテム",4,1,"あちこちの軋み",3,"normal/item_start",0
2000165,"モモディ宛の手紙",0,"モモディ宛の手紙",0,0,1,0,0,False,"","ui/icon/025000/025918.tex","イベントアイテム",1,1,"銀色に輝く故郷",3,"normal/item_start",0
2000168,"アントリングの大顎",0,"アントリングの大顎",0,0,1,0,0,False,"","ui/icon/022000/022205.tex","イベントアイテム",5,1,"ブラックブラッシュ停留所の厄介者",3,"normal/item_start",0
2000169,"ハンマービークの骨片",0,"ハンマービークの骨片",0,0,1,0,0,False,"","ui/icon/022000/022202.tex","イベントアイテム",1,1,,3,"normal/item_start",0
2000170,"大ぶりの銀鉱 ",0,"大ぶりの銀鉱 ",0,0,1,0,0,False,"","ui/icon/021000/021211.tex","イベントアイテム",1,1,,3,"normal/item_start",0
2000177,"ハンマービークの骨片",0,"ハンマービークの骨片",0,0,1,0,0,False,"","ui/icon/022000/022202.tex","イベントアイテム",8,1,"時代遅れの製錬法",3,"normal/item_start",0
2000185,"愛用の釣竿",0,"愛用の釣竿",0,0,1,0,0,False,"","ui/icon/038000/038201.tex","イベントアイテム",1,1,"漁師の相棒",3,"normal/item_start",0
2000186,"ロズリンからの伝令文",0,"ロズリンからの伝令文",0,0,1,0,0,False,"","ui/icon/026000/026151.tex","イベントアイテム",1,1,"伝令文の回覧",3,"normal/item_start",0
2000187,"ロズリンからの伝令文",0,"ロズリンからの伝令文",0,0,1,0,0,False,"","ui/icon/026000/026151.tex","イベントアイテム",1,1,"伝令文の回覧",3,"normal/item_start",0
2000188,"ロズリンからの伝令文",0,"ロズリンからの伝令文",0,0,1,0,0,False,"","ui/icon/026000/026151.tex","イベントアイテム",1,1,"伝令文の回覧",3,"normal/item_start",0
2000189,"冷水入りの水瓶",0,"冷水入りの水瓶",0,0,1,0,0,False,"","ui/icon/025000/025055.tex","イベントアイテム",1,1,,3,"normal/item_start",0
2000191,"見慣れぬ革袋",0,"見慣れぬ革袋",0,0,1,0,0,False,"","ui/icon/025000/025919.tex","イベントアイテム",1,1,"牧場に忍び寄る影",3,"normal/item_start",0
2000192,"ニメーヤリリーの花束",0,"ニメーヤリリーの花束",0,0,1,0,0,False,"","ui/icon/022000/022627.tex","イベントアイテム",3,1,"墓所に手向ける花",3,"normal/item_start",0
2000193,"千年果実",0,"千年果実",0,0,1,0,0,False,"","ui/icon/025000/025308.tex","",99,1,,0,"normal/item_start",0
2000196,"エールウィンの薬草トニック",0,"エールウィンの薬草トニック",0,0,1,0,0,False,"","ui/icon/020000/020661.tex","イベントアイテム",1,1,"新薬を求める手",3,"normal/item_start",0
2000197,"古めかしい陶器",0,"古めかしい陶器",0,0,1,0,0,False,"","ui/icon/025000/025055.tex","イベントアイテム",1,1,"パールレーンの掘り出し物",3,"normal/item_start",0
2000198,"バラまかれたギル貨幣",0,"バラまかれたギル貨幣",0,0,1,0,0,False,"","ui/icon/025000/025919.tex","イベントアイテム",5,1,"富豪のはした金",3,"normal/item_start",0
2000199,"パンプキンの引替伝票",0,"パンプキンの引替伝票",0,0,1,0,0,False,"","ui/icon/025000/025906.tex","イベントアイテム",1,1,"御礼品は予約品",3,"normal/item_start",0
2000200,"アンテロープの塩漬け肉",0,"アンテロープの塩漬け肉",0,0,1,0,0,False,"","ui/icon/024000/024353.tex","イベントアイテム",1,1,,3,"normal/item_start",0
2000201,"装飾具の注文書",0,"装飾具の注文書",0,0,1,0,0,False,"","ui/icon/026000/026151.tex","イベントアイテム",1,1,"新米剣術士のお願い",3,"normal/item_start",0
2000203,"ムントゥイ豆入りの木箱",0,"ムントゥイ豆入りの木箱",0,0,1,0,0,False,"","ui/icon/021000/021003.tex","イベントアイテム",1,1,,3,"normal/item_start",0
2000204,"小さな幻具",0,"小さな幻具",0,0,1,0,0,False,"","ui/icon/032000/032412.tex","イベントアイテム",1,1,,3,"normal/item_start",0
2000205,"小さな幻具",0,"小さな幻具",0,0,1,0,0,False,"","ui/icon/032000/032412.tex","イベントアイテム",1,1,,3,"normal/item_start",0
2000206,"狩猟道具箱",0,"狩猟道具箱",0,0,1,0,0,False,"","ui/icon/021000/021002.tex","イベントアイテム",3,1,,3,"normal/item_start",0
2000209,"アンテロープの臓物",0,"アンテロープの臓物",0,0,1,0,0,False,"","ui/icon/029000/029002.tex","イベントアイテム",4,1,,3,"normal/item_start",0
2000210,"オチューの若葉",0,"オチューの若葉",0,0,1,0,0,False,"","ui/icon/025000/025201.tex","イベントアイテム",4,1,,3,"normal/item_start",0
2000211,"新鮮なモールの肉",0,"新鮮なモールの肉",0,0,1,0,0,False,"","ui/icon/025000/025155.tex","イベントアイテム",2,1,"美味しい侵入者",3,"normal/item_start",0
2000212,"大ぶりの銀鉱",0,"大ぶりの銀鉱",0,0,1,0,0,False,"","ui/icon/021000/021215.tex","イベントアイテム",1,1,"迷惑な鉱石マニア",3,"normal/item_start",0
2000214,"オロボンの白身",0,"オロボンの白身",0,0,1,0,0,False,"","ui/icon/029000/029002.tex","イベントアイテム",4,1,"新作のアイデア",3,"normal/item_start",0
2000215,"六識の鮮血",0,"六識の鮮血",0,0,1,0,0,False,"","ui/icon/022000/022601.tex","イベントアイテム",4,1,,3,"normal/item_start",0
2000216,"アマジナ印の木箱",0,"アマジナ印の木箱",0,0,1,0,0,False,"","ui/icon/021000/021002.tex","イベントアイテム",3,1,"侵入！ネズミの巣",3,"normal/item_start",0
2000217,"ナルディク＆ヴィメリー社の封書",0,"ナルディク＆ヴィメリー社の封書",0,0,1,0,0,False,"","ui/icon/025000/025918.tex","イベントアイテム",1,1,"モラビー造船廠へ",3,"normal/item_start",0
2000218,"ワフフのお手製弁当",0,"ララフェルの弁当",0,0,1,0,0,False,"","ui/icon/022000/022641.tex","イベントアイテム",4,1,"造船師の活力源",3,"normal/item_start",0
2000219,"ライトニングスプライトの核",0,"ライトニングエレメンタルの核",0,0,1,0,0,False,"","ui/icon/021000/021265.tex","イベントアイテム",3,1,"リベット打ちの秘訣",3,"normal/item_start",0
2000220,"傷のないジャッカルの牙",0,"ハイエナの牙",0,0,1,0,0,False,"","ui/icon/022000/022303.tex","イベントアイテム",4,1,"孤独な灯台守",3,"normal/item_start",0
2000221,"ドードーの腐肉",0,"ドードーの腐肉",0,0,1,0,0,False,"","ui/icon/024000/024353.tex","イベントアイテム",1,1,"外来種の水際退治",3,"normal/item_start",0
2000222,"ヴィクトリー号の帆布",0,"ヴィクトリー号の操舵輪",0,0,1,0,0,False,"","ui/icon/021000/021602.tex","イベントアイテム",1,1,"消えた造船師",3,"normal/item_start",0
2000223,"ヴィクトリー号の操舵輪",0,"ヴィクトリー号の索具",0,0,1,0,0,False,"","ui/icon/021000/021003.tex","イベントアイテム",1,1,"消えた造船師",3,"normal/item_start",0
2000224,"ヴィクトリー号の索具",0,"ヴィクトリー号の帆布",0,0,1,0,0,False,"","ui/icon/020000/020910.tex","イベントアイテム",1,1,"消えた造船師",3,"normal/item_start",0
2000225,"ラノシア・リリーベル",0,"ラノシア・リリーベル",0,0,1,0,0,False,"","ui/icon/025000/025022.tex","イベントアイテム",1,1,"果敢な灯台守",3,"normal/item_start",0
2000228,"泥まみれの土器",0,"泥まみれの土器",0,0,1,0,0,False,"","ui/icon/025000/025054.tex","イベントアイテム",5,1,,3,"normal/item_start",0
2000229,"魔力を感じる剣",0,"魔力を感じる剣",0,0,1,0,0,False,"","ui/icon/030000/030426.tex","イベントアイテム",1,1,"不審者を追って",3,"normal/item_start",0
2000230,"不快な臭いの虫ダンゴ",0,"不快な臭いの虫ダンゴ",0,0,1,0,0,False,"","ui/icon/021000/021005.tex","イベントアイテム",2,1,"不敵なる矛先",3,"normal/item_start",0
2000231,"骨細工の警笛",0,"骨細工の警笛",0,0,1,0,0,False,"","ui/icon/025000/025919.tex","イベントアイテム",3,1,,3,"normal/item_start",0
2000232,"フルフラワーの蜂蜜酒",0,"フルフラワーの蜂蜜酒",0,0,1,0,0,False,"","ui/icon/025000/025057.tex","イベントアイテム",1,1,"いさおしき者たること",3,"normal/item_start",0
2000233,"バルーンの小指",0,"バルーンの小指",0,0,1,0,0,False,"","ui/icon/025000/025911.tex","イベントアイテム",6,1,"いさおしき者たること",3,"normal/item_start",0
2000234,"コッファー＆コフィンの注文票",0,"コッファー＆コフィンの注文票",0,0,1,0,0,False,"","ui/icon/026000/026153.tex","イベントアイテム",4,1,"注文の多いお客様",3,"normal/item_start",0
2000235,"鈍色の錬金薬",0,"鈍色の錬金薬",0,0,1,0,0,False,"","ui/icon/024000/024403.tex","イベントアイテム",1,1,"蛮勇の槍術士",3,"normal/item_start",0
2000236,"血塗れたボアの牙",0,"血塗れたボアの牙",0,0,1,0,0,False,"","ui/icon/022000/022301.tex","イベントアイテム",10,1,"命運分かつ槍",3,"normal/item_start",0
2000237,"落ちた積荷",0,"落ちた積荷",0,0,1,0,0,False,"","ui/icon/021000/021003.tex","イベントアイテム",2,1,"取り残された届け物",3,"normal/item_start",0
2000238,"ナナモパンプキン",0,"ナナモパンプキン",0,0,1,0,0,False,"","ui/icon/025000/025210.tex","イベントアイテム",1,1,"御礼品は予約品",3,"normal/item_start",0
2000239,"可愛いジンジャークッキー",0,"可愛いジンジャークッキー",0,0,1,0,0,False,"","ui/icon/024000/024051.tex","イベントアイテム",4,1,"成功の表と裏",3,"normal/item_start",0
2000240,"ルクロの封書",0,"ルクロの封書",0,0,1,0,0,False,"","ui/icon/025000/025918.tex","イベントアイテム",1,1,"不穏な報せ",3,"normal/item_start",0
2000241,"鉱山鉄道の時刻表",0,"鉱山鉄道の時刻表",0,0,1,0,0,False,"","ui/icon/026000/026151.tex","イベントアイテム",1,1,"ウルダハ操車庫の待ち人",3,"normal/item_start",0
2000242,"飼葉用ギサールの野菜",0,"飼葉用ギサールの野菜",0,0,1,0,0,False,"","ui/icon/025000/025218.tex","イベントアイテム",3,1,"ベントブランチ牧場の手伝い",3,"normal/item_start",0
2000243,"六識の鮮血",0,"六識の鮮血",0,0,1,0,0,False,"","ui/icon/022000/022601.tex","イベントアイテム",1,1,"いさおしき者たること",3,"normal/item_start",0
2000244,"邪教の念珠",0,"邪教の念珠",0,0,1,0,0,False,"","ui/icon/021000/021265.tex","イベントアイテム",99,1,,0,"normal/item_start",0
2000245,"光り輝く指輪",0,"光り輝く指輪",0,0,1,0,0,False,"","ui/icon/054000/054421.tex","イベントアイテム",1,1,"返済の目算",3,"normal/item_start",0
2000246,"特製ザリガニボール",0,"特製ザリガニボール",0,0,1,0,0,False,"","ui/icon/021000/021003.tex","イベントアイテム",1,1,"鏡池桟橋の荷運び",3,"normal/item_start",0
2000247,"ムントゥイ豆",0,"ムントゥイ豆",0,0,1,0,0,False,"","ui/icon/022000/022628.tex","イベントアイテム",1,1,"鏡池桟橋の荷運び",3,"normal/item_start",0
2000248,"真新しい板金鎧",0,"真新しい板金鎧",0,0,1,0,0,False,"","ui/icon/048000/048008.tex","イベントアイテム",1,1,"鏡池桟橋の荷運び",3,"normal/item_start",0
2000249,"ミューヌの封書",0,"ミューヌの封書",0,0,1,0,0,False,"","ui/icon/025000/025918.tex","イベントアイテム",1,1,"大樹で蠢く闇の鼓動",3,"normal/item_start",0
2000250,"桐の小箱",0,"",0,0,1,0,0,False,"","ui/icon/021000/021002.tex","イベントアイテム",1,1,"祭りの準備",3,"normal/item_start",0
2000251,"密猟された皮革",0,"密猟された皮革",0,0,1,0,0,False,"","ui/icon/023000/023001.tex","",99,1,,0,"normal/item_start",0
2000252,"失われた品",0,"失われた品",0,0,1,0,0,False,"","ui/icon/021000/021003.tex","",99,1,,0,"normal/item_start",0
2000253,"石兵の欠片",0,"石兵の欠片",0,0,1,0,0,False,"","ui/icon/021000/021202.tex","",99,1,,0,"normal/item_start",0
2000254,"アーススプライトの核",0,"アーススプライトの核",0,0,1,0,0,False,"","ui/icon/021000/021202.tex","",99,1,,0,"normal/item_start",0
2000255,"奪われた荷",0,"奪われた荷",0,0,1,0,0,False,"","ui/icon/021000/021003.tex","",99,1,,0,"normal/item_start",0
2000256,"サボテンの果肉",0,"サボテンの果肉",0,0,1,0,0,False,"","ui/icon/023000/023001.tex","",99,1,,0,"normal/item_start",0
2000257,"石兵のソウルストーン",0,"石兵のソウルストーン",0,0,1,0,0,False,"","ui/icon/021000/021202.tex","",99,1,,0,"normal/item_start",0
2000258,"海賊の略奪品",0,"海賊の略奪品",0,0,1,0,0,False,"","ui/icon/023000/023001.tex","",99,1,,0,"normal/item_start",0
2000259,"血文字の紙片",0,"血文字の紙片",0,0,1,0,0,False,"","ui/icon/026000/026151.tex","イベントアイテム",99,1,,0,"normal/item_start",0
2000260,"小さな鍵",0,"小さな鍵",0,0,1,0,0,False,"","ui/icon/025000/025904.tex","イベントアイテム",99,1,,0,"normal/item_start",0
